Mach,alpha,cr,ci,omega_i,stage1_mismatch,cr_box_min,cr_box_max,ci_box_min,ci_box_max,status,exception,ln_p_start_right_exact_600,stage2_mismatch_exact_600,y_limit_600,amplitude_status_600,ln_p_start_right_exact_1200,stage2_mismatch_exact_1200,y_limit_1200,amplitude_status_1200,p_edge_frac,p_center_jump,p_adjacent_jump,p_left_right_energy_ratio,rho_edge_frac,rho_center_jump,rho_adjacent_jump,rho_left_right_energy_ratio,u_edge_frac,u_center_jump,u_adjacent_jump,u_left_right_energy_ratio,v_edge_frac,v_center_jump,v_adjacent_jump,v_left_right_energy_ratio,all_finite,max_edge_frac,max_center_jump,max_adjacent_jump,max_left_right_energy_ratio,p_ylimit_rel_l2,rho_ylimit_rel_l2,u_ylimit_rel_l2,v_ylimit_rel_l2,max_ylimit_rel_l2,reject_reasons,source_file
1.8,0.06,0.7615399999999999,1.0336310000000002e-05,6.201786000000001e-07,2.748095233274973e-09,0.6,0.85,1e-05,0.002,rejected,,-37.424642056666144,1.831460942662676e-17,600.0,exact_log_amplitude_match,-69.93899843424822,1.8927921785138343e-16,1200.0,exact_log_amplitude_match,0.8763284617514268,0.1263216010869432,1.7480510864588976,109.86990533082502,0.8763284617514266,0.1263216010869435,1.7480510864588976,109.86990533082503,0.0021806672584288,0.9850316407838808,0.9850127046396154,81.03250063186954,0.1444334909683164,0.9873454449357104,0.9899488582647652,20.71657401368893,True,0.8763284617514268,0.9873454449357104,1.7480510864588976,109.86990533082503,0.0728390097314237,0.0728390097314237,0.0155418288466491,0.0459053350309789,0.0728390097314237,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.06000_candidates.csv
1.9,0.06,0.7615399999999999,1.56914e-05,9.41484e-07,2.885872762785248e-09,0.6,0.85,1e-05,0.002,rejected,,-37.00442158720236,1.760544697829033e-17,600.0,exact_log_amplitude_match,-69.09632174321717,1.7965120747869982e-16,1200.0,exact_log_amplitude_match,0.8774942503830097,0.1251448817953909,1.7579503759252055,108.80375566753982,0.8774942503830097,0.1251448817953911,1.7579503759252058,108.80375566753985,0.0022071214282894,0.9852277022138776,0.9852051623254862,76.01797142749396,0.1551912245066303,0.9876271592157154,0.9902262813503128,23.73193619232082,True,0.8774942503830097,0.9876271592157154,1.7579503759252058,108.80375566753985,0.0752395774029237,0.0752395774029238,0.0033151108245629,0.0434455404030289,0.0752395774029238,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.06000_candidates.csv
1.8,0.07,0.7615399999999999,1.30248e-05,9.11736e-07,3.3249560440998684e-09,0.6,0.85,1e-05,0.002,rejected,,-42.82989893444413,2.810372352927132e-17,600.0,exact_log_amplitude_match,-80.76310053303743,2.817918963988151e-16,1200.0,exact_log_amplitude_match,0.8574251976124114,0.1460766487976001,1.7173309489310875,125.14002080666566,0.8574251976124114,0.1460766487976001,1.717330948931087,125.14002080666565,0.0025076292127382,0.9837719695896694,0.9837500164465992,66.65931070125035,0.1425077469273514,0.9868199267840974,0.9894211149807188,23.197525080902032,True,0.8574251976124114,0.9868199267840974,1.7173309489310875,125.14002080666566,0.0794261442877403,0.0794261442877403,0.0010386880861387,0.0429427678372439,0.0794261442877403,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.07000_candidates.csv
1.9,0.08,0.7615399999999999,1e-05,8.000000000000001e-07,3.6240164629734566e-09,0.6,0.85,1e-05,0.002,rejected,,-47.67656247210431,3.8639309448195247e-17,600.0,exact_log_amplitude_match,-90.46630656228768,4.362669784740054e-16,1200.0,exact_log_amplitude_match,0.8450989593256516,0.1613536189220619,1.691977554440159,138.95778242207786,0.8450989593256518,0.161353618922062,1.6919775544401592,138.95778242207777,0.0029107809368398,0.9802326850930956,0.9802025817886652,51.32717114374197,0.1538341349690524,0.984161278151677,0.9867543083469584,29.516103581642444,True,0.8450989593256518,0.984161278151677,1.6919775544401592,138.95778242207786,0.0844961010707681,0.0844961010707682,0.0018496023757294,0.0487356710941306,0.0844961010707682,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.08000_candidates.csv
1.9,0.07,0.7615399999999999,2.314992e-05,1.6204944000000002e-06,3.6969774966426036e-09,0.6,0.85,1e-05,0.002,rejected,,-42.33940170453269,2.6989455237795977e-17,600.0,exact_log_amplitude_match,-79.77932823818193,2.6609040541876003e-16,1200.0,exact_log_amplitude_match,0.8603952365371473,0.1425384512699812,1.720647541712287,123.9468220132444,0.8603952365371476,0.1425384512699812,1.720647541712287,123.9468220132444,0.0025743589005636,0.9819525926519392,0.9819259728445944,61.32916125858996,0.155325886499747,0.9851554364368,0.9877513694914634,26.774889909258484,True,0.8603952365371476,0.9851554364368,1.720647541712287,123.9468220132444,0.0811532233449133,0.0811532233449133,0.000834355347381,0.0469655621063074,0.0811532233449133,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.07000_candidates.csv
1.8,0.08,0.7615399999999999,1.7140120000000004e-05,1.3712096000000004e-06,3.971458756053762e-09,0.6,0.85,1e-05,0.002,rejected,,-48.23531488263232,3.9887830425451165e-17,600.0,exact_log_amplitude_match,-91.58717060918508,3.4558462379223694e-16,1200.0,exact_log_amplitude_match,0.8431511546449405,0.1611117646911428,1.6896437696182651,139.7671988864922,0.8431511546449406,0.1611117646911427,1.6896437696182656,139.76719888649222,0.00290773002754,0.9809583984736646,0.9809327519886109,52.79628334588807,0.1447652900643548,0.9848777263235864,0.987475947648486,25.86158764926349,True,0.8431511546449406,0.9848777263235864,1.6896437696182656,139.76719888649222,0.0833215136188489,0.0833215136188489,0.0008364481281189,0.0455100030272228,0.0833215136188489,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.08000_candidates.csv
1.9,0.09,0.7615399999999999,1.100893e-05,9.908037e-07,4.219006990428957e-09,0.6,0.85,1e-05,0.002,rejected,,-53.01288042634969,5.2103440762548815e-17,600.0,exact_log_amplitude_match,-101.15123405915566,5.548889770394605e-16,1200.0,exact_log_amplitude_match,0.832410926826043,0.1757085135910729,1.6679372435905604,153.20070194702367,0.8324109268260429,0.1757085135910728,1.6679372435905606,153.2007019470237,0.0033105201739495,0.9764429637404344,0.9764087187007312,41.74238346108549,0.1557105561755708,0.9812007751781042,0.9837901600734392,32.42727977518274,True,0.832410926826043,0.9812007751781042,1.6679372435905606,153.2007019470237,0.0875351802295782,0.0875351802295782,0.0072599462970436,0.0511744929112496,0.0875351802295782,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.09000_candidates.csv
1.8,0.09,0.7615399999999999,1.100893e-05,9.908037e-07,4.2635374721932335e-09,0.6,0.85,1e-05,0.002,rejected,,-53.642018152008525,5.387306644561647e-17,600.0,exact_log_amplitude_match,-102.41348382411654,5.721866353373825e-16,1200.0,exact_log_amplitude_match,0.8293029305748375,0.1774486599376088,1.6583971173881764,154.10414577836892,0.8293029305748374,0.177448659937609,1.6583971173881764,154.10414577836892,0.0032712770519203,0.9783679381650884,0.978339238626162,43.6658776772541,0.1449343577629704,0.9830484540664473,0.985644039136098,28.236463724121712,True,0.8293029305748375,0.9830484540664473,1.6583971173881764,154.10414577836892,0.086155947834947,0.0861559478349471,0.0081788492590886,0.04795736408208,0.0861559478349471,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.09000_candidates.csv
1.8,0.1,0.7615399999999999,1.010348e-05,1.010348e-06,4.590732562579887e-09,0.6,0.85,1e-05,0.002,rejected,,-59.048577209470935,6.980533158385865e-17,600.0,exact_log_amplitude_match,-113.23919766972972,7.986017288476745e-16,1200.0,exact_log_amplitude_match,0.8151724450448806,0.1934133878315459,1.6304093339482246,167.8252532240695,0.8151724450448805,0.1934133878315461,1.630409333948225,167.82525322406954,0.0036267975457513,0.97611602126366,0.9760844722983758,36.72674802808406,0.1447853270543919,0.9815385613297776,0.9841314699955654,30.43212337698449,True,0.8151724450448806,0.9815385613297776,1.630409333948225,167.82525322406954,0.0890746408177633,0.0890746408177633,0.0146855485182001,0.0506221986648757,0.0890746408177633,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.10000_candidates.csv
1.9,0.1,0.7615399999999999,1e-05,1.0000000000000002e-06,4.625107607765202e-09,0.6,0.85,1e-05,0.002,rejected,,-58.34975601355367,6.757616488219872e-17,600.0,exact_log_amplitude_match,-111.83693612461748,6.849499500474423e-16,1200.0,exact_log_amplitude_match,0.8235452011993002,0.1868061042511072,1.6494054306677737,167.11680123763983,0.8235452011993001,0.186806104251107,1.6494054306677732,167.11680123763986,0.0037867867657141,0.9734356681497114,0.9733964133312552,33.28785671657549,0.1605331106620295,0.9792053477987962,0.9817901912930626,35.681022284797656,True,0.8235452011993002,0.9792053477987962,1.6494054306677737,167.11680123763986,0.0903359531162972,0.0903359531162971,0.0234378200002708,0.0564027668871105,0.0903359531162972,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.10000_candidates.csv
1.9,0.11,0.7615399999999999,1.020696e-05,1.1227656e-06,4.962877562470845e-09,0.6,0.85,1e-05,0.002,rejected,,-63.68681069128521,8.495209941563743e-17,600.0,exact_log_amplitude_match,-122.5226816180798,8.326424040820732e-16,1200.0,exact_log_amplitude_match,0.8100593022838292,0.2023133771508455,1.6218297188760484,180.51991646403096,0.810059302283829,0.2023133771508454,1.6218297188760484,180.51991646403096,0.0041482042346584,0.9714826444708764,0.971439925405472,28.52164687711152,0.1600632785186963,0.9780087905362376,0.9805901530461038,38.13741271794963,True,0.8100593022838292,0.9780087905362376,1.6218297188760484,180.51991646403096,0.0936405835022711,0.0936405835022711,0.011900027086201,0.0564428729972959,0.0936405835022711,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.11000_candidates.csv
1.8,0.11,0.7615399999999999,1.1966120000000002e-05,1.3162732000000002e-06,5.1683040452464086e-09,0.6,0.85,1e-05,0.002,rejected,,-64.45510021312357,8.762966744692925e-17,600.0,exact_log_amplitude_match,-124.06454953941052,8.369265381977635e-16,1200.0,exact_log_amplitude_match,0.8018784456520975,0.2081311652419055,1.6060144762502009,181.00343897029413,0.8018784456520973,0.2081311652419055,1.6060144762502004,181.00343897029407,0.0039971419434666,0.9740810523168676,0.9740465842635652,31.02370086204626,0.1452436404507556,0.9802830064807996,0.9828729998115484,32.590499185071614,True,0.8018784456520975,0.9802830064807996,1.6060144762502009,181.00343897029413,0.0914743047944049,0.0914743047944049,0.0021159407276626,0.0503629695205964,0.0914743047944049,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.11000_candidates.csv
1.9,0.12,0.7615399999999999,1e-05,1.2000000000000002e-06,5.417303383346824e-09,0.6,0.85,1e-05,0.002,rejected,,-69.02420819349877,1.0427431688433511e-16,600.0,exact_log_amplitude_match,-133.20882432876255,1.2138667712501252e-15,1200.0,exact_log_amplitude_match,0.794953056622927,0.2195505943921025,1.5911655411493832,193.52395323484365,0.794953056622927,0.2195505943921023,1.591165541149383,193.52395323484365,0.0044435215907316,0.9694568239245676,0.9694116856397488,25.338174866162166,0.1573391294473745,0.976559226054156,0.9791377084078914,40.04156900552073,True,0.794953056622927,0.976559226054156,1.5911655411493832,193.52395323484365,0.0988181448628897,0.0988181448628898,0.0162025603722315,0.0595075406550424,0.0988181448628898,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.12000_candidates.csv
1.8,0.12,0.7615399999999999,1.331136e-05,1.5973632e-06,5.687866975011403e-09,0.6,0.85,1e-05,0.002,rejected,,-69.86191974505742,1.1001844795219956e-16,600.0,exact_log_amplitude_match,-134.8902262042032,9.858578139004733e-16,1200.0,exact_log_amplitude_match,0.7901102747705189,0.2214860854883301,1.5838128510367349,193.80304568562383,0.790110274770519,0.2214860854883304,1.5838128510367353,193.80304568562383,0.004389285484603,0.9720548410133985,0.972017344532952,26.27814699624865,0.1463956593629659,0.9790766135486804,0.9816634383001094,34.7785741784418,True,0.790110274770519,0.9790766135486804,1.5838128510367353,193.80304568562383,0.0953218204873084,0.0953218204873084,0.0029694579950671,0.0529189235974057,0.0953218204873084,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.12000_candidates.csv
1.9,0.13,0.7615399999999999,1e-05,1.3e-06,5.833973001804841e-09,0.6,0.85,1e-05,0.002,rejected,,-74.36184039411057,1.2548417208713651e-16,600.0,exact_log_amplitude_match,-143.89517454032884,9.571686746151108e-16,1200.0,exact_log_amplitude_match,0.7842354514453054,0.2325233237697255,1.5698857044726782,206.2736089247626,0.7842354514453053,0.2325233237697256,1.5698857044726782,206.27360892476256,0.004834119896612,0.9670226406168544,0.966974028976082,21.817061972422195,0.1582122698625811,0.9749011080889196,0.9774756927608632,42.45004370284416,True,0.7842354514453054,0.9749011080889196,1.5698857044726782,206.2736089247626,0.1019535157023347,0.1019535157023347,0.0025516239654748,0.0602102352502957,0.1019535157023347,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.13000_candidates.csv
1.8,0.13,0.7615399999999999,1.0310440000000002e-05,1.3403572000000005e-06,5.9858401126580795e-09,0.6,0.85,1e-05,0.002,rejected,,-75.26959813580388,1.4673981899439375e-16,600.0,exact_log_amplitude_match,-145.71737410831915,1.1248832893603749e-15,1200.0,exact_log_amplitude_match,0.7780922048443117,0.2360775644681501,1.559105875717166,206.43921865180383,0.7780922048443116,0.2360775644681502,1.559105875717166,206.43921865180383,0.0047397422307256,0.9701344847116594,0.9700946808674252,22.91001927301952,0.1461040731310175,0.9778501494097694,0.980434130890611,36.64350802556645,True,0.7780922048443117,0.9778501494097694,1.559105875717166,206.43921865180383,0.0999097510779396,0.0999097510779397,0.0032053573535586,0.0555815403131904,0.0999097510779397,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.13000_candidates.csv
1.9,0.14,0.7615399999999999,1e-05,1.4e-06,6.284035721697175e-09,0.6,0.85,1e-05,0.002,rejected,,-79.69970819846651,1.7775383902754856e-16,600.0,exact_log_amplitude_match,-154.58176034911395,1.2552440735749594e-15,1200.0,exact_log_amplitude_match,0.7750021471544625,0.2440982853041859,1.551997009620281,218.76292373917948,0.7750021471544626,0.244098285304186,1.551997009620281,218.76292373917943,0.0052427937782979,0.964137126267504,0.9640850779934402,18.848165775427137,0.1595491096254636,0.972794309304396,0.975364840160966,44.89153954285776,True,0.7750021471544626,0.972794309304396,1.551997009620281,218.76292373917948,0.1041766460784957,0.1041766460784958,0.0061020915811575,0.0620345241578142,0.1041766460784958,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.14000_candidates.csv
1.8,0.14,0.7615399999999999,1.2793960000000002e-05,1.7911544000000005e-06,6.597217151891537e-09,0.6,0.85,1e-05,0.002,rejected,,-80.67669502952185,1.5288697945642963e-16,600.0,exact_log_amplitude_match,-156.54313500614404,1.142835832567154e-15,1200.0,exact_log_amplitude_match,0.7685006664909969,0.2471284053080052,1.5410831756857093,218.50735481453268,0.7685006664909968,0.2471284053080051,1.541083175685709,218.5073548145328,0.0051552155429883,0.9674612087526988,0.9674185307516088,19.64591733866094,0.1477677047764571,0.9759957691279344,0.9785763515377836,38.80263653458925,True,0.7685006664909969,0.9759957691279344,1.5410831756857093,218.5073548145328,0.1025238698480483,0.1025238698480483,0.0023424878305163,0.0572158604163738,0.1025238698480483,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.80_alpha0.14000_candidates.csv
1.9,0.15,0.7615399999999999,1.072436e-05,1.6086540000000002e-06,6.769706580035496e-09,0.6,0.85,1e-05,0.002,rejected,,-85.03765599986595,2.24783089784704e-16,600.0,exact_log_amplitude_match,-165.268296369753,1.4218192698490736e-15,1200.0,exact_log_amplitude_match,0.7662938513987742,0.2550031940861261,1.5357648022444073,230.93855567365893,0.766293851398774,0.2550031940861262,1.5357648022444077,230.9385556736589,0.0056744962992451,0.9619495567398018,0.9618937529027024,16.31693537301765,0.1614147719789263,0.9714637653510808,0.97402981171551,47.41175487098005,True,0.7662938513987742,0.9714637653510808,1.5357648022444077,230.93855567365893,0.1085215213939578,0.1085215213939578,0.0028868721002314,0.0648835323025661,0.1085215213939578,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,assets/classic_supersonic/scan_M18_M19_alpha_0_03_strict/point_results/M1.90_alpha0.15000_candidates.csv
