Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.7,0.65,0.4641928478552852,0.1885852111465077,0.7,0.65,modal_pretraining,854,340
0.7,0.7,0.4998999899979994,0.1597637952986387,0.7,0.7,modal_pretraining,856,340
0.7,0.75,0.5356071321407138,0.1316713974396367,0.7,0.75,joint_training,859,340
0.7,0.8,0.571314274283428,0.1042480673850852,0.7,0.8,modal_pretraining,862,340
0.75,0.65,0.429934588047996,0.1806384837270223,0.75,0.65,modal_pretraining,908,340
0.75,0.7,0.4630064794363033,0.1529926558123369,0.75,0.7,modal_pretraining,909,340
0.75,0.7375,0.4878103979775339,0.132730165207409,0.75,0.7375,modal_pretraining,910,340
0.75,0.8,0.5291502622129182,0.0997556116386203,0.75,0.8,modal_pretraining,913,340
0.8,0.7,0.4199999999999999,0.1464244768808252,0.8,0.7,modal_pretraining,960,340
0.8,0.7375,0.4424999999999999,0.1269044291300511,0.8,0.7375,modal_pretraining,961,340
0.8,0.775,0.4649999999999999,0.1077491073511883,0.8,0.775,modal_pretraining,963,340
0.85,0.65,0.342408746967714,0.1675402985478431,0.85,0.65,modal_pretraining,1017,340
0.85,0.7,0.3687478813498459,0.1414119667889211,0.85,0.7,modal_pretraining,1018,340
0.85,0.75,0.3950870157319778,0.1160019340020967,0.85,0.75,joint_training,1020,340
0.85,0.8,0.4214261501141096,0.0912673344193447,0.85,0.8,modal_pretraining,1022,340
