epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,lr
1,8.519952284837217,7.956670625444707e-07,0.0005422859495970718,0.036317038400759366,1.6187470606217276e-06,7.876590208353965e-07,0.778801882594937,1.0048772154890062,0.00019999998697760562
2,8.505098197371742,1.748645400626375e-06,0.0005461093025245623,0.035709986127667334,4.9042647507385585e-06,1.7873369442277985e-06,0.7784929468864069,1.0090190772503969,0.000199999947910426
3,8.490742427150014,4.493668574025215e-06,0.0005439418239954041,0.03511054659530807,1.196890628785029e-05,4.564491591321229e-06,0.7781850249689374,1.00826533685201,0.00019999988279847185
4,8.477238947845436,8.526390138529236e-06,0.0005809422640331967,0.03451434424767107,2.282979384758042e-05,8.62800989029801e-06,0.777877439696554,1.004152252944403,0.00019999979164176106
5,8.464604977425648,1.4643823488027899e-05,0.0006602920168609098,0.03392044645746349,3.7505612959991874e-05,1.4777272327595175e-05,0.7775696128576889,0.9980269550958389,0.00019999967444031858
6,8.452345438322833,2.383532660229609e-05,0.0007355184844995705,0.03332692413222199,5.60099712408776e-05,2.400984537267346e-05,0.7772612420443288,0.9918754520974689,0.00019999953119417656
7,8.439782083778045,3.646455092357703e-05,0.000749393163319604,0.03272835189638919,7.832198693241528e-05,3.669287340442974e-05,0.7769524270014587,0.9884554168893382,0.00019999936190337426
8,8.428603996191361,5.2522318471859124e-05,0.0008775623244015396,0.032121567854519424,0.00010434661329763927,5.2800852753242e-05,0.7766437131342474,0.9878011395710519,0.0001999991665679581
9,8.416054723735446,7.226034842407027e-05,0.0008432427011199244,0.03150760703779302,0.00013386761815470518,7.258918259120498e-05,0.7763360790668675,0.9885450285062108,0.00019999894518798165
10,8.40668707447625,9.613309063877566e-05,0.0011057050235096788,0.03088540311555164,0.00016649283599004414,9.6495802390202e-05,0.776031134742473,0.9901195297128766,0.00019999869776350556
11,8.395554124440794,0.00012366057462192203,0.0011701427842447708,0.03025732791251781,0.0002015770210413943,0.00012402583404101528,0.7757311830497632,0.9906464086154174,0.00019999842429459773
