alpha,Mach,cr,ci,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag,amp_mask_frac
0.1,1.6,0.299805,0.029118,0.8917108948054498,0.8928236422075058,0.8928236422075058,0.8917108948054496,0.9110091218153417,0.9066238813666831,1.4865365457283204,0.9257341670435022,0.26535313993020404,0.05
