Mach,alpha,cr,ci,omega_i,residual_norm
1.25,0.085,0.1803996647081534,0.1093447708499076,0.0092943055222421,4.145048553271241e-12
1.25,0.09,0.1865942290233666,0.1070656426164781,0.009635907835483,2.724334561918685e-12
1.25,0.095,0.1924145092150188,0.1047757098421646,0.0099536924350056,1.827788457863364e-12
1.25,0.1,0.1979011052414519,0.1024759826612526,0.0102475982661252,1.24774902711198e-12
1.25,0.105,0.2030880055220416,0.1001673663949867,0.0105175734714736,8.63931564290216e-13
1.25,0.11,0.208004018994648,0.0978506750682412,0.0107635742575065,6.02466720149649e-13
1.25,0.115,0.2126738285514086,0.0955266437997865,0.0109855640369754,4.2908546559514723e-13
1.25,0.12,0.2171187822126098,0.0931959386996336,0.011183512643956,3.164160309841579e-13
1.25,0.125,0.2213574976778959,0.0908591657147537,0.0113573957143442,2.312606815181582e-13
1.25,0.13,0.2254063308428138,0.0885168779525414,0.0115071941338303,1.6069518949235077e-13
1.25,0.135,0.2292797469069861,0.0861695821740407,0.0116328935934955,1.1779358054494669e-13
1.25,0.14,0.2329906146711097,0.0838177442773477,0.0117344841988286,8.070558461267424e-14
1.25,0.145,0.2365504431547441,0.0814617938560722,0.0118119601091304,6.483114071783175e-14
1.25,0.15,0.2399695757908944,0.0791021284512497,0.0118653192676874,4.8941209882535255e-14
1.25,0.155,0.2432573498500682,0.0767391171090375,0.0118945631519008,3.6776065028634336e-14
1.25,0.16,0.2464222279528879,0.0743731035158428,0.0118996965625348,2.8458420693008764e-14
1.25,0.165,0.249471908602467,0.072004408591219,0.0118807274175511,2.2046325956941056e-14
1.25,0.17,0.2524134188561518,0.0696333329101972,0.0118376665947335,1.8539769155191372e-14
1.25,0.175,0.2552531931688245,0.0672601587494335,0.0117705277811508,1.6023270398542032e-14
1.25,0.18,0.2579971403386434,0.0648851519298819,0.0116793273473787,4.7296264492777136e-15
1.25,0.185,0.2606507009450217,0.0625085633894292,0.0115640842270444,9.673863981716928e-16
1.25,0.1875,0.2619451708342147,0.061319750650747,0.011497453247015,9.66116391895152e-16
1.25,0.19,0.2632188970998225,0.0601306305191653,0.0114248197986414,1.038408428642582e-15
1.25,0.195,0.2657063752620336,0.0577515784663902,0.0112615578009461,5.794163642609496e-15
1.25,0.2,0.2681174439846895,0.0553716212071203,0.011074324241424,2.0368930405446835e-14
1.25,0.205,0.2704561057382739,0.0529909624460815,0.0108631473014467,2.7866462338495918e-14
1.25,0.21,0.2727260864318847,0.0506097964643259,0.0106280572575084,3.9215719229716425e-14
1.25,0.215,0.2749308604524371,0.0482283089182875,0.0103690864174318,6.673402317096183e-14
1.25,0.22,0.2770736728867821,0.0458466775087439,0.0100862690519236,1.0239177077878977e-13
1.25,0.225,0.2791575593044574,0.0434650724121115,0.0097796412927251,1.7106519850278085e-13
1.25,0.23,0.2811853643047579,0.0410836573707542,0.0094492411952734,2.6247040775888136e-13
1.25,0.235,0.283159755764521,0.0387025891520861,0.0090951084507402,4.281580198212414e-13
1.25,0.24,0.2850832400495695,0.036322018907998,0.0087172845379195,7.09263400484788e-13
1.25,0.245,0.2869581746370771,0.0339420919435546,0.0083158125261708,1.1952258895855382e-12
1.25,0.25,0.2887867792820066,0.0315629485870253,0.0078907371467563,2.065151616940269e-12
1.25,0.255,0.2905711463289034,0.0291847237348504,0.0074421045523868,3.665311854431712e-12
1.25,0.26,0.2923132509359473,0.026807548410821,0.0069699625868134,6.717115345303577e-12
1.25,0.265,0.2940149578459175,0.0244315481883399,0.00647436026991,1.2802256642186939e-11
1.25,0.27,0.2956780307175911,0.0220568452413984,0.0059553482151775,2.5594053124509907e-11
1.25,0.275,0.297304138291922,0.0196835569521715,0.0054129781618471,5.4352059345140365e-11
1.25,0.28,0.2988948614100279,0.0173117979143134,0.0048473034160077,1.2420941072654195e-10
1.25,0.285,0.3004516982633556,0.0149416772739879,0.0042583780230865,3.749175740973172e-14
1.25,0.29,0.301976070174441,0.01257330296774,0.0036462578606446,2.2441046136281052e-14
1.25,0.295,0.3034693255859127,0.0102067782825361,0.0030109995933481,8.436312987086642e-14
1.25,0.3,0.3049327484297222,0.0078422021255374,0.0023526606376612,1.6508577788196534e-14
1.25,0.305,0.3063675554095615,0.0054796730125314,0.001671300268822,1.4899193059681566e-12
1.25,0.31,0.3077749038212455,0.0031192823853664,0.0009669775394635,3.1955901826624925e-10
1.25,0.315,0.3091557589953352,0.0007606930795383,0.0002396183200545,1.9826595633753105e-11
1.3,0.05,0.1615554191173152,0.1092546527199461,0.0054627326359973,5.2270132050080974e-11
1.3,0.055,0.1708668469193651,0.1076147999747644,0.005918813998612,2.918077640677185e-11
1.3,0.06,0.1793706111999913,0.1059155682198471,0.0063549340931908,1.7190740656400323e-11
1.3,0.065,0.1871969256061416,0.1041639159691191,0.0067706545379927,1.0558164574468179e-11
1.3,0.07,0.1944449187154971,0.1023657240180355,0.0071656006812624,6.70127283022574e-12
1.3,0.075,0.2011921708361684,0.1005260030209101,0.0075394502265682,4.36521197070371e-12
1.3,0.08,0.2075007810240294,0.0986490553402817,0.0078919244272225,2.907969265860521e-12
1.3,0.085,0.2134213938242283,0.0967386008453398,0.0082227810718538,1.965857912780385e-12
1.3,0.09,0.218995968471251,0.0947978768988283,0.0085318089208945,1.3491794317081405e-12
1.3,0.095,0.2242597404193372,0.0928297172883899,0.008818823142397,3.449532306812371e-12
1.3,0.1,0.2292426410416582,0.0908366155745435,0.0090836615574543,3.1174456868512253e-10
1.3,0.105,0.2339703702103566,0.0888207778196162,0.0093261816710597,7.750963168517565e-13
1.3,0.11,0.2384651692605827,0.0867841657189964,0.0095462582290896,6.83254896858512e-13
1.3,0.115,0.2427464613915576,0.0847285306293376,0.0097437810223738,4.744544654729263e-13
1.3,0.12,0.24683131903261,0.0826554432727769,0.0099186531927332,3.3129884479531613e-13
1.3,0.125,0.2507348468934173,0.0805663184923582,0.0100707898115447,2.423650766869931e-13
1.3,0.13,0.2544704840036988,0.0784624351252564,0.0102001165662833,1.7303556451097273e-13
1.3,0.135,0.2580502509487655,0.0763449539354599,0.010306568781287,1.25113017251772e-13
1.3,0.14,0.2614849500675949,0.0742149320251794,0.0103900904835251,9.094674142567364e-14
1.3,0.145,0.2647843308827767,0.0720733355324376,0.0104506336522034,6.690494500866434e-14
1.3,0.15,0.2679572274581126,0.0699210503103882,0.0104881575465582,4.9376466081650126e-14
1.3,0.155,0.2710116736171365,0.0677588912197648,0.0105026281390635,3.693436449690247e-14
1.3,0.16,0.2739549995980039,0.0655876101226212,0.0104940176196194,2.8404500187084272e-14
1.3,0.165,0.2767939145626458,0.0634079026984927,0.0104623039452513,2.2730245009831638e-14
1.3,0.17,0.2795345765805309,0.0612204144668186,0.0104074704593591,1.7267607570467254e-14
1.3,0.175,0.2821826529036011,0.0590257459938242,0.0103295055489192,1.5565578536084443e-14
1.3,0.18,0.2847433722614646,0.0568244575691361,0.0102284023624445,1.3640569274185791e-14
1.3,0.185,0.2872215690006547,0.0546170729585099,0.0101041584973243,1.4002636750297212e-14
1.3,0.19,0.2896217231739951,0.0524040829124998,0.0099567757533749,1.7715952230252206e-14
1.3,0.195,0.291947994337335,0.0501859485353003,0.0097862599643835,2.4052001049681966e-14
1.3,0.2,0.294204251855444,0.0479631036646407,0.0095926207329281,3.7657543432501714e-14
1.3,0.205,0.2963941012868269,0.0457359573632657,0.0093758712594694,5.55532183821956e-14
1.3,0.21,0.2985209082313058,0.0435048963481715,0.009136028233116,8.743678747950219e-14
1.3,0.215,0.3005878184036034,0.0412702861955046,0.0088731115320334,1.4092931545400504e-13
1.3,0.22,0.3025977768737177,0.0390324736865274,0.008587144211036,2.308649691432427e-13
1.3,0.225,0.3045535443216385,0.0367917877944285,0.0082781522537464,3.775064445538646e-13
1.3,0.23,0.306457711909123,0.0345485414177597,0.0079461645260847,6.24266244436611e-13
1.3,0.235,0.3083127148341024,0.0323030323023846,0.0075912125910603,1.063389244361037e-12
1.3,0.24,0.3101208441395475,0.030055544403957,0.0072133306569496,1.8329540909301327e-12
1.3,0.245,0.3118842573427697,0.027806348231663,0.0068125553167574,3.271763638390225e-12
1.3,0.25,0.3136049888111591,0.0255557025450636,0.0063889256362659,6.004438574026387e-12
1.3,0.255,0.3152849580975781,0.0233038543659301,0.0059424828633121,1.1482156949617012e-11
1.3,0.26,0.3169259784739802,0.0210510400997556,0.0054732704259364,2.3026382641414496e-11
1.3,0.265,0.3185297645224442,0.0187974867903278,0.0049813339994368,4.892501802950479e-11
1.3,0.27,0.320097937978743,0.0165434109647926,0.004466720960494,1.1198609057187351e-10
1.3,0.275,0.321632034459532,0.0142890207341756,0.0039294807018983,2.815447637762437e-10
1.3,0.28,0.3231335088509647,0.0120345149244255,0.0033696641788391,3.1028833617029674e-14
1.3,0.285,0.3246037427599804,0.0097800860846839,0.0027873245341349,5.532707800768955e-14
1.3,0.29,0.3260440440428363,0.0075259175747822,0.0021825160966868,9.013986945364852e-14
1.3,0.295,0.3274556566762676,0.0052721863586092,0.0015552949757897,1.2638426586716398e-12
1.3,0.3,0.3288397636864539,0.0030190584214923,0.0009057175264476,2.624013706663994e-10
1.3,0.305,0.3301975224894724,0.0007663018022479,0.0002337220496856,5.137164658358689e-12
1.35,0.05,0.1965550968817506,0.0943334435104853,0.0047166721755242,2.312911154047905e-11
1.35,0.055,0.2048051278829152,0.0932814022118254,0.0051304771216504,1.400608041919758e-11
1.35,0.06,0.2124067462550743,0.0921176882388758,0.0055270612943325,8.776025076964197e-12
1.35,0.065,0.2194520540578651,0.0908572392945692,0.005905720554147,5.650503733119607e-12
1.35,0.07,0.2260138733706609,0.0895122772162717,0.006265859405139,3.7173642817001604e-12
1.35,0.075,0.232150956219569,0.0880929302792841,0.0066069697709463,2.488120759632594e-12
1.35,0.08,0.2379115145726956,0.0866076846213497,0.0069286147697079,1.6882440321451009e-12
1.35,0.085,0.2433356910903244,0.0850637216319111,0.0072304163387124,1.1565472580518045e-12
1.35,0.09,0.2484573310607619,0.0834671719506741,0.0075120454755606,8.01130284623348e-13
1.35,0.095,0.2533052843780958,0.0818233107467824,0.0077732145209443,1.9339439552384395e-12
1.35,0.1,0.2579043791062447,0.0801367100558279,0.0080136710055827,1.7684608979022347e-10
1.35,0.105,0.2622761714474776,0.0784113579145111,0.0082331925810236,3.797950885732325e-13
1.35,0.11,0.2664395072019244,0.0766507552701587,0.0084315830797174,3.983500154161409e-13
1.35,0.115,0.2704109869807969,0.0748579918353682,0.0086086690610673,2.797504177915971e-13
1.35,0.12,0.2742053174866416,0.0730358087275012,0.0087642970473001,1.95478682490018e-13
1.35,0.125,0.2778356014144173,0.0711866499220459,0.0088983312402557,1.3744636859983194e-13
1.35,0.13,0.2813135711090627,0.0693127042819089,0.0090106515566481,9.764343311865256e-14
1.35,0.135,0.2846497802008341,0.0674159407682602,0.0091011520037151,7.043892821640737e-14
1.35,0.14,0.2878537618589696,0.065498137605778,0.0091697392648089,5.0619965724839336e-14
1.35,0.145,0.290934160597415,0.0635609069912426,0.0092163315137301,3.6892569716379184e-14
1.35,0.15,0.2938988427909336,0.0616057159092201,0.009240857386383,2.71773460033362e-14
1.35,0.155,0.2967549899429557,0.0596339037531516,0.0092432550817385,2.019965081417224e-14
1.35,0.16,0.2995091787227976,0.0576466978458383,0.0092234716553341,1.590766511714932e-14
1.35,0.165,0.3021674472509699,0.0556452256028988,0.0091814622244783,1.2651833884901144e-14
1.35,0.17,0.3047353548023102,0.0536305262052849,0.0091171894548984,1.2263599854621048e-14
1.35,0.175,0.3072180313716652,0.0516035602251204,0.009030623039396,1.2587956925399098e-14
1.35,0.18,0.309620221583927,0.0495652177251268,0.0089217391905228,1.7155015151083393e-14
1.35,0.185,0.3119463225488831,0.0475163256080319,0.0087905202374859,2.3216018866268183e-14
1.35,0.19,0.3142004177558614,0.0454576540431336,0.0086369542681953,3.1400510627909514e-14
1.35,0.195,0.3163863053741663,0.0433899218473674,0.0084610347602366,5.1913198287345944e-14
1.35,0.2,0.3185075247459776,0.0413138012649909,0.0082627602529981,7.52686395671994e-14
1.35,0.205,0.3205673791062923,0.0392299223989418,0.008042134091783,1.2083890307699514e-13
1.35,0.21,0.3225689560726936,0.037138876949919,0.007799164159483,1.957457934565512e-13
1.35,0.215,0.3245151453841878,0.0350412215495894,0.0075338626331617,3.167874907979502e-13
1.35,0.22,0.3264086556686866,0.0329374807007129,0.0072462457541568,5.252376119503146e-13
1.35,0.225,0.3282520280938685,0.0308281493607343,0.0069363336061652,9.039026962091744e-13
1.35,0.23,0.3300476503031527,0.0287136951565963,0.0066041498860171,1.561438545794694e-12
1.35,0.235,0.3317977676531085,0.0265945609610555,0.006249721825848,2.777444722663967e-12
1.35,0.24,0.3335044939681164,0.0244711659787033,0.0058730798348888,5.1139498653892926e-12
1.35,0.245,0.3351698215678661,0.0223439085234755,0.0054742575882515,9.778878150350163e-12
1.35,0.25,0.3367956290880587,0.0202131660960949,0.0050532915240237,1.9563266693307453e-11
1.35,0.255,0.3383836906248472,0.0180792982433239,0.0046102210520476,4.145451978553138e-11
1.35,0.26,0.3399356817190775,0.015942646424063,0.0041450880702563,9.437888673598672e-11
1.35,0.265,0.3414531877776505,0.0138035366401785,0.0036579372096473,2.353500991449322e-10
1.35,0.27,0.3429377077855445,0.0116622774727566,0.0031488149176442,5.1416769325877624e-14
1.35,0.275,0.3443906616099892,0.0095191669208336,0.0026177709032292,2.717684181718168e-14
1.35,0.28,0.3458133962855934,0.0073744851632601,0.0020648558457128,2.5664938181505543e-14
1.35,0.285,0.3472071863715478,0.0052285017747904,0.0014901230058152,7.52026763098462e-13
1.35,0.29,0.3485732423764477,0.0030814738800232,0.0008936274252067,1.329050251759025e-10
1.35,0.295,0.3499126544947055,0.0009334624149684,0.0002753714124156,3.04380288790317e-11
1.4,0.05,0.2284495959648327,0.0805532227768955,0.0040276611388447,1.2691482053324894e-11
1.4,0.055,0.2358953607948584,0.080102566612191,0.0044056411636705,8.416477508271623e-12
1.4,0.06,0.2427904346731541,0.0794784192111629,0.0047687051526697,5.064457560722977e-12
1.4,0.065,0.2492077677030013,0.0787065106241082,0.005115923190567,3.3123662996260888e-12
1.4,0.07,0.2552060077707218,0.0778073448700083,0.0054465141409005,2.20218575832164e-12
1.4,0.075,0.2608331471465684,0.0767975321674059,0.0057598149125554,1.4824644385013036e-12
1.4,0.08,0.2661290557451206,0.0756907205857265,0.0060552576468581,1.008088697900721e-12
1.4,0.085,0.2711272889364555,0.0744982632586794,0.0063323523769877,6.89908364847071e-13
1.4,0.09,0.275856408505958,0.0732297072154944,0.0065906736493945,4.74718849944721e-13
1.4,0.095,0.2803409677479588,0.071893158111068,0.0068298500205514,3.3041906226798173e-13
1.4,0.1,0.2846022594703237,0.0704955574151523,0.0070495557415152,2.266131445659777e-13
1.4,0.105,0.2886588932905014,0.0690428962561614,0.0072495041068969,1.573147420802681e-13
1.4,0.11,0.2925272467867352,0.0675403818524317,0.0074294420037674,1.0883729908685353e-13
1.4,0.115,0.2962218237406611,0.0659925696254854,0.0075891455069308,7.523869083576006e-14
1.4,0.12,0.2997555410841062,0.0644034686182358,0.0077284162341883,1.768152665062672e-13
1.4,0.125,0.3031399613158659,0.0627766263558038,0.0078470782944754,1.9025922531922715e-11
1.4,0.13,0.3063854824913954,0.0611151985503771,0.007944975811549,3.755054289475886e-14
1.4,0.135,0.3095014954520465,0.0594220048865317,0.0080219706596817,3.690257430689288e-14
1.4,0.14,0.3124965138531316,0.0576995769025146,0.008077940766352,2.2559274922164847e-14
1.4,0.145,0.3153782841847528,0.0559501968448136,0.0081127785424979,1.865212152118065e-14
1.4,0.15,0.3181538770330802,0.0541759298007297,0.0081263894701094,1.505223228669901e-14
1.4,0.155,0.3208297660436887,0.0523786517375534,0.0081186910193207,1.1807804864755275e-14
1.4,0.16,0.3234118947756643,0.0505600727271105,0.0080896116363376,1.1844627997641142e-14
1.4,0.165,0.3259057339278741,0.0487217566860476,0.0080390898531978,1.1774239788246184e-14
1.4,0.17,0.3283163310618344,0.0468651382343523,0.0079670734998399,3.798581256554699e-14
1.4,0.175,0.3306483538574158,0.0449915378128402,0.007873519117247,2.2700533874083012e-14
1.4,0.18,0.3329061267127761,0.0431021730901373,0.0077583911562247,2.6692517236658883e-14
1.4,0.185,0.3350936644844878,0.0411981708228646,0.0076216616022299,4.049217979772159e-14
1.4,0.19,0.3372147010212746,0.0392805758273937,0.0074633094072048,6.453356050392352e-14
1.4,0.195,0.3392727143507565,0.0373503591752265,0.0072833200391691,1.0892477711556389e-13
1.4,0.2,0.3412709499708324,0.035408425884024,0.0070816851768048,1.567875321174578e-13
1.4,0.205,0.3432124396512809,0.0334556201732537,0.006858402135517,2.602333623891618e-13
1.4,0.21,0.3451000202138525,0.031492731749407,0.0066134736673754,4.339834440451264e-13
1.4,0.215,0.3469363492434072,0.0295205006355371,0.0063469076366404,7.282110931648479e-13
1.4,0.22,0.3487239191776812,0.0275396213065948,0.0060587166874508,1.270511810386489e-12
1.4,0.225,0.3504650708283513,0.0255507465732909,0.0057489179789904,2.257854850512836e-12
1.4,0.23,0.3521620039394569,0.0235544909752659,0.0054175329243111,4.142399943405496e-12
1.4,0.235,0.3538167885435443,0.021551433545976,0.0050645868833043,7.871315615747126e-12
1.4,0.24,0.3554313743445078,0.0195421211876528,0.0046901090850366,1.5666679187432886e-11
1.4,0.245,0.3570075987712753,0.0175270703056129,0.0042941322248751,3.2921760804438176e-11
1.4,0.25,0.3585471960115449,0.0155067696233285,0.0038766924058321,7.406635890720386e-11
1.4,0.255,0.360051802461027,0.0134816819704447,0.0034378289024634,1.8175476919123663e-10
1.4,0.26,0.361522965709991,0.0114522448996731,0.002977583673915,2.6623663122127407e-14
1.4,0.265,0.3629621478001533,0.0094188749076031,0.0024960018505148,8.550265349667801e-15
1.4,0.27,0.3643707330941902,0.0073819678356949,0.0019931313156376,1.2661007653657285e-13
1.4,0.275,0.3657500327996346,0.0053418966570711,0.0014690215806945,4.342292337297489e-13
1.4,0.28,0.3671012866072985,0.0032990166806126,0.0009237246705715,4.2697342470385686e-11
1.4,0.285,0.3684256005207542,0.001253626453456,0.0003572835392349,9.499720699005214e-13
1.45,0.05,0.2584141991785808,0.0683211956839623,0.0034160597841981,6.2584515896487216e-12
1.45,0.055,0.265108862663616,0.0684112391288648,0.0037626181520875,4.023786676463276e-12
1.45,0.06,0.2713415690822946,0.0682708215545038,0.0040962492932702,2.6386175075900745e-12
1.45,0.065,0.2771685946141995,0.0679358880480178,0.0044158327231211,1.7560777720072838e-12
1.45,0.07,0.2826360536502847,0.0674347210568422,0.0047204304739789,1.1813738544786513e-12
1.45,0.075,0.287782306314316,0.0667899812334504,0.0050092485925087,8.005143921492156e-13
1.45,0.08,0.2926396781797712,0.0660201084379359,0.0052816086750348,5.45211355426794e-13
1.45,0.085,0.2972357177263615,0.0651403110606665,0.0055369264401566,3.725472767924925e-13
1.45,0.09,0.301594134791817,0.0641632806740468,0.0057746952606642,2.5512901863114533e-13
1.45,0.095,0.305735513834164,0.0630997197335261,0.0059944733746849,1.7438375822147054e-13
1.45,0.1,0.3096778641115483,0.0619587369313397,0.0061958736931339,1.194484579104756e-13
1.45,0.105,0.3134370510761152,0.0607481498786416,0.0063785557372573,8.209457106942137e-14
1.45,0.11,0.3170271381952615,0.0594747193281552,0.006542219126097,5.6404607126276167e-14
1.45,0.115,0.320460661374119,0.0581443320283594,0.0066865981832613,3.9715612480113465e-14
1.45,0.12,0.3237488512771395,0.0567621464549422,0.006811457574593,8.828919917718729e-14
1.45,0.125,0.3269018153356393,0.0553327091569246,0.0069165886446155,3.135542933666365e-12
1.45,0.13,0.3299286886080188,0.0538600495140795,0.0070018064368303,2.309569141719717e-14
1.45,0.135,0.3328377578010073,0.0523477554749174,0.0070669469891138,1.940851977020356e-14
1.45,0.14,0.3356365671990329,0.0507990376204607,0.0071118652668645,1.4626127253509842e-14
1.45,0.145,0.3383320068640247,0.0492167811364693,0.007136433264788,1.1514952267912416e-14
1.45,0.15,0.3409303879527062,0.0476035893642579,0.0071405384046386,1.2163462045380391e-14
1.45,0.155,0.3434375068466994,0.0459618202213174,0.0071240821343042,6.900869749437731e-15
1.45,0.16,0.3458587012118521,0.0442936175301406,0.0070869788048225,1.1487909400640588e-14
1.45,0.165,0.3481988965353793,0.0426009360627778,0.0070291544503583,1.7782950216064436e-14
1.45,0.17,0.3504626486183875,0.0408855647331534,0.006950546004636,3.011976048345072e-15
1.45,0.175,0.3526541794169748,0.0391491451183817,0.0068511003957168,3.592952094049686e-14
1.45,0.18,0.354777408732595,0.0373931880364122,0.0067307738465541,5.0893911609681583e-14
1.45,0.185,0.3568359823845386,0.0356190876845879,0.0065895312216487,8.017497197867147e-14
1.45,0.19,0.3588332962080013,0.0338281334518528,0.006427345355852,1.292208827474814e-13
1.45,0.195,0.3607725184162003,0.0320215207580988,0.0062441965478292,2.03855922782806e-13
1.45,0.2,0.3626566088431018,0.0302003605398189,0.0060400721079637,3.406000550077804e-13
1.45,0.205,0.3644883362175934,0.0283656871864974,0.0058149658732319,5.738351068599609e-13
1.45,0.21,0.3662702939613338,0.0265184654739268,0.0055688777495246,9.929599967593405e-13
1.45,0.215,0.3680049134964834,0.0246595970403425,0.0053018133636736,1.751001606012885e-12
1.45,0.22,0.3696944773725907,0.0227899260578762,0.0050137837327327,3.1946496905220863e-12
1.45,0.225,0.3713411304308858,0.0209102435862027,0.0047048048068956,6.009959659470029e-12
1.45,0.23,0.3729468896324203,0.0190212924770151,0.0043748972697134,1.1834542473638396e-11
1.45,0.235,0.3745136540289731,0.0171237709666125,0.0040240861771539,2.4537449075482888e-11
1.45,0.24,0.3760432129770777,0.015218336859977,0.0036524008463944,5.4231157182349664e-11
1.45,0.245,0.3775372530043561,0.0133056087957837,0.003259874154967,1.3009719449023383e-10
1.45,0.25,0.3789973671306537,0.0113861721952798,0.0028465430488199,3.4650207341738463e-10
1.45,0.255,0.380425057903707,0.0094605757650072,0.0024124468200768,3.4349888043679274e-14
1.45,0.26,0.3818217462752318,0.0075293437299888,0.0019576293697971,1.4686892590366808e-13
1.45,0.265,0.383188777003768,0.0055929692429906,0.0014821368493925,2.91408777548394e-13
1.45,0.27,0.3845274194168883,0.0036519139312835,0.0009860167614465,9.513780806639476e-12
1.45,0.275,0.3858388736824294,0.0017066451649366,0.0004693274203575,1.113928252186415e-12
1.5,0.05,0.2867884838082837,0.0578781158051297,0.0028939057902564,2.917626028311966e-12
1.5,0.055,0.2927446492549135,0.0583866509164055,0.0032112658004023,1.893710052531634e-12
1.5,0.06,0.2983284136239438,0.0586268857628369,0.0035176131457702,1.2639936443733699e-12
1.5,0.065,0.3035789845194382,0.0586404622091123,0.0038116300435923,8.58126350824138e-13
1.5,0.07,0.3085296796468241,0.0584602672387943,0.0040922187067156,5.885676904946247e-13
1.5,0.075,0.3132090515913153,0.0581127147885543,0.0043584536091415,4.065317490225434e-13
1.5,0.08,0.3176417654238463,0.0576193324262716,0.0046095465941017,2.823683715178453e-13
1.5,0.085,0.3218492869365933,0.0569978921594081,0.0048448208335496,1.9462162443674457e-13
1.5,0.09,0.3258504254289729,0.0562632320216114,0.005063690881945,1.3688781127779077e-13
1.5,0.095,0.3296617663816018,0.0554278666161298,0.0052656473285323,9.655581351648009e-14
1.5,0.1,0.3332980185827091,0.0545024471140046,0.0054502447114004,6.881182808477918e-14
1.5,0.105,0.3367722951175382,0.0534961131632005,0.005617091882136,5.0204646383962224e-14
1.5,0.11,0.3400963428514539,0.0524167659885181,0.0057658442587369,3.705482250237482e-14
1.5,0.115,0.3432807312668702,0.0512712829522548,0.0058961975395093,2.794144686767461e-14
1.5,0.12,0.3463350090058034,0.0500656877706976,0.0060078825324837,3.9440953460372534e-14
1.5,0.125,0.3492678340847004,0.0488052859720997,0.0061006607465124,1.5527789125532588e-10
1.5,0.13,0.3520870854995211,0.0474947792679625,0.0061743213048351,2.1870931074438107e-14
1.5,0.135,0.3547999528774636,0.0461383483534535,0.0062286770277162,1.6766804167363665e-14
1.5,0.14,0.3574130186646834,0.0447397340201771,0.0062635627628247,1.4764518787430832e-14
1.5,0.145,0.3599323242867976,0.0433022950552245,0.0062788327830075,1.6890123342547937e-14
1.5,0.15,0.3623634285430809,0.0418290599055481,0.0062743589858322,1.6207461649902373e-14
1.5,0.155,0.3647114577304087,0.0403227693778328,0.006250029253564,1.8940548939342016e-14
1.5,0.16,0.3669811495888635,0.0387859129695862,0.0062057460751337,2.3390230171130598e-14
1.5,0.165,0.3691768912189201,0.037220759251363,0.0061414252764749,3.1938211757010616e-14
1.5,0.17,0.3713027528389057,0.035629382304755,0.0060569949918083,4.5526811053245394e-14
1.5,0.175,0.3733625163855322,0.0340136833360583,0.0059523945838102,6.583996319199187e-14
1.5,0.18,0.3753597021383517,0.0323754101889196,0.0058275738340055,1.0173919663228549e-13
1.5,0.185,0.3772975914074026,0.0307161740099197,0.0056824921918351,1.6306355394376178e-13
1.5,0.19,0.3791792469131422,0.0290374633147935,0.0055171180298107,2.601142173742403e-13
1.5,0.195,0.3810075315624341,0.0273406565891719,0.0053314280348885,4.335662500221241e-13
1.5,0.2,0.3827851238109725,0.0256270327916779,0.0051254065583355,7.494478757037848e-13
1.5,0.205,0.3845145331817926,0.0238977814289654,0.0048990451929379,1.3035038224564901e-12
1.5,0.21,0.3861981129078951,0.0221540099667619,0.00465234209302,2.3485661526460698e-12
1.5,0.215,0.3878380721661077,0.0203967524448943,0.0043853017756522,4.378241150244959e-12
1.5,0.22,0.3894364866610318,0.0186269745723128,0.0040979344059088,8.490192439362019e-12
1.5,0.225,0.3909953089569625,0.0168455808336089,0.003790255687562,1.7276235994441022e-11
1.5,0.23,0.392516376067718,0.0150534184547582,0.0034622862445943,3.732651153637412e-11
1.5,0.235,0.3940014195573408,0.0132512826692283,0.0031140514272686,8.699481266575318e-11
1.5,0.24,0.3954520703716769,0.0114399208398132,0.0027455810015551,2.2295730576823848e-10
1.5,0.245,0.3968698690028414,0.0096200339481258,0.0023569083172908,2.3035078674690952e-14
1.5,0.25,0.3982562675527282,0.0077922850962732,0.0019480712740683,7.942840310920928e-14
1.5,0.255,0.3996126402822758,0.005957298014747,0.0015191109937605,6.328730870707123e-14
1.5,0.26,0.4009402834535217,0.004115655538778,0.0010700704400822,1.6831594059159833e-12
1.5,0.265,0.4022404297385316,0.0022679161425122,0.0006009977777657,2.918960230907875e-13
1.5,0.27,0.403514362879259,0.0004165216734289,0.0001124608518258,7.252377962455237e-11
1.55,0.05,0.3135717144297565,0.0492291037382038,0.0024614551869101,2.706364120155936e-12
1.55,0.055,0.3188262390250224,0.0500136695789316,0.0027507518268412,1.604621710024634e-12
1.55,0.06,0.3237921600955207,0.0505159341051575,0.0030309560463094,1.00330790965481e-12
1.55,0.065,0.3284933098185326,0.0507775752636187,0.0033005423921352,6.538752032832951e-13
1.55,0.07,0.3329512800866892,0.0508320672317021,0.0035582447062191,4.400588463458122e-13
1.55,0.075,0.3371855211912236,0.0507066573395572,0.0038029993004667,3.03362095412469e-13
1.55,0.08,0.3412135192087623,0.0504237908195497,0.0040339032655639,2.1248813653398494e-13
1.55,0.085,0.3450509967919872,0.0500021595358818,0.0042501835605499,1.5214737745921481e-13
1.55,0.09,0.3487121099820713,0.0494574826476193,0.0044511734382857,1.1081439878645237e-13
1.55,0.095,0.3522096300282517,0.0488030973464719,0.0046362942479148,8.11124203111877e-14
1.55,0.1,0.3555551063603823,0.0480504120008845,0.0048050412000884,6.132491681236402e-14
1.55,0.105,0.3587590101697521,0.0472092578262992,0.0049569720717614,4.6820978740312686e-14
1.55,0.11,0.3618308597959231,0.0462881648741694,0.0050916981361586,3.7239311081037294e-14
