Mach,alpha,line_id,y,p_real,p_imag,p_abs,p_real_norm,p_imag_norm,p_abs_norm,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,reference_cr,reference_ci,reference_omega_i,trusted_spectral,trusted_modal,best_status,source_csv,source_label
1.5,0.1625,M1.50_anchor0.150,-128.64617053863827,0.1027725457965409,-0.0509950933116231,0.11472879198947074,0.23123822804221708,-0.114738959951152,0.2581397819763092,0.2312382280422171,-0.114738959951152,0.0740289633359296,-0.0393314087975431,-0.1352470206775552,0.0656602382452953,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-125.5151666996784,0.023366759506404,-0.1162783829495092,0.11860298390505541,0.05257520888940902,-0.26162636163639574,0.26685671378637477,0.0525752088894092,-0.2616263616363958,0.0147074393420305,-0.0854022677837001,-0.0319342122171454,0.1521036927465912,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-122.531507287212,-0.0760820049814225,-0.0959027362959023,0.12241652793244291,-0.17118451120820066,-0.21578115666578024,0.27543718784799665,-0.1711845112082006,-0.2157811566657802,-0.0575151572723925,-0.06850232682646,0.098611124639964,0.1265287357527454,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-119.68502942936117,-0.1258500131180915,-0.0089656893840119,0.12616897157365747,-0.2831625295157059,-0.020172801114026778,0.2838801860407294,-0.2831625295157059,-0.0201728011140269,-0.0921010541353107,-0.0039948823308158,0.1648089609540671,0.0131717013117187,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-116.9664838742568,-0.0975749432954257,0.085690002171176,0.1298601017680245,-0.21954362241470787,0.19280250488514608,0.2921852289780552,-0.2195436224147079,0.1928025048851462,-0.0695287348713281,0.0645666373067121,0.1288286117870052,-0.1111822651804124,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-114.36743458111916,-0.0124235902353001,0.1329105375622319,0.13348991193875326,-0.027953078029425236,0.2990487095150219,0.3003523018621949,-0.0279530780294253,0.2990487095150218,-0.0063772258735725,0.0973281270052518,0.0177826901069608,-0.1740217685358189,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-111.88017126872538,0.080879810511828,0.1106503889004656,0.1370585725602506,0.18197957365161305,0.24896337502604765,0.30838178826056395,0.181979573651613,0.2489633750260475,0.0613186435425404,0.0791764627258876,-0.1047312458491185,-0.1459079109914222,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-109.49763301156544,0.1363447836174458,0.0341908504702972,0.14056640521678834,0.3067757631392532,0.07692941355816872,0.3162744117377739,0.3067757631392532,0.0769294135581688,0.1002781179683294,0.0222060547322288,-0.1782757304574249,-0.046344742740076,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-107.2133412889966,0.1315218771342222,-0.0586684571833124,0.14401386055925172,0.29592422355200004,-0.13200402866245295,0.32403118625831645,0.2959242235520001,-0.132004028662453,0.094871388950025,-0.0455192621027099,-0.1730061279178558,0.0753900580337462,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
1.5,0.1625,M1.50_anchor0.150,-105.02134115048176,0.0723188168693856,-0.1284413896480674,0.14740149879873815,0.16271733795611765,-0.28899312670815175,0.33165337229716096,0.1627173379561177,-0.2889931267081517,0.0502145649883985,-0.095279214619404,-0.0962171860892096,0.1674881313018591,0.3680825090907056,0.0380056534011514,0.0061759186776871,True,True,validated,assets/classic_supersonic/shooting/experiment_modal_front_spectral_dense_M15_2026-05-29/assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M15_summary.csv,modal_front_spectral_dense_M15
