Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.1,0.1875,0.1642727872469405,0.0884427509439601,0.0165830158019925,1.718049313925718e-12,1.639591240554239e-13,1.7258551617797053e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,8,41,0,False,False,0.0006986588448643,0.2,0.2331694872807306,0.0698658844864319,2026-07-23T11:40:55.251964+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,0.2331694872807306,0.0698658844864319,0.0999999999999998,51.753399191697525,,,,,
1.1,0.185,0.1624580667905106,0.0898935613408621,0.0166303088480594,2.012279232133096e-16,6.938893903907228e-16,7.2247848630775895e-16,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0008844275094396,0.2,0.1642727872469405,0.0884427509439601,2026-07-23T11:40:55.937283+00:00,continuation,,,,,,,,low,0.185,0.1875,0.185,-0.0025
1.1,0.18,0.1587113678144348,0.0928025345122517,0.0167044562122053,5.5754012517894586e-14,9.037909309839163e-15,5.6481799869855634e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009286696959289,0.2,0.1588286258776506,0.0928669695928954,2026-07-23T11:40:56.465734+00:00,continuation,,,,,,,,low,0.18,0.185,0.18,-0.005
1.1,0.175,0.1547968043623869,0.0957214701503959,0.0167512572763192,2.370950658026061e-13,3.6273067882675036e-14,2.398537172560877e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009580564262262,0.2,0.1549646688383591,0.0958056426226251,2026-07-23T11:40:56.992936+00:00,continuation,,,,,,,,low,0.175,0.18,0.175,-0.005
1.1,0.17,0.1506987370978195,0.0986505663220147,0.0167705962747425,3.4004743465487773e-13,4.71810090996172e-14,3.4330497438141133e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009873221562223,0.2,0.1508822409103389,0.0987322156222307,2026-07-23T11:40:57.512239+00:00,continuation,,,,,,,,low,0.17,0.175,0.17,-0.0049999999999999
1.1,0.165,0.1463990255732808,0.1015900294887648,0.0167623548656462,5.004191505619815e-13,6.25888230132432e-14,5.043180415326808e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010166929342355,0.2,0.1466006698332522,0.1016692934235505,2026-07-23T11:40:58.034104+00:00,continuation,,,,,,,,low,0.165,0.17,0.165,-0.005
1.1,0.16,0.1418764142379207,0.1045400746294168,0.0167264119407066,7.56894547038201e-13,8.314182675661642e-14,7.614472527316583e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010461707901239,0.2,0.1420993140487421,0.1046170790123988,2026-07-23T11:40:58.556148+00:00,continuation,,,,,,,,low,0.16,0.165,0.16,-0.005
1.1,0.155,0.1371057085051619,0.1075009266966481,0.0166626436379804,1.1742759542521242e-12,1.102035129818546e-13,1.179435810465444e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010757578532578,0.2,0.1373538029025605,0.1075757853257899,2026-07-23T11:40:59.076602+00:00,continuation,,,,,,,,low,0.155,0.16,0.155,-0.005
1.1,0.15,0.1320566414058153,0.1104728205019271,0.016570923075289,1.88141863199931e-12,1.4724679808786337e-13,1.8871718756862826e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0011054563794415,0.2,0.1323350027724031,0.1105456379441517,2026-07-23T11:40:59.597268+00:00,continuation,,,,,,,,low,0.15,0.155,0.15,-0.005
1.1,0.145,0.1266922780688296,0.1134560016881082,0.0164511202447757,3.1310509740478665e-12,1.951563910473908e-13,3.1371270645373506e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0011352687315979,0.2,0.1270075743064686,0.113526873159797,2026-07-23T11:41:00.113718+00:00,continuation,,,,,,,,low,0.145,0.15,0.145,-0.005
