task_index,chart_id,Mach,eta,alpha,ci_original_reference,ci_seed,ci_release_gep,release_rel_err,shoot_ci_highres,shoot_source,shoot_primary_secondary_abs_diff,gep_highest_N,gep_highres_ci,gep_highres_rel_err_vs_shoot,continuation_forward_ci,continuation_backward_ci,forward_backward_ci_abs_diff,forward_backward_mode_overlap,reference_rel_shift_after_recheck,shooting_crosscheck_ok,bidirectional_branch_ok,highres_gep_vs_shoot_ok,diagnosis
0,HM1_NEUTRAL3,0.8356278101941671,0.9774283616535724,0.5368975491439197,0.0098910650436443,0.0111597563545939,0.0072706285828301,0.2649296561342515,0.009902524045228182,secondary_neutral,0.01932866547952286,601,0.00937778253542623,0.05299068271940355,0.008796401639591556,0.008796401639591556,0.0,1.0,0.001158520496359051,False,True,False,shooting_reference_ambiguity
