point_id,direction,step_index,Mach,eta,alpha,ci_seed,gep_cr,gep_ci,adjacent_overlap,selection_basis,selection_source,n_finite_modes
OFFGRID_0029,low_to_target,0,0.72738979957463,0.92,0.6313265501049781,0.03490022817014222,-2.6302362118146676e-13,0.039811409533694574,,pinn_seed_start,nearest_to_target,279
OFFGRID_0029,low_to_target,1,0.72738979957463,0.9223850181406604,0.6329632080122399,0.03439909883345941,-3.8297686205437124e-13,0.03860740480189078,0.999999172609967,previous_eigenvalue,nearest_to_target,281
OFFGRID_0029,low_to_target,2,0.72738979957463,0.9247700362813208,0.6345998659195018,0.03379523684213235,-4.910661807790742e-13,0.037404168893556355,0.9999991736049086,previous_eigenvalue,nearest_to_target,320
OFFGRID_0029,low_to_target,3,0.72738979957463,0.9271550544219812,0.6362365238267637,0.033106158734524375,8.775415857917301e-13,0.036201609764869205,0.9999991745730825,previous_eigenvalue,nearest_to_target,320
OFFGRID_0029,low_to_target,4,0.72738979957463,0.9295400725626416,0.6378731817340255,0.03235479022726874,-5.271802827986176e-13,0.03499960924832929,0.9999991755095367,previous_eigenvalue,nearest_to_target,326
OFFGRID_0029,low_to_target,5,0.72738979957463,0.931925090703302,0.6395098396412874,0.031560462131133143,1.2686933464530942e-13,0.033798015408432504,0.9999991764077266,previous_eigenvalue,nearest_to_target,360
OFFGRID_0029,low_to_target,6,0.72738979957463,0.9343101088439625,0.6411464975485492,0.03073227147416228,2.00636316673735e-13,0.03259663273682448,0.9999991772590379,previous_eigenvalue,nearest_to_target,291
OFFGRID_0029,low_to_target,7,0.72738979957463,0.9366951269846229,0.6427831554558111,0.029869849111602655,-3.3353695491966116e-12,0.03139520956060574,0.9999991780521571,previous_eigenvalue,nearest_to_target,286
OFFGRID_0029,low_to_target,8,0.72738979957463,0.9390801451252833,0.644419813363073,0.028970850668627285,-7.634524326246655e-13,0.030193421922953798,0.9999991787722651,previous_eigenvalue,nearest_to_target,298
OFFGRID_0029,low_to_target,9,0.72738979957463,0.9414651632659436,0.6460564712703348,0.02803917966913461,-3.7858139289555397e-13,0.028990852828468562,0.9999991793999493,previous_eigenvalue,nearest_to_target,308
