alpha,Mach,reference_cr,reference_ci,reference_omega_i,line_id,best_status,best_stage1_mismatch,best_stage2_mismatch,best_spectral_success,best_mode_success,trusted_spectral,trusted_modal,valid_spectral_candidate,valid_modal_candidate,source_csv,source_label,source_group
0.225,1.8,0.42,0.012,0.0029119687523553,a0.225000_M1.800000__cand001,spectral_only,0.0181895582325538,681.8536757013569,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.8,0.44,0.024,0.0018300000036112,a0.225000_M1.800000__cand001,spectral_only,0.0066710479592516,3413.6694382426326,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.8,0.36,0.012,0.0072053252227993,a0.300000_M1.800000__cand001,mode_only,0.0759800501889769,1.5974322262265478e-20,False,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.8,0.4,0.024,0.0066400010218298,a0.300000_M1.800000__cand001,failed,0.0590924287982342,6.485087216483891,False,False,False,False,False,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.8,0.42,0.012,9.214085024903244e-07,a0.300000_M1.800000__cand001,spectral_only,0.0088995528567519,135.43120333416712,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.8,0.44,0.024,0.0024400000024374,a0.300000_M1.800000__cand001,spectral_only,0.0236718400245717,7439.248452755738,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.2,0.32,0.004,0.0053319999998455,a0.200000_M1.200000__cand001,spectral_only,0.0132368087575443,5512.577601203848,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.2,0.36,0.012,0.0070386666665797,a0.200000_M1.200000__cand001,spectral_only,0.0185637977058194,4188.0364969588,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.2,0.4,0.02,0.008745333332621,a0.200000_M1.200000__cand001,spectral_only,0.0252285490632053,3254.0987372665586,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.2,0.44,0.012,0.0070386666657376,a0.200000_M1.200000__cand001,spectral_only,0.0311865950948884,8408.428726035903,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.2,0.32,0.004,0.0059984999998193,a0.225000_M1.200000__cand001,spectral_only,0.0094582525831469,5511.084201228463,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.2,0.36,0.012,0.007918499999888,a0.225000_M1.200000__cand001,spectral_only,0.0166633605305811,4186.333519940863,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.2,0.4,0.02,0.0098384999968377,a0.225000_M1.200000__cand001,spectral_only,0.0256704643255295,3252.2916070292813,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.2,0.44,0.012,0.0079184999985262,a0.225000_M1.200000__cand001,spectral_only,0.0329790122911051,8405.067933744544,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.2,0.32,0.004,0.006664999999943,a0.250000_M1.200000__cand001,spectral_only,0.0048869088934025,5681.836127527132,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.2,0.36,0.012,0.0087983333309349,a0.250000_M1.200000__cand001,spectral_only,0.0144864849653077,4184.691117915833,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.2,0.4,0.02,0.0097177425512295,a0.250000_M1.200000__cand001,spectral_only,0.0260997674501109,4666.392854571759,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.2,0.44,0.012,0.0087983333236326,a0.250000_M1.200000__cand001,spectral_only,0.0346902969218755,8401.779813597741,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.2,0.32,0.004,0.0070661368310329,a0.275000_M1.200000__cand001,spectral_only,1.5366998805855937e-08,7162.9119969988415,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.2,0.36,0.012,0.0071368724834441,a0.275000_M1.200000__cand001,spectral_only,0.0125986822017148,9918.66850743231,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.2,0.4,0.02,0.007202463280495,a0.275000_M1.200000__cand001,spectral_only,0.0262998831911685,13859.188404125947,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.2,0.44,0.012,0.0069486584904497,a0.275000_M1.200000__cand001,spectral_only,0.0363874553949364,19901.85630052403,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.2,0.32,0.004,0.0039760526993211,a0.300000_M1.200000__cand001,spectral_only,9.713751623291208e-09,22017.51249963712,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.2,0.36,0.012,0.0040086349268228,a0.300000_M1.200000__cand001,spectral_only,0.0102998478274917,26653.104147003178,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.2,0.4,0.02,0.0040916686946533,a0.300000_M1.200000__cand001,spectral_only,0.0261807918729085,35174.38471096358,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.2,0.44,0.012,0.0039992505937019,a0.300000_M1.200000__cand001,spectral_only,0.0378958899559596,43463.57703013294,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.3,0.32,0.004,0.005331999999991,a0.200000_M1.300000__cand001,spectral_only,0.0072879531648217,3650.512160707277,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.3,0.36,0.012,0.0070386666662324,a0.200000_M1.300000__cand001,spectral_only,0.0047189753719818,1652.202746186728,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.3,0.4,0.02,0.0087453333329853,a0.200000_M1.300000__cand001,spectral_only,0.013402919788468,1657.1651786675448,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.3,0.44,0.012,0.0070386666654884,a0.200000_M1.300000__cand001,spectral_only,0.0220376050908259,5383.705045033926,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.3,0.32,0.004,0.0059984999999755,a0.225000_M1.300000__cand001,spectral_only,0.0039109840007174,4418.899429169191,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.3,0.36,0.012,0.0079184999999477,a0.225000_M1.300000__cand001,spectral_only,0.0006112978314814,1814.4583269576945,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.3,0.4,0.02,0.00844933774725,a0.225000_M1.300000__cand001,spectral_only,0.0121554946907378,2774.000569136934,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.225,1.3,0.44,0.012,0.007918499996447,a0.225000_M1.300000__cand001,spectral_only,0.0223700470353194,5381.524628756055,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.3,0.32,0.004,0.0063889273862614,a0.250000_M1.300000__cand001,spectral_only,5.3777270069169365e-09,5847.542117193422,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.3,0.36,0.012,0.0063889244326189,a0.250000_M1.300000__cand001,spectral_only,9.60438892999354e-09,5847.550940551201,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.3,0.4,0.02,0.0064791594103422,a0.250000_M1.300000__cand001,spectral_only,0.0105124161818124,8280.055162007091,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.3,0.44,0.012,0.0066053318162222,a0.250000_M1.300000__cand001,spectral_only,0.022650499598248,11845.995962450752,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.3,0.32,0.004,0.0039294763839994,a0.275000_M1.300000__cand001,spectral_only,2.2347774966175377e-08,15241.291994876714,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.3,0.36,0.012,0.0039294811751949,a0.275000_M1.300000__cand001,spectral_only,2.4535238054773866e-08,15241.28866513888,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.3,0.4,0.02,0.003968693465563,a0.275000_M1.300000__cand001,spectral_only,0.0084007780068246,18927.12776778993,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.1,0.2,0.001,0.0021319999999318,a0.200000_M1.100000__cand001,spectral_only,0.0222806504672629,6035.900788239443,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.1,0.28,0.0025,0.0024519999999313,a0.200000_M1.100000__cand001,spectral_only,0.0230062654595984,8072.688033089751,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.1,0.36,0.006,0.003198666665948,a0.200000_M1.100000__cand001,spectral_only,0.0321722131683749,14305.15973062006,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.1,0.44,0.01,0.0033599999988811,a0.200000_M1.100000__cand001,spectral_only,0.0402350007078858,27915.359336530328,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.1,0.2,0.001,0.002664999999965,a0.250000_M1.100000__cand001,spectral_only,0.0173006043516913,13283.89618425322,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.1,0.28,0.0025,0.0030649999998126,a0.250000_M1.100000__cand001,spectral_only,0.0168819457465995,14057.635823652688,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.1,0.36,0.006,0.0039983333286493,a0.250000_M1.100000__cand001,spectral_only,0.0320306842719968,24260.939135674445,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.1,0.44,0.01,0.0050499999993595,a0.250000_M1.100000__cand001,spectral_only,0.0450880782430753,33484.23357073944,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.1,0.2,0.001,0.0031979999991593,a0.300000_M1.100000__cand001,spectral_only,0.0074731822716123,23939.58938938737,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.1,0.28,0.0025,0.0036779999998784,a0.300000_M1.100000__cand001,spectral_only,0.0066575920879153,23640.96037726067,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.1,0.36,0.006,0.0047979999961903,a0.300000_M1.100000__cand001,spectral_only,0.0300850640659768,36831.70675526902,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.1,0.44,0.01,0.0060599999600992,a0.300000_M1.100000__cand001,failed,0.0503128374667194,43559.926702567456,False,False,False,False,False,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.9,0.36,0.016,0.0034382495644441,a0.200000_M1.900000__cand001,validated,0.0442374812470467,3.954895702254136e-19,True,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.9,0.4,0.026,0.0055243668885991,a0.200000_M1.900000__cand001,validated,0.0307933443095758,2.187487846020624e-21,True,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.9,0.44,0.016,0.0029580000166622,a0.200000_M1.900000__cand001,spectral_only,0.0134644618269648,284.5954226456638,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.2,1.9,0.44,0.034,0.0031700000053957,a0.200000_M1.900000__cand001,spectral_only,0.0134943050810025,305.1259138869122,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.9,0.36,0.016,0.0047618749955185,a0.250000_M1.900000__cand001,mode_only,0.0593200633699465,3.2072172730861475e-19,False,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.9,0.4,0.026,0.0062586889110727,a0.250000_M1.900000__cand001,validated,0.049438127841532,5.726238444326145e-21,True,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.9,0.44,0.016,0.0031678125014804,a0.250000_M1.900000__cand001,spectral_only,0.0251830076859597,666.1724791904485,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.25,1.9,0.44,0.034,0.0034000000090956,a0.250000_M1.900000__cand001,spectral_only,0.0252462916552141,701.7645707476706,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.9,0.36,0.016,9.54536870664841e-07,a0.300000_M1.900000__cand001,validated,0.0028941079329636,1.0826054041649311e-20,True,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.9,0.4,0.026,0.0064196457734698,a0.300000_M1.900000__cand001,mode_only,0.0582403876597161,1.257007825116096e-21,False,True,False,False,True,True,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.9,0.44,0.016,0.0031657500034289,a0.300000_M1.900000__cand001,spectral_only,0.0401690795547867,1162.0899563491234,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.9,0.44,0.034,0.0040800000042116,a0.300000_M1.900000__cand001,spectral_only,0.0405721331553025,1354.1734939850446,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.275,1.3,0.44,0.012,0.0040998576623196,a0.275000_M1.300000__cand001,spectral_only,0.0226298272129054,26580.461824601138,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.3,0.32,0.004,0.0009056931789609,a0.300000_M1.300000__cand001,spectral_only,5.388247642130046e-08,22211.616642455705,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.3,0.36,0.012,0.0009057541965493,a0.300000_M1.300000__cand001,spectral_only,6.140069288683881e-08,22211.59678025665,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.3,0.4,0.02,0.0009180192311114,a0.300000_M1.300000__cand001,spectral_only,0.0058433324450675,25094.88611268055,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
0.3,1.3,0.44,0.012,0.0010416426711171,a0.300000_M1.300000__cand001,spectral_only,0.0223088170284845,34696.60040819326,True,False,False,False,True,False,assets/classic_supersonic/shooting/_incoming_sparse_supersonic_expand1/sparse_supersonic_expand1_raw_candidates.csv,sparse_supersonic_expand1_raw_candidates,_incoming_sparse_supersonic_expand1
