Mach,alpha,reference_cr,reference_ci,reference_omega_i,trusted_spectral,trusted_modal,best_status,best_stage1_mismatch,best_stage2_mismatch,source_label,source_csv,line_id
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0060604902832268,1.5950398144030897e-18,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.0257568335259167,5.465396869809895e-22,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0032429069170727,9.59739536888918e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0032429104295313,9.661917159838736e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.003969222401893,5.4131968235289356e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0129161879415119,1.168095773088938e-18,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,1.9834997106481493e-06,False,False,validated,0.0169554626608818,1.8175355256292112e-27,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0073069732476635,1.5765973289725293e-18,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,2.5188216145833352e-05,False,False,validated,0.0197118751218077,3.865418435582958e-29,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,1.8225000000000003e-05,False,False,validated,0.0197090598635358,3.865418435582958e-29,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0158889443189069,1.5616954504654717e-18,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,2.925588650173612e-06,False,False,validated,0.0189093471067341,2.8477878678478526e-28,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,1.9834997106481493e-06,False,False,validated,0.0190043097195857,5.048709793414476e-29,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0268975115298395,6.6803825919976235e-22,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0287999826843577,7.236329908729154e-21,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,9.680555555555557e-07,False,False,validated,0.0022490117831638,1.1882531636310555e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,2.4543746383101863e-06,False,False,validated,0.0211613131297774,1.9975315263875587e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,1.6697714723186732e-06,False,False,validated,0.0176793516190874,2.3003183996244704e-27,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,9.345605468750004e-06,False,False,validated,0.0239773090222842,3.121057174025464e-21,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.3050298996913575e-06,False,False,validated,0.0192084700727077,6.389773332290196e-29,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.5221442579732512e-06,False,False,validated,0.0162213260456398,1.1050739834444835e-19,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,1.6697714723186732e-06,False,False,validated,0.0184002338821845,6.7012891079533815e-22,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,2.4543746383101863e-06,False,False,validated,0.0236993891770885,1.7543965575447962e-19,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,9.680555555555557e-07,False,False,validated,0.0065523005928215,7.202144264639057e-21,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.0186128174508918,1.8190504541115976e-23,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.5221442579732512e-06,False,False,validated,0.0179089788625972,6.250667185873942e-22,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.1845269097222222e-06,False,False,validated,0.0164880151941147,6.97037495853286e-27,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,1.5126247829861118e-06,False,False,validated,0.0179264298160681,6.177997324018148e-21,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,9.680555555555557e-07,False,False,validated,0.012422144898152,4.677156307055379e-27,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,8.110721289866256e-07,False,False,validated,0.0170529982133336,6.389773332290196e-29,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.1845269097222222e-06,False,False,validated,0.0100700118505882,9.148222039978608e-22,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.0075996828784007,1.7756470825594572e-22,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.5221442579732512e-06,False,False,validated,0.0215963255347475,7.099748146989106e-30,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.3050298996913575e-06,False,False,validated,0.0147088607659763,1.6993377896181808e-21,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.0125643374791777,2.934744687085073e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.005105678994034,1.0446025426774468e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.0051056775292205,1.0026575822992268e-20,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.0055920343297731,8.4189562362993e-19,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0069015624999999,False,False,validated,0.0081831746359474,1.041456768736834e-18,supersonic_shooting_core_band_M17_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033603094871203,False,False,validated,3.966230544132926e-06,2.0468394813472072e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033603094871203,False,False,validated,2.068325799346561e-06,2.052611811641184e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033603094871203,False,False,validated,2.600368114232537e-06,2.055232245242448e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033603094871203,False,False,validated,5.817417486168611e-06,2.0619983444901081e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0033613281249999,False,False,validated,3.5048481827645853e-06,2.05099852090308e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0033613281249999,False,False,validated,3.5048485521794645e-06,2.05090801839446e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0033613281249999,False,False,validated,9.751016253705078e-06,2.0745301752842275e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033619750756157,False,False,validated,3.467777020935677e-06,2.053625974739256e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033619750756157,False,False,validated,7.583980891458187e-07,2.0595267646226456e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033619750756157,False,False,validated,1.748887714490279e-06,2.0618208897088297e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033619750756157,False,False,validated,5.489358622400645e-06,2.0693633915396998e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033620401797823,False,False,validated,3.493415385367171e-06,2.0535615759845945e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033620401797823,False,False,validated,8.68180154633488e-07,2.0602725175630298e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033620401797823,False,False,validated,1.7992097704733817e-06,2.06277681589802e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.4086724851271471,0.0255832924228237,0.0033620401797823,False,False,validated,5.5055749707628285e-06,2.0691573390044405e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.003486328125,False,False,validated,0.0024919026348981,6.279133852082874e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0025029296874999,False,False,validated,0.0144687495712886,5.526237668596339e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.003126953125,False,False,validated,0.0125967593558508,2.345436296456376e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0024015625,False,False,validated,0.014473369136197,6.086921352647005e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.001994140625,False,False,validated,0.0144660858413507,4.398649129358752e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.003763671875,False,False,validated,0.0055302639595849,4.1925775711900665e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.003763671875,False,False,validated,0.0055412687557584,4.195148646868896e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0037646484375,False,False,validated,0.0055412684481406,4.1986182593723e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.003837890625,False,False,validated,0.0068808276860402,4.2609512689597014e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0039015624999999,False,False,validated,0.0055454496998949,4.652875799493726e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0014970703125,False,False,validated,0.0144904217355764,8.571827156705213e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0040029296875,False,False,validated,0.0010439539054292,5.319794761183795e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.001529296875,False,False,validated,0.0152991672411162,7.484118261405709e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0040029296875,False,False,validated,0.0055429807709857,4.958229454455657e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0025029296874999,False,False,validated,0.0193101013056939,3.7706133200579365e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0040029296875,False,False,validated,0.0126433407999711,1.1162360593271854e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0039015624999999,False,False,validated,0.0145942152599958,3.823286354799709e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0024015625,False,False,validated,0.0207271872669377,2.3070993856654603e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0025029296874999,False,False,validated,0.0214583353248074,2.3714472019015063e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0040029296875,False,False,validated,0.0155310989431418,4.252739218148439e-20,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0039015624999999,False,False,validated,0.0197467394878755,7.25557126104509e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0007772499023437,False,False,validated,0.0145489874924131,5.392639264138905e-23,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0024015625,False,False,validated,0.0247619173944055,9.598135888595346e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,0.0039015624999999,False,False,validated,0.0220501211421135,4.896426544463428e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.020280272043074,6.237338899675081e-23,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0199296097614235,2.77870140192086e-23,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0024015625,False,False,validated,0.0267252821202963,6.3466090094553785e-21,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.0239700758090358,2.36120591861914e-23,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0236218432774749,9.790970002116841e-24,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0031022005574742,1.502635610642296e-18,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.006060490283061,7.483655685655628e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,0.0010029296875,False,False,validated,0.0257568335245954,1.3605806676457026e-23,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0032429069169403,1.5752238164202573e-18,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0032429104294419,1.5751735144380473e-18,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0039692224018942,1.033133716569448e-18,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.0129161879415192,1.1410766207056116e-18,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,5.750499131944447e-06,False,False,validated,0.0186479367003059,1.135959703518257e-28,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.34,0.085,0.0055029296875,False,False,validated,0.0073069732476516,1.1404476776989974e-18,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,2.1975e-05,False,False,validated,0.0197110285146903,9.545216953174243e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,1.5126247829861118e-06,False,False,validated,0.013601114584448,1.7749370367472763e-28,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.26,0.07,0.0054015625,False,False,validated,0.015888944318808,7.619103684002126e-19,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,1.4227943250868056e-05,False,False,validated,0.0200095056342594,2.8398992587956425e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.18,0.055,1.9834997106481493e-06,False,False,validated,0.0176602803239124,2.8398992587956425e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,0.0009015625,False,False,validated,0.0268975115196999,6.865062027685855e-24,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,0.0009015625,False,False,validated,0.028799982683349,3.3508610331863015e-24,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,6.315549045138891e-06,False,False,validated,0.0230976929364669,1.262177448353619e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,1.6624999999999998e-06,False,False,validated,0.0177094180979106,5.048709793414476e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,1.6697714723186732e-06,False,False,validated,0.0182283224371906,7.888609052210116e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.1845269097222222e-06,False,False,validated,0.010242302004469,1.262177448353619e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,2.233216386959877e-06,False,False,validated,0.0215558134149708,1.972152263052529e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,9.560745804398152e-07,False,False,validated,0.0183923607260967,7.888609052210116e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.1,0.04,2.925588650173612e-06,False,False,validated,0.024081075969354,1.972152263052529e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,2.4543746383101863e-06,False,False,validated,0.0235807566116461,7.888609052210118e-31,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.05,0.025,9.680555555555557e-07,False,False,validated,0.0130057399826975,2.8398992587956425e-29,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
1.7,0.1,0.0,0.015,1.550934244791667e-05,False,False,validated,0.0274054753568973,1.135959703518257e-28,supersonic_shooting_core_band_M17_manual_candidates,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M17_manual_candidates.csv,M1.70_a0.10000
