alpha,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
0.0825,5.0,3289,0.00047551943087358213,0.0010559515667364178,0.00030714028683255843,6.907374386445523e-05,0.00014547331712330344,3.2554857615910004e-05,7.080979625414912e-05,0.0005965539224841487,0.0,0.0047909514628187416,0.0048131237664314225
0.0825,10.0,3807,0.0004602003008248236,0.0010055068332041597,0.00030714028683255843,6.907374386445523e-05,0.0001397389810045079,3.233464466604684e-05,7.562768530414785e-05,0.0006811978898583573,0.0,0.004354721866492623,0.004355268134518628
0.0825,20.0,4101,0.0004644087245366881,0.0010289331871706415,0.0005492707708496011,0.00010629135752388049,0.00013988279279083577,3.3571699673912165e-05,8.16358926431474e-05,0.0007910258201262876,0.0,0.004233793096480159,0.004201870607625381
0.0825,50.0,4289,0.0005993500990017653,0.0013225127897604854,0.0019767863069191267,0.0005068391602022365,0.00017883146191329975,4.332620564942166e-05,0.000139542560436447,0.0013778806190575792,0.0,0.004331464356667482,0.004258128072632213
0.0825,100.0,4354,0.0008594026535601048,0.0017261048561898562,0.003926916716088916,0.0008752658292085094,0.00025511401237905137,5.6460087203029714e-05,0.0002882835350284671,0.0023753397996972075,0.0,0.004500016399852022,0.004400580510726145
0.0825,500.0,4407,0.0017422096570922137,0.003288365803927486,0.02514264484256822,0.0029598692570153534,0.00051439916035506,0.00010702509220191392,0.0011863322593980569,0.008639100047722725,0.0,0.005313490058238724,0.004421526168436798
0.0825,2000.0,4418,0.0025085661291740172,0.003327034826740616,0.02982909626200419,0.0029598692570153534,0.0007397495940951568,0.000108148752402903,0.002459563107531695,0.008843475375246818,0.0,0.005331951636915033,0.004424635755065398
0.085,5.0,3289,0.00041639540588720125,0.000960227926117917,0.00021585348700017476,7.243932215501928e-05,0.00012734115410833072,3.0536785328959646e-05,5.425805535215481e-05,0.000524885695490645,0.0,0.004541126053709979,0.004768906657031061
0.085,10.0,3807,0.0004107593332921128,0.0009188048510915865,0.00021585348700017476,7.243932215501928e-05,0.00012464300274005224,3.047215676213847e-05,6.017020210423949e-05,0.0006049834528329691,0.0,0.004159531156923008,0.004330407702902214
0.085,20.0,4101,0.0004694155140420146,0.0009923888373608255,0.0010072893787227456,0.00021035397366020613,0.0001412531614291129,3.338829315937612e-05,8.324322748354353e-05,0.0007824064772527804,0.0,0.004076597535051659,0.004224722649010888
0.085,50.0,4289,0.0006777103810859824,0.0015450508438546646,0.002519750637855222,0.0006328730032198216,0.000201962050346035,5.218405068129892e-05,0.00017797474359904425,0.0019988759953606596,0.0,0.004288860033996057,0.004324953640117558
0.085,100.0,4354,0.0007658152442146754,0.0017678186936398944,0.00253970778059371,0.0007149657258566788,0.00022703411264513832,5.960850823856876e-05,0.00022831447423146404,0.0026476413982111516,0.0,0.004488346192525725,0.0043936487573951345
0.085,500.0,4407,0.0027828761868709294,0.0035436414904357967,0.04809587095382965,0.0034615372573358638,0.0008205619869129154,0.00011888453267689357,0.0030187602749831978,0.010659773874769738,0.0,0.005436801487033283,0.004419250794128892
0.085,2000.0,4418,0.00318310498636969,0.0035771792368504795,0.04809587095382965,0.0034615372573358638,0.0009374059991380904,0.00011986018826473383,0.00394951671549796,0.01086250162072166,0.0,0.005454974481535434,0.004424365721955482
0.0875,5.0,3289,0.00038204821964180443,0.0009944930935435773,0.0002315016557636785,7.142986728751837e-05,0.00011679664599958672,3.2595299949865356e-05,4.564438964287269e-05,0.0005980370202704187,0.0,0.004780198934419962,0.004862331295608691
0.0875,10.0,3807,0.0004115958051898733,0.0010176796697672203,0.00023488822784694814,8.856858614176884e-05,0.00012481400006357878,3.477905479496025e-05,6.033540995343021e-05,0.0007880842681829104,0.0,0.004400455488880721,0.00442718016702409
0.0875,20.0,4101,0.00047635851472439583,0.0011962144726677152,0.0007841594551793517,0.00019578510702970262,0.00014320415639659724,4.1464890460774305e-05,8.555862635210061e-05,0.0012067159297348292,0.0,0.004346959735833315,0.004367747343884291
