scope,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
all,inf,216482,0.007401267952059013,0.003030244487560209,0.14312703776080174,0.00882271254591828,0.0021308737059960547,0.00016429032485983444,1.0,1.0,0.0,0.00622712052217053,0.005841593872196561
|y|<=5,5.0,161161,0.0003823143255005812,0.0008942027083394878,0.0003656325986598585,0.00024214867244694513,0.00011562410914432483,4.6277524875537575e-05,0.0021918939621584027,0.05906829444276019,0.0,0.005866126131914858,0.0058282535366081635
|y|<=10,10.0,186548,0.00040710010324354227,0.0008471901814388081,0.0006199253351587666,0.00024214867244694513,0.0001215503396744236,4.563501578509394e-05,0.0028039207754339997,0.06648768919836132,0.0,0.00534450873312725,0.005308488870238253
|y|<=20,20.0,200970,0.0004909054359819808,0.0008794853287620217,0.0012316788685499593,0.0003114652614366298,0.00014478065491665222,4.800606548716557e-05,0.0042856341470808735,0.07926431132512801,0.0,0.005265505506801437,0.005223164380236021
|y|<=50,50.0,210190,0.0007600417138205862,0.001134078136857014,0.00846024646836039,0.002362416196833327,0.0002214956131644425,6.206526724052101e-05,0.010490715179588186,0.13856818908775334,0.0,0.0056304888608184524,0.005576014282087916
|y|<=100,100.0,213367,0.0010315616088909247,0.0015785404786283737,0.013880086224575833,0.004863195249456732,0.0002989857588031065,8.617323398239375e-05,0.019403990074511643,0.27116040026305777,0.0,0.005773723104334156,0.0056804479624050315
|y|<=500,500.0,215943,0.007245797714750388,0.0030063339542249863,0.14312703776080174,0.00882271254591828,0.0020887123967843484,0.00016319726241735511,0.9584273685489842,0.9842809979134518,0.0,0.006216156610175412,0.005841077004977074
|y|<=2000,2000.0,216482,0.007401267952059013,0.003030244487560209,0.14312703776080174,0.00882271254591828,0.0021308737059960547,0.00016429032485983444,1.0,1.0,0.0,0.00622712052217053,0.005841593872196561
