epoch,train_total,train_modal,train_spec,val_total,val_modal,val_spec,lr
1,1.9598868760429928,0.9929640782255971,0.9669228145670054,1.8551374025511194,0.9671063966917444,0.888031005859375,0.0002
50,0.016990883113549085,0.01693557000793841,5.531322340020535e-05,0.01711763456763513,0.017064232469361038,5.340209827409126e-05,0.0002
100,0.011006608609144843,0.01100296387093125,3.6445884647646923e-06,0.01094940941658517,0.010945818644191078,3.590772394090891e-06,0.0002
150,0.008296441105461076,0.008294872430005432,1.568635921934256e-06,0.008279934258608172,0.00827837689149468,1.5573671134916367e-06,0.0002
200,0.006524953157694296,0.0065241667559797455,7.863863110648828e-07,0.006395652171804339,0.006394871223378412,7.809484259269084e-07,0.0002
250,0.00492046169128021,0.004920022504494032,4.3919163269659e-07,0.004960568810770302,0.0049601320498992765,4.3676087102539896e-07,0.0002
300,0.003967197593418293,0.003966823689125779,3.738871352791603e-07,0.003908257467886632,0.003907933168280796,3.242996058361314e-07,0.0002
350,0.0031376797253525185,0.003137445662520425,2.3406278637949163e-07,0.003217773178838714,0.0032175399469089446,2.332319297693175e-07,0.0002
400,0.002688158633322378,0.002680604438526674,7.5541919841718445e-06,0.0027084903775058495,0.0027081371599191146,3.5321758673489967e-07,0.0002
450,0.0024088843870319963,0.0024087147301031122,1.696425530920854e-07,0.002345873298781875,0.002345705634556261,1.6766422561431682e-07,0.0002
500,0.0023074838018788727,0.0023071305436357338,3.5326615191594993e-07,0.002185403566159059,0.0021852525865711163,1.509795879428566e-07,0.0002
550,0.0020443296389703203,0.00203097149124736,1.3358151049023417e-05,0.0019638265751558454,0.001959460608595119,4.36596656072652e-06,0.0002
600,0.0018867738914381945,0.001886644437600323,1.2943613541622657e-07,0.002247300895428726,0.002247171489012477,1.2940641624936688e-07,0.0002
650,0.0015776551565585904,0.0015771897914274476,4.6536171110811e-07,0.0015493305615375493,0.0015470987358905904,2.231825646958896e-06,0.0002
700,0.001578989215667031,0.001578760079289236,2.2913695191656702e-07,0.0018184601785183727,0.0018183220551354193,1.3812338295338122e-07,0.0002
750,0.0012969474623243623,0.0012947114580748188,2.2359988706509116e-06,0.0013104420794906484,0.0013098441406117938,5.979388788546203e-07,0.0002
800,0.0012048107168691879,0.0012046947045956588,1.1602303216915864e-07,0.0011743397823462348,0.001174223799261765,1.1598308446991723e-07,0.0002
850,0.0011171850675186963,0.0011170624089473023,1.2265888091082832e-07,0.0011543800537740089,0.0011542623194077527,1.1773436625617251e-07,0.0002
900,0.0011734239793798605,0.001173290100471287,1.3388473639591247e-07,0.00103043782216071,0.0010298062873433799,6.315348173302482e-07,0.0002
950,0.0009467053668887688,0.0009465736595253416,1.3170494172189542e-07,0.000923161724491044,0.0009230426584611196,1.190660299243973e-07,0.0002
1000,0.001076244195911628,0.0010761319715413868,1.1223722119686845e-07,0.0010970575600254334,0.0010969453399113432,1.1222011409017796e-07,0.0002
1050,0.0009808452679083786,0.000980733491578111,1.1177277909851611e-07,0.0008951441690299339,0.0008950324218104561,1.1174721947782018e-07,0.0002
1100,0.0009571819866116104,0.0009570704072175937,1.115843740215881e-07,0.0008271260731726287,0.0008270147875856609,1.112855869678242e-07,0.0002
1150,0.0008111309107862159,0.0008110198854859383,1.110212585133509e-07,0.0009229514046346936,0.0009228405110612585,1.10893573435078e-07,0.0002
1200,0.0007850134205233629,0.0007849028797699598,1.1055297287461106e-07,0.0007640849886068766,0.000763974450546394,1.1053806048266779e-07,0.0002
1250,0.0007823678797380036,0.0007822522797063144,1.1560889574887279e-07,0.0007750427290900432,0.000774930696587657,1.1203250238622786e-07,0.0002
1300,0.0008195460131572914,0.0008191567106822952,3.893012457623134e-07,0.0007177551336727023,0.0007176419602873724,1.1317338532990107e-07,0.0002
1350,0.0007738949075302303,0.000773700828787268,1.9408089386936787e-07,0.0006659531645850758,0.0006647083897774019,1.2447748076738208e-06,0.0002
1400,0.0008076834087344689,0.0008075450852882879,1.3832183235382534e-07,0.0009084992506474658,0.0009083896681745922,1.095824728736261e-07,0.0002
1450,0.0006316078054692121,0.0006239747438397295,7.633064112382701e-06,0.0006021748757655696,0.0006020312011395954,1.4367462597419944e-07,0.0002
1500,0.0006291834584093032,0.0006289753160426775,2.081441976928346e-07,0.0006245315264015683,0.0006243854250305669,1.4610137100135034e-07,0.0002
1550,0.0006083058065374651,0.0006081968320471873,1.089874928536391e-07,0.0006345002655656741,0.0006343912567423728,1.0900882330133754e-07,0.0002
1600,0.0005851065232737111,0.000584992768259942,1.1375281718876924e-07,0.0005852806142619549,0.0005851700992443731,1.1051501758174709e-07,0.0002
1650,0.000634908736213082,0.0006344577627011819,4.5097085596319065e-07,0.0006230955595256152,0.0006165189660478124,6.576593477802817e-06,0.0002
1700,0.0005397436712749077,0.0005396348676147926,1.0880403133665244e-07,0.0005456191151565685,0.0005455104504277978,1.08664728770691e-07,0.0002
1750,0.0006020768717180055,0.0006019683956227242,1.0847992070232186e-07,0.0005808202593369203,0.0005807115602107758,1.0869912614452915e-07,0.0002
1800,0.0005048082720284452,0.0005024007599855728,2.4075140342310885e-06,0.0005207060429514218,0.0005205899824675317,1.1606048389012358e-07,0.0002
1850,0.0010178868656613256,0.001009989164076236,7.897695996603133e-06,0.00105938463799556,0.0010581570231928588,1.2276148027012823e-06,0.0002
1900,0.0005144629804908659,0.000514352318844215,1.1066219594338518e-07,0.0005255462730880784,0.0005254381148696969,1.0815821838150441e-07,0.0002
1950,0.0004930140257396914,0.0004928968515059286,1.1717348298094858e-07,0.0006382445604763518,0.0006381345223963706,1.1003807998122284e-07,0.0002
2000,0.0005251607917461734,0.000525052653700967,1.0813578746097675e-07,0.0005807661299092329,0.0005806581120088309,1.0801790040204651e-07,0.0002
2050,0.00045265376010120183,0.0004524444983310414,2.0926147290180292e-07,0.0004510594709872284,0.0004509420143366005,1.1745665062790067e-07,0.0002
2100,0.00045790837749884705,0.0004535311523116266,4.37722429813963e-06,0.0004974565008179742,0.0004959975228413203,1.4589779766538413e-06,0.0002
