epoch,train_total,train_modal,train_spec,val_total,val_modal,val_spec,lr
2150,0.00046032814369338697,0.00046022039013677375,1.0775319045831337e-07,0.0004857763801323985,0.0004856686895008751,1.0769063152338276e-07,0.0002
2200,0.00041852090114460476,0.0004084756435013836,1.004525696547156e-05,0.0003943727377460816,0.000390277832438798,4.094905307283625e-06,0.0002
2250,0.00038363108320512795,0.00038351528310157746,1.1579993654640242e-07,0.0003767803392448283,0.00037667008867704196,1.102505677863519e-07,0.0002
2300,0.0003785193741506181,0.0003784001912902149,1.191859899760865e-07,0.0004223173281653379,0.00042220501216350554,1.1231600183236878e-07,0.0002
2350,0.0005328709242096667,0.0005327634859206645,1.074354136345284e-07,0.00041823069328009724,0.0004181232887699227,1.0740451017454689e-07,0.0002
2400,0.00036635868044765314,0.00036625137934615594,1.0730034285283738e-07,0.00037349295434894845,0.0003733856140149938,1.0734033395465303e-07,0.0002
2450,0.0003691816544078249,0.00036907390494625273,1.0775175140127882e-07,0.0003687734777958482,0.0003686544320163918,1.1904577945642814e-07,0.0002
2500,0.0004768445744396909,0.0004767104977064871,1.340784237852997e-07,0.0003970278696965853,0.00039691665136959285,1.1121832699245715e-07,0.0002
2550,0.00037637217884691523,0.00037626458052408547,1.0759717566797667e-07,0.00036832380368115916,0.0003682108029506086,1.1300073055053872e-07,0.0002
2600,0.0003716570099515738,0.00037154908925947675,1.0791835545318095e-07,0.00035098601993596967,0.0003508786743226825,1.0734561328717973e-07,0.0002
2650,0.00037573594784069686,0.0003756288468459482,1.0710303289416653e-07,0.0004344835391817197,0.0004343764479569428,1.070912247769229e-07,0.0002
2700,0.00042988967277542833,0.00042977741636747354,1.1225534132680753e-07,0.0003986165088242218,0.00039850843089716945,1.0807792705236352e-07,0.0002
2750,0.0003352967920581539,0.0003351897848199481,1.0700775252471498e-07,0.0003211810038492683,0.00032107404907711837,1.0695477214994753e-07,0.0002
2800,0.0003781131999264973,0.00037382361721294456,4.28958027494639e-06,0.0003858690715531876,0.0003714570447954057,1.441202675778186e-05,0.0002
2850,0.0003063182578542241,0.0002947144267622382,1.1603831140401087e-05,0.0003253739047774454,0.000311678717187244,1.3695187590201385e-05,0.0002
2900,0.0004682256221560107,0.000468118756745236,1.068587045083875e-07,0.00046432829617708065,0.0004642214474250123,1.0684875206834477e-07,0.0002
2950,0.0003223807975920953,0.0003217162533981432,6.645434617165066e-07,0.0002926889275634735,0.00027998162857086436,1.270729899260914e-05,0.0002
3000,0.00031795414513428644,0.000316976095614672,9.780499749083452e-07,0.00037090401628741675,0.000370567344569357,3.366717180597334e-07,0.0002
3050,0.00028042970562169883,0.00028032293735293394,1.0676948499330902e-07,0.0002623093602411956,0.000262202588199321,1.067720418745921e-07,0.0002
3100,0.0003043735813857634,0.000304266886743309,1.0669304744956292e-07,0.000305128662336956,0.0003050219689947948,1.0669334216117932e-07,0.0002
3150,0.00027000555564848623,0.0002698542059412692,1.5135002820676292e-07,0.00029107599329440724,0.000290954486308601,1.215069858062634e-07,0.0002
3200,0.0002905596221672369,0.00028984404054048914,7.155812864038735e-07,0.0003313407467916204,0.0003311562179336488,1.845288579715998e-07,0.0002
3250,0.0003719204254471559,0.000371798901069305,1.2152623857904262e-07,0.0004958062662176752,0.0004956976884593354,1.0857775833983396e-07,0.0002
3300,0.0003401992137601931,0.0003400926303424683,1.0658763733910604e-07,0.00026265407854345887,0.000262547491150325,1.0658739313385013e-07,0.0002
3350,0.000292908672714729,0.0002928020717929892,1.0659699043945942e-07,0.00027154124609898953,0.0002714346636228114,1.0658247617811867e-07,0.0002
3400,0.00039293934256199854,0.0003928026740754346,1.366687550617213e-07,0.0002979880668216294,0.00029787948648401944,1.0858033760996477e-07,0.0002
3450,0.00024101302895374578,0.0002409064354203554,1.0659421693221386e-07,0.00022781616563740016,0.00022770962987940692,1.0653575799324244e-07,0.0002
3500,0.0002377594513061445,0.0002376528262316617,1.0662616427617514e-07,0.0002384041697092203,0.00023829759190130797,1.0657780791234472e-07,0.0002
3550,0.000266151769770848,0.0002613298142556877,4.821953597990854e-06,0.00022850556724764983,0.00022775454318693092,7.510240607189189e-07,0.0002
3600,0.0002589698849442244,0.00025763833385079784,1.3315519523298593e-06,0.00028462959378646206,0.0002718884806903357,1.2741113096126355e-05,0.0002
3650,0.00029363427850641165,0.00029295212477016856,6.82153810255427e-07,0.00022337398045709438,0.00022309715755471576,2.7682290237862617e-07,0.0002
3700,0.00025129865027646907,0.0002511920617398085,1.0658902503896161e-07,0.00021866347772078282,0.0002185569552144116,1.0652250637122052e-07,0.0002
3750,0.00020692294050399045,0.00020651623505342598,4.067027706206605e-07,0.00020492640040065073,0.00020475707368977584,1.6932671087488416e-07,0.0002
3800,0.00021559109642747592,0.00020739098863356356,8.200107353123655e-06,0.00023004301586411344,0.00022790363421450053,2.1393816496129148e-06,0.0002
3850,0.00022167190106045105,0.0002215654658744735,1.0643751792849774e-07,0.0002164779548184712,0.00021637152861195695,1.0642620651424295e-07,0.0002
3900,0.0002286862125382322,0.0002279980873952554,6.881259013130888e-07,0.0002057997516330254,0.0002056645181126435,1.352335203819166e-07,0.0002
3950,0.00024027740745461145,0.00024015578429310445,1.2162278174168373e-07,0.00022427055210696458,0.00022416410728423066,1.0644482273391986e-07,0.0002
4000,0.0003993921198504414,0.000399285700827642,1.0642003024887911e-07,0.0002606036283442001,0.0002604972167606554,1.06411583544741e-07,0.0002
4050,0.00029079452528965377,0.00028370441144872185,7.090112970587352e-06,0.0002641599381190392,0.00026247766248113495,1.6822756379042403e-06,0.0002
4100,0.00021862862090708332,0.00021633153101643308,2.2970909574680663e-06,0.0001864192911843772,0.00018599856035642252,4.207308279546851e-07,0.0002
4150,0.00047698307430927455,0.0004768107211956863,1.7235631382318072e-07,0.0002823228545133906,0.00028144459299654493,8.782615168456687e-07,0.0002
4200,0.0003058561663280668,0.00030563033890557145,2.2582797111578882e-07,0.0004870006130465622,0.000486873629069451,1.269839771111947e-07,0.0002
4250,0.00020990971912572383,0.00020725518285780685,2.6545369749230447e-06,0.00018474685121465964,0.00018408793577511542,6.589154395442165e-07,0.0002
4300,0.00020228108404463996,0.00020217475516813279,1.0633145079126943e-07,0.0002440604566083504,0.00024395410667859885,1.063499297515591e-07,0.0002
4350,0.00025609707533489094,0.00025598984683298636,1.0722777625993453e-07,0.00022938230392223136,0.00022927575199939087,1.0655192284048098e-07,0.0002
4400,0.00019403520860714017,0.0001923624821188507,1.6727256720257318e-06,0.0001945298895589867,0.00019436871301487551,1.6117654411118565e-07,0.0002
4450,0.00017979332235243522,0.0001796867127920544,1.066106322828395e-07,0.00018635923024374912,0.00018625217939911587,1.0705084463324965e-07,0.0002
4500,0.0001906106558261871,0.00019050347060736066,1.0718530141519125e-07,0.00020645683853947846,0.00020633593905350041,1.2089948597804323e-07,0.0002
4550,0.0001802026661219239,0.00018009378650968703,1.0887965702192675e-07,0.00019463436412207478,0.00019452814267976613,1.062214423086516e-07,0.0002
4600,0.00018277965543471108,0.00017806776833981496,4.7118863590642406e-06,0.0002159712470088257,0.00021288684693125697,3.0844000775687164e-06,0.0002
4650,0.00016193394114936497,0.0001617595613188958,1.7437893652826955e-07,0.00016815624439949273,0.00016804358784873797,1.1265655075476388e-07,0.0002
4700,0.000160840566901648,0.00016073445736446607,1.0610884806037876e-07,0.00016976164793149913,0.000169655537944924,1.0610998657512027e-07,0.0002
4750,0.0001639348000419077,0.00016382841124047083,1.0638973097584317e-07,0.00015748266415700112,0.00015737649201214747,1.0617214485364457e-07,0.0002
4800,0.00017647507147812428,0.0001759019697697312,5.731028708113617e-07,0.00015807441846637051,0.00015505250954238694,3.021908923983574e-06,0.0002
4850,0.0002731638849390717,0.00027305340475113743,1.1047972601625523e-07,0.00023645817812227758,0.00023635064515308184,1.0753296919574495e-07,0.0002
4900,0.00016452714563758937,0.00016442113052982224,1.0601509694469946e-07,0.0001506466102822532,0.0001505406002974627,1.060099847904894e-07,0.0002
4950,0.00034771401654328773,0.0003474585595430596,2.5545908017915026e-07,0.0002561256586734932,0.0002559408104834053,1.848481900879051e-07,0.0002
5000,0.00019131749130359266,0.00018810306167426494,3.214430958856413e-06,0.00017277458306493452,0.00017266333627360007,1.112467913344517e-07,0.0002
5050,0.00022464252214391217,0.00022125642105492776,3.3861025074855925e-06,0.00028460557670098764,0.00027472487355465104,9.8807031463366e-06,0.0002
5100,0.00018770521696280445,0.0001875993959859298,1.0581996115555418e-07,0.00018789300972117911,0.00018778719054553489,1.0581917564422838e-07,0.0002
5150,0.00015141321714384033,0.0001513074334900517,1.0578320609541492e-07,0.0001450090128957158,0.00014490323517313478,1.0577772258102414e-07,0.0002
5200,0.00024413560539279382,0.00024402975447036017,1.0584778122366744e-07,0.0002065803197889421,0.00020647194648927447,1.08373299667619e-07,0.0002
5250,0.00014773469159338042,0.00014762862991678905,1.0606021795382327e-07,0.000138089170209605,0.00013798332871581344,1.058414937915586e-07,0.0002
5300,0.00014353357610891187,0.00014341484082452979,1.1873479646697973e-07,0.00016189626310172196,0.0001617891637909687,1.0709931075325585e-07,0.0002
5350,0.0001458940812449886,0.00014572112138613492,1.7296101238598058e-07,0.00019296218321609141,0.00019283561187956858,1.2657133652282937e-07,0.0002
5400,0.00015682158851048746,0.00015669193255451121,1.2965725547495152e-07,0.0001820712783466034,0.00018196568175557658,1.0559659102682417e-07,0.0002
5450,0.00014353097302192736,0.00014336696572896934,1.640066229922472e-07,0.00014559054068697728,0.00014466858516882562,9.219555181516625e-07,0.0002
5500,0.00015291043791260808,0.00014754728281808402,5.363155062015858e-06,0.00014191016833120084,0.00014047447933062795,1.4356890005728928e-06,0.0002
5550,0.00013724833062686098,0.0001371376715102355,1.1065881615237712e-07,0.00013103029487331787,0.00013092236939320947,1.0792548010840619e-07,0.0002
5600,0.0001401464358362437,0.0001399699553332724,1.7648102927957654e-07,0.00013105229960904563,0.00012924754334283517,1.804756266210461e-06,0.0002
5650,0.00021939751337907848,0.00021914769148141368,2.498212218288236e-07,0.00021828640977264208,0.00021813307288811906,1.533368845230143e-07,0.0002
5700,0.00013026592368737394,0.00012906946798460966,1.1964562647064867e-06,0.00014602654099872818,0.00012176613544580544,2.4260405552922748e-05,0.0002
5750,0.00013758120333904385,0.00013733738971880838,2.4381238002531105e-07,0.00012894113605688647,0.00012881820925037476,1.2292680651171395e-07,0.0002
5800,0.0001720101307445493,0.0001719048473429108,1.0528324765466078e-07,0.0002585500508270213,0.00025844499153420043,1.050592928208971e-07,0.0002
5850,0.0001276079701166444,0.0001275029291611985,1.0504040953053741e-07,0.00012202610862928951,0.00012192104587612549,1.0506275316402025e-07,0.0002
5900,0.00012766670977434246,0.0001274797229605922,1.8698701589701849e-07,0.0001495170342958154,0.00014938438860049883,1.326456953165689e-07,0.0002
5950,0.00014464451734618673,0.0001445339477560181,1.1056836593016066e-07,0.00014178564993763768,0.00014158840675585009,1.972431817875986e-07,0.0002
6000,0.00015823232845714707,0.00015577402343316287,2.458303948025515e-06,0.00012192597717537344,0.00012006891700573239,1.857060169641045e-06,0.0002
6050,0.00013899483543694345,0.0001388862962629728,1.0853940062643313e-07,0.00011658955867568382,0.000116484119270921,1.0543940476281932e-07,0.0002
6100,0.0001188029117483698,0.00011828313652748092,5.197749865708027e-07,0.00012415701447178934,0.00012395766667662927,1.993477951600653e-07,0.0002
6150,0.00013837846514237704,0.00013827382503256484,1.0464102798458374e-07,0.00012343879780592516,0.0001233341544221892,1.0464338373594728e-07,0.0002
6200,0.0001227302611946596,0.000122593229518018,1.3703284087638257e-07,0.00016345637655978124,0.000163331991989582,1.2438457019925409e-07,0.0002
6250,0.00012781004125231505,0.00012770402195862548,1.0601906825516645e-07,0.00016433053043275248,0.00016422578430453695,1.0474612821553819e-07,0.0002
6300,0.00016410914146355375,0.00016400455735873822,1.0458291498436593e-07,0.00019440018177779926,0.0001942956184367025,1.045633410967639e-07,0.0002
6350,0.00013627532261606588,0.00013617081103622878,1.04511752228971e-07,0.00011041853978867773,0.00011031402073570969,1.0451905296804398e-07,0.0002
6400,0.0001545569815099807,0.00015444037823141623,1.1660082996189808e-07,0.0001797654193166441,0.0001795880604317322,1.7735888491188234e-07,0.0002
6450,0.00013792008012290368,0.00013781474069247263,1.0533909756395685e-07,0.00012320079283635864,0.0001230962031412318,1.0458969512683325e-07,0.0002
6500,0.00014240892828735615,0.00014230444663734858,1.044811528246423e-07,0.00013864736962693102,0.0001385428936186419,1.0447600828911163e-07,0.0002
6550,0.0005024644969623491,0.0005018836403694608,5.808552404088404e-07,0.00039887945706875864,0.00039861806303345286,2.613940353057842e-07,0.0002
6600,0.00014007126018890966,0.000139962639146787,1.0862156015032951e-07,0.00033997217328571934,0.000339867385178639,1.047881070803669e-07,0.0002
6650,0.0001252083680835577,0.00012510391852530863,1.0444880145717087e-07,0.00013202484832728226,0.00013192041043961093,1.044378876713381e-07,0.0002
6700,0.00011571246401044508,0.00011560795818732688,1.0450547230613454e-07,0.00012002507979330166,0.00011992062356652231,1.0445622677934807e-07,0.0002
6750,0.0001540731994561838,0.00015396772754566287,1.0547106941894079e-07,0.00014937222180818718,0.00014926779501919337,1.0442678899380553e-07,0.0002
6800,0.00010775971499607894,0.00010743896251938616,3.207532005721164e-07,0.00011573172810309375,0.00010794465356590267,7.787074537191074e-06,0.0002
6850,0.00020767624170035218,0.00020190187186155942,5.7743689369646775e-06,0.0001416926379275415,0.00014089184057555627,8.007973519852385e-07,0.0002
6900,0.00014190422750567293,0.00014150813338866658,3.960947873129268e-07,0.00012828821303845843,0.00012813646025212138,1.5175278633705602e-07,0.0002
6950,0.00012207877322827516,0.00012197430746611266,1.0446539301951974e-07,0.00014550675067808374,0.00014540230835662573,1.0444232145800925e-07,0.0002
7000,0.0001443605737637544,0.00014425615197340594,1.0442042647875393e-07,0.00013525450031906495,0.00013515008928990902,1.0441102915592637e-07,0.0002
7050,0.00011658571312009411,0.00011648127783842723,1.044354120775199e-07,0.00011116528141163244,0.00011106085732270103,1.0442408893140964e-07,0.0002
7100,0.00011136683602334427,0.00010775532598647513,3.6115100715556878e-06,0.00013148657157949158,0.0001313581909169464,1.283806625451689e-07,0.0002
7150,9.246228035214677e-05,9.235788083199539e-05,1.0440007218243948e-07,8.578641290276163e-05,8.568200932009358e-05,1.044035826680556e-07,0.0002
7200,9.702252814361666e-05,9.691806198882227e-05,1.0446635408566418e-07,0.00010651678969578242,0.0001064123310602632,1.044586355192223e-07,0.0002
7250,0.00015773622992195822,0.00015757963796636445,1.5659095661871292e-07,0.00012801344721454524,0.00012790866471364706,1.0478250089818175e-07,0.0002
7300,0.0002198342867314408,0.00021972989565618566,1.0438702144141313e-07,0.0002640978555356842,0.00026399347270086404,1.0438283482017141e-07,0.0002
7350,0.00013956042105672022,0.00013945602516313708,1.0439745617908531e-07,0.00019033886147218172,0.0001902344797387028,1.0438173347893098e-07,0.0002
7400,0.00019477658957151042,0.00019467223393274542,1.0435710044177814e-07,0.0001376063055446463,0.00013750195076205334,1.043547825929636e-07,0.0002
7450,0.0001448887825812213,0.00014478444700103207,1.0433536411946002e-07,0.00015242691128827544,0.00015232257158339933,1.0433970487611077e-07,0.0002
7500,0.00016812497074462294,0.00016802064393435534,1.0432825568368019e-07,0.00018281431275008446,0.0001827099859131373,1.0432683694716616e-07,0.0002
7550,0.00011872638199004204,0.00011862205614344005,1.0432526592490843e-07,9.615074224021283e-05,9.604642201841854e-05,1.0432022179429623e-07,0.0002
7600,0.00010757306268063435,0.00010746877706848284,1.0428664696769407e-07,0.00013947606848289858,0.00013937178690041826,1.042815824803256e-07,0.0002
7650,0.0001315149212837428,0.00013141068178496655,1.0423963598933402e-07,0.00013822608792359736,0.00013812185106978225,1.042368538151095e-07,0.0002
7700,0.00023723566308804107,0.00023505507019350736,2.180594016350608e-06,0.00019208404255768865,0.00019130939778269632,7.746447749923391e-07,0.0002
7750,9.413830734553777e-05,8.779260630998467e-05,6.345701061920129e-06,9.42665596679851e-05,8.572765770203635e-05,8.538901965948753e-06,0.0002
7800,0.00014136347078725218,0.0001410721823839011,2.912894226091796e-07,0.00016307987899177965,0.00016297044537050373,1.0943362127591172e-07,0.0002
7850,0.00011005045895878057,0.00010994340275989564,1.070556140375851e-07,0.00010169122742080304,0.00010158503869188194,1.0618872892109721e-07,0.0002
7900,8.969691845635038e-05,8.959255537942594e-05,1.0436396731810401e-07,8.737081708980029e-05,8.726676610685943e-05,1.0405098294086201e-07,0.0002
7950,0.0001437748445894808,0.0001419963504430014,1.7784932758486021e-06,0.00016166543854692655,0.00016113444137713678,5.309971697897709e-07,0.0002
8000,0.00011796972875508024,0.00011772228414140331,2.474455670709259e-07,0.00014032731938087235,0.00014018819707430847,1.3912230656387692e-07,0.0002
