Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.35,0.5,0.4683748498798799,0.3492149557316797,0.35,0.5,modal_pretraining,574,224
0.2,0.7625,0.7470943715488693,0.1588039614564383,0.2,0.7625,modal_pretraining,470,224
0.2,0.02,0.0195959179422654,0.9292322757349688,0.2,0.02,modal_pretraining,433,224
0.5,0.8400000000000001,0.7274613391789285,0.0946132481725776,0.5,0.84,joint_training,709,224
0.2,0.4166666666666667,0.408248290463863,0.442632433579706,0.2,0.4166666667,joint_training,455,224
0.6,0.4166666666666667,0.3333333333333333,0.3629453185697386,0.6,0.4166666667,joint_training,764,224
0.2,0.98,0.9601999791710056,0.01258520004041,0.2,0.98,modal_pretraining,483,224
0.75,0.45,0.2976470224947665,0.299872611389676,0.75,0.45,modal_pretraining,899,224
0.2,0.3,0.2939387691339813,0.5609398321980739,0.2,0.3,modal_pretraining,452,224
0.55,0.6,0.5010987926547019,0.2438543470117476,0.55,0.6,modal_pretraining,722,224
0.5,0.3,0.2598076211353315,0.4872448341271917,0.5,0.3,modal_pretraining,692,224
0.25,0.86,0.8326914194345947,0.0900983910915818,0.25,0.86,modal_pretraining,499,224
0.2,0.1633333333333333,0.1600333298618343,0.7222630010412884,0.2,0.1633333333,joint_training,447,224
0.6,0.1,0.08,0.6375303661659658,0.6,0.1,modal_pretraining,753,224
0.6,0.88,0.7040000000000001,0.0663848075430297,0.6,0.88,joint_training,780,224
0.4,0.15,0.1374772708486752,0.6748477242363324,0.4,0.15,modal_pretraining,613,224
0.6,0.21,0.168,0.5313527632428164,0.6,0.21,modal_pretraining,759,224
0.45,0.75,0.6697714162309407,0.1548108649600535,0.45,0.75,joint_training,658,224
0.94,0.45,0.1535284989830878,0.2931591499315462,0.94,0.45,modal_pretraining,1145,224
0.3,0.4,0.3815756805667782,0.4443722214557346,0.3,0.4,modal_pretraining,537,224
0.2,0.65,0.6368673331236263,0.2427035414601784,0.2,0.65,modal_pretraining,465,224
0.5,0.4,0.3464101615137754,0.4019753690930698,0.5,0.4,modal_pretraining,694,224
0.4,0.25,0.229128784747792,0.5665594002915466,0.4,0.25,modal_pretraining,618,224
0.15,0.8400000000000001,0.830496237197978,0.1053928089475029,0.15,0.84,joint_training,422,224
0.3,0.575,0.5485150408147437,0.2944391475948337,0.3,0.575,modal_pretraining,543,224
0.3,0.725,0.6916059210272856,0.1815447698669969,0.3,0.725,modal_pretraining,551,224
0.65,0.725,0.5509523005669366,0.1515863449114639,0.65,0.725,modal_pretraining,795,224
0.3,0.3,0.2861817604250837,0.5419585376502262,0.3,0.3,modal_pretraining,535,224
0.6,0.3,0.24,0.4539064799247364,0.6,0.3,modal_pretraining,761,224
0.3,0.12,0.1144727041700334,0.7491896813567267,0.3,0.12,modal_pretraining,528,224
0.1,0.4833333333333334,0.480910594601533,0.3879797531108038,0.1,0.4833333333,joint_training,372,224
0.6,0.5,0.4,0.3030944124201319,0.6,0.5,modal_pretraining,767,224
0.02,0.26,0.2599479947989597,0.6230337421731756,0.02,0.26,modal_pretraining,16,224
0.75,0.7375,0.4878103979775339,0.132730165207409,0.75,0.7375,modal_pretraining,910,224
0.9,0.7375,0.3214687970861246,0.1237942854687964,0.9,0.7375,modal_pretraining,1084,224
0.5,0.1,0.0866025403784438,0.6878202528549653,0.5,0.1,modal_pretraining,684,224
0.6,0.02,0.016,0.7254170191455228,0.6,0.02,modal_pretraining,742,224
0.6,0.8,0.6400000000000001,0.1124369173070969,0.6,0.8,modal_pretraining,776,224
0.9,0.18,0.0784601809837321,0.434894284922745,0.9,0.18,modal_pretraining,1065,224
0.8,0.18,0.1079999999999999,0.4704415031469014,0.8,0.18,modal_pretraining,942,224
0.5,0.92,0.7967433714816835,0.0465108384775673,0.5,0.92,modal_pretraining,713,224
0.75,0.86,0.5688365318788869,0.068976041123654,0.75,0.86,modal_pretraining,916,224
0.75,0.98,0.6482090712108247,0.0096390245984154,0.75,0.98,modal_pretraining,925,224
0.9,0.86,0.3748653091444978,0.0616308680075563,0.9,0.86,modal_pretraining,1090,224
0.45,0.98,0.8751679838750958,0.011739358095916,0.45,0.98,modal_pretraining,672,224
0.65,0.98,0.7447355235249624,0.0105062676413104,0.65,0.98,modal_pretraining,810,224
0.275,0.0333333333333333,0.0320481408717156,0.8798869254091101,0.275,0.0333333333,joint_training,511,224
0.77,0.02,0.0127608777127594,0.6212662627100992,0.77,0.02,modal_pretraining,926,224
0.03,0.725,0.7246736765606986,0.1895589268448997,0.03,0.725,modal_pretraining,84,224
0.125,0.02,0.0198431348329844,0.9505261889459872,0.125,0.02,modal_pretraining,401,224
0.4,0.575,0.5269962049199216,0.2831806926415482,0.4,0.575,modal_pretraining,627,224
0.94,0.98,0.3343509533409469,0.0077371714387155,0.94,0.98,modal_pretraining,1171,224
0.1,0.7375,0.7338032348661323,0.1794486140229959,0.1,0.7375,modal_pretraining,384,224
0.9,0.35,0.1525614630239235,0.333905160270857,0.9,0.35,modal_pretraining,1070,224
0.4,0.45,0.4124318125460256,0.382525554053204,0.4,0.45,modal_pretraining,623,224
0.5,0.65,0.562916512459885,0.2168942232828215,0.5,0.65,modal_pretraining,701,224
0.8,0.35,0.2099999999999999,0.3510418238118923,0.8,0.35,modal_pretraining,947,224
0.75,0.3,0.1984313483298443,0.4009752412200731,0.75,0.3,modal_pretraining,895,224
0.6,0.65,0.52,0.2036951468322454,0.6,0.65,modal_pretraining,770,224
0.75,0.6,0.3968626966596886,0.2090672036373725,0.75,0.6,modal_pretraining,905,224
0.8,0.5,0.2999999999999999,0.2578410074396645,0.8,0.5,modal_pretraining,952,224
0.9,0.6,0.2615339366124403,0.1966669425420407,0.9,0.6,modal_pretraining,1079,224
0.15,0.6,0.5932115979985557,0.2848955601617874,0.15,0.6,modal_pretraining,411,224
0.65,0.6,0.4559605246071199,0.2271756480479645,0.65,0.6,modal_pretraining,791,224
0.03,0.4833333333333334,0.4831157843737991,0.3900703860652613,0.03,0.4833333333,joint_training,73,224
0.75,0.105,0.0694509719154455,0.5549218894551474,0.75,0.105,modal_pretraining,887,224
0.25,0.935,0.9053098571759838,0.041018101199211,0.25,0.935,modal_pretraining,503,224
0.2,0.0966666666666666,0.0947136033876162,0.8127287909723908,0.2,0.0966666667,joint_training,443,224
0.2,0.4833333333333334,0.4735680169380811,0.3811681313841449,0.2,0.4833333333,joint_training,457,224
0.4,0.8400000000000001,0.7698727167525812,0.0989367452366437,0.4,0.84,joint_training,640,224
0.45,0.88,0.785865128377637,0.0720098208705841,0.45,0.88,joint_training,664,224
0.65,0.8400000000000001,0.6383447344499679,0.0861496707007572,0.65,0.84,joint_training,800,224
0.9,0.5,0.2179449471770336,0.2505780377793455,0.9,0.5,modal_pretraining,1075,224
0.94,0.3,0.1023523326553919,0.3672517913438682,0.94,0.3,modal_pretraining,1141,224
0.8,0.7,0.4199999999999999,0.1464244768808252,0.8,0.7,modal_pretraining,960,224
0.98,0.7375,0.1467606469732266,0.2570295345993785,0.98,0.7375,modal_pretraining,1220,224
0.15,0.6875,0.6797216227066784,0.2158518714374411,0.15,0.6875,modal_pretraining,415,224
0.25,0.6875,0.6656690126293998,0.2116006509179955,0.25,0.6875,modal_pretraining,491,224
0.45,0.6875,0.613957131545029,0.196744588533162,0.45,0.6875,modal_pretraining,655,224
0.0833,0.86,0.8570110833332321,0.092307311560645,0.0833,0.86,modal_pretraining,340,224
0.75,0.215,0.1422091329697217,0.464307238943871,0.75,0.215,modal_pretraining,893,224
0.7,0.4833333333333334,0.3451690407129044,0.290957194008749,0.7,0.4833333333,joint_training,846,224
0.7,0.4166666666666667,0.2975595178559521,0.3352328921561753,0.7,0.4166666667,joint_training,844,224
0.25,0.6166666666666667,0.5970849325403101,0.2657072227178943,0.25,0.6166666667,joint_training,488,224
0.02,0.86,0.8598279827965591,0.0925661666861172,0.02,0.86,modal_pretraining,40,224
0.25,0.8,0.7745966692414834,0.130883086346915,0.25,0.8,modal_pretraining,496,224
0.6,0.94,0.7520000000000001,0.0328385940740329,0.6,0.94,joint_training,784,224
0.98,0.86,0.1711378391823388,0.2144844016955349,0.98,0.86,modal_pretraining,1226,224
0.4,0.02,0.0183303027798233,0.8397648945248971,0.4,0.02,modal_pretraining,600,224
0.4,0.08,0.0733212111192934,0.7596431096503505,0.4,0.08,modal_pretraining,609,224
0.8,0.89,0.5339999999999999,0.0512481617841406,0.8,0.89,modal_pretraining,969,224
0.2,0.89,0.8720183484308114,0.0709309665305054,0.2,0.89,modal_pretraining,476,224
0.3,0.89,0.8490058892610817,0.0693753294528086,0.3,0.89,modal_pretraining,559,224
0.15,0.95,0.9392516968310464,0.0319553262443919,0.15,0.95,modal_pretraining,429,224
0.3,0.83,0.7917695371760649,0.1089435148701057,0.3,0.83,modal_pretraining,555,224
0.8,0.83,0.4979999999999999,0.0803160216486916,0.8,0.83,modal_pretraining,965,224
0.1,0.575,0.5721177763363064,0.3076148664412586,0.1,0.575,modal_pretraining,375,224
0.4,0.725,0.6644734757685967,0.1752362137306764,0.4,0.725,modal_pretraining,635,224
0.45,0.55,0.4911657052360232,0.2949771442443711,0.45,0.55,modal_pretraining,652,224
0.8,0.575,0.3449999999999999,0.2145495123373862,0.8,0.575,modal_pretraining,954,224
0.8,0.0733333333333333,0.0439999999999999,0.5558431923340912,0.8,0.0733333333,joint_training,935,224
0.8,0.775,0.4649999999999999,0.1077491073511883,0.8,0.775,modal_pretraining,963,224
0.94,0.7,0.2388221095292478,0.1680474695456416,0.94,0.7,modal_pretraining,1155,224
0.35,0.86,0.8056047417933934,0.087682363492332,0.35,0.86,modal_pretraining,590,224
0.3,0.96,0.9157816333602676,0.0247827234854596,0.3,0.96,joint_training,564,224
0.55,0.86,0.7182416028050728,0.0802125349181831,0.55,0.86,modal_pretraining,732,224
0.98,0.0966666666666666,0.0192364237840613,0.4664030653916446,0.98,0.0966666667,joint_training,1196,224
0.94,0.215,0.0733525050696975,0.4104470657168267,0.94,0.215,modal_pretraining,1139,224
0.0667,0.3,0.2993319226210261,0.5750968259351267,0.0667,0.3,modal_pretraining,275,224
0.3,0.4833333333333334,0.4610706140181904,0.3700998244188873,0.3,0.4833333333,joint_training,540,224
0.8,0.4166666666666667,0.2499999999999999,0.3084396588635482,0.8,0.4166666667,joint_training,949,224
0.85,0.4833333333333334,0.2546116323606079,0.2594591417006964,0.85,0.4833333333,joint_training,1009,224
0.9,0.105,0.045768438907177,0.4827739533905839,0.9,0.105,modal_pretraining,1061,224
0.9,0.935,0.4075570512210529,0.0270065067957611,0.9,0.935,modal_pretraining,1094,224
0.8,0.965,0.5789999999999998,0.0160453391258638,0.8,0.965,modal_pretraining,975,224
0.98,0.4833333333333334,0.0961821189203067,0.3396697769449334,0.98,0.4833333333,joint_training,1210,224
0.98,0.4166666666666667,0.082915619758885,0.3610808597988703,0.98,0.4166666667,joint_training,1208,224
0.9,0.4166666666666667,0.1816207893141947,0.2963704175899347,0.9,0.4166666667,joint_training,1072,224
0.75,0.1633333333333333,0.1080348452018041,0.5054998778103121,0.75,0.1633333333,joint_training,890,224
0.5,0.7625,0.6603443703856344,0.1430171756542516,0.5,0.7625,modal_pretraining,706,224
0.15,0.75,0.7415144974981946,0.169194390473152,0.15,0.75,joint_training,418,224
0.2,0.83,0.813230594604015,0.1114475651704585,0.2,0.83,modal_pretraining,472,224
0.03,0.6,0.5997299392226471,0.2881791185639847,0.03,0.6,modal_pretraining,78,224
0.35,0.5833333333333334,0.5464373248598599,0.2827172573401038,0.35,0.5833333333,joint_training,577,224
0.25,0.75,0.7261843774138907,0.1660508546548838,0.25,0.75,joint_training,494,224
0.35,0.75,0.7025622748198198,0.1612227252463079,0.35,0.75,joint_training,585,224
0.45,0.8,0.71442284397967,0.1222931228267289,0.45,0.8,modal_pretraining,660,224
0.6,0.75,0.6000000000000001,0.1421020401410205,0.6,0.75,joint_training,774,224
0.7,0.75,0.5356071321407138,0.1316713974396367,0.7,0.75,joint_training,859,224
0.85,0.75,0.3950870157319778,0.1160019340020967,0.85,0.75,joint_training,1020,224
0.2,0.7000000000000001,0.6858571279792899,0.2046023127810049,0.2,0.7,joint_training,467,224
0.3,0.625,0.596212000885591,0.2554467450588941,0.3,0.625,modal_pretraining,547,224
0.5,0.6,0.5196152422706631,0.2513586019568103,0.5,0.6,modal_pretraining,700,224
0.5,0.7000000000000001,0.6062177826491071,0.183465026925012,0.5,0.7,joint_training,703,224
0.55,0.92,0.768351482070543,0.0452740603933108,0.55,0.92,modal_pretraining,735,224
0.6,0.55,0.44,0.2688829320752667,0.6,0.55,modal_pretraining,768,224
0.65,0.5,0.3799671038392666,0.2918454367054819,0.65,0.5,modal_pretraining,789,224
0.7,0.86,0.6141628448546851,0.0721342414582073,0.7,0.86,modal_pretraining,865,224
0.75,0.65,0.429934588047996,0.1806384837270223,0.75,0.65,modal_pretraining,908,224
0.75,0.8,0.5291502622129182,0.0997556116386203,0.75,0.8,modal_pretraining,913,224
0.75,0.92,0.6085228015448559,0.0389772962834482,0.75,0.92,modal_pretraining,919,224
0.8,0.625,0.3749999999999999,0.186697999080449,0.8,0.625,modal_pretraining,958,224
0.85,0.86,0.4530331113726678,0.0626312040520814,0.85,0.86,modal_pretraining,1025,224
0.9,0.25,0.1089724735885168,0.3922036240940738,0.9,0.25,modal_pretraining,1068,224
0.9,0.65,0.2833284313301437,0.1699951127280745,0.9,0.65,modal_pretraining,1082,224
0.9,0.8,0.3487119154832538,0.0914603723440189,0.9,0.8,modal_pretraining,1087,224
0.6,0.15,0.12,0.587468855450531,0.6,0.15,modal_pretraining,755,224
0.1,0.98,0.9750876883644876,0.0127597747777439,0.1,0.98,modal_pretraining,400,224
0.2,0.35,0.3429285639896449,0.5083652072554727,0.2,0.35,modal_pretraining,453,224
0.25,0.55,0.5325352101035199,0.3194069398913362,0.25,0.55,modal_pretraining,484,224
0.3,0.35,0.333878720495931,0.4918873023206238,0.3,0.35,modal_pretraining,536,224
0.4,0.4,0.3666060555964672,0.425241515780435,0.4,0.4,modal_pretraining,621,224
0.4,0.5,0.458257569495584,0.3415852321242972,0.4,0.5,modal_pretraining,625,224
0.4,0.98,0.8981848362113446,0.0119764953759873,0.4,0.98,modal_pretraining,650,224
0.45,0.5,0.4465142774872938,0.333120921601938,0.45,0.5,modal_pretraining,651,224
