Mach,alpha,cr_ref,ci_ref,pinn_cr,pinn_ci,shooting_cr,shooting_ci,shooting_stage1_mismatch,shooting_stage2_mismatch,shooting_spectral_distance_to_reference,pinn_reference_p_overlap,pinn_reference_p_rel_after_fit,shooting_reference_p_overlap,shooting_reference_p_rel_after_fit,pinn_reference_modal_valid,shooting_reference_modal_valid
1.8,0.07,0.434396576,0.027510992,0.43439242243766785,0.02751248888671398,0.434390432,0.027513245700464643,8.325310764657467e-08,2.2872281362868257e-17,7.620065559897208e-06,1.000000019432048,0.00026042551565789296,0.9999999999636291,8.528895494219346e-06,True,True
1.8,0.1,0.4488,0.027003792,0.4487973749637604,0.02700338326394558,0.448793856,0.027002907139743744,3.805591140955681e-08,3.232492746603768e-17,6.393797517299184e-06,0.9999999943958158,0.0001960358012071464,0.9999999999613598,8.790875399631207e-06,True,True
1.8,0.13,0.460760736,0.0232415199999999,0.4607655704021454,0.023239616304636,0.46076688,0.02324037763280886,9.19172939775925e-08,5.600716808221793e-17,6.555055087219957e-06,0.9999999706026971,0.0002175103319269385,0.9999999999474015,1.025656747151986e-05,True,True
1.8,0.16,0.470816032,0.017478768,0.47082042694091797,0.017480479553341866,0.47082078336,0.01748091579101184,3.709705142957762e-08,1.2782792358481033e-16,6.4052671116637834e-06,0.9999999765271536,0.00017147541289744034,0.9999999999539446,9.597428298349416e-06,True,True
1.8,0.19,0.4794092479999999,0.010449408,0.4794088900089264,0.010448707267642021,0.4794037593599999,0.010449921609302016,6.280981564894509e-08,5.063125307545492e-16,5.583936524533339e-06,0.9999998895117349,0.0003343358339879977,0.9999999990889751,4.268546576134232e-05,True,True
