Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.05,0.05,0.0499374608885954,0.9125243626718814,0.05,0.05,modal_pretraining,155,340
0.85,0.92,0.4846400726312261,0.0350816139496578,0.85,0.92,modal_pretraining,1028,340
0.85,0.12,0.0632139225171164,0.4938197980378727,0.85,0.12,modal_pretraining,997,340
0.05,0.92,0.9188492803501562,0.0519750337175053,0.05,0.92,modal_pretraining,205,340
0.4,0.65,0.5957348403442592,0.2278633697748352,0.4,0.65,modal_pretraining,632,340
0.85,0.55,0.2897304782034504,0.2217916513377925,0.85,0.55,modal_pretraining,1011,340
0.05,0.55,0.5493120697745499,0.3302262669518194,0.05,0.55,modal_pretraining,185,340
0.35,0.92,0.861809723778979,0.0493454130293556,0.35,0.92,modal_pretraining,593,340
0.1,0.25,0.248746859276655,0.6304619915915209,0.1,0.25,modal_pretraining,366,340
0.7,0.05,0.0357071421427142,0.6338226755671641,0.7,0.05,modal_pretraining,823,340
0.7,0.35,0.2499499949989997,0.3818472779849105,0.7,0.35,modal_pretraining,842,340
0.06,0.8,0.798558701661938,0.134477338409054,0.06,0.8,modal_pretraining,249,340
0.85,0.8,0.4214261501141096,0.0912673344193447,0.85,0.8,modal_pretraining,1022,340
0.06,0.4,0.399279350830969,0.4693736806847961,0.06,0.4,modal_pretraining,232,340
0.85,0.25,0.1316956719106592,0.4029905077886317,0.85,0.25,modal_pretraining,1003,340
0.7,0.65,0.4641928478552852,0.1885852111465077,0.7,0.65,modal_pretraining,854,340
0.1,0.65,0.646741834119303,0.2464363800353081,0.1,0.65,modal_pretraining,380,340
0.1,0.12,0.1193984924527944,0.7999901055612681,0.1,0.12,modal_pretraining,359,340
0.85,0.05,0.0263391343821318,0.5473164191292811,0.85,0.05,modal_pretraining,991,340
0.4,0.92,0.8431939278718746,0.0485264040463945,0.4,0.92,modal_pretraining,644,340
0.06,0.06,0.0598919026246453,0.8954981992942762,0.06,0.06,modal_pretraining,218,340
