stage,step,Mach,loss,spectral,riccati_kappa,riccati_q,log_amp_compatibility,boundary_kappa,boundary_q,modal_kappa,modal_q,modal_log_amp
spectral_prefit,1,1.2,7.756263256072998,7.756263256072998,,,,,,,,
spectral_prefit,2,1.05,27.812572479248047,27.812572479248047,,,,,,,,
modal_frozen_spectrum,1,1.05,6.555185317993164,0.0,0.0845409408211708,0.10389373451471329,1.0440099239349365,0.10056497901678085,0.014105105772614479,0.0,0.0,0.0
modal_frozen_spectrum,2,1.05,2.260815143585205,0.0,0.10918372124433517,0.09401571750640869,0.37107130885124207,0.01989113911986351,0.0003347748424857855,0.0,0.0,0.0
joint,1,1.25,323.1239013671875,6.389004707336426,0.06521491706371307,0.0859813541173935,0.6158709526062012,0.02522970363497734,0.019082140177488327,0.0,0.0,0.0
joint,2,1.1,364.72869873046875,7.1870269775390625,0.0914383977651596,0.10040635615587234,1.0030097961425781,0.011928358115255833,0.005117170047014952,0.0,0.0,0.0
