step,ci_anchor_loss
1,0.5504304009307621
100,0.17224681348213802
200,0.011334910609697574
300,0.0077644791492308745
400,0.007022701077817212
500,0.005978922266668003
600,0.004558167447307906
700,0.003019712802357971
800,0.0017850169907241747
900,0.0010045138149464999
1000,0.000575932636710125
1100,0.00035239130361178894
1200,0.00023390939728616038
1300,0.00016876228902629818
1400,0.00013082317229682556
1500,0.00010588196600834432
1600,8.730116379132941e-05
1700,7.272522493862276e-05
1800,6.097560592729796e-05
1900,5.1358633935533664e-05
2000,4.349669181312622e-05
2100,3.706136743261787e-05
2200,3.17240343874529e-05
2300,2.7208148152087624e-05
2400,2.331379379812684e-05
2500,1.9910376120976108e-05
2600,1.6918636762407498e-05
2700,1.4291947036528743e-05
2800,1.1999970671940993e-05
2900,1.0016876672219618e-05
3000,8.31553144321626e-06
