method,n,spectral_error_mean,spectral_error_max,p_rel_l2_mean,p_rel_l2_max,u_rel_l2_mean,v_rel_l2_mean,time_mean_s,time_max_s,speedup_vs_solve_local
fixed_c_pinn_fast,45,0.005795539094050514,0.022607780316684,0.02357884812741629,0.0635316813551401,0.020814963613951246,0.025559571135775054,8.162231655336088,13.781025521457195,6.177097666738748
pinn_powell_precise,45,9.516927378391289e-06,0.000365797361869,0.00027008251928769183,0.0007415805648602,0.0001712876586061887,0.0003007694365467533,28.778166255127225,44.78845581319183,1.751984531139988
solver_solve_local,45,4.663647566523024e-06,7.4119557322371475e-06,0.0002579942929514773,0.0007406288356248,0.00015972091565463704,0.0002831236340915981,50.41890211355769,75.53527741879225,1.0
