boundary_id,normal_axis,pair_id,idx_a,idx_b,Mach_minus_grid,Mach_plus_grid,eta_minus_grid,eta_plus_grid,Mach_mid,eta_mid,component,chart_minus,chart_plus,Mach_boundary,eta_boundary,clean_pair_switch,third_chart_seen,eps,Mach_minus,eta_minus,Mach_plus,eta_plus,routed_chart_minus,routed_chart_plus,family_minus,family_plus,ci_minus,ci_plus,samepoint_ci_abs_diff,samepoint_ci_rel_diff_reg,samepoint_p_overlap,samepoint_p_rel,samepoint_q_overlap,samepoint_q_rel,routed_ci_abs_diff,routed_ci_rel_diff_reg,routed_p_overlap,routed_p_rel,routed_q_overlap,routed_q_rel,success,error
ROUTE_0120,eta,HM1_HIGH__HM1_MID,9,7,0.8488,0.8488,0.5479999999999999,0.5512,0.8488,0.5496,0,HM1_MID,HM1_HIGH,0.8488,0.5499999995052814,True,,0.001,0.8488,0.5489999995052814,0.8488,0.5509999995052814,HM1_MID,HM1_HIGH,pq_etaaware,pq_etaaware,0.22231721637391688,0.22143204668768238,9.77372544813393e-05,0.00044037112081588036,0.9991214906076711,0.04190760081304736,0.9985333081003467,0.06081350287337602,0.0008851696862345049,0.003981561575266091,0.9991242301004643,0.04184223734641957,0.99854233239862,0.0611307731412799,True,
ROUTE_0120,eta,HM1_HIGH__HM1_MID,9,7,0.8488,0.8488,0.5479999999999999,0.5512,0.8488,0.5496,0,HM1_MID,HM1_HIGH,0.8488,0.5499999995052814,True,,0.0002,0.8488,0.5497999995052815,0.8488,0.5501999995052814,HM1_MID,HM1_HIGH,pq_etaaware,pq_etaaware,0.22193918344109653,0.22184141167019245,9.77372544813393e-05,0.00044037112081588036,0.9991214906076711,0.04190760081304736,0.9985333081003467,0.06081350287337602,9.777177090408706e-05,0.00044053406608137786,0.9991220624951459,0.04189396418872359,0.9985351832533987,0.0608745477413355,True,
ROUTE_0120,eta,HM1_HIGH__HM1_MID,9,7,0.8488,0.8488,0.5479999999999999,0.5512,0.8488,0.5496,0,HM1_MID,HM1_HIGH,0.8488,0.5499999995052814,True,,5e-05,0.8488,0.5499499995052815,0.8488,0.5500499995052814,HM1_MID,HM1_HIGH,pq_etaaware,pq_etaaware,0.2218686670802388,0.22191757822767677,9.77372544813393e-05,0.00044037112081588036,0.9991214906076711,0.04190760081304736,0.9985333081003467,0.06081350287337602,4.891114743796332e-05,0.00022040231255490196,0.9991216347033278,0.04190416527923994,0.9985337801818839,0.060828650735218655,True,
ROUTE_0121,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.7016,0.7016,0.6472,0.6504,0.7016,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.7016,0.6500000004947185,True,,0.001,0.7016,0.6490000004947185,0.7016,0.6510000004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.18886488823543415,0.1879311661500825,0.00010452823113513143,0.0005547419851420892,0.9980820883786728,0.06190432018580931,0.997328848079286,0.08742791824185374,0.0009337220853516404,0.0049438627479962615,0.998079710186236,0.061942651820527606,0.9973145335902159,0.08839570042868891,True,
ROUTE_0121,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.7016,0.7016,0.6472,0.6504,0.7016,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.7016,0.6500000004947185,True,,0.0002,0.7016,0.6498000004947185,0.7016,0.6502000004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.1884301683189606,0.18832825653775256,0.00010452823113513143,0.0005547419851420892,0.9980820883786728,0.06190432018580931,0.997328848079286,0.08742791824185374,0.00010191178120802502,0.0005408464160341688,0.9980816748637512,0.06191098691806621,0.9973260907447622,0.08761908339082927,True,
ROUTE_0121,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.7016,0.7016,0.6472,0.6504,0.7016,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.7016,0.6500000004947185,True,,5e-05,0.7016,0.6499500004947185,0.7016,0.6500500004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.18834918262750014,0.18840215850044045,0.00010452823113513143,0.0005547419851420892,0.9980820883786728,0.06190432018580931,0.997328848079286,0.08742791824185374,5.297587294031403e-05,0.00028118506370610494,0.9980819879122375,0.06190593998281699,0.9973281636948433,0.08747559641389041,True,
ROUTE_0122,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.74,0.74,0.6472,0.6504,0.74,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.74,0.6500000004947185,True,,0.001,0.74,0.6490000004947185,0.74,0.6510000004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.18268866305390793,0.18192860074484163,0.0002291429760698238,0.0012561458434805415,0.9980220184901735,0.06286533710081683,0.9973569052924877,0.08282672560349164,0.0007600623090663061,0.004160424058946812,0.9980237635964812,0.0628376264408127,0.9973537832642918,0.08352711515926443,True,
ROUTE_0122,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.74,0.74,0.6472,0.6504,0.74,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.74,0.6500000004947185,True,,0.0002,0.74,0.6498000004947185,0.74,0.6502000004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.18228765364734822,0.1823203311634126,0.0002291429760698238,0.0012561458434805415,0.9980220184901735,0.06286533710081683,0.9973569052924877,0.08282672560349164,3.267751606436664e-05,0.0001792313334220416,0.9980224179646304,0.06285899490154608,0.9973563871098134,0.08296409817450559,True,
ROUTE_0122,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.74,0.74,0.6472,0.6504,0.74,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.74,0.6500000004947185,True,,5e-05,0.74,0.6499500004947185,0.74,0.6500500004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.18221314004987774,0.18239323212610364,0.0002291429760698238,0.0012561458434805415,0.9980220184901735,0.06286533710081683,0.9973569052924877,0.08282672560349164,0.00018009207622590728,0.0009873835455769249,0.9980221207238389,0.06286371406376483,0.9973567807264107,0.08286094108076406,True,
ROUTE_0123,eta,HM1_HIGH__HM1_NEUTRAL1,7,10,0.7752,0.7752,0.6472,0.6504,0.7752,0.6488,0,HM1_HIGH,HM1_NEUTRAL1,0.7752,0.6500000004947185,True,,0.001,0.7752,0.6490000004947185,0.7752,0.6510000004947185,HM1_HIGH,HM1_NEUTRAL1,pq_etaaware,pq_etaaware,0.17726099714950663,0.17602024020764145,0.00028894325039469093,0.0016343874290117274,0.9979482816552754,0.06402520707723436,0.9972654003597112,0.08093637892713515,0.0012407569418651787,0.006999604886678435,0.9979531062208457,0.06394996312872729,0.9972727901019244,0.08136799933470151,True,
