boundary_id,normal_axis,pair_id,idx_a,idx_b,Mach_minus_grid,Mach_plus_grid,eta_minus_grid,eta_plus_grid,Mach_mid,eta_mid,component,chart_minus,chart_plus,Mach_boundary,eta_boundary,clean_pair_switch,third_chart_seen,eps,Mach_minus,eta_minus,Mach_plus,eta_plus,routed_chart_minus,routed_chart_plus,family_minus,family_plus,ci_minus,ci_plus,samepoint_ci_abs_diff,samepoint_ci_rel_diff_reg,samepoint_p_overlap,samepoint_p_rel,samepoint_q_overlap,samepoint_q_rel,routed_ci_abs_diff,routed_ci_rel_diff_reg,routed_p_overlap,routed_p_rel,routed_q_overlap,routed_q_rel,success,error
ROUTE_0460,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.2504,0.2504,0.9192,0.9224,0.2504,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.2504,0.9199999995052812,True,,0.001,0.2504,0.9189999995052812,0.2504,0.9209999995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.05114154437751015,0.05013339868295406,1.248903266049678e-05,0.0002463919861796954,0.9999958731557699,0.002872920365962629,0.9999912876382787,0.004445908393089247,0.0010081456945560952,0.019712851984177354,0.9999966485884539,0.0025889789221612346,0.9999894705406014,0.004596472469215322,True,
ROUTE_0460,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.2504,0.2504,0.9192,0.9224,0.2504,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.2504,0.9199999995052812,True,,0.0002,0.2504,0.9197999995052812,0.2504,0.9201999995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.05076713472940173,0.05057953428287541,1.248903266049678e-05,0.0002463919861796954,0.9999958731557699,0.002872920365962629,0.9999912876382787,0.004445908393089247,0.00018760044652631896,0.003695312873697998,0.99999612602232,0.002783512233168027,0.9999911608768779,0.004372626723678784,True,
ROUTE_0460,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.2504,0.2504,0.9192,0.9224,0.2504,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.2504,0.9199999995052812,True,,5e-05,0.2504,0.9199499995052812,0.2504,0.9200499995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.050698098656823634,0.05066076160016365,1.248903266049678e-05,0.0002463919861796954,0.9999958731557699,0.002872920365962629,0.9999912876382787,0.004445908393089247,3.73370566599876e-05,0.0007364587163854571,0.9999959409523509,0.0028492242493124756,0.9999912670370997,0.004422842392565065,True,
ROUTE_0461,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.324,0.324,0.9192,0.9224,0.324,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.324,0.9199999995052812,True,,0.001,0.324,0.9189999995052812,0.324,0.9209999995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.050221017393424494,0.04921343547208473,1.449805394067305e-05,0.000289961078813461,0.9999966468090322,0.002589666135112947,0.9999884766471887,0.004972851366469117,0.0010075819213397619,0.020062953194406728,0.9999969114284997,0.0024853839665799813,0.9999867535932058,0.005161954335272143,True,
ROUTE_0461,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.324,0.324,0.9192,0.9224,0.324,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.324,0.9199999995052812,True,,0.0002,0.324,0.9197999995052812,0.324,0.9201999995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.04983991651026267,0.049631128039172995,1.449805394067305e-05,0.000289961078813461,0.9999966468090322,0.002589666135112947,0.9999884766471887,0.004972851366469117,0.00020878847108967563,0.004175769421793513,0.9999967951530372,0.0025317353050623706,0.9999883616356644,0.004919317734767644,True,
ROUTE_0461,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.324,0.324,0.9192,0.9224,0.324,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.324,0.9199999995052812,True,,5e-05,0.324,0.9199499995052812,0.324,0.9200499995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.04976954387645972,0.0497066834183726,1.449805394067305e-05,0.000289961078813461,0.9999966468090322,0.002589666135112947,0.9999884766471887,0.004972851366469117,6.286045808711477e-05,0.0012572091617422954,0.9999966883644692,0.0025735695240183204,0.9999884586528192,0.004955211287281873,True,
ROUTE_0462,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.3976,0.3976,0.9192,0.9224,0.3976,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.3976,0.9199999995052812,True,,0.001,0.3976,0.9189999995052812,0.3976,0.9209999995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.04903818930525869,0.04808564167940808,8.254167453612682e-06,0.00016508334907225364,0.9999956721781526,0.002942044351261605,0.9999770628987851,0.006782942256181893,0.0009525476258506124,0.01905095251701225,0.9999942620796517,0.0033875961643395434,0.9999736842633258,0.0074451848676341074,True,
ROUTE_0462,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.3976,0.3976,0.9192,0.9224,0.3976,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.3976,0.9199999995052812,True,,0.0002,0.3976,0.9197999995052812,0.3976,0.9201999995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.04865714575156324,0.048477630196837325,8.254167453612682e-06,0.00016508334907225364,0.9999956721781526,0.002942044351261605,0.9999770628987851,0.006782942256181893,0.00017951555472591613,0.0035903110945183225,0.9999954799358173,0.0030066772247837534,0.9999766040287246,0.006855822702625964,True,
ROUTE_0462,eta,NEUTRAL2_LOWM__NEUTRAL3_LOWM,43,45,0.3976,0.3976,0.9192,0.9224,0.3976,0.9207999999999998,0,NEUTRAL2_LOWM,NEUTRAL3_LOWM,0.3976,0.9199999995052812,True,,5e-05,0.3976,0.9199499995052812,0.3976,0.9200499995052812,NEUTRAL2_LOWM,NEUTRAL3_LOWM,pq_legacy,pq_legacy,0.04858670988761715,0.048548234201508035,8.254167453612682e-06,0.00016508334907225364,0.9999956721781526,0.002942044351261605,0.9999770628987851,0.006782942256181893,3.847568610911706e-05,0.0007695137221823412,0.9999956283226822,0.0029569131750255932,0.9999769583427465,0.006798169866999532,True,
ROUTE_0463,Mach,NEUTRAL3_HIM__NEUTRAL3_LOWM,45,44,0.3976,0.4008,0.9224,0.9224,0.3992,0.9224,0,NEUTRAL3_LOWM,NEUTRAL3_HIM,0.4000000004947186,0.9224,True,,0.001,0.3990000004947186,0.9224,0.4010000004947186,0.9224,NEUTRAL3_LOWM,NEUTRAL3_HIM,pq_legacy,pq_legacy,0.04731812244997415,0.047155102196019795,0.00012642049514324794,0.0025284099028649587,0.9999944302328267,0.003337589448051692,0.9999878161507232,0.005001584333832873,0.00016302025395435737,0.0032604050790871475,0.9999942153813176,0.0034013532457584164,0.9999840866579024,0.005987850716808724,True,
