alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.1,0.03,0.1,0.03,0,0.1401953124999999,0.14494140624999996,0.014494140624999997,,,,0.006920828621102342,9.951514955727097e-19,-10.228158321744644,True,True,True,validated,-0.21459536481894484,max_ci_fallback,234.89919682112503
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.06,0.03,0.06,0.03,0,0.22011718750000003,0.14494140624999996,0.014494140624999997,,,,0.013779404031240509,7.133655715172533e-19,-13.935167795527901,True,True,True,validated,-0.21425243604843794,max_ci_fallback,255.6054986782745
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.03,0.03,0.03,0.03,0,0.28005859375000014,0.14494140624999996,0.014494140624999997,,,,0.01808924140669079,1.042003627493313e-18,-16.621477630309382,True,True,True,validated,-0.21403694417966543,max_ci_fallback,268.23442712247424
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.015,0.03,0.015,0.03,0,0.3100292968749999,0.13798828124999998,0.013798828124999999,,,,0.019821544277356773,2.3007731609670694e-19,-18.726546339135336,True,True,True,validated,-0.20699720403613214,max_ci_fallback,287.32536409984925
0.1,1.1,,,False,False,False,generic_04,0.26,0.07,0.1,0.03,0.1,0.03,0,0.060195312500000056,0.12994140625,0.012994140625000001,,,,0.0009879900887487523,3.659796560732391e-19,-7.132543847875738,True,True,True,validated,-0.19989200674556257,max_ci_fallback,229.84757197597173
0.1,1.1,,,False,False,False,generic_04,0.26,0.07,0.06,0.03,0.06,0.03,0,0.14011718750000007,0.12994140625,0.012994140625000001,,,,0.007090341867854031,9.242890285061126e-19,-10.958159365368434,True,True,True,validated,-0.1995868891566073,max_ci_fallback,260.44675727497884
0.1,1.1,,,False,False,False,generic_04,0.26,0.07,0.03,0.03,0.03,0.03,0,0.20005859374999996,0.12994140625,0.012994140625000001,,,,0.012313324466778273,8.55254861187161e-19,-14.194744927734686,True,True,True,validated,-0.1993257400266611,max_ci_fallback,278.7588674605796
0.1,1.1,,,False,False,False,generic_04,0.26,0.07,0.015,0.03,0.015,0.03,0,0.23002929687500004,0.12994140625,0.012994140625000001,,,,0.01470985495330623,1.2085141568423855e-18,-15.79596191930632,True,True,True,validated,-0.19920591350233469,max_ci_fallback,286.7126225555932
0.1,1.1,,,False,False,False,generic_03,0.18,0.055,0.1,0.03,0.1,0.03,0,0.03996093749999999,0.11494140624999996,0.011494140624999996,,,,0.0013036584169429752,2.3981430229446344e-19,-6.49157100827192,True,True,True,validated,-0.18487622332915282,max_ci_fallback,246.14300457597926
0.1,1.1,,,False,False,False,generic_03,0.18,0.055,0.06,0.03,0.06,0.03,0,0.06011718750000001,0.11494140624999996,0.011494140624999996,,,,0.001685021064963127,4.797990026427596e-19,-7.386852105636518,True,True,True,validated,-0.1848571551967518,max_ci_fallback,256.8692672958872
0.1,1.1,,,False,False,False,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.12005859375000003,0.11494140624999996,0.011494140624999996,,,,0.005777741531419177,1.0796400407997633e-18,-10.647386115501,True,True,True,validated,-0.184652519173429,max_ci_fallback,284.71281743470365
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.1,0.015,0.1,0.015,0,0.1401953124999999,0.11497070312499999,0.0114970703125,,,,0.007515118999433495,6.604427029508629e-19,-11.891774462442509,True,True,True,validated,-0.18459494717502833,max_ci_fallback,292.7752372907735
0.1,1.1,,,False,False,False,generic_03,0.18,0.055,0.015,0.03,0.015,0.03,0,0.15002929687500002,0.11494140624999996,0.011494140624999996,,,,0.00837969854500055,4.274248437420096e-19,-12.516732922840017,True,True,True,validated,-0.18452242132274993,max_ci_fallback,296.62160780071446
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.06,0.015,0.06,0.015,0,0.22011718750000003,0.11497070312499999,0.0114970703125,,,,0.014262609038719523,1.089559560563124e-18,-16.97712847439011,True,True,True,validated,-0.18425757267306403,max_ci_fallback,320.1831187310311
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.03,0.015,0.03,0.015,0,0.28005859375000014,0.11497070312499999,0.0114970703125,,,,0.018347504132235477,6.199587953660158e-20,-20.569884669481496,True,True,True,validated,-0.18405332791838822,max_ci_fallback,336.66954962353157
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.015,0.015,0.015,0.015,0,0.3100292968749999,0.11497070312499999,0.0114970703125,,,,0.019948841973437915,5.420290044948451e-19,-22.24738293808403,True,True,True,validated,-0.1839732610263281,max_ci_fallback,343.88592596036443
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.1401953124999999,0.10098437500000003,0.010098437500000003,,,,0.008133338247297811,6.011879477786337e-19,-13.017043184505315,True,True,True,validated,-0.17057770808763514,max_ci_fallback,331.753340398504
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.22011718750000003,0.10098437500000003,0.010098437500000003,,,,0.014710336764627688,1.5570330484798132e-19,-19.05961687756008,True,True,True,validated,-0.17024885816176863,max_ci_fallback,363.5877296156676
0.1,1.1,,,False,False,False,generic_05,0.34,0.085,0.03,0.008,0.03,0.008,0,0.28005859375000014,0.10098437500000003,0.010098437500000003,,,,0.018634037189782397,8.237415802432181e-19,-23.259619230406763,True,True,True,validated,-0.1700526731405109,max_ci_fallback,382.62271249710034
