_M_key,_a_key,Mach_seeded,alpha_seeded,cr_reference,ci_reference,seeded_cr,seeded_ci,seeded_technical,seeded_error,seeded_recovery,atlas_chart,Mach_generic,alpha_generic,generic_cr_reference,generic_ci_reference,generic_cr,generic_ci,generic_technical,generic_error,generic_recovery,Mach,alpha,generic_minus_seeded_error
1.25,0.25,1.25,0.25,0.2887867792820066,0.0315629485870253,0.2887875393749999,0.0315607936666666,True,2.285043349878397e-06,True,C12,1.25,0.25,0.2887867792820066,0.0315629485870253,0.7614583333333332,1e-06,True,0.4737241334446729,False,1.25,0.25,0.47372184840132303
1.25,0.26,1.25,0.26,0.2923132509359473,0.026807548410821,0.2923110625,0.026804424125,True,3.8145004635858556e-06,True,C12,1.25,0.26,0.2923132509359473,0.026807548410821,0.7614583333333332,1e-06,True,0.46991030992664096,False,1.25,0.26,0.46990649542617735
1.25,0.27,1.25,0.27,0.2956780307175911,0.0220568452413984,0.295673660625,0.022056832,True,4.370112651776812e-06,True,C12,1.25,0.27,0.2956780307175911,0.0220568452413984,0.7614583333333332,1e-06,True,0.4663022095316779,False,1.25,0.27,0.46629783941902614
1.25,0.28,1.25,0.28,0.2988948614100279,0.0173117979143134,0.2988991287499999,0.0173068135,True,6.56159862260892e-06,True,C12,1.25,0.28,0.2988948614100279,0.0173117979143134,0.7614583333333332,1e-06,True,0.4628872749192536,False,1.25,0.28,0.46288071332063097
1.25,0.295,1.25,0.295,0.3034693255859127,0.0102067782825361,0.3034737193749999,0.0102103917573242,True,5.6888120540958074e-06,True,C12,1.25,0.295,0.3034693255859127,0.0102067782825361,0.7614583333333332,3.136747685185185e-05,True,0.4581020303409834,False,1.25,0.295,0.4580963415289293
1.25,0.305,1.25,0.305,0.3063675554095615,0.0054796730125314,0.306363815625,0.005477381699414,True,4.385898353658748e-06,True,C12,1.25,0.305,0.3063675554095615,0.0054796730125314,0.7614583333333332,1e-06,True,0.4551237546088338,False,1.25,0.305,0.45511936871048014
1.3,0.21,1.3,0.21,0.2985209082313058,0.0435048963481715,0.298518421875,0.0435047762499999,True,2.4892551597106417e-06,True,C12,1.3,0.21,0.2985209082313058,0.0435048963481715,0.7614583333333332,1.9767361111111115e-05,True,0.4649752853680683,False,1.3,0.21,0.4649727961129086
1.3,0.22,1.3,0.22,0.3025977768737177,0.0390324736865274,0.302596215625,0.0390330683333333,True,1.670659265761791e-06,True,C12,1.3,0.22,0.3025977768737177,0.0390324736865274,0.7614583333333332,1.2171874999999996e-05,True,0.4605166600980802,False,1.3,0.22,0.4605149894388144
1.3,0.23,1.3,0.23,0.306457711909123,0.0345485414177597,0.3064591562500001,0.0345513346666666,True,3.144576287050155e-06,True,C12,1.3,0.23,0.306457711909123,0.0345485414177597,0.7614583333333332,3.3981770833333346e-05,True,0.4563078131306089,False,1.3,0.23,0.4563046685543219
1.3,0.24,1.3,0.24,0.3101208441395475,0.030055544403957,0.31012192375,0.030054401,True,1.5725556708703208e-06,True,C12,1.3,0.24,0.3101208441395475,0.030055544403957,0.7614583333333332,1.770572916666667e-05,True,0.4523359381079547,False,1.3,0.24,0.45233436555228385
1.3,0.255,1.3,0.255,0.3152849580975781,0.0233038543659301,0.315285996875,0.0233041716666666,True,1.0861575804383948e-06,True,C12,1.3,0.255,0.3152849580975781,0.0233038543659301,0.7614583333333332,1.0110243055555554e-05,True,0.4467810193870459,False,1.3,0.255,0.44677993322946546
1.3,0.26,1.3,0.26,0.3169259784739802,0.0210510400997556,0.3169185293749999,0.0210472599999999,True,8.353336446041192e-06,True,C12,1.3,0.26,0.3169259784739802,0.0210510400997556,0.7617187499999999,2.53356963734568e-05,True,0.44528944502138873,False,1.3,0.26,0.4452810916849427
1.3,0.27,1.3,0.27,0.320097937978743,0.0165434109647926,0.320093320625,0.01654404,True,4.6600043862435405e-06,True,C12,1.3,0.27,0.320097937978743,0.0165434109647926,0.7617187499999999,1.4032889660493831e-05,True,0.44193004191824864,False,1.3,0.27,0.4419253819138624
1.3,0.28,1.3,0.28,0.3231335088509647,0.0120345149244255,0.32313279375,0.0120332935537109,True,1.415314739633762e-06,True,C12,1.3,0.28,0.3231335088509647,0.0120345149244255,0.7614583333333332,3.823958333333333e-05,True,0.4384889535433686,False,1.3,0.28,0.43848753822862896
1.3,0.29,1.3,0.29,0.3260440440428363,0.0075259175747822,0.3260410881249999,0.0075216438419921,True,5.19636817565786e-06,True,C12,1.3,0.29,0.3260440440428363,0.0075259175747822,0.7614583333333332,3.398177083333334e-05,True,0.43547873934376985,False,1.3,0.29,0.4354735429755942
1.3,0.305,1.3,0.305,0.3301975224894724,0.0007663018022479,0.3301959781249999,0.0007661587129231,True,1.5509791032460889e-06,True,C12,1.3,0.305,0.3301975224894724,0.0007663018022479,0.7617187499999999,1.2601200810185188e-05,True,0.4315218857216735,False,1.3,0.305,0.43152033474257023
1.35,0.21,1.35,0.21,0.3225689560726936,0.037138876949919,0.32256482625,0.03714075875,True,4.538348490963759e-06,True,C12,1.35,0.21,0.3225689560726936,0.037138876949919,0.7614583333333332,3.136747685185185e-05,True,0.4404552789234406,False,1.35,0.21,0.44045074057494965
1.35,0.225,1.35,0.225,0.3282520280938685,0.0308281493607343,0.3282510991666668,0.030830441875,True,2.473565726744868e-06,True,C12,1.35,0.225,0.3282520280938685,0.0308281493607343,0.7617187499999999,2.53356963734568e-05,True,0.43455979143230544,False,1.35,0.225,0.4345573178665787
1.35,0.235,1.35,0.235,0.3317977676531085,0.0265945609610555,0.331801670625,0.026592183,True,4.5703269431636545e-06,True,C12,1.35,0.235,0.3317977676531085,0.0265945609610555,0.7614583333333332,1.9767361111111115e-05,True,0.43048161558367437,False,1.35,0.235,0.4304770452567312
1.35,0.245,1.35,0.245,0.3351698215678661,0.0223439085234755,0.3351703491666667,0.0223438799316406,True,5.283729624137569e-07,True,C12,1.35,0.245,0.3351698215678661,0.0223439085234755,0.7614583333333332,3.823958333333333e-05,True,0.4268716881336639,False,1.35,0.245,0.42687115976070145
1.35,0.255,1.35,0.255,0.3383836906248472,0.0180792982433239,0.33838300125,0.0180776453261718,True,1.7909139542879943e-06,True,C12,1.35,0.255,0.3383836906248472,0.0180792982433239,0.7614583333333332,3.3981770833333346e-05,True,0.42345930943776106,False,1.35,0.255,0.42345751852380675
1.35,0.27,1.35,0.27,0.3429377077855445,0.0116622774727566,0.342934791875,0.0116621539846679,True,2.9185242181107043e-06,True,C12,1.35,0.27,0.3429377077855445,0.0116622774727566,0.7614583333333332,5.668576388888889e-05,True,0.41868150635993623,False,1.35,0.27,0.4186785878357181
1.35,0.28,1.35,0.28,0.3458133962855934,0.0073744851632601,0.345810076875,0.0073752340572916,True,3.4028413066074903e-06,True,C12,1.35,0.28,0.3458133962855934,0.0073744851632601,0.7614583333333332,3.136747685185185e-05,True,0.41570979669810054,False,1.35,0.28,0.4157063938567939
1.35,0.295,1.35,0.295,0.3499126544947055,0.0009334624149684,0.3499167068749999,0.0009321165861816,True,4.270016530897597e-06,True,C12,1.35,0.295,0.3499126544947055,0.0009334624149684,0.7614583333333332,1e-06,True,0.41154673520379464,False,1.35,0.295,0.41154246518726373
1.4,0.22,1.4,0.22,0.3487239191776812,0.0275396213065948,0.348728704375,0.0275355253333333,True,6.298818169987449e-06,True,C12,1.4,0.22,0.3487239191776812,0.0275396213065948,0.7614583333333332,1.9767361111111115e-05,True,0.4136508660568597,False,1.4,0.22,0.4136445672386897
1.4,0.235,1.4,0.235,0.3538167885435443,0.021551433545976,0.353816606875,0.0215534049999999,True,1.979806664387533e-06,True,C12,1.4,0.235,0.3538167885435443,0.021551433545976,0.7614583333333332,3.823958333333333e-05,True,0.40820882713763035,False,1.4,0.235,0.40820684733096596
1.4,0.25,1.4,0.25,0.3585471960115449,0.0155067696233285,0.358546290625,0.0155041426666666,True,2.7786014646199796e-06,True,C12,1.4,0.25,0.3585471960115449,0.0155067696233285,0.7614583333333332,3.398177083333332e-05,True,0.403208124598036,False,1.4,0.25,0.4032053459965714
1.4,0.26,1.4,0.26,0.361522965709991,0.0114522448996731,0.3615261281249999,0.0114534468935546,True,3.3831432100614934e-06,True,C12,1.4,0.26,0.361522965709991,0.0114522448996731,0.7614583333333332,1e-06,True,0.4000992742879824,False,1.4,0.26,0.40009589114477234
1.4,0.27,1.4,0.27,0.3643707330941902,0.0073819678356949,0.3643664574999999,0.007381967265625,True,4.275594228310136e-06,True,C12,1.4,0.27,0.3643707330941902,0.0073819678356949,0.7614583333333332,1.0110243055555554e-05,True,0.3971560229280775,False,1.4,0.27,0.39715174733384917
1.4,0.285,1.4,0.285,0.3684256005207542,0.001253626453456,0.368420064375,0.0012547755172037,True,5.654136300760096e-06,True,C12,1.4,0.285,0.3684256005207542,0.001253626453456,0.7614583333333332,1e-06,True,0.39303472891737706,False,1.4,0.285,0.3930290747810763
1.45,0.055,1.45,0.055,0.265108862663616,0.0684112391288648,0.2651171956249999,0.068411669,True,8.344041863432542e-06,True,C20,1.45,0.055,0.265108862663616,0.0684112391288648,0.7614583333333332,6.355787037037038e-05,True,0.5010331351991815,False,1.45,0.055,0.501024791157318
1.45,0.065,1.45,0.065,0.2771685946141995,0.0679358880480178,0.2771710237499999,0.0679406083333333,True,5.308652766621833e-06,True,C20,1.45,0.065,0.2771685946141995,0.0679358880480178,0.7614583333333332,3.823958333333333e-05,True,0.48902621779990557,False,1.45,0.065,0.48902090914713897
1.45,0.075,1.45,0.075,0.287782306314316,0.0667899812334504,0.287778521875,0.066789316875,True,3.84231090451252e-06,True,C20,1.45,0.075,0.287782306314316,0.0667899812334504,0.7614583333333332,3.3981770833333346e-05,True,0.47835691908529315,False,1.45,0.075,0.47835307677438865
1.45,0.085,1.45,0.085,0.2972357177263615,0.0651403110606665,0.297240115625,0.06514054375,True,4.4040500406796515e-06,True,C20,1.45,0.085,0.2972357177263615,0.0651403110606665,0.7614583333333332,5.668576388888889e-05,True,0.4687627492908855,False,1.45,0.085,0.4687583452408448
1.45,0.1,1.45,0.1,0.3096778641115483,0.0619587369313397,0.309673639375,0.0619618116666666,True,5.225169493251584e-06,True,C20,1.45,0.1,0.3096778641115483,0.0619587369313397,0.7614583333333332,3.136747685185185e-05,True,0.4560050344654199,False,1.45,0.1,0.45599980929592665
1.45,0.11,1.45,0.11,0.3170271381952615,0.0594747193281552,0.3170232124999999,0.059475683125,True,4.04227505809779e-06,True,C20,1.45,0.11,0.3170271381952615,0.0594747193281552,0.7614583333333332,3.604340277777777e-05,True,0.4483882730487237,False,1.45,0.11,0.44838423077366557
1.5,0.05,1.5,0.05,0.2867884838082837,0.0578781158051297,0.2867904324999999,0.0578781988749999,True,1.950461485950079e-06,True,C20,1.5,0.05,0.2867884838082837,0.0578781158051297,0.7614583333333332,6.355787037037038e-05,True,0.47817777986573656,False,1.5,0.05,0.47817582940425063
1.5,0.065,1.5,0.065,0.3035789845194382,0.0586404622091123,0.303577895625,0.0586398983333333,True,1.2262328456483985e-06,True,C20,1.5,0.065,0.3035789845194382,0.0586404622091123,0.7614583333333332,3.823958333333333e-05,True,0.4616142529936851,False,1.5,0.065,0.46161302676083943
1.5,0.075,1.5,0.075,0.3132090515913153,0.0581127147885543,0.313211850625,0.05811259375,True,2.8016494962472108e-06,True,C20,1.5,0.075,0.3132090515913153,0.0581127147885543,0.7614583333333332,1e-06,True,0.4520004313912778,False,1.5,0.075,0.4519976297417816
1.5,0.09,1.5,0.09,0.3258504254289729,0.0562632320216114,0.32584708125,0.0562590516666666,True,5.353400831936082e-06,True,C20,1.5,0.09,0.3258504254289729,0.0562632320216114,0.7614583333333332,1.7705729166666663e-05,True,0.43922409844716825,False,1.5,0.09,0.43921874504633635
1.5,0.1,1.5,0.1,0.3332980185827091,0.0545024471140046,0.333289754375,0.054501814875,True,8.28835660534086e-06,True,C20,1.5,0.1,0.3332980185827091,0.0545024471140046,0.7614583333333332,3.136747685185185e-05,True,0.4316113455925256,False,1.5,0.1,0.4316030572359203
1.5,0.115,1.5,0.115,0.3432807312668702,0.0512712829522548,0.343283378125,0.051269829375,True,3.0197259469813385e-06,True,C20,1.5,0.115,0.3432807312668702,0.0512712829522548,0.7614583333333332,0.0001178113425925,True,0.42129465285922824,False,1.5,0.115,0.4212916331332813
1.55,0.055,1.55,0.055,0.3188262390250224,0.0500136695789316,0.318831103125,0.0500150823333333,True,5.065110422479349e-06,True,C20,1.55,0.055,0.3188262390250224,0.0500136695789316,0.7614583333333332,6.355787037037038e-05,True,0.44544156134274127,False,1.55,0.055,0.4454364962323188
1.55,0.065,1.55,0.065,0.3284933098185326,0.0507775752636187,0.328491699375,0.050775209625,True,2.8617781964971956e-06,True,C20,1.55,0.065,0.3284933098185326,0.0507775752636187,0.7614583333333332,3.823958333333333e-05,True,0.4359279662655845,False,1.55,0.065,0.435925104487388
1.55,0.075,1.55,0.075,0.3371855211912236,0.0507066573395572,0.3371859499999999,0.0507058555,True,9.09298434032601e-07,True,C20,1.55,0.075,0.3371855211912236,0.0507066573395572,0.7614583333333332,1e-06,True,0.4272920345726216,False,1.55,0.075,0.42729112527418756
1.55,0.09,1.55,0.09,0.3487121099820713,0.0494574826476193,0.3487150737499999,0.049458169,True,3.04220313670086e-06,True,C20,1.55,0.09,0.3487121099820713,0.0494574826476193,0.7614583333333332,5.668576388888889e-05,True,0.4156920538373056,False,1.55,0.09,0.41568901163416894
1.55,0.1,1.55,0.1,0.3555551063603823,0.0480504120008845,0.3555580137499999,0.048051883125,True,3.258392326255647e-06,True,C20,1.55,0.1,0.3555551063603823,0.0480504120008845,0.7614583333333332,3.136747685185185e-05,True,0.40873372543020714,False,1.55,0.1,0.4087304670378809
1.55,0.115,1.55,0.115,0.3647793295971357,0.0452945808224513,0.3647840725,0.0452965289999999,True,5.1274285310375435e-06,True,C20,1.55,0.115,0.3647793295971357,0.0452945808224513,0.7614583333333332,1e-06,True,0.3992564845670789,False,1.55,0.115,0.39925135713854787
1.6,0.05,1.6,0.05,0.3386982234532665,0.0421909590288649,0.338699109375,0.0421911936666666,True,9.164672475478907e-07,True,C20,1.6,0.05,0.3386982234532665,0.0421909590288649,0.7614583333333332,6.355787037037038e-05,True,0.42485389068969914,False,1.6,0.05,0.4248529742224516
1.6,0.06,1.6,0.06,0.3477230740318452,0.0437857312429802,0.3477203268749999,0.0437872743749999,True,3.150893073895276e-06,True,C20,1.6,0.06,0.3477230740318452,0.0437857312429802,0.7614583333333332,3.823958333333333e-05,True,0.4160417140333171,False,1.6,0.06,0.4160385631402432
1.6,0.07,1.6,0.07,0.3559247173858385,0.0444157003676643,0.3559170543749999,0.044416949875,True,7.764213011919468e-06,True,C20,1.6,0.07,0.3559247173858385,0.0444157003676643,0.7614583333333332,1e-06,True,0.4079585509242325,False,1.6,0.07,0.4079507867112206
1.6,0.08,1.6,0.08,0.3633999906790227,0.0443109431210614,0.36340352375,0.0443088456249999,True,4.108780872583999e-06,True,C20,1.6,0.08,0.3633999906790227,0.0443109431210614,0.7614583333333332,5.668576388888889e-05,True,0.4005107781957077,False,1.6,0.08,0.4005066694148351
1.6,0.095,1.6,0.095,0.3734431471291369,0.0431154410476996,0.37343935375,0.043115301625,True,3.7959404586440135e-06,True,C20,1.6,0.095,0.3734431471291369,0.0431154410476996,0.7614583333333332,3.136747685185185e-05,True,0.390399823412531,False,1.6,0.095,0.39039602747207236
1.6,0.105,1.6,0.105,0.3794689505346765,0.0417841166306905,0.379471775625,0.0417789719999999,True,5.8692725510647395e-06,True,C20,1.6,0.105,0.3794689505346765,0.0417841166306905,0.7614583333333332,1e-06,True,0.3842677678472039,False,1.6,0.105,0.3842618985746528
1.6,0.115,1.6,0.115,0.3850335169835032,0.0401163544206415,0.385029350625,0.0401156616666666,True,4.223559073449817e-06,True,C20,1.6,0.115,0.3850335169835032,0.0401163544206415,0.7614583333333332,6.355787037037038e-05,True,0.3785496914217481,False,1.6,0.115,0.3785454678626747
1.45,0.125,1.45,0.125,0.3269018153356393,0.0553327091569246,0.3269000431249999,0.0553317783333333,True,2.001789976133451e-06,True,C21,1.45,0.125,0.3269018153356393,0.0553327091569246,0.7614583333333332,3.823958333333333e-05,True,0.4380603219874004,False,1.45,0.125,0.4380583201974243
1.45,0.13,1.45,0.13,0.3299286886080188,0.0538600495140795,0.3299322712499999,0.05385779175,True,4.2347163072968065e-06,True,C21,1.45,0.13,0.3299286886080188,0.0538600495140795,0.7614583333333332,3.3981770833333346e-05,True,0.4348736366411013,False,1.45,0.13,0.434869401924794
1.45,0.135,1.45,0.135,0.3328377578010073,0.0523477554749174,0.332839710625,0.052350997875,True,3.7850600843634585e-06,True,C21,1.45,0.135,0.3328377578010073,0.0523477554749174,0.7614583333333332,1e-06,True,0.43180525770121553,False,1.45,0.135,0.43180147264113117
1.45,0.145,1.45,0.145,0.3383320068640247,0.0492167811364693,0.33833510625,0.0492210996666666,True,5.315627572446543e-06,True,C21,1.45,0.145,0.3383320068640247,0.0492167811364693,0.7614583333333332,1e-06,True,0.42597896810087316,False,1.45,0.145,0.4259736524733007
1.45,0.15,1.45,0.15,0.3409303879527062,0.0476035893642579,0.34093387875,0.04760616275,True,4.336816796211093e-06,True,C21,1.45,0.15,0.3409303879527062,0.0476035893642579,0.7614583333333332,3.604340277777777e-05,True,0.42320966940140814,False,1.45,0.15,0.4232053325846119
1.45,0.155,1.45,0.155,0.3434375068466994,0.0459618202213174,0.343438841875,0.0459657416666666,True,4.1424671622403285e-06,True,C21,1.45,0.155,0.3434375068466994,0.0459618202213174,0.7614583333333332,6.355787037037038e-05,True,0.42053306869187446,False,1.45,0.155,0.4205289262247122
1.45,0.17,1.45,0.17,0.3504626486183875,0.0408855647331534,0.3504600593749999,0.0408858246666666,True,2.6022580101592125e-06,True,C21,1.45,0.17,0.3504626486183875,0.0408855647331534,0.7614583333333332,3.823958333333333e-05,True,0.41302052833509645,False,1.45,0.17,0.4130179260770863
1.45,0.185,1.45,0.185,0.3568359823845386,0.0356190876845879,0.35683156125,0.0356146783333333,True,6.244101944646604e-06,True,C21,1.45,0.185,0.3568359823845386,0.0356190876845879,0.7614583333333332,1e-06,True,0.40618701980446953,False,1.45,0.185,0.40618077570252487
1.45,0.2,1.45,0.2,0.3626566088431018,0.0302003605398189,0.3626570387499999,0.0302025976666666,True,2.2780598046852667e-06,True,C21,1.45,0.2,0.3626566088431018,0.0302003605398189,0.7614583333333332,1e-06,True,0.3999435170538415,False,1.45,0.2,0.39994123899403683
1.5,0.12,1.5,0.12,0.3463350090058034,0.0500656877706976,0.34633197875,0.050068365,True,4.043514185904103e-06,True,C21,1.5,0.12,0.3463350090058034,0.0500656877706976,0.7614583333333332,1e-06,True,0.41813137572097714,False,1.5,0.12,0.4181273322067912
1.5,0.135,1.5,0.135,0.3547999528774636,0.0461383483534535,0.3547984175,0.0461386763333333,True,1.5700174384878219e-06,True,C21,1.5,0.135,0.3547999528774636,0.0461383483534535,0.7614583333333332,1e-06,True,0.4092672639096349,False,1.5,0.135,0.4092656938921964
1.5,0.145,1.5,0.145,0.3599323242867976,0.0433022950552245,0.3599314018750001,0.0433043036666666,True,2.210285829815997e-06,True,C21,1.5,0.145,0.3599323242867976,0.0433022950552245,0.7614583333333332,6.355787037037038e-05,True,0.4038474022872742,False,1.5,0.145,0.4038451920014444
1.5,0.155,1.5,0.155,0.3647114577304087,0.0403227693778328,0.36471166875,0.0403223798749999,True,4.429917885839132e-07,True,C21,1.5,0.155,0.3647114577304087,0.0403227693778328,0.7614583333333332,1.2171874999999996e-05,True,0.3987894526836409,False,1.5,0.155,0.3987890096918523
1.5,0.165,1.5,0.165,0.3691768912189201,0.037220759251363,0.36917612875,0.0372185983333333,True,2.2914898178321165e-06,True,C21,1.5,0.165,0.3691768912189201,0.037220759251363,0.7614583333333332,3.398177083333332e-05,True,0.3940400820306864,False,1.5,0.165,0.39403779054086857
1.5,0.18,1.5,0.18,0.3753597021383517,0.0323754101889196,0.375361896875,0.032374924375,True,2.247862122085521e-06,True,C21,1.5,0.18,0.3753597021383517,0.0323754101889196,0.7614583333333332,1e-06,True,0.38745355263014275,False,1.5,0.18,0.38745130476802064
1.5,0.195,1.5,0.195,0.3810075315624341,0.0273406565891719,0.381006080625,0.0273413353333333,True,1.6018467699109564e-06,True,C21,1.5,0.195,0.3810075315624341,0.0273406565891719,0.7614583333333332,1e-06,True,0.3814318672981242,False,1.5,0.195,0.38143026545135433
1.55,0.125,1.55,0.125,0.3703371637014682,0.0431153363587604,0.370346465625,0.043118437,True,9.805088346803204e-06,True,C21,1.55,0.125,0.3703371637014682,0.0431153363587604,0.7614583333333332,3.604340277777777e-05,True,0.3934864607782402,False,1.55,0.125,0.3934766556898934
1.55,0.14,1.55,0.14,0.3779264562753834,0.0394437041921252,0.377930430625,0.0394423029999999,True,4.214118442423884e-06,True,C21,1.55,0.14,0.3779264562753834,0.0394437041921252,0.7614583333333332,6.355787037037038e-05,True,0.38554830649857247,False,1.55,0.14,0.38554409238013004
1.55,0.155,1.55,0.155,0.3847525883515422,0.0353855213943005,0.3847544124999999,0.0353855566666666,True,1.8244894452005704e-06,True,C21,1.55,0.155,0.3847525883515422,0.0353855213943005,0.7614583333333332,1e-06,True,0.3783639552819347,False,1.55,0.155,0.37836213079248954
1.55,0.165,1.55,0.165,0.388940541897801,0.0325068501349592,0.388947290625,0.032504491,True,7.149184328477818e-06,True,C21,1.55,0.165,0.388940541897801,0.0325068501349592,0.7614583333333332,0.0001109392361111,True,0.3739237889984707,False,1.55,0.165,0.3739166398141422
1.55,0.175,1.55,0.175,0.3928738061581761,0.0295124929276855,0.3928771775,0.029512031875,True,3.4027217448096557e-06,True,C21,1.55,0.175,0.3928738061581761,0.0295124929276855,0.7614583333333332,5.668576388888889e-05,True,0.3697596492974929,False,1.55,0.175,0.36975624657574807
1.55,0.185,1.55,0.185,0.3965783674678916,0.026418540738433,0.396580648125,0.0264193233333333,True,2.4111929877180946e-06,True,C21,1.55,0.185,0.3965783674678916,0.026418540738433,0.7614583333333332,1.0110243055555556e-05,True,0.36583438150506714,False,1.55,0.185,0.3658319703120794
1.55,0.195,1.55,0.195,0.4000769224315659,0.0232386568260199,0.4000748708333334,0.0232381626666666,True,2.1102722038028136e-06,True,C21,1.55,0.195,0.4000769224315659,0.0232386568260199,0.7614583333333332,1e-06,True,0.36212775762169336,False,1.55,0.195,0.36212564734948954
1.55,0.205,1.55,0.205,0.4033893803670432,0.0199845464822127,0.4033867231249999,0.0199865416249999,True,3.322879777835904e-06,True,C21,1.55,0.205,0.4033893803670432,0.0199845464822127,0.7614583333333332,6.355787037037038e-05,True,0.3586226719905594,False,1.55,0.205,0.3586193491107816
1.6,0.13,1.6,0.13,0.3926308723662205,0.0371067899327223,0.3926338291666666,0.037104449375,True,3.771058118017646e-06,True,C21,1.6,0.13,0.3926308723662205,0.0371067899327223,0.7614583333333332,3.823958333333333e-05,True,0.37068554515714836,False,1.6,0.13,0.37068177409903036
1.6,0.145,1.6,0.145,0.3994600626515951,0.0336135353339394,0.3994583208333333,0.033618559,True,5.317062304088335e-06,True,C21,1.6,0.145,0.3994600626515951,0.0336135353339394,0.7614583333333332,1e-06,True,0.36355542976022825,False,1.6,0.145,0.36355011269792414
1.6,0.15,1.6,0.15,0.4015873766481196,0.0323607435469634,0.40158759875,0.0323586591249999,True,2.096221402241302e-06,True,C21,1.6,0.15,0.4015873766481196,0.0323607435469634,0.7614583333333332,1.770572916666667e-05,True,0.3613214324681202,False,1.6,0.15,0.36131933624671797
1.6,0.165,1.6,0.165,0.4075763664092604,0.0283818407079103,0.407581920625,0.0283867679999999,True,7.424790893875404e-06,True,C21,1.6,0.165,0.4075763664092604,0.0283818407079103,0.7614583333333332,3.136747685185185e-05,True,0.3550157684476501,False,1.6,0.165,0.3550083436567562
1.6,0.18,1.6,0.18,0.4130446251860968,0.0241253711968871,0.4130406756249999,0.024122553125,True,4.851861706495373e-06,True,C21,1.6,0.18,0.4130446251860968,0.0241253711968871,0.7614583333333332,3.604340277777777e-05,True,0.34924548349045215,False,1.6,0.18,0.34924063162874563
1.6,0.19,1.6,0.19,0.416438453994252,0.0211614469974055,0.4164405981249999,0.0211614703333333,True,2.144257733947051e-06,True,C21,1.6,0.19,0.416438453994252,0.0211614469974055,0.7614583333333332,1.9767361111111112e-05,True,0.3456670186132861,False,1.6,0.19,0.34566487435555215
1.6,0.2,1.6,0.2,0.4196533405981313,0.0181124667794624,0.4196513675,0.0181156056666666,True,3.707523313011023e-06,True,C21,1.6,0.2,0.4196533405981313,0.0181124667794624,0.7614583333333332,1e-06,True,0.34228449904664837,False,1.6,0.2,0.34228079152333535
1.6,0.205,1.6,0.205,0.4211989683545671,0.0165597496753443,0.4211986375,0.0165633203333333,True,3.585953599673592e-06,True,C21,1.6,0.205,0.4211989683545671,0.0165597496753443,0.7614583333333332,1e-06,True,0.3406620431550364,False,1.6,0.205,0.3406584572014367
1.45,0.21,1.45,0.21,0.3662702939613338,0.0265184654739268,0.3662736768749999,0.0265193346666666,True,3.492792706573907e-06,True,C22,1.45,0.21,0.3662702939613338,0.0265184654739268,0.7614583333333332,5.668576388888889e-05,True,0.39607298853633977,False,1.45,0.21,0.3960694957436332
1.45,0.215,1.45,0.215,0.3680049134964834,0.0246595970403425,0.3680037762499999,0.0246551456666666,True,4.594350570720389e-06,True,C22,1.45,0.215,0.3680049134964834,0.0246595970403425,0.7614583333333332,3.136747685185185e-05,True,0.3942234686985852,False,1.45,0.215,0.3942188743480145
1.45,0.225,1.45,0.225,0.3713411304308858,0.0209102435862027,0.37133694875,0.0209126863333333,True,4.842878129232486e-06,True,C22,1.45,0.225,0.3713411304308858,0.0209102435862027,0.7614583333333332,3.604340277777778e-05,True,0.3906752669849053,False,1.45,0.225,0.39067042410677605
1.45,0.24,1.45,0.24,0.3760432129770777,0.015218336859977,0.3760383443750001,0.0152182148268229,True,4.870131238552217e-06,True,C22,1.45,0.24,0.3760432129770777,0.015218336859977,0.7614583333333332,1.9767361111111115e-05,True,0.3857146763010695,False,1.45,0.24,0.3857098061698309
1.45,0.25,1.45,0.25,0.3789973671306537,0.0113861721952798,0.378996714375,0.0113851736666666,True,1.1929582284425382e-06,True,C22,1.45,0.25,0.3789973671306537,0.0113861721952798,0.7614583333333332,3.823958333333333e-05,True,0.38262928043114064,False,1.45,0.25,0.3826280874729122
1.45,0.265,1.45,0.265,0.383188777003768,0.0055929692429906,0.38318888125,0.0055928901943359,True,1.3082800423377516e-07,True,C22,1.45,0.265,0.383188777003768,0.0055929692429906,0.7617187499999999,7.871202256944448e-06,True,0.3785711739906416,False,1.45,0.265,0.3785710431626374
1.5,0.21,1.5,0.21,0.3861981129078951,0.0221540099667619,0.3862004374999999,0.0221541666666666,True,2.3298676601616947e-06,True,C22,1.5,0.21,0.3861981129078951,0.0221540099667619,0.7614583333333332,1.7705729166666663e-05,True,0.3759125549899176,False,1.5,0.21,0.3759102251222574
1.5,0.225,1.5,0.225,0.3909953089569625,0.0168455808336089,0.390998686875,0.0168486343333333,True,4.5534811776288215e-06,True,C22,1.5,0.225,0.3909953089569625,0.0168455808336089,0.7614583333333332,3.136747685185185e-05,True,0.3708444016038182,False,1.5,0.225,0.3708398481226406
1.5,0.23,1.5,0.23,0.392516376067718,0.0150534184547582,0.3925150641666667,0.0150536533333333,True,1.3327611614331104e-06,True,C22,1.5,0.23,0.392516376067718,0.0150534184547582,0.7617187499999999,2.53356963734568e-05,True,0.36950810030177333,False,1.5,0.23,0.3695067675406119
1.5,0.25,1.5,0.25,0.3982562675527282,0.0077922850962732,0.3982555581249999,0.0077923452115234,True,7.119701854474598e-07,True,C22,1.5,0.25,0.3982562675527282,0.0077922850962732,0.7614583333333332,1.9767361111111115e-05,True,0.3632852221316501,False,1.5,0.25,0.3632845101614646
