grid_index,i_cr,i_ci,Mach,alpha,cr_center,ci_center,cr_target,ci_target,cr_pinn,ci_pinn,cr_failure_reference,ci_failure_reference,status,technical_success,root_class,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,distance_target,distance_failure,error,seconds
97,22,3,1.15,0.06,0.11,0.078,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08002929687500002,0.09398437500000002,0.0026547962921315113,2.537890487663382e-21,0.0026547962921315113,0.13270882286873503,0.0804362226188114,,27.002431222004816
98,23,3,1.15,0.06,0.115,0.078,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08502929687500002,0.09398437500000002,0.002857605654172044,2.607899217974417e-21,0.002857605654172044,0.13578263755522155,0.0854124047075891,,22.97276565199718
99,24,3,1.15,0.06,0.12,0.078,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.09002929687499997,0.09398437500000002,0.0030664325490779827,2.6649037860998848e-21,0.0030664325490779827,0.13896840524270263,0.09039121553935968,,21.984910481027327
100,0,4,1.15,0.06,0.0,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,1.1291503906250002e-05,0.09998437500000003,6.132479826865837e-05,1.7262075700165556e-21,6.132479826865837e-05,0.09986285012227182,0.0020807206381829187,,21.20632127497811
101,1,4,1.15,0.06,0.005,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,1.0986328125000005e-05,0.09998437500000003,6.132479837184517e-05,1.726502796477169e-21,6.132479837184517e-05,0.09986285008822407,0.0020807190044562812,,21.19520163803827
102,2,4,1.15,0.06,0.01,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,1.1444091796875e-05,0.09998437500000003,6.132479871236336e-05,1.7268718650516768e-21,6.132479871236336e-05,0.09986285013964542,0.002080721471830606,,21.196357724023983
103,3,4,1.15,0.06,0.015,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,1.1291503906250002e-05,0.09998437500000003,6.132479826865837e-05,1.7262075700165556e-21,6.132479826865837e-05,0.09986285012227182,0.0020807206381829187,,21.19271892204415
104,4,4,1.15,0.06,0.02,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,1.0681152343749998e-05,0.09998437500000003,6.132479979576764e-05,1.7262444719436257e-21,6.132479979576764e-05,0.09986285005510892,0.0020807174154880473,,21.20834710507188
105,5,4,1.15,0.06,0.025,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,1.0681152343750004e-05,0.09998437500000003,6.132479979576764e-05,1.7262444719436257e-21,6.132479979576764e-05,0.09986285005510892,0.0020807174154880473,,21.15563537098933
106,6,4,1.15,0.06,0.03,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,2.9296875e-05,0.09998437500000003,6.132712963388463e-05,1.726834956419289e-21,6.132712963388463e-05,0.09986285378179399,0.002080896245127237,,21.19760984205641
107,7,4,1.15,0.06,0.035,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0050292968750000056,0.09998437500000003,0.00015862156850863227,1.7670007678746166e-21,0.00015862156850863227,0.09998941223795316,0.005442710531801658,,21.22794773511123
108,8,4,1.15,0.06,0.04,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875000005,0.09998437500000003,0.0002959320009319642,1.8091769213354947e-21,0.0002959320009319642,0.10036521087477825,0.010242854420667353,,21.286337579018436
109,9,4,1.15,0.06,0.045,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.015029296875000002,0.09998437500000003,0.0004357305016035563,1.8529590802284953e-21,0.0004357305016035563,0.10098746728275779,0.015172641017073617,,21.309597867075354
110,10,4,1.15,0.06,0.05,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.020029296875000012,0.09998437500000003,0.0005763301600668924,1.8998575984316156e-21,0.0005763301600668924,0.10185166440679035,0.02013708032915857,,21.36606806400232
111,11,4,1.15,0.06,0.055,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.025029296874999996,0.09998437500000003,0.0007181521909203245,1.9489495169687865e-21,0.0007181521909203245,0.10295170973170291,0.02511563204327107,,21.385525895049796
112,12,4,1.15,0.06,0.06,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.030029296875000007,0.09998437500000003,0.0008619245154866678,2.0016865282461557e-21,0.0008619245154866678,0.10428013967639371,0.03010129468449796,,21.415321224951185
113,13,4,1.15,0.06,0.065,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.03502929687500002,0.09998437500000003,0.0010083972283843779,2.056738442383565e-21,0.0010083972283843779,0.10582835407004851,0.035091037465896986,,21.524426463991404
114,14,4,1.15,0.06,0.07,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.04002929687500002,0.09998437500000003,0.0011582693444687775,2.1151506262981775e-21,0.0011582693444687775,0.10758686499486321,0.04008333667726511,,21.48629387305118
115,15,4,1.15,0.06,0.075,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.045029296874999986,0.09998437500000003,0.001312165130258944,2.1777781381580753e-21,0.001312165130258944,0.10954554538487765,0.045077342955557875,,21.521039224928245
116,16,4,1.15,0.06,0.08,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05002929687499999,0.09998437500000003,0.0014706262413149568,2.2446003366288126e-21,0.0014706262413149568,0.11169386513107002,0.0500725455382786,,21.555226374068297
117,17,4,1.15,0.06,0.085,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05502929687500001,0.09998437500000003,0.0016341100096147467,2.3175603778131487e-21,0.0016341100096147467,0.11402110551194033,0.05506861888074719,,21.624320706934668
118,18,4,1.15,0.06,0.09,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06002929687500001,0.09998437500000003,0.0018029903864793186,2.394815735071977e-21,0.0018029903864793186,0.11651654601992113,0.06006534570101954,,21.64665024902206
119,19,4,1.15,0.06,0.095,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06502929687500003,0.09998437500000003,0.0019775600078787287,2.475458397948952e-21,0.0019775600078787287,0.11916962067011781,0.06506257544036348,,21.712338280980475
120,20,4,1.15,0.06,0.1,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.07002929687500004,0.09998437500000003,0.002158032611387062,2.555191129493277e-21,0.002158032611387062,0.12197004339142929,0.07006020048274905,,21.68891004496254
121,21,4,1.15,0.06,0.105,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.07502929687500001,0.09998437500000003,0.0023445454025774006,2.6278034778670542e-21,0.0023445454025774006,0.12490790398991775,0.07505814186637574,,21.722209046944045
122,22,4,1.15,0.06,0.11,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08002929687500002,0.09998437500000003,0.002537161190302337,2.6895361382593664e-21,0.002537161190302337,0.12797373743624854,0.08005634034342932,,21.774582597077824
123,23,4,1.15,0.06,0.115,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08502929687500002,0.09998437500000003,0.002735870268374386,2.746024811074342e-21,0.002735870268374386,0.13115856993597197,0.08505475059003459,,21.7992765030358
124,24,4,1.15,0.06,0.12,0.08399999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.09002929687499997,0.09998437500000003,0.002940592144043147,2.826661857261672e-21,0.002940592144043147,0.13445394550513054,0.09005333734339323,,21.842570213018917
125,0,5,1.15,0.06,0.0,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.1020625,5.158541563289943e-08,1.7832789018070147e-21,5.158541563290121e-08,0.09778472448361772,2.5649999999960427e-06,,16.962789629935287
126,1,5,1.15,0.06,0.005,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.1020625,5.158541563289943e-08,1.7832789018070147e-21,5.158541563290121e-08,0.09778472448361772,2.5649999999960427e-06,,16.96781249390915
127,2,5,1.15,0.06,0.01,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.1020625,5.158541563289943e-08,1.7832789018070147e-21,5.158541563290121e-08,0.09778472448361772,2.5649999999960427e-06,,16.984789564972743
128,3,5,1.15,0.06,0.015,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.1020625,5.158541563289943e-08,1.7832789018070147e-21,5.158541563290121e-08,0.09778472448361772,2.5649999999960427e-06,,16.97070471092593
129,4,5,1.15,0.06,0.02,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.1020625,5.158541563289943e-08,1.7832789018070147e-21,5.158541563290121e-08,0.09778472448361772,2.5649999999960427e-06,,16.993722026003525
130,5,5,1.15,0.06,0.025,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.1020625,5.158541563289943e-08,1.7832789018070147e-21,5.158541563290121e-08,0.09778472448361772,2.5649999999960427e-06,,16.99988988507539
131,6,5,1.15,0.06,0.03,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,2.9296875e-05,0.10206770833333333,8.511628983333944e-07,1.7835789687181427e-21,8.511628983333962e-07,0.09777952054003952,2.9415881694702222e-05,,21.145954819978215
132,7,5,1.15,0.06,0.035,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0050292968750000056,0.102328125,0.00014328982350158694,1.831686729633509e-21,0.00014328982350158694,0.09764870002616206,0.00503617192125972,,21.17595171800349
133,8,5,1.15,0.06,0.04,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875000005,0.10311979166666668,0.0002821551489487592,1.8976515782952338e-21,0.0002821551489487592,0.09724599275193195,0.01008460431292486,,21.189528474002145
134,9,5,1.15,0.06,0.045,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.015029296875000002,0.10448437500000003,0.0004175620346351631,1.9822626073364296e-21,0.0004175620346351631,0.09653990316358058,0.015222773250396426,,21.222542835981585
135,10,5,1.15,0.06,0.05,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.020029296875000012,0.10598437500000003,0.0005497247422408809,2.074054869517389e-21,0.0005497247422408809,0.09597607695999055,0.020409157850900795,,21.230492255068384
136,11,5,1.15,0.06,0.055,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.025029296874999996,0.10598437500000003,0.0006825905052633379,2.1254159006944955e-21,0.0006825905052633379,0.09714268033607781,0.02533429874563306,,21.29641284304671
137,12,5,1.15,0.06,0.06,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.030029296875000007,0.10598437500000003,0.0008182620851700591,2.180431639051298e-21,0.0008182620851700591,0.09854944615331315,0.030283983583455226,,21.370232533896342
138,13,5,1.15,0.06,0.065,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.03502929687500002,0.10598437500000003,0.0009572947337324291,2.2384189237469118e-21,0.0009572947337324291,0.1001862581962823,0.03524787412643472,,21.38212875998579
139,14,5,1.15,0.06,0.07,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.04002929687500002,0.10598437500000003,0.0011002795290512208,2.3002758013328037e-21,0.0011002795290512208,0.10204204685138137,0.04022071107256791,,21.37956786097493
140,15,5,1.15,0.06,0.075,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.045029296874999986,0.10598437500000003,0.0012477682695707603,2.365912546966829e-21,0.0012477682695707603,0.1041051022758581,0.04519954167835094,,21.422975581954233
141,16,5,1.15,0.06,0.08,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05002929687499999,0.10598437500000003,0.001400245260019355,2.4340936717455648e-21,0.001400245260019355,0.10636336452987112,0.05018258200494455,,21.453106465982273
142,17,5,1.15,0.06,0.085,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05502929687500001,0.10598437500000003,0.00155811710094388,2.5065772543537828e-21,0.00155811710094388,0.10880467962528825,0.055168691351462976,,21.476159875979647
143,18,5,1.15,0.06,0.09,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06002929687500001,0.10598437500000003,0.0017217102215217736,2.5785906056538685e-21,0.0017217102215217736,0.111417015319066,0.06015710659750007,,21.52538658597041
144,19,5,1.15,0.06,0.095,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06502929687500003,0.10598437500000003,0.0018912719018900448,2.6486061185909668e-21,0.0018912719018900448,0.11418863470966083,0.0651472980478315,,21.55300758499652
145,20,5,1.15,0.06,0.1,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.07002929687500004,0.10598437500000003,0.002066972801262281,2.7128937961145113e-21,0.002066972801262281,0.11710822896408146,0.07013888658713503,,21.598387266974896
146,21,5,1.15,0.06,0.105,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.07502929687500001,0.10598437500000003,0.002248910003215427,2.7703738872270634e-21,0.002248910003215427,0.12016501273395304,0.07513159375677443,,21.642399864038453
147,22,5,1.15,0.06,0.11,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08002929687500002,0.10598437500000003,0.002437110093153887,2.830346311794458e-21,0.002437110093153887,0.1233487871022592,0.08012521044704336,,21.681014708941802
148,23,5,1.15,0.06,0.115,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08502929687500002,0.10598437500000003,0.0026315320734670894,2.9193011767861977e-21,0.0026315320734670894,0.12664997541983905,0.08511957658454951,,21.71333581698127
149,24,5,1.15,0.06,0.12,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.09002929687499997,0.10598437500000003,0.0028320701050424746,3.032870433152329e-21,0.0028320701050424746,0.1300596373518441,0.09011456756087209,,21.744912832044065
150,0,6,1.15,0.06,0.0,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.10206250000000001,5.1585415626997635e-08,1.783428932107135e-21,5.158541562699942e-08,0.0977847244836177,2.564999999982165e-06,,16.94370493700262
151,1,6,1.15,0.06,0.005,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.10206250000000001,5.1585415626997635e-08,1.783428932107135e-21,5.158541562699942e-08,0.0977847244836177,2.564999999982165e-06,,16.952570584020577
152,2,6,1.15,0.06,0.01,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.10206250000000001,5.1585415626997635e-08,1.783428932107135e-21,5.158541562699942e-08,0.0977847244836177,2.564999999982165e-06,,16.947473568026908
153,3,6,1.15,0.06,0.015,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.10206250000000001,5.1585415626997635e-08,1.783428932107135e-21,5.158541562699942e-08,0.0977847244836177,2.564999999982165e-06,,16.946018188027665
154,4,6,1.15,0.06,0.02,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.10206250000000001,5.1585415626997635e-08,1.783428932107135e-21,5.158541562699942e-08,0.0977847244836177,2.564999999982165e-06,,17.079059868934564
155,5,6,1.15,0.06,0.025,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,0.0,0.10206250000000001,5.1585415626997635e-08,1.783428932107135e-21,5.158541562699942e-08,0.0977847244836177,2.564999999982165e-06,,17.076139342039824
156,6,6,1.15,0.06,0.03,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,failure_branch,2.9296875e-05,0.10206770833333335,8.51162898315508e-07,1.784029116416489e-21,8.511628983155098e-07,0.0977795205400395,2.9415881694704716e-05,,21.139870193088427
157,7,6,1.15,0.06,0.035,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0050292968750000056,0.102328125,0.00014328982350158694,1.831686729633509e-21,0.00014328982350158694,0.09764870002616206,0.00503617192125972,,21.140080934972502
158,8,6,1.15,0.06,0.04,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875000005,0.10311979166666668,0.0002821551489487592,1.8976515782952338e-21,0.0002821551489487592,0.09724599275193195,0.01008460431292486,,21.174074703943916
159,9,6,1.15,0.06,0.045,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.015029296875000002,0.10448437500000003,0.0004175620346351631,1.9822626073364296e-21,0.0004175620346351631,0.09653990316358058,0.015222773250396426,,21.223026692983694
160,10,6,1.15,0.06,0.05,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.020029296875000012,0.10668229166666668,0.0005496119576393693,2.0940442764923375e-21,0.0005496119576393693,0.09529363851922522,0.02055459840031576,,21.135248464066535
161,11,6,1.15,0.06,0.055,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.025029296874999996,0.10934895833333336,0.0006782490968399119,2.2235680492262745e-21,0.0006782490968399119,0.0938956974834355,0.026067619840489133,,21.155659412033856
162,12,6,1.15,0.06,0.06,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.030029296875000007,0.11198437500000004,0.0008036339244248002,2.3550382745154785e-21,0.0008036339244248002,0.09285278209790677,0.031625170065676896,,21.179651172016747
163,13,6,1.15,0.06,0.065,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.03502929687500002,0.11198437500000004,0.0009316729322767739,2.4151130922422947e-21,0.0009316729322767739,0.09458822409564907,0.03640665255736906,,21.244484964059666
164,14,6,1.15,0.06,0.07,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.04002929687500002,0.11198437500000004,0.0010651694309236754,2.477137918314908e-21,0.0010651694309236754,0.09655167078728415,0.04123999659533191,,21.330104950000532
165,15,6,1.15,0.06,0.075,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.045029296874999986,0.11198437500000004,0.0012043157551176317,2.5414712850843612e-21,0.0012043157551176317,0.0987295200335921,0.046108895973911414,,21.37247450405266
166,16,6,1.15,0.06,0.08,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05002929687499999,0.11198437500000004,0.0013493559458373245,2.6072642567320566e-21,0.0013493559458373245,0.10110791818799768,0.05100316908470477,,21.408825332997367
167,17,6,1.15,0.06,0.085,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05502929687500001,0.11198437500000004,0.0015005240691635653,2.672566265215385e-21,0.0015005240691635653,0.10367306359203535,0.055916153528591236,,21.441944863065146
168,18,6,1.15,0.06,0.09,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06002929687500001,0.11198437500000004,0.0016580148966461273,2.7357949417415265e-21,0.0016580148966461273,0.10641145196267916,0.06084331675856427,,21.48275442502927
169,19,6,1.15,0.06,0.095,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06502929687500003,0.11198437500000004,0.0018219704592791774,2.7942670128206196e-21,0.0018219704592791774,0.10931006405200276,0.06578147279388771,,21.521155916969292
