grid_index,i_cr,i_ci,Mach,alpha,cr_center,ci_center,cr_target,ci_target,cr_pinn,ci_pinn,cr_failure_reference,ci_failure_reference,status,technical_success,root_class,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,distance_target,distance_failure,error,seconds
0,0,0,1.15,0.06,0.0,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.001680501302083333,0.07598437500000003,0.0009517190373339661,1.094299978835058e-21,0.0009517190373339661,0.12387424904069975,0.026134775214307886,,21.88443250406999
1,1,0,1.15,0.06,0.005,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016829427083333336,0.07598437500000003,0.0009517190403770694,1.0941236991883164e-21,0.0009517190403770694,0.12387428218537933,0.026134932313584252,,21.92412131500896
2,2,0,1.15,0.06,0.01,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.001680501302083333,0.07598437500000003,0.0009517190373339661,1.094299978835058e-21,0.0009517190373339661,0.12387424904069975,0.026134775214307886,,21.985932408017106
3,3,0,1.15,0.06,0.015,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016845703125000003,0.07598437500000003,0.000951719047240061,1.0941236991883164e-21,0.000951719047240061,0.12387430430855913,0.026135037172612827,,21.914169121999294
4,4,0,1.15,0.06,0.02,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016750759548611112,0.07598437500000003,0.0009517190617269023,1.0943587418727488e-21,0.0009517190617269023,0.1238741755580956,0.026134426917968794,,21.956970053957775
5,5,0,1.15,0.06,0.025,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016845703125000007,0.07598437500000003,0.0009517190472400447,1.0941236991883164e-21,0.0009517190472400447,0.12387430430855913,0.026135037172612827,,21.962901675957255
6,6,0,1.15,0.06,0.03,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016894531250000002,0.07598437500000003,0.0009517190910323861,1.0944762726812959e-21,0.0009517190910323861,0.12387437080638683,0.026135352355337975,,21.97586537001189
7,7,0,1.15,0.06,0.035,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0050292968750000056,0.07598437500000003,0.0009597492772733623,1.113599586310174e-21,0.0009597492772733623,0.12396491170853542,0.02656117877529126,,22.02229933103081
8,8,0,1.15,0.06,0.04,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875000005,0.07598437500000003,0.0009997025943720833,1.1447577398209985e-21,0.0009997025943720833,0.12426822735177465,0.027942605223618338,,22.029372378019616
9,9,0,1.15,0.06,0.045,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.015029296875000002,0.07598437500000003,0.0010684538986107679,1.1799431363269203e-21,0.0010684538986107679,0.12477133213763376,0.03010119857136893,,22.089210450998507
