grid_index,i_cr,i_ci,Mach,alpha,cr_center,ci_center,cr_target,ci_target,cr_pinn,ci_pinn,cr_failure_reference,ci_failure_reference,status,technical_success,root_class,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,distance_target,distance_failure,error,seconds
388,13,15,1.15,0.06,0.065,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.03502929687500002,0.16598437500000002,0.000935737298737026,3.530369886973797e-21,0.000935737298737026,0.04872108776841936,0.07288847529227778,,20.917161268065684
389,14,15,1.15,0.06,0.07,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.04002929687500002,0.16598437500000002,0.001029385128027719,3.576272168516932e-21,0.001029385128027719,0.0524312634559324,0.07541898169017525,,20.963212908012792
390,15,15,1.15,0.06,0.075,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.045029296874999986,0.16598437500000002,0.0011329695787136522,3.627230153302621e-21,0.0011329695787136522,0.05634119613420324,0.07818769575791952,,20.987221566028893
391,16,15,1.15,0.06,0.08,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05002929687499999,0.16598437500000002,0.001246053097106968,3.68409921583217e-21,0.001246053097106968,0.06041211282582433,0.08117024539006265,,20.979010389070027
392,17,15,1.15,0.06,0.085,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.05502929687500001,0.161984375,0.0013676833605137373,3.693593409261995e-21,0.0013676833605137373,0.06679684997210902,0.0813544542445771,,21.041009548935108
393,18,15,1.15,0.06,0.09,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06002929687500001,0.1596302083333334,0.001496666763188166,3.725401241793089e-21,0.001496666763188166,0.0722559698395707,0.0831700800185626,,21.129603840992786
394,19,15,1.15,0.06,0.095,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.06502929687500003,0.15831770833333333,0.001634065912468759,3.774951059178645e-21,0.001634065912468759,0.07715899490888166,0.08598354106481135,,21.1694680810906
395,20,15,1.15,0.06,0.1,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.07002929687500004,0.157734375,0.0017799457129396602,3.837032306358137e-21,0.0017799457129396602,0.08171655199253884,0.08946046331583014,,21.188211176078767
396,21,15,1.15,0.06,0.105,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.07502929687500001,0.15750520833333334,0.0019340584216321548,3.900840183493554e-21,0.0019340584216321548,0.0861524352751434,0.09328989700057252,,21.228931366000324
397,22,15,1.15,0.06,0.11,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08002929687500002,0.15749479166666666,0.002096064123943727,3.954219876792178e-21,0.002096064123943727,0.09054511213714715,0.0973506186762481,,21.279037293046713
398,23,15,1.15,0.06,0.115,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.08502929687500002,0.15761979166666668,0.0022655900343211497,4.016119703121194e-21,0.0022655900343211497,0.09493754706633031,0.10156923245779173,,21.29955122701358
399,24,15,1.15,0.06,0.12,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.09002929687499997,0.15784895833333332,0.0024422483929081437,4.074474009691697e-21,0.0024422483929081437,0.09934349054940166,0.1059108920330274,,21.32191531092394
400,0,16,1.15,0.06,0.0,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016870117187500003,0.17198437500000002,0.0005566596530544451,3.3038251545780596e-21,0.0005566596530544451,0.027913874659187175,0.069939659131392,,20.666424911934882
401,1,16,1.15,0.06,0.005,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016894531250000004,0.17198437500000002,0.0005566596567153707,3.3041314708452787e-21,0.0005566596567153707,0.02791402231538182,0.06993971806304108,,20.66099722601939
402,2,16,1.15,0.06,0.01,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016886393229166663,0.17198437500000002,0.0005566596549492435,3.3040804171479994e-21,0.0005566596549492435,0.027913973073011526,0.06993969840969436,,20.64899835200049
403,3,16,1.15,0.06,0.015,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016845703125000003,0.17198437500000002,0.000556659654306195,3.303774103247363e-21,0.000556659654306195,0.027913727215743128,0.06993960028491628,,20.672702903975733
404,4,16,1.15,0.06,0.02,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016886393229166663,0.17198437500000002,0.0005566596549492435,3.3040804171479994e-21,0.0005566596549492435,0.027913973073011526,0.06993969840969436,,20.671144366031513
405,5,16,1.15,0.06,0.025,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.0016845703125000007,0.17198437500000002,0.0005566596543061978,3.3038251545780596e-21,0.0005566596543061978,0.027913727215743128,0.06993960028491628,,20.688660983927548
