step,ci_anchor_loss
1,0.0656104383542709
100,0.0007202762469350528
200,0.00029533857637423976
300,0.0001873189161906734
400,0.0001177266014498831
500,6.660673126774978e-05
600,3.163780365284545e-05
700,1.1911214033993106e-05
800,3.5158312080409574e-06
900,9.56720821166505e-07
1000,3.7257824808759794e-07
1100,2.3871431964646793e-07
1200,1.8289779905265396e-07
1300,1.4258395851956123e-07
1400,1.096213772429099e-07
1500,8.27318121496623e-08
1600,6.122057168334682e-08
1700,4.4381265891907384e-08
1800,3.1492023901942056e-08
1900,2.185245038295273e-08
2000,1.4814126767892842e-08
2100,9.801270388484157e-09
2200,6.321904532375253e-09
2300,3.970766664293728e-09
2400,2.4256810837057175e-09
2500,1.4393477883159381e-09
2600,8.284671019168918e-10
2700,4.618798900548888e-10
2800,2.4903068973928124e-10
2900,1.2963682404800114e-10
3000,6.5041418606209e-11
