alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag
0.1,1.25,validated,-346.7125284445753,0.001306505895423018,0.0021163458038820793,0.0007200108997166676,0.0009734646010697755,-0.0007682639046376347,-0.0013910670054737876,0.0008361637730707316,0.001354461314484531
0.1,1.25,validated,-325.16122891125997,-0.0007714614427698224,-0.003528012197516398,-0.0005179487922807329,-0.0016800834169155986,0.0003831002002586843,0.002275402273067484,-0.0004937353233726864,-0.0022579278064104947
0.1,1.25,validated,-306.1237206758116,-0.002181759485401769,0.004521711831005797,-0.0008742405861415679,0.0022824325424982174,0.0015323610669772025,-0.002818127556822223,-0.001396326070657132,0.002893895571843709
0.1,1.25,validated,-289.1844142918837,0.006617798434705468,-0.0012277170035807521,0.0031604136604877603,-0.0008651360120221984,-0.004261376993376641,0.0005786096556522909,0.0042353909982115,-0.0007857388822916817
0.1,1.25,validated,-274.0145446812658,-0.004841347536107823,-0.007290172414288192,-0.0026455628617132044,-0.003339409489823218,0.002863948502563564,0.0048023585427663,-0.0030984624231090076,-0.004665710345144443
0.1,1.25,validated,-260.3506225750666,-0.007778354330963251,0.007898824171752316,-0.003451702770804763,0.004148686658870746,0.005208572435547558,-0.004800062421230695,-0.00497814677181648,0.0050552474699214825
0.1,1.25,validated,-247.97900011619166,0.010150417170802499,0.00924920548613296,0.005300885796887323,0.004073531678001504,-0.006191450212741175,-0.006216957374969062,0.0064962669893135995,0.005919491511125094
0.1,1.25,validated,-236.72461805206734,0.012486553983132148,-0.011067087772881352,0.005606694164528709,-0.005877439381116531,-0.008311359007530049,0.006676219830357833,0.007991394549204573,-0.0070829361746440654
0.1,1.25,validated,-226.44266989894763,-0.009418246533282324,-0.01756933742338512,-0.005284580342320086,-0.008139607065259876,0.005466586275868485,0.011504052831918408,-0.006027677781300688,-0.011244375950966477
0.1,1.25,validated,-217.0123374461724,-0.0232111481369424,0.0034643029386592058,-0.01111906430679861,0.002626004149742018,0.01492021501682664,-0.001492202232493735,-0.014855134807643137,0.0022171538807418917
0.1,1.25,validated,-208.33202099744278,-0.007885742040580242,0.02610715371874052,-0.0027621614666255463,0.012986266190894933,0.005840865897681148,-0.01641697936254362,-0.005046874905971356,0.01670857837999393
0.1,1.25,validated,-200.31566417035083,0.021346425127492897,0.02293313197711189,0.011289636562886493,0.010255842923391609,-0.012912872015905278,-0.01529645044929553,0.013661712081595456,0.01467720446535161
0.1,1.25,validated,-192.88989100823065,0.03525357267776697,-0.005143138412905374,0.016892692494233825,-0.003930934829632583,-0.02265746220875962,0.0021907523756524226,0.022562286513770863,-0.003291608584259439
0.1,1.25,validated,-185.99175338119332,0.020241746343128794,-0.03466712908371741,0.008407639828790177,-0.01764214048038472,-0.0139912859380462,0.021497245336303816,0.012954717659602426,-0.022186962613579143
0.1,1.25,validated,-179.5669421041473,-0.01357408933551674,-0.04276218974801969,-0.008326779680522034,-0.02019186674159317,0.007338760429569219,0.02771036851550014,-0.008687417174730714,-0.0273678014387326
0.1,1.25,validated,-173.56835409596627,-0.04407851979506774,-0.023116946781842986,-0.022324893168231927,-0.009419121952343816,0.02741441151641975,0.01611758173465535,-0.02821025266884336,-0.014794845940379511
0.1,1.25,validated,-167.95493556082093,-0.05318173878267748,0.013425781385733426,-0.025252628022046288,0.008679227700267121,0.034355353121485015,-0.006921506108107124,-0.034036312820913586,0.008592500086869395
0.1,1.25,validated,-162.69074108645503,-0.03581527131494856,0.04823980805010056,-0.01540982773206305,0.02486082394774104,0.024350273897530663,-0.02967691243910385,-0.02292177364156708,0.030873477152064364
0.1,1.25,validated,-157.74416306088344,0.00032054882391036195,0.06545063026333049,0.002821351085768083,0.03173828432733211,0.001821892759065918,-0.041779388020124014,0.00020515124730263206,0.041888403368531515
0.1,1.25,validated,-153.08729649208888,0.04068539195812482,0.058118953594038465,0.022104477106844867,0.026537462761630982,-0.024165254913581253,-0.038350201800661746,0.026038650853199886,0.037196130300184614
0.1,1.25,validated,-148.69541226278764,0.07083742956610982,0.029007733313758936,0.03554608272889178,0.01118694626547741,-0.04430909752420398,-0.020705480899796968,0.04533595492231029,0.01856494932080572
0.1,1.25,validated,-144.54651782095425,0.08130759492598641,-0.012379905480170228,0.038939612796347625,-0.009317437918654164,-0.05227240729975723,0.005383222379300328,0.052036860752631316,-0.007923139507308948
0.1,1.25,validated,-140.62098882930673,0.06944220330083124,-0.05409571599871159,0.03148437444804931,-0.029071282645902946,-0.04599171061680195,0.032372905567091104,0.04444301011253198,-0.03462125823917542
0.1,1.25,validated,-136.9012587524784,0.03871302015094163,-0.08552486565974537,0.015296935911483352,-0.043066538834622546,-0.027353975255541937,0.0533818739104329,0.024776332896602648,-0.05473591402223703
0.1,1.25,validated,-133.37155602163773,-0.0034075202239307704,-0.09973359436084198,-0.005715266830719578,-0.04824386523528477,-0.000913299032090112,0.0637537621890988,-0.0021808129433156936,-0.06382950039093886
0.1,1.25,validated,-130.0176804808289,-0.04794106770853699,-0.09426449865533693,-0.027096574429899267,-0.043776822933589324,0.027676575215546773,0.061642313104805294,-0.030682283333463675,-0.06032927913941563
0.1,1.25,validated,-126.8268124322283,-0.08653563118855218,-0.07072250344882793,-0.04486064743147116,-0.030784173436616,0.053035859648115864,0.04781317037057358,-0.055382803960673396,-0.04526240220724986
0.1,1.25,validated,-123.78734886601565,-0.11288463157363969,-0.03365537454953459,-0.05613327832312961,-0.011728995152518436,0.07099899780000232,0.02497337739619624,-0.0722461642071294,-0.021539439711702142
0.1,1.25,validated,-120.88876246445128,-0.12338203024267953,0.010805369053505138,-0.059414850225214644,0.010267319614878498,0.07907483589233875,-0.0030756851757259922,-0.0789644993553149,0.006915436194243297
0.1,1.25,validated,-118.12147976899011,-0.11714295657554011,0.056207571039711704,-0.05453889616625589,0.03203866626297336,0.07649889515708443,-0.032243759554528996,-0.07497149220834567,0.035972845465415494
0.1,1.25,validated,-115.4767755391728,-0.09559334626169404,0.0967568369074914,-0.04243317401917007,0.050832153552053116,0.06400177896552718,-0.058788813750645666,-0.061179741607484184,0.06192437562079449
0.1,1.25,validated,-112.94668084713162,-0.06183349266974518,0.12794396244134051,-0.02478535764524742,0.06458655807222013,0.043422428529891303,-0.07973716111995197,-0.03957343530863692,0.08188413596245793
0.1,1.25,validated,-110.52390286832707,-0.019942512934486956,0.14683878349469334,-0.0036936515254064823,0.07204654679000556,0.017273343240247742,-0.09309252512527526,-0.01276320827807165,0.09397682143660376
0.1,1.25,validated,-108.20175466799492,0.02566097486266899,0.15211381274167557,0.01864431958975361,0.07274810364972054,-0.011666692297840526,-0.09787091841240365,0.016423023912108148,0.09735284015467238
0.1,1.25,validated,-105.9740935595918,0.07073633667653587,0.1438778552189215,0.040175775499897315,0.06691673582094192,-0.040688009795780106,-0.09401048132340119,0.04527125547298296,0.09208182734010975
0.1,1.25,validated,-103.83526683866172,0.11159096022803967,0.12339747164785944,0.059160947886666905,0.05531727840254786,-0.06739483294202475,-0.08220518158320128,0.0714182145459454,0.07897438185463006
0.1,1.25,validated,-101.78006388270059,0.1453050932593357,0.09277137461301838,0.07426889155443911,0.039086780032808216,-0.0898588465397338,-0.06370398092704702,0.09299525968597484,0.05937367975233175
0.1,1.25,validated,-99.80367376246518,0.1698304931782336,0.0546061749766348,0.08461213418180678,0.01957318326894414,-0.10669219244410301,-0.04010695641402717,0.1086915156340695,0.03494795198504629
0.1,1.25,validated,-97.90164763879704,0.18398982212803142,0.011725292701318316,0.08973452660680263,-0.001805863647333309,-0.11705609611641338,-0.013179513605382852,0.1177534861619401,0.007504187328843726
0.1,1.25,validated,-96.06986532629689,0.18740527502281476,-0.03307126586390464,0.08956683450738713,-0.02367663635201351,-0.12062275596610848,0.015303129223941603,0.11993937601460145,-0.02116561015289898
0.1,1.25,validated,-94.30450549492643,0.18038274722734407,-0.07718956654119084,0.08436310614693278,-0.04479322755914324,-0.1175070765779296,0.04367609698938317,0.11544495822550019,-0.04940132258636214
0.1,1.25,validated,-92.60201905598082,0.16377351028864043,-0.11836777355279819,0.074628435521166,-0.06409305073412805,-0.10818229453354865,0.07046956831403166,0.10481504658472987,-0.07575537507379085
0.1,1.25,validated,-90.9591053423711,0.13883038794309485,-0.1547512519434444,0.06104613164438407,-0.08072741565652808,-0.09339051771728578,0.09446115763163994,0.08885144828358071,-0.09904080124380443
0.1,1.25,validated,-89.37269074681855,0.10707051315201652,-0.18492505998140618,0.0444098159511293,-0.09407170110400534,-0.07405614524280597,0.11470090054933907,0.06852512841729058,-0.11835203838809996
0.1,1.25,validated,-87.83990952706584,0.07015250240343816,-0.20791290687465633,0.025563879676362658,-0.10371984645003132,-0.051207449940266166,0.13051439157005487,0.04489760153820043,-0.13306426039978006
0.1,1.25,validated,-86.35808652590124,0.029772318679073696,-0.22315154216623612,0.005354008144797309,-0.10946768590532255,-0.02590932695071273,0.14148966410391062,0.01905428395460716,-0.1428169869863911
0.1,1.25,validated,-84.92472158678746,-0.012420485252631048,-0.2304485323507493,-0.01541173140824218,-0.1112890536895173,0.0007914656664928658,0.14745283748155893,-0.007949110561683872,-0.14748706070447956
0.1,1.25,validated,-83.5374754741086,-0.054886435611223326,-0.22993022367579308,-0.0359916572564621,-0.10930794652983104,0.02790855040660002,0.14843687900388142,-0.035127318791182915,-0.14715534315250756
0.1,1.25,validated,-82.19415713123941,-0.09624118922401768,-0.22198529835219086,-0.05573002958440551,-0.10376930672769441,0.054546429080696394,0.14464697736279508,-0.061594361103371326,-0.14207059094540217
0.1,1.25,validated,-80.89271213044971,-0.13528422164811235,-0.20720805998777958,-0.07406865761764192,-0.09501034036252487,0.07992054705861057,0.1364252366158145,-0.0865819018547919,-0.1326131583921789
0.1,1.25,validated,-79.63121218657648,-0.17101371648894922,-0.1863444081476066,-0.09055192222189604,-0.08343370207590427,0.1033684680935894,0.12421665908056446,-0.10944877855292749,-0.11926042121446821
0.1,1.25,validated,-78.40784562189303,-0.202630291393179,-0.16024247769655897,-0.10482657296105463,-0.06948339751959663,0.12435378047556844,0.10853775957765732,-0.12968338649163455,-0.10255518572579776
0.1,1.25,validated,-77.22090868300971,-0.22953207724657962,-0.12980910725486494,-0.11663756785472137,-0.0536238658062208,0.14246430446992495,0.08994863199355947,-0.14690052943781096,-0.08307782864311357
0.1,1.25,validated,-76.06879762228819,-0.2513034103653281,-0.09597268833342161,-0.12582107456710953,-0.0363224174955069,0.15740602612218824,0.06902889013080654,-0.16083418263381002,-0.061422520533389834
0.1,1.25,validated,-74.95000146637061,-0.2676991240820812,-0.059652460728739296,-0.13229559933935206,-0.018034979022710423,0.16899402308539277,0.04635758619978412,-0.171327439412532,-0.03817757486639316
0.1,1.25,validated,-73.86309540325848,-0.27862608155171165,-0.021734018010374393,-0.13605203052632076,0.0008050378725581176,0.1771414375665031,0.022497007067943466,-0.17832069219309543,-0.013909771526639617
0.1,1.25,validated,-72.80673472708104,-0.2841233044167174,0.016949463382557525,-0.1371432340846993,0.01979503289477409,0.18184737596214712,-0.0020199202569371557,-0.18183891482669914,0.010847656564836801
0.1,1.25,validated,-71.77964928644315,-0.2843417430019842,0.055630851957293906,-0.1356736846414608,0.038569004330994985,0.18318442048593217,-0.02669895201256653,-0.18197871552126987,0.03560374525266809
0.1,1.25,validated,-70.78063838816216,-0.2795244908753493,0.09361822298785395,-0.1317894940355166,0.05680118774966283,0.18128628610762745,-0.05109098718835812,-0.17889567416022356,0.059915662712226515
0.1,1.25,validated,-69.80856611339988,-0.2699880170542052,0.13030021368419567,-0.12566908858611853,0.07420788947015514,0.17633600907617503,-0.07479606618443496,-0.17279233091469134,0.08339213675788522
0.1,1.25,validated,-68.8623570077751,-0.2561048084924322,0.1651482337487476,-0.11751469859708205,0.09054785196282333,0.16855493809679115,-0.09746531896844908,-0.16390707743515665,0.10569486959919847
0.1,1.25,validated,-67.94099211107675,-0.23828766401230922,0.19771613282279532,-0.10754475259078096,0.10562145280255751,0.15819270069280347,-0.1188012391318604,-0.1525041049678779,0.12653832500658901
0.1,1.25,validated,-67.04350529576425,-0.2169757628659372,0.22763787640824878,-0.09598721356462778,0.11926900977785114,0.14551824044448533,-0.13855663204404356,-0.1388644882341998,0.14568824090127924
0.1,1.25,validated,-66.16897988659441,-0.1926225375551238,0.2546237177233883,-0.0830738517890973,0.13136842983757058,0.13081195910610605,-0.15653254727452928,-0.12327842403527924,0.16295917934296852
0.1,1.25,validated,-65.3165455365109,-0.16568531815880558,0.27845527953990534,-0.06903542139478383,0.14183240140365933,0.11435895551972583,-0.17257546053525996,-0.10603860362163554,0.1782113789055394
0.1,1.25,validated,-64.48537533641556,-0.13661665708038614,0.298979908550207,-0.05409768179330564,0.1506053022190908,0.09644331442030991,-0.1865739393355831,-0.08743466053144713,0.19134714147213253
0.1,1.25,validated,-63.67468313864361,-0.10585722637768333,0.3161045872617798,-0.03847820001003116,0.15765995659612952,0.07734338513623285,-0.198454977568846,-0.06774862488171736,0.20230693584753912
0.1,1.25,validated,-62.88372107593478,-0.07383013789724946,0.32978965330162213,-0.022383851090470794,0.16299435718731753,0.05732796233608457,-0.20818016313900445,-0.047251288254239646,0.2110653781130382
0.1,1.25,validated,-62.11177725943954,-0.04093655514911231,0.3400425056426376,-0.006008945687090968,0.16662843302548408,0.036653290737013455,-0.21574179724659812,-0.026199395295431863,0.21762720361128807
0.1,1.25,validated,-61.35817364086883,-0.00755242859471559,0.34691145529363815,0.010466103248945452,0.16860093340313986,0.015560791228832242,-0.22115907108614993,-0.004833554300617975,0.2220233313879284
0.1,1.25,validated,-60.62226402529052,0.02597377175952497,0.3504798223564999,0.026875639998889263,0.16896647189015104,-0.0057245689106939,-0.22447436889257483,0.016623213926095955,0.2243070863081599
0.1,1.25,validated,-59.90343222233371,0.05932248802604426,0.35086036586349395,0.04306923372729151,0.16779276582972005,-0.02699536214059981,-0.22574975748616052,0.03796639233666833,0.22455063415263612
0.1,1.25,validated,-59.201090324681466,0.09220377975487598,0.3481900955911541,0.058911809327289386,0.16515809072292795,-0.04806231141394034,-0.2250636970995212,0.05901041904312063,0.22284166117833862
0.1,1.25,validated,-58.51467710374495,0.12435744302629108,0.34262550114646884,0.0742835108722759,0.16114896091735592,-0.06875451389616567,-0.22250800035000615,0.07958876353682628,0.21928032073374004
0.1,1.25,validated,-57.84365651331666,0.1555526336428938,0.3343382135600898,0.08907934211311504,0.1558580403114049,-0.08891933481718092,-0.21818505187671175,0.09955368553145204,0.21397645667845747
0.1,1.25,validated,-57.18751629281833,0.18558710612120255,0.3235111013114636,0.10320863828710519,0.14938227945850754,-0.10842204268252084,-0.21220529332895988,0.11877574791756962,0.2070471048393367
0.1,1.25,validated,-56.54576666249481,0.21428614197691917,0.3103347945462776,0.11659440463797681,0.14182127305081227,-0.1271452329395632,-0.20468497199973645,0.13714313086522825,0.19861426850961764
