label,budget,n_points,ci_pinn_p95,ci_gep_median,ci_gep_p95,ci_gep_p99,ci_gep_max,overlap_defect_median,overlap_defect_p95,overlap_defect_p99,overlap_defect_max,modal_rel_max_p95,fraction_ci_below_1pct,fraction_overlap_below_1pct,fraction_joint_below_1pct,n_ci_catastrophic_10pct,primary_budget_pass
N340_p1f_seed1234,340,372,0.08468218688144835,0.0002495004269159011,0.003870122592428479,0.01460363131625297,0.04114877178473201,1.732232079998397e-09,1.7366137439189795e-08,6.827521514007935e-07,1.3843802440405284e-05,0.0037589665075299047,0.978494623655914,1.0,0.978494623655914,0,True
