chart_id,n,median_ci_std,p95_ci_std,max_ci_std,median_ci_range,max_ci_range
ETAEDGE_HM2B,32,0.0086100118774182,0.0123076879430463,0.0144265745077904,0.0156226198591847,0.028834257048859
HM2_NEUTRAL3,14,0.0009248951928261,0.002978452314435,0.0056077314749954,0.0017993251347831,0.0110177047199474
MID,43,4.790875774085534e-05,0.0001669580779449,0.0002548923428866,8.827436979319536e-05,0.0004800646734455
NEUTRAL3_LOWM,21,0.0001168998774515,0.0008542338984165,0.0008663884780025,0.0002092597356357,0.0017284256540195
