Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.85,0.08,0.4557373020033783,0.0250701844317049,0.0020056147545363,6.238932981350587e-15,8.243405957841787e-15,1.0338182941482785e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,5,26,0,False,False,0.00027816272,0.2,0.439484,0.027816272,2026-07-23T11:49:45.478888+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,0.439484,0.027816272,0.05,16.677102358790215,,,,,
1.85,0.075,0.4534301112971537,0.0249820528631137,0.0018736539647335,1.5664552988070568e-14,2.3531523951625388e-14,2.8268548597372126e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.000250701844317,0.2,0.4557373020033783,0.0250701844317049,2026-07-23T11:49:46.404669+00:00,continuation,,,,,,,,low,0.075,0.08,0.075,-0.005
1.85,0.07,0.4510589206247342,0.0247650899140801,0.0017335562939856,3.068352863455637e-13,2.6552197940343797e-13,4.0577064271960813e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002489423111168,0.2,0.4511229205909292,0.0248942311116841,2026-07-23T11:49:47.134774+00:00,continuation,,,,,,,,low,0.07,0.075,0.07,-0.0049999999999999
1.85,0.065,0.4486243105314618,0.0244076340678053,0.0015864962144073,4.45636583190634e-13,3.943035134512663e-13,5.95035482133491e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002455001123458,0.2,0.4486877299523146,0.0245500112345865,2026-07-23T11:49:47.874737+00:00,continuation,,,,,,,,low,0.065,0.07,0.065,-0.005
1.85,0.06,0.4461278442170976,0.0238968792501489,0.0014338127550089,6.845730579629894e-13,6.134285787662286e-13,9.1920340128611e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002405533768925,0.2,0.4461897004381894,0.0240553376892521,2026-07-23T11:49:48.590680+00:00,continuation,,,,,,,,low,0.06,0.065,0.06,-0.005
1.85,0.055,0.4435723598073116,0.0232188116701575,0.0012770346418586,1.1198034687021077e-12,9.929401051378406e-13,1.496626159369272e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002339681250176,0.2,0.4436313779027334,0.0233968125017677,2026-07-23T11:49:49.313310+00:00,continuation,,,,,,,,low,0.055,0.06,0.055,-0.0049999999999999
1.85,0.05,0.4409623344477715,0.0223581821587575,0.0011179091079378,1.954242757201685e-12,1.674147799557435e-12,2.5732927561469268e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002255998407703,0.2,0.4410168753975255,0.0225599840770374,2026-07-23T11:49:50.029923+00:00,continuation,,,,,,,,low,0.05,0.055,0.05,-0.0049999999999999
1.85,0.085,0.457980661033861,0.0250400808661877,0.0021284068736259,1.3563802858662656e-14,1.86465426432747e-14,2.3057976939361502e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.000250701844317,0.2,0.4557373020033783,0.0250701844317049,2026-07-23T11:49:50.977246+00:00,continuation,,,,,,,,high,0.085,0.08,0.085,0.005
1.85,0.09,0.4601609208281758,0.0249013621796004,0.002241122596164,1.666063120797645e-13,1.4222130417795853e-13,2.1905378925482962e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002501001344817,0.2,0.4602240200643437,0.0250100134481772,2026-07-23T11:49:51.722073+00:00,continuation,,,,,,,,high,0.09,0.085,0.09,0.0049999999999999
1.85,0.095,0.4622792317337927,0.0246627575436747,0.0023429619666491,1.3091090711458977e-13,1.1485343925921046e-13,1.7415216941294152e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002476341197591,0.2,0.4623411806224906,0.024763411975915,2026-07-23T11:49:52.442472+00:00,continuation,,,,,,,,high,0.095,0.09,0.095,0.005
1.85,0.1,0.4643370477731309,0.0243321927216004,0.00243321927216,1.0150387474983093e-13,9.54843842881914e-14,1.393567516560442e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002442643921529,0.2,0.4643975426394096,0.0244264392152962,2026-07-23T11:49:53.182803+00:00,continuation,,,,,,,,high,0.1,0.095,0.1,0.005
1.85,0.105,0.4663360374564442,0.0239168690061534,0.0025112712456461,8.435786791327615e-14,8.572916682103584e-14,1.2027360443049312e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002400605859229,0.2,0.4663948638124692,0.0240060585922983,2026-07-23T11:49:53.932666+00:00,continuation,,,,,,,,high,0.105,0.1,0.105,0.0049999999999999
1.85,0.11,0.4682780135578279,0.023423336656071,0.0025765670321678,7.15504044901394e-14,7.817965025358475e-14,1.0597885683699081e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002350863440883,0.2,0.4683350271397575,0.0235086344088384,2026-07-23T11:49:54.662104+00:00,continuation,,,,,,,,high,0.11,0.105,0.11,0.005
1.85,0.115,0.4701648792066537,0.0228575615332241,0.0026286195763207,6.290454268587099e-14,7.605114454856121e-14,9.869527890261377e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002293998850612,0.2,0.4702199896592115,0.0229399885061243,2026-07-23T11:49:55.379112+00:00,continuation,,,,,,,,high,0.115,0.11,0.115,0.005
1.85,0.12,0.4719985865793722,0.0222249860031717,0.0026669983203806,6.042562283870012e-14,7.923349476524066e-14,9.96453841788884e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002230545233228,0.2,0.4720517448554795,0.022305452332288,2026-07-23T11:49:56.101114+00:00,continuation,,,,,,,,high,0.12,0.115,0.12,0.0049999999999999
1.85,0.125,0.4737811036592556,0.021530581350278,0.0026913226687847,5.6130447512181553e-14,8.683505303697103e-14,1.0339706753023193e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002160991679375,0.2,0.4738322939520908,0.021609916793758,2026-07-23T11:49:56.835399+00:00,continuation,,,,,,,,high,0.125,0.12,0.125,0.005
1.85,0.13,0.4755143909772433,0.0207788968142683,0.0027012565858548,5.775241396221986e-14,1.0462984645354113e-13,1.19510443423808e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002085787290101,0.2,0.475563620739139,0.0208578729010125,2026-07-23T11:49:57.553487+00:00,continuation,,,,,,,,high,0.13,0.125,0.13,0.005
1.85,0.135,0.4772003825162603,0.0199741023563701,0.0026965038181099,6.498274141009123e-14,1.3052666586466088e-13,1.4580798051861096e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002005345539879,0.2,0.477247678295231,0.0200534553987988,2026-07-23T11:49:58.280621+00:00,continuation,,,,,,,,high,0.135,0.13,0.135,0.005
1.85,0.14,0.4788409718825811,0.0191200257294819,0.0026768036021274,7.448902605844412e-14,1.748262992706806e-13,1.9003381256980882e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001920047866394,0.2,0.4788863740552773,0.0192004786639488,2026-07-23T11:49:59.007520+00:00,continuation,,,,,,,,high,0.14,0.135,0.14,0.005
1.85,0.145,0.480438002805767,0.0182201871119789,0.0026419271312369,9.762676778102276e-14,2.511879593214417e-13,2.6949281381038733e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001830246873544,0.2,0.4804815612489019,0.0183024687354453,2026-07-23T11:49:59.746078+00:00,continuation,,,,,,,,high,0.145,0.14,0.145,0.0049999999999999
1.85,0.15,0.4819932616181666,0.0172778284543149,0.0025916742681472,1.2689849171465544e-13,3.860635769403764e-13,4.063844394652094e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001736269726267,0.2,0.4820350337289529,0.0173626972626735,2026-07-23T11:50:00.528910+00:00,continuation,,,,,,,,high,0.15,0.145,0.15,0.005
1.85,0.155,0.4835084726763262,0.016295939689047,0.0025258706518022,1.8164636461648345e-13,6.212638910263468e-13,6.47274458071367e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001638420913364,0.2,0.4835485204305662,0.0163842091336411,2026-07-23T11:50:01.351916+00:00,continuation,,,,,,,,high,0.155,0.15,0.155,0.005
1.85,0.16,0.4849852952765193,0.0152772826546179,0.0024443652247388,2.553582345576899e-13,1.0450906633152623e-12,1.075835639168528e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001536985108118,0.2,0.4850236837344857,0.0153698510811836,2026-07-23T11:50:02.105622+00:00,continuation,,,,,,,,high,0.16,0.155,0.16,0.005
1.85,0.165,0.486425322193995,0.0142244122830798,0.0023470280267081,3.77420317221322e-13,1.8625118808346386e-12,1.900367491329408e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001432230173666,0.2,0.4864621178767124,0.0143223017366689,2026-07-23T11:50:02.873165+00:00,continuation,,,,,,,,high,0.165,0.16,0.165,0.005
1.85,0.17,0.4878300785202733,0.0131396943212481,0.0022337480346121,5.631849153697743e-13,3.476821261449992e-12,3.5221390280582014e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001324410298436,0.2,0.4878653491114708,0.0132441029843662,2026-07-23T11:50:03.658812+00:00,continuation,,,,,,,,high,0.17,0.165,0.17,0.005
1.85,0.175,0.4892010234762688,0.0120253228439984,0.0021044314976997,8.12138550854158e-13,6.829868701846431e-12,6.877984843705672e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001213769422735,0.2,0.4892348348465516,0.0121376942273539,2026-07-23T11:50:04.441908+00:00,continuation,,,,,,,,high,0.175,0.17,0.175,0.0049999999999999
1.85,0.18,0.4905395491810024,0.0108833347589581,0.0019590002566124,1.0803406780279799e-12,1.420094293894114e-11,1.4241977262152338e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0001100546070303,0.2,0.4905719684322643,0.0110054607030352,2026-07-23T11:50:05.224361+00:00,continuation,,,,,,,,high,0.18,0.175,0.18,0.005
1.85,0.185,0.4918469843555616,0.0097156225772121,0.0017973901767842,1.121040760221348e-12,3.16767961687503e-11,3.1696626759051686e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,9.849795885909202e-05,0.2,0.4918780748857361,0.0098497958859092,2026-07-23T11:50:06.118051+00:00,continuation,,,,,,,,high,0.185,0.18,0.185,0.005
1.85,0.19,0.4931245944958533,0.0085239478738431,0.0016195500960302,-4.0455139238559923e-13,7.704506694086731e-11,7.704612905105491e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,8.673198440867424e-05,0.2,0.4931544195301208,0.0086731984408674,2026-07-23T11:50:06.959695+00:00,continuation,,,,,,,,high,0.19,0.185,0.19,0.005
1.85,0.195,0.4943735840173588,0.007309950569727,0.0014254403610967,-9.510371656862304e-12,2.090358357329652e-10,2.0925206758746942e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,7.478438646475804e-05,0.2,0.4944022046361449,0.0074784386464758,2026-07-23T11:50:07.775852+00:00,continuation,,,,,,,,high,0.195,0.19,0.195,0.005
1.85,0.2,0.4955951008506211,0.0060751576994105,0.0012150315398821,-5.601116445652643e-11,6.561406543960369e-10,6.585269993667955e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,6.268853132692841e-05,0.2,0.4956225735388643,0.0062688531326928,2026-07-23T11:50:08.602735+00:00,continuation,,,,,,,,high,0.2,0.195,0.2,0.005
1.85,0.205,0.496790233883972,0.0048209924504837,0.0009883034523491,3.844841112154995e-14,3.581119775719621e-15,3.8614825347523926e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,5.048945368461688e-05,0.2,0.4968166176838833,0.0050489453684616,2026-07-23T11:50:09.691216+00:00,continuation,,,,,,,,high,0.205,0.2,0.205,0.0049999999999999
1.85,0.21,0.4979600225531241,0.0035487879533637,0.0007452454702063,1.3905543383430086e-14,1.0504010855560965e-13,1.0595654081821813e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,3.5668272015569925e-05,0.2,0.4979853669173228,0.0035668272015569,2026-07-23T11:50:10.506529+00:00,continuation,,,,,,,,high,0.21,0.205,0.21,0.005
