Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step
1.85,0.05,0.4409623344477715,0.0223581821587575,0.0011179091079378,1.954242757201685e-12,1.674147799557435e-12,2.5732927561469268e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002255998407703,0.2,0.4410168753975255,0.0225599840770374,2026-07-23T11:49:50.029923+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:50.041275+00:00,0.05,-0.0049999999999999
1.85,0.055,0.4435723598073116,0.0232188116701575,0.0012770346418586,1.1198034687021077e-12,9.929401051378406e-13,1.496626159369272e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002339681250176,0.2,0.4436313779027334,0.0233968125017677,2026-07-23T11:49:49.313310+00:00,continuation,,,,,,,,low,True,converged,0.055,0.06,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:49.325062+00:00,0.055,-0.0049999999999999
1.85,0.06,0.4461278442170976,0.0238968792501489,0.0014338127550089,6.845730579629894e-13,6.134285787662286e-13,9.1920340128611e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002405533768925,0.2,0.4461897004381894,0.0240553376892521,2026-07-23T11:49:48.590680+00:00,continuation,,,,,,,,low,True,converged,0.06,0.065,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:48.601837+00:00,0.06,-0.005
1.85,0.065,0.4486243105314618,0.0244076340678053,0.0015864962144073,4.45636583190634e-13,3.943035134512663e-13,5.95035482133491e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002455001123458,0.2,0.4486877299523146,0.0245500112345865,2026-07-23T11:49:47.874737+00:00,continuation,,,,,,,,low,True,converged,0.065,0.07,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:47.886228+00:00,0.065,-0.005
1.85,0.07,0.4510589206247342,0.0247650899140801,0.0017335562939856,3.068352863455637e-13,2.6552197940343797e-13,4.0577064271960813e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002489423111168,0.2,0.4511229205909292,0.0248942311116841,2026-07-23T11:49:47.134774+00:00,continuation,,,,,,,,low,True,converged,0.07,0.075,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:47.152039+00:00,0.07,-0.0049999999999999
1.85,0.075,0.4534301112971537,0.0249820528631137,0.0018736539647335,1.5664552988070568e-14,2.3531523951625388e-14,2.8268548597372126e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.000250701844317,0.2,0.4557373020033783,0.0250701844317049,2026-07-23T11:49:46.404669+00:00,continuation,,,,,,,,low,True,converged,0.075,0.08,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:46.416306+00:00,0.075,-0.005
1.85,0.08,0.4557373020033783,0.0250701844317049,0.0020056147545363,6.238932981350587e-15,8.243405957841787e-15,1.0338182941482785e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,5,26,0,False,False,0.00027816272,0.2,0.439484,0.027816272,2026-07-23T11:49:45.478888+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,0.439484,0.027816272,0.05,16.677102358790215,anchor,True,anchor_converged,0.08,0.08,0.0,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:45.489661+00:00,,
1.85,0.085,0.457980661033861,0.0250400808661877,0.0021284068736259,1.3563802858662656e-14,1.86465426432747e-14,2.3057976939361502e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.000250701844317,0.2,0.4557373020033783,0.0250701844317049,2026-07-23T11:49:50.977246+00:00,continuation,,,,,,,,high,True,converged,0.085,0.08,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:50.988854+00:00,0.085,0.005
1.85,0.09,0.4601609208281758,0.0249013621796004,0.002241122596164,1.666063120797645e-13,1.4222130417795853e-13,2.1905378925482962e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002501001344817,0.2,0.4602240200643437,0.0250100134481772,2026-07-23T11:49:51.722073+00:00,continuation,,,,,,,,high,True,converged,0.09,0.085,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:51.733537+00:00,0.09,0.0049999999999999
1.85,0.095,0.4622792317337927,0.0246627575436747,0.0023429619666491,1.3091090711458977e-13,1.1485343925921046e-13,1.7415216941294152e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002476341197591,0.2,0.4623411806224906,0.024763411975915,2026-07-23T11:49:52.442472+00:00,continuation,,,,,,,,high,True,converged,0.095,0.09,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.8,0.08,,,2026-07-23T11:49:52.453778+00:00,0.095,0.005
