line_id,alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag,source_csv,source_label
M1.20_anchor0.200,0.15,1.2,validated,-272.47456334202644,0.0014584926247554,-0.0020316400210404,0.0007476011592359,-0.0012217789450111,-0.0009690719329655,0.0011808485540368,0.0010128421005245,-0.0014108611257225,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-258.9804584169946,-0.0033611641931707,-0.0001860595562825,-0.0019276512322384,3.511016174170203e-05,0.0020413848313786,0.0002458965730465,-0.002334141800813,-0.0001292080251961,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-246.75423304375997,0.0013489685114253,0.0041947687503397,0.0009469498403248,0.0023392191303208,-0.0006568852696755,-0.0026099957473699,0.0009367836884898,0.0029130338544026,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-235.62521042933085,0.0049306974504335,-0.0027175551887648,0.0027019978347251,-0.0017596131493679,-0.0031125099493132,0.0014620667937219,0.0034240954516899,-0.0018871911033089,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-225.45203260544304,-0.0036507150075817,-0.006023728240955,-0.0023385910570836,-0.0032870613045319,0.0019877680531371,0.0038155239643052,-0.0025352187552651,-0.0041831446117743,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-216.11662417785743,-0.0077776585963272,0.003788271809592,-0.0042830825208785,0.0024909375517775,0.0048900132132162,-0.0020024772120385,-0.005401151803005,0.0026307443122167,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-207.51958841136687,0.0025321601945783,0.0101429292956701,0.0018729658612713,0.0056869112324459,-0.0011436110257713,-0.0062821958555511,0.0017584445795682,0.0070437008997709,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-199.5766542119955,0.0124239547065196,0.00084112178889,0.0071316771049888,-4.216821195267828e-05,-0.007539575419059,-0.0010024059809449,0.0086277463239719,0.0005841123533959,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-192.21590440362124,0.0066591415095402,-0.0130418270706348,0.0032549697309319,-0.0077293206429624,-0.0045729983868703,0.0076868538532175,0.0046244038260696,-0.0090568243546075,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
M1.20_anchor0.200,0.15,1.2,validated,-185.3755919477565,-0.0097769277066779,-0.0139366210605158,-0.0061705987407258,-0.0075490439994815,0.0054099517286993,0.0088801215644563,-0.0067895331296374,-0.0096782090698026,assets/classic_supersonic/shooting/experiment_ci_alpha_spectral_continuation_core_2026-05-25/assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_spectral_continuation_core_fields.csv,spectral_fields
