line_id,alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag
M1.20_anchor0.200,0.15,1.2,validated,-272.47456334202644,0.001458492624755413,-0.0020316400210404336,0.0007476011592359055,-0.0012217789450111652,-0.000969071932965526,0.0011808485540368647,0.0010128421005245922,-0.0014108611257225236
M1.20_anchor0.200,0.15,1.2,validated,-258.9804584169946,-0.0033611641931707353,-0.00018605955628252363,-0.0019276512322384145,3.511016174170203e-05,0.0020413848313786645,0.00024589657304655905,-0.002334141800813011,-0.00012920802519619698
M1.20_anchor0.200,0.15,1.2,validated,-246.75423304375997,0.0013489685114253778,0.004194768750339763,0.0009469498403248117,0.0023392191303208383,-0.0006568852696755615,-0.0026099957473699254,0.0009367836884898457,0.0029130338544026135
M1.20_anchor0.200,0.15,1.2,validated,-235.62521042933085,0.004930697450433509,-0.0027175551887648605,0.00270199783472518,-0.001759613149367939,-0.003112509949313226,0.0014620667937219384,0.0034240954516899366,-0.001887191103308931
M1.20_anchor0.200,0.15,1.2,validated,-225.45203260544304,-0.003650715007581767,-0.006023728240955011,-0.0023385910570836686,-0.0032870613045319695,0.001987768053137127,0.0038155239643052233,-0.0025352187552651157,-0.004183144611774312
M1.20_anchor0.200,0.15,1.2,validated,-216.11662417785746,-0.007777658596327272,0.0037882718095920663,-0.004283082520878555,0.0024909375517775515,0.004890013213216236,-0.002002477212038554,-0.0054011518030050495,0.0026307443122167125
M1.20_anchor0.200,0.15,1.2,validated,-207.51958841136687,0.002532160194578313,0.010142929295670173,0.0018729658612713846,0.005686911232445927,-0.0011436110257713552,-0.006282195855551192,0.0017584445795682734,0.007043700899770953
M1.20_anchor0.200,0.15,1.2,validated,-199.5766542119955,0.012423954706519651,0.0008411217888900963,0.007131677104988867,-4.216821195267828e-05,-0.007539575419059041,-0.0010024059809449748,0.008627746323971982,0.0005841123533959006
M1.20_anchor0.200,0.15,1.2,validated,-192.21590440362124,0.006659141509540291,-0.013041827070634877,0.003254969730931957,-0.0077293206429624286,-0.00457299838687038,0.007686853853217581,0.004624403826069647,-0.009056824354607555
M1.20_anchor0.200,0.15,1.2,validated,-185.3755919477565,-0.009776927706677999,-0.01393662106051582,-0.006170598740725817,-0.007549043999481558,0.005409951728699395,0.008880121564456304,-0.006789533129637499,-0.009678209069802653
M1.20_anchor0.200,0.15,1.2,validated,-179.0024035733218,-0.019563711676197245,0.000994304069150189,-0.011132548055979281,0.0013908494879316534,0.01196379455613523,0.0001650958043835741,-0.013585910886248085,0.0006904889369098543
M1.20_anchor0.200,0.15,1.2,validated,-173.05006740529282,-0.012180240370397874,0.018718397796718515,-0.006169724700452119,0.011203894503129766,0.008162010352501928,-0.010929247093363478,-0.008458500257220745,0.012998887358832305
M1.20_anchor0.200,0.15,1.2,validated,-167.47822762425196,0.007605273402037686,0.024074964314343885,0.005356653796088924,0.013431196164314504,-0.0036866437013177364,-0.01497410999586116,0.00528143986252617,0.016718725218294365
M1.20_anchor0.200,0.15,1.2,validated,-162.25152826055285,0.02566946394965563,0.011979843694708614,0.015165764873261111,0.005762874061727066,-0.015174005578274072,-0.008313856172121352,0.017826016631705296,0.008319335899103206
M1.20_anchor0.200,0.15,1.2,validated,-157.33886214192984,0.02973825082092219,-0.01057830693836224,0.016540886752916917,-0.007293006185339321,-0.018543222715753756,0.005275554579257355,0.020651563070084856,-0.00734604648497378
M1.20_anchor0.200,0.15,1.2,validated,-152.71275127559827,0.016633526402543432,-0.030736333736032663,0.008207825886430705,-0.01825560380841511,-0.01135012214047007,0.018078961192535253,0.011551060001766271,-0.021344676205578235
M1.20_anchor0.200,0.15,1.2,validated,-148.34883259077077,-0.007470795906532523,-0.03774121342650204,-0.005854697705621199,-0.021242721019981117,0.003065988170336031,0.02329875091452116,-0.005188052712869806,-0.026209175990626412
M1.20_anchor0.200,0.15,1.2,validated,-144.22542871606163,-0.03161754610435901,-0.02784421786401285,-0.01923049784997404,-0.014574065117423133,0.018174187283650382,0.018218071323926006,-0.0219566292391382,-0.01933626240556448
M1.20_anchor0.200,0.15,1.2,validated,-140.32318782737445,-0.045663979539132316,-0.004753258775138258,-0.026282225373269567,-0.0007941582389846674,0.027646046827761405,0.004697192499510976,-0.031711096902175225,-0.0033008741494015676
M1.20_anchor0.200,0.15,1.2,validated,-136.62477993765626,-0.04412500760434978,0.023100590536104856,-0.024231558476296797,0.015050627722120404,0.027805928729473368,-0.01234113043523465,-0.03064236639190957,0.016042076761183924
M1.20_anchor0.200,0.15,1.2,validated,-133.11463957160888,-0.027310001920382822,0.04636302050679843,-0.013648681532882278,0.02763032523473862,0.01847368069861476,-0.027183002822857735,-0.01896527911137696,0.03219654201861002
M1.20_anchor0.200,0.15,1.2,validated,-129.77874676551772,-0.0002176128864520183,0.05790964945430055,0.0023116049481535835,0.03308590267256682,0.0024152883065683686,-0.0352888911035787,-0.0001511200600361256,0.04021503434326427
