alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag
0.125,1.4,validated,-500.0000000000052,0.0019173588858171302,0.003175081242918157,0.0008003621481055996,0.001210070411487044,-0.0011136134359032801,-0.0019194368519371034,0.000978244329498536,0.0016199394096521214
0.125,1.4,validated,-456.3933676015728,0.0032040343331712364,-0.005127519078762281,0.0011697999329465362,-0.0020554184689098565,-0.0019704591576168683,0.003033600292209488,0.0016347113944751208,-0.0026160811626338176
0.125,1.4,validated,-419.76656194552686,-0.0013540125378612954,-0.009013458833091289,-0.0006740159992588468,-0.0035008710551486548,0.0007153284648249575,0.005405990766312197,-0.0006908227233986203,-0.004598703486271066
0.125,1.4,validated,-388.5679312706581,0.002306222464600713,-0.012721815534655541,0.0006968810744813341,-0.005008985089631451,-0.0015131266023211425,0.007585870503414069,0.0011766441145922007,-0.006490722211558951
0.125,1.4,validated,-361.67401447210466,0.016969731000323635,-0.00417799203616992,0.006564951916513307,-0.0019055342347527777,-0.01019501423999184,0.0023210779851250336,0.008658026020573285,-0.0021316285898826124
0.125,1.4,validated,-338.25137016801773,-9.321100684487214e-06,0.022721867729032105,0.00036148776479496343,0.008880283592624029,0.0002441280087866927,-0.013591932316270537,-4.7556636145332585e-06,0.011592789657669444
0.125,1.4,validated,-317.66866508955553,-0.020257605391059728,-0.020211894504212024,-0.008241850115880401,-0.007573658010254736,0.011905728656836976,0.012303265732668047,-0.010335512954622312,-0.01031219107357756
0.125,1.4,validated,-299.4389122750392,0.03166177199280829,0.015155149252347356,0.012617553469128294,0.00541412669253414,-0.01878069493005783,-0.009398093248717123,0.016153965302453215,0.007732219006299672
0.125,1.4,validated,-283.1804479263275,-0.03726285053761027,-0.01962922843435085,-0.014878456969056715,-0.007072674173256115,0.022084240572642987,0.012133254357127258,-0.019011658437556266,-0.010014912466505538
0.125,1.4,validated,-268.5899184896134,0.03304551559208939,0.03698566597244197,0.013509153526108757,0.013923667575313589,-0.019379244616753024,-0.02247145238805452,0.016859956934739483,0.01887023774104182
0.125,1.4,validated,-255.42317590018666,-0.005777652975047156,-0.057192091497330615,-0.0031770678610179457,-0.022258902003740193,0.0028556954350166374,0.03427248651927107,-0.0029477821301260986,-0.029179638519046234
0.125,1.4,validated,-243.48150563653812,-0.04535059691544073,0.04755662945319996,-0.016959652767378482,0.01931479093310194,0.027627632910737752,-0.02797184919422769,-0.023138059650735066,0.02426358645571427
0.125,1.4,validated,-232.60152811598226,0.0718182728277564,0.01878572490190263,0.028369812009094265,0.006187726357204101,-0.042763859330255886,-0.011991467900116104,0.03664197593252877,0.009584553521378896
0.125,1.4,validated,-222.64767901029853,-0.006070600712272017,-0.08277194752599805,-0.003702614620828252,-0.03225128391545983,0.0027623766690470972,0.04957721685944448,-0.0030972452613632698,-0.04223058547244799
0.125,1.4,validated,-213.50653149550146,-0.08915264269639503,0.022493438057409866,-0.03448107182760578,0.010223503752827936,0.05356651502230593,-0.012519390232937922,-0.04548604219203829,0.011476243906841767
0.125,1.4,validated,-205.08245470690176,0.02833453142067608,0.09699513775208096,0.012632338555842717,0.03745220273100451,-0.015931146426381167,-0.058319154054952756,0.0144563935819776,0.04948731517963315
0.125,1.4,validated,-197.29425537238282,0.1080680704046827,-0.021897243954718093,0.04188315777360669,-0.01029446264502211,-0.06487530547190078,0.011964162754541003,0.05513677061463404,-0.011172063242203111
0.125,1.4,validated,-190.07255231453252,-0.0008962392672694948,-0.11955506227343674,-0.002271465533466383,-0.046709967617559446,-0.0007190611726311936,0.07152624218987913,-0.00045726493228035467,-0.06099748075175344
0.125,1.4,validated,-183.35770378688738,-0.12382226806105019,-0.035829127795834796,-0.0489678328278172,-0.0120129273678193,0.07369327672760095,0.02273266740597657,-0.06317462656176032,-0.01828016724277285
