line_id,anchor_alpha,alpha,Mach,continuation_direction,continuation_step_index,continuation_prev_alpha,continuation_prev_cr,continuation_prev_ci,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,delta_cr_prev,delta_ci_prev,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,success_priority,y_limit
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_target_ci,0.3623598528407056,0.03741949200289981,0.03,0.015,0.03,0.015,0,0.35612938409070555,0.04543707012789981,0.006247597142586225,,0.008017578125,0.2142620782873985,0.006230468750000051,0.0036131319844989115,2.9242691405786992e-06,8.883374749124309e-19,-22.474981805908033,True,True,True,validated,-0.023435943122632315,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_target_ci,0.3623598528407056,0.03741949200289981,0.015,0.015,0.015,0.015,0,0.35611961846570556,0.04543707012789981,0.006247597142586225,,0.008017578125,0.2142620782873985,0.006240234375000042,0.0036131319844989115,1.6109575027334542e-06,8.87917916622943e-19,-22.47290619303493,True,True,True,validated,-0.023435880123653455,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_blend_ci,0.3623598528407056,0.039621715073150356,0.03,0.008,0.03,0.008,0,0.35612938409070555,0.045439423406483694,0.006247920718391508,,0.008019931403583883,0.21432496739833828,0.006230468750000051,0.0036154852630827933,2.671215913043152e-06,8.883079665762077e-19,-22.4750482356739,True,True,True,validated,-0.023417156203092815,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_blend_ci,0.3623598528407056,0.039621715073150356,0.015,0.008,0.015,0.008,0,0.35611961846570556,0.045439423406483694,0.006247920718391508,,0.008019931403583883,0.21432496739833828,0.006240234375000042,0.0036154852630827933,1.0859419468352016e-06,8.877133002097259e-19,-22.472972682889843,True,True,True,validated,-0.023417106885502463,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous,0.3623598528407056,0.0418239381434009,0.03,0.008,0.03,0.008,0,0.35612938409070555,0.04544372981006756,0.00624851284888429,,0.008024237807167746,0.21444005189984702,0.006230468750000051,0.0036197916666666566,2.453416559249135e-06,8.883124660426158e-19,-22.475169797853518,True,True,True,validated,-0.023382764555274382,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous,0.3623598528407056,0.0418239381434009,0.015,0.008,0.015,0.008,0,0.35611961846570556,0.04544372981006756,0.00624851284888429,,0.008024237807167746,0.21444005189984702,0.006240234375000042,0.0036197916666666566,2.515374433495425e-07,8.873624944307508e-19,-22.47309435569079,True,True,True,validated,-0.023382746220048038,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_target_ci,0.3623598528407056,0.03741949200289981,0.03,0.008,0.03,0.008,0,0.35612938409070555,0.045445533669566475,0.006248760879565391,,0.008026041666666664,0.21448825831319915,0.006230468750000051,0.0036215955261655747,2.473572901857408e-06,8.88227082763319e-19,-22.475220717119107,True,True,True,validated,-0.02336835303276113,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_target_ci,0.3623598528407056,0.03741949200289981,0.015,0.008,0.015,0.008,0,0.35611961846570556,0.045445533669566475,0.006248760879565391,,0.008026041666666664,0.21448825831319915,0.006240234375000042,0.0036215955261655747,4.0331776777642146e-07,8.870045432004885e-19,-22.473145321235968,True,True,True,validated,-0.023368328179943255,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous,0.3623598528407056,0.0418239381434009,0.03,0.015,0.03,0.015,0,0.35612938409070555,0.04544698501840089,0.006248960440030122,,0.008027493015501076,0.2145270442174626,0.006230468750000051,0.003623046874999987,2.537994440592617e-06,8.884569782213259e-19,-22.475261685519644,True,True,True,validated,-0.02335675538863799,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous,0.3623598528407056,0.0418239381434009,0.015,0.015,0.015,0.015,0,0.35611961846570556,0.04544698501840089,0.006248960440030122,,0.008027493015501076,0.2145270442174626,0.006240234375000042,0.003623046874999987,6.968496549183548e-07,8.867473397605648e-19,-22.47318632671667,True,True,True,validated,-0.02335671913143446,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_blend_ci,0.3623598528407056,0.039621715073150356,0.03,0.015,0.03,0.015,0,0.35612938409070555,0.04545179319815036,0.006249621564745675,,0.00803230119525055,0.21465553820527788,0.006230468750000051,0.003627855054749461,3.0097548290568955e-06,8.878466747973637e-19,-22.475397408505742,True,True,True,validated,-0.02331832049384639,distance_to_blumen_ci_plus_previous,0,500.0
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,previous_cr_blend_ci,0.3623598528407056,0.039621715073150356,0.015,0.015,0.015,0.015,0,0.35611961846570556,0.04545179319815036,0.006249621564745675,,0.00803230119525055,0.21465553820527788,0.006240234375000042,0.003627855054749461,1.7615745021077803e-06,8.863906624188994e-19,-22.473322173183902,True,True,True,validated,-0.02331825475752474,distance_to_blumen_ci_plus_previous,0,500.0
