alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,guide_target_cr,guide_target_ci,guide_target_ci_source,guide_lower_cr,guide_lower_ci,guide_upper_cr,guide_upper_ci,guide_lower_mach,guide_upper_mach,guide_lower_source_type,guide_upper_source_type,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,guide_err_cr_abs,guide_err_ci_abs,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch_ci_blend,0.3492641497157056,0.04319971510415728,0.06,0.008,0.06,0.008,0,0.30313133721570557,0.05918409010415729,0.007398011263019661,0.0006795925788484758,0.021580955758241427,0.5739137477135697,0.0031331612555282606,0.021580955758241427,0.000678792731307481,1.0162826388980366e-19,-19.32570292698925,True,True,True,validated,0.11203094975668335,distance_to_guided_branch_target,484.83310900227286
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch_ci_blend,0.3492641497157056,0.04319971510415728,0.03,0.008,0.03,0.008,0,0.30315086846570555,0.05918409010415729,0.007398011263019661,0.000699123828848458,0.021580955758241427,0.5739137477135697,0.003152692505528243,0.021580955758241427,0.0006787811932519571,1.0073831693809876e-19,-19.328811370587186,True,True,True,validated,0.11203097882804205,distance_to_guided_branch_target,484.83620373652144
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch_ci_blend,0.3492641497157056,0.04319971510415728,0.015,0.008,0.015,0.008,0,0.31929344659070547,0.05918409010415729,0.007398011263019661,0.016841701953848376,0.021580955758241427,0.5739137477135697,0.01929527063052816,0.021580955758241427,0.003057588486309639,4.135190880914842e-19,-21.945207647280736,True,True,True,validated,0.11238669829934986,distance_to_guided_branch_target,487.34107436325655
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.015,0.06,0.015,0.06,0,0.3031329415851773,0.06274140834222165,0.007842676042777707,0.0006811969483201952,0.02513827399630579,0.6685153893038733,0.00313476562499998,0.02513827399630579,6.717044596051525e-06,3.9776224416903125e-19,-18.606819744521747,True,True,True,validated,0.1262058976349805,distance_to_guided_branch_target,457.37972876377
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.03,0.06,0.03,0.06,0,0.3031427072101773,0.06274140834222165,0.007842676042777707,0.0006909625733201863,0.02513827399630579,0.6685153893038733,0.003144531249999971,0.02513827399630579,6.607395608554293e-06,3.9697406994022207e-19,-18.60823658340889,True,True,True,validated,0.12620592416524462,distance_to_guided_branch_target,457.3811870138051
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.06,0.06,0.06,0.06,0,0.30316223846017726,0.06274140834222165,0.007842676042777707,0.0007104938233201685,0.02513827399630579,0.6685153893038733,0.0031640624999999534,0.02513827399630579,7.794497099228215e-06,3.9545298556819087e-19,-18.61107041070759,True,True,True,validated,0.12620604794867035,distance_to_guided_branch_target,457.3841034024571
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.1,0.06,0.1,0.06,0,0.30318828012684407,0.06274140834222165,0.007842676042777707,0.000736535489986978,0.02513827399630579,0.6685153893038733,0.003190104166666763,0.02513827399630579,1.1183254398190474e-05,3.9334970715283585e-19,-18.614849156608564,True,True,True,validated,0.12620630412669726,distance_to_guided_branch_target,457.38799168958604
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch_ci_blend,0.3492641497157056,0.04319971510415728,0.06,0.06,0.06,0.06,0,0.30313133721570557,0.06275858336571019,0.007844822920713774,0.0006795925788484758,0.02515544901979433,0.668972133769123,0.0031331612555282606,0.02515544901979433,3.74045298732564e-06,3.9965039785918032e-19,-18.60329906327595,True,True,True,validated,0.12627441045571097,distance_to_guided_branch_target,457.25449524423914
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch_ci_blend,0.3492641497157056,0.04319971510415728,0.03,0.06,0.03,0.06,0,0.30315086846570555,0.06275858336571019,0.007844822920713774,0.000699123828848458,0.02515544901979433,0.668972133769123,0.003152692505528243,0.02515544901979433,3.943395351487344e-06,3.979881607073416e-19,-18.60613154438884,True,True,True,validated,0.12627448486812487,distance_to_guided_branch_target,457.2574109073605
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch_ci_blend,0.3492641497157056,0.04319971510415728,0.1,0.06,0.1,0.06,0,0.303105295549039,0.06275858336571019,0.007844822920713774,0.0006535509121818883,0.02515544901979433,0.668972133769123,0.003107119588861673,0.02515544901979433,7.309699966268916e-06,4.016999226408175e-19,-18.599522731998427,True,True,True,validated,0.12627450406617372,distance_to_guided_branch_target,457.2506074623727
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch,0.3492641497157056,0.0487962958623987,0.06,0.03,0.06,0.03,0,0.30313133721570557,0.06276113961239871,0.007845142451549839,0.0006795925788484758,0.025158005266482847,0.6690401133865932,0.0031331612555282606,0.025158005266482847,3.3154728967700374e-06,3.999540800669216e-19,-18.60280984839029,True,True,True,validated,0.1262846093006455,distance_to_guided_branch_target,457.2358976082937
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch,0.3492641497157056,0.0487962958623987,0.03,0.03,0.03,0.03,0,0.30315086846570555,0.06276113961239871,0.007845142451549839,0.000699123828848458,0.025158005266482847,0.6690401133865932,0.003152692505528243,0.025158005266482847,3.542855569780341e-06,3.9831881752529645e-19,-18.605642146492254,True,True,True,validated,0.12628468495734937,distance_to_guided_branch_target,457.2388131505968
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch,0.3492641497157056,0.0487962958623987,0.1,0.03,0.1,0.03,0,0.303105295549039,0.06276113961239871,0.007845142451549839,0.0006535509121818883,0.025158005266482847,0.6690401133865932,0.003107119588861673,0.025158005266482847,7.101576460158491e-06,4.0192779913370313e-19,-18.599033761158204,True,True,True,validated,0.12628471372416075,distance_to_guided_branch_target,457.2320099875282
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.015,0.03,0.015,0.03,0,0.3031329415851773,0.06276229768958738,0.007845287211198423,0.0006811969483201952,0.02515916334367152,0.669070910744548,0.00313476562499998,0.02515916334367152,2.9843483951434724e-06,3.998835896837305e-19,-18.602820868732696,True,True,True,validated,0.12628922810205473,distance_to_guided_branch_target,457.2277121638607
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.03,0.03,0.03,0.03,0,0.3031427072101773,0.06276229768958738,0.007845287211198423,0.0006909625733201863,0.02515916334367152,0.669070910744548,0.003144531249999971,0.02515916334367152,2.72876297758349e-06,3.9911169158059877e-19,-18.604236959668427,True,True,True,validated,0.1262892474265596,distance_to_guided_branch_target,457.2291699201104
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.06,0.03,0.06,0.03,0,0.30316223846017726,0.06276229768958738,0.007845287211198423,0.0007104938233201685,0.02515916334367152,0.669070910744548,0.0031640624999999534,0.02515916334367152,4.953989789399151e-06,3.9752407184670125e-19,-18.6070692907587,True,True,True,validated,0.12628942329807058,distance_to_guided_branch_target,457.23208532122976
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch_ci_blend,0.2999981759601773,0.05114120393958739,0.1,0.03,0.1,0.03,0,0.30318828012684407,0.06276229768958738,0.007845287211198423,0.000736535489986978,0.02515916334367152,0.669070910744548,0.003190104166666763,0.02515916334367152,9.425889766515536e-06,3.954458643240403e-19,-18.61084604182576,True,True,True,validated,0.12628973387502396,distance_to_guided_branch_target,457.2359722917281
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch,0.3492641497157056,0.0487962958623987,0.06,0.06,0.06,0.06,0,0.30313133721570557,0.06276313150140238,0.007845391437675297,0.0006795925788484758,0.025159997155486516,0.6690930847422613,0.0031331612555282606,0.025159997155486516,2.9954525423379094e-06,4.0012977137938817e-19,-18.60242866598139,True,True,True,validated,0.12629255705167744,distance_to_guided_branch_target,457.221406933189
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch,0.3492641497157056,0.0487962958623987,0.03,0.06,0.03,0.06,0,0.30315086846570555,0.06276313150140238,0.007845391437675297,0.000699123828848458,0.025159997155486516,0.6690930847422613,0.003152692505528243,0.025159997155486516,3.2453438831130235e-06,3.985559661572388e-19,-18.605260821489644,True,True,True,validated,0.12629263385117065,distance_to_guided_branch_target,457.22432238135434
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,upper_branch,0.3492641497157056,0.0487962958623987,0.1,0.06,0.1,0.06,0,0.303105295549039,0.06276313150140238,0.007845391437675297,0.0006535509121818883,0.025159997155486516,0.6690930847422613,0.003107119588861673,0.025159997155486516,6.9578901483270735e-06,4.021808050366766e-19,-18.598652768810055,True,True,True,validated,0.12629267026869323,distance_to_guided_branch_target,457.21751943794783
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch,0.2999981759601773,0.06467927353325892,0.015,0.06,0.015,0.06,0,0.3031329415851773,0.06276521103325892,0.007845651379157366,0.0006811969483201952,0.025162076687343063,0.669148386830577,0.00313476562499998,0.025162076687343063,2.5064836331596037e-06,4.001240126993037e-19,-18.60226335957457,True,True,True,validated,0.1263008520308863,distance_to_guided_branch_target,457.2065191355799
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch,0.2999981759601773,0.06467927353325892,0.03,0.06,0.03,0.06,0,0.3031427072101773,0.06276521103325892,0.007845651379157366,0.0006909625733201863,0.025162076687343063,0.669148386830577,0.003144531249999971,0.025162076687343063,2.195983408913761e-06,3.9933967476882003e-19,-18.603679346238096,True,True,True,validated,0.12630086862234757,distance_to_guided_branch_target,457.20797682298934
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch,0.2999981759601773,0.06467927353325892,0.06,0.06,0.06,0.06,0,0.30316223846017726,0.06276521103325892,0.007845651379157366,0.0007104938233201685,0.025162076687343063,0.669148386830577,0.0031640624999999534,0.025162076687343063,4.681669823520909e-06,3.978465526969831e-19,-18.606511468835116,True,True,True,validated,0.12630105754218973,distance_to_guided_branch_target,457.2108920864338
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_branch,0.2999981759601773,0.06467927353325892,0.1,0.06,0.1,0.06,0,0.30318828012684407,0.06276521103325892,0.007845651379157366,0.000736535489986978,0.025162076687343063,0.669148386830577,0.003190104166666763,0.025162076687343063,9.28560807150087e-06,3.957736476082095e-19,-18.61028794170852,True,True,True,validated,0.12630137475476982,distance_to_guided_branch_target,457.21477887337653
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,blumen_ci_guided,0.3024517446368571,0.03760313434591586,0.03,0.015,0.03,0.015,0,0.3031353383868571,0.06276914997091586,0.007846143746364482,0.0006835937499999889,0.025166015624999996,0.6692531370788063,0.0031371624266797737,0.025166015624999996,1.6440885365523375e-06,4.003673179193655e-19,-18.601857154845376,True,True,True,validated,0.12631656505436772,distance_to_guided_branch_target,457.17822633025673
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,lower_cr_target_ci,0.2507322022046491,0.03760313434591586,0.03,0.015,0.03,0.015,0,0.3031345459546491,0.06276914997091586,0.007846143746364482,0.0006828013177920256,0.025166015624999996,0.6692531370788063,0.0031363699944718104,0.025166015624999996,1.7266424084567632e-06,4.0044304981642635e-19,-18.60174226721311,True,True,True,validated,0.12631656657778875,distance_to_guided_branch_target,457.17810805278975
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,interp_cr_target_ci,0.2999981759601773,0.03760313434591586,0.015,0.015,0.015,0.015,0,0.3031329415851773,0.06276914997091586,0.007846143746364482,0.0006811969483201952,0.025166015624999996,0.6692531370788063,0.00313476562499998,0.025166015624999996,1.9181228090544875e-06,4.005712061833864e-19,-18.601509664932557,True,True,True,validated,0.12631657088186668,distance_to_guided_branch_target,457.1778685858066
0.125,1.4,0.3024517446368571,0.03760313434591586,True,True,0.2999981759601773,0.03760313434591586,blumen_ci,0.2507322022046491,0.0805622512041191,0.3492641497157056,0.0487962958623987,1.3,1.5,modal,modal,lower_cr_target_ci,0.2507322022046491,0.03760313434591586,0.1,0.015,0.1,0.015,0,0.3031410563713157,0.06276914997091586,0.007846143746364482,0.0006893117344586308,0.025166015624999996,0.6692531370788063,0.0031428804111384157,0.025166015624999996,1.4132792625743491e-06,3.998878020818957e-19,-18.60268616418234,True,True,True,validated,0.12631657233184376,distance_to_guided_branch_target,457.17907978241226
