line_id,anchor_alpha,alpha,Mach,continuation_direction,continuation_step_index,continuation_prev_alpha,continuation_prev_cr,continuation_prev_ci,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,n_seeds,n_candidates,n_success_candidates,n_spectral_success_candidates,n_mode_success_candidates,best_seed_name,best_shooting_cr,best_shooting_ci,best_shooting_omega_i,best_err_cr_abs,best_err_ci_abs,best_err_ci_rel,best_delta_cr_prev,best_delta_ci_prev,best_stage1_mismatch,best_stage2_mismatch,best_ln_p_start_right,best_spectral_success,best_mode_success,best_success,best_status,best_selection_metric,best_selection_metric_name,best_retry_index,best_used_cr_half_window,best_used_ci_half_window,best_y_limit,centroid_abs_y,spread_abs_y,peak_y,centroid_abs_y_center8,spread_abs_y_center8,peak_y_center8,center8_mass_fraction,left_mass_fraction,right_mass_fraction,p_left_boundary_amp_fraction,p_right_boundary_amp_fraction,p_edge_amp_fraction_max,rho_left_boundary_amp_fraction,rho_right_boundary_amp_fraction,rho_edge_amp_fraction_max,u_left_boundary_amp_fraction,u_right_boundary_amp_fraction,u_edge_amp_fraction_max,v_left_boundary_amp_fraction,v_right_boundary_amp_fraction,v_edge_amp_fraction_max,left_relative_mach,left_relative_regime,right_relative_mach,right_relative_regime,edge_amp_fraction_max,left_boundary_amp_fraction,right_boundary_amp_fraction,max_field_edge_amp_fraction,box_truncation_suspect_p,box_truncation_suspect_any_field,continuation_anchor,continuation_accepted,continuation_state,continuation_stop_reason,acceptance_mode,exception
M1.50_anchor0.150,0.15,0.1375,1.5,left,1,0.15,0.3623598528407056,0.0418239381434009,,0.03741949200289981,False,True,False,3,12,12,12,12,previous_cr_target_ci,0.35612938409070555,0.04543707012789981,0.006247597142586225,,0.008017578125,0.2142620782873985,0.006230468750000051,0.0036131319844989115,2.9242691405786992e-06,8.883374749124309e-19,-22.474981805908033,True,True,True,validated,-0.023435943122632315,distance_to_blumen_ci_plus_previous,0.0,0.03,0.015,500.0,77.08214905605693,113.05655345877565,0.37840816443111974,3.861189681770965,4.495360949909866,0.37840816443111974,0.1266571791384661,0.8025883928183624,0.19739613585278729,0.0046480818029052485,1.1967008322333886e-10,0.0046480818029052485,0.004648081802905247,1.1967008322333888e-10,0.004648081802905247,0.00045629630570280614,2.4695978452342132e-11,0.00045629630570280614,0.00477641800452229,5.644961643114607e-11,0.00477641800452229,2.0353355315294084,supersonic_relative,0.968207761324887,subsonic_relative,0.0046480818029052485,0.0046480818029052485,1.1967008322333886e-10,0.00477641800452229,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.15,1.5,anchor,0,,,,,0.03454854751840092,False,True,False,0,0,0,0,0,locked_modal_reference,0.3623598528407056,0.0418239381434009,0.0062735907215101,,0.007275390625,0.210584558471671,,,1.5826674783649809e-06,1.7707920233320626e-18,,True,True,True,validated,,locked_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,anchor_accepted,,spectral,
M1.50_anchor0.150,0.15,0.15625,1.5,right,1,0.15,0.3623598528407056,0.0418239381434009,,0.03311307527615147,False,True,False,3,12,12,12,12,previous,0.36527977471570566,0.0399391725184009,0.006240495706000141,,0.006826097242249432,0.20614507065025425,0.0029199218750000644,0.0018847656249999997,1.7671296518669656e-06,2.0131771728764467e-18,-27.0384812855476,True,True,True,validated,-0.03513916307439232,distance_to_blumen_ci_plus_previous,0.0,0.015,0.015,500.0,78.49817258528816,114.84754250991811,0.38853759195724674,3.8419960561201707,4.47828770468771,0.38853759195724674,0.12880908488491982,0.8290363058038255,0.1709477903883337,0.004736074845203834,1.2712405723669751e-12,0.004736074845203834,0.004736074845203834,1.2712405723669751e-12,0.004736074845203834,0.0005173948194798851,2.98262221287337e-13,0.0005173948194798851,0.004858482706110527,6.060508436887988e-13,0.004858482706110527,2.0487957442570384,supersonic_relative,0.953963326991347,subsonic_relative,0.004736074845203834,0.004736074845203834,1.2712405723669751e-12,0.004858482706110527,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.1625,1.5,right,2,0.15625,0.36527977471570566,0.0399391725184009,,0.03167760303390202,False,True,False,3,12,12,12,12,previous_cr_blend_ci,0.36808250909070567,0.03800565340115146,0.006175918677687112,,0.006328050367249441,0.19976417914186978,0.0028027343750000044,0.001933519117249441,1.5637777600864958e-06,2.376309309757678e-18,-28.671002528632293,True,True,True,validated,-0.036938106932234066,distance_to_blumen_ci_plus_previous,0.0,0.015,0.015,500.0,79.72703102934815,116.40460148692547,0.3905645937554643,3.835833705980355,4.4728078557938025,0.3905645937554643,0.1282771308946105,0.8378837015092891,0.1621004061874218,0.005025586715155099,2.6363374059525143e-13,0.005025586715155099,0.005025586715155098,2.636337405952515e-13,0.005025586715155098,0.0005667770449007185,6.427792531994265e-14,0.0005667770449007185,0.005150875502601675,1.2637174438237296e-13,0.005150875502601675,2.0529154654011768,supersonic_relative,0.9495890301951575,subsonic_relative,0.005025586715155099,0.005025586715155099,2.6363374059525143e-13,0.005150875502601675,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.16875,1.5,right,3,0.1625,0.36808250909070567,0.03800565340115146,,0.030242130791652572,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.3707325090907057,0.03604445726085687,0.006082502162769597,,0.0058023264692043,0.19186235616723996,0.002650000000000041,0.001961196140294587,1.3867766336042517e-05,0.12011324853545174,-29.99999281439142,True,False,False,spectral_only,0.011188592574966433,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.038400000000000004,500.0,77.45263350979056,114.9791667801382,0.39461972971506654,3.807988125721204,4.447897634407344,0.39461972971506654,0.14256290351961964,0.7960947333836389,0.20388732908221788,0.0038643637129509695,5.3668451958370385e-14,0.0038643637129509695,0.0038643637129509695,5.366845195837039e-14,0.0038643637129509695,0.0004492021259464766,1.357185144344747e-14,0.0004492021259464766,0.005595429440102322,3.6601576512504865e-14,0.005595429440102322,2.056809503174515,supersonic_relative,0.9454484388546234,subsonic_relative,0.0038643637129509695,0.0038643637129509695,5.3668451958370385e-14,0.005595429440102322,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.175,1.5,right,4,0.16875,0.3707325090907057,0.03604445726085687,,0.028730245560297945,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.3733575090907057,0.03402969786662218,0.005955197126658881,,0.0052994523063242364,0.1844555172771478,0.0026249999999999885,0.0020147593942346914,5.105248128136084e-06,4.4056286847172315,-29.99999281439142,True,False,False,spectral_only,0.013675812600249682,distance_to_blumen_ci_plus_previous,2.0,0.038400000000000004,0.038400000000000004,500.0,48.91877002262632,86.3167942347692,0.3966478678994786,3.7123314851934026,4.361269660373827,0.3966478678994786,0.2655084047075968,0.42071068871955875,0.5792541255548537,0.0007498919991027008,1.0414532822811514e-14,0.0007498919991027008,0.0007498919991027009,1.0414532822811514e-14,0.0007498919991027009,8.967402546914132e-05,2.72624799694204e-15,8.967402546914132e-05,0.0017279337806503808,1.1398915800040038e-14,0.0017279337806503808,2.0606685694826385,supersonic_relative,0.9413486981120608,subsonic_relative,0.0007498919991027008,0.0007498919991027008,1.0414532822811514e-14,0.0017279337806503808,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.18125,1.5,right,5,0.175,0.3733575090907057,0.03402969786662218,,0.027202856017469572,False,True,False,3,12,0,12,0,previous_cr_blend_ci,0.37580750909070576,0.0319782648224763,0.00579606049907383,,0.00477540880500673,0.17554806752423274,0.0024500000000000632,0.0020514330441458797,1.4227747985890964e-05,15.077991583983907,-29.99999281439142,True,False,False,spectral_only,0.02239726384011342,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.038400000000000004,500.0,24.350922529946466,49.50721078946194,0.39867638890436913,3.6694827347702152,4.322042729970447,0.39867638890436913,0.37708996149422364,0.11605930605605445,0.8838895688171681,0.00014483260995774684,2.0114416102895833e-15,0.00014483260995774684,0.0001448326099577468,2.0114416102895833e-15,0.0001448326099577468,1.779951439698131e-05,5.442976438808342e-16,1.779951439698131e-05,0.0003315834019254935,2.206246336806345e-15,0.0003315834019254935,2.064268647937016,supersonic_relative,0.9375166500064747,subsonic_relative,0.00014483260995774684,0.00014483260995774684,2.0114416102895833e-15,0.0003315834019254935,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.1875,1.5,right,6,0.18125,0.37580750909070576,0.0319782648224763,,0.025675466474641195,False,True,False,3,12,0,12,0,previous,0.37823250909070577,0.029884931489142962,0.005603424654214305,,0.004209465014501767,0.16394892060322702,0.0024250000000000105,0.0020933333333333394,4.597580888169328e-06,32.96645647617596,-29.99999281439142,True,False,False,spectral_only,0.038188626878712995,distance_to_blumen_ci_plus_previous,2.0,0.038400000000000004,0.02048,500.0,15.954274934936587,28.170025500169416,0.4007052947443437,3.6475056895541322,4.3019008622639126,0.4007052947443437,0.42416901020619474,0.0216670917683947,0.9782747184708992,2.6715144340167437e-05,3.710210909434131e-16,2.6715144340167437e-05,2.6715144340167434e-05,3.7102109094341297e-16,2.6715144340167434e-05,3.368245586037628e-06,1.0359535912554625e-16,3.368245586037628e-06,6.0693699762202525e-05,4.078019154366364e-16,6.0693699762202525e-05,2.067834714393365,supersonic_relative,0.9337279176687061,subsonic_relative,2.6715144340167437e-05,2.6715144340167437e-05,3.710210909434131e-16,6.0693699762202525e-05,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.19375,1.5,right,7,0.1875,0.37823250909070577,0.029884931489142962,,0.02414807693181282,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.3805469622157058,0.027771123806812823,0.005380655237569984,,0.0036230468750000043,0.15003459220502072,0.0023144531250000044,0.002113807682330139,3.250066490988632e-06,58.462976583682746,-29.99999281439142,True,False,False,spectral_only,0.06142025277790665,distance_to_blumen_ci_plus_previous,2.0,0.038400000000000004,0.038400000000000004,500.0,13.771214174262743,20.743881724521096,0.40476426899421003,3.6300250471825795,4.2858780699884855,0.40476426899421003,0.44573184789889125,0.003571619717333212,0.9963666533245157,4.828530586253581e-06,6.705884358902227e-17,4.828530586253581e-06,4.828530586253582e-06,6.705884358902227e-17,4.828530586253582e-06,6.237613037047148e-07,1.9290973728914853e-17,6.237613037047148e-07,1.0880079836750257e-05,7.38540107357669e-17,1.0880079836750257e-05,2.0712393845113946,supersonic_relative,0.9301128576736202,subsonic_relative,4.828530586253581e-06,4.828530586253581e-06,6.705884358902227e-17,1.0880079836750257e-05,False,False,False,True,continued_accepted,,spectral,
M1.50_anchor0.150,0.15,0.2,1.5,right,8,0.19375,0.3805469622157058,0.027771123806812823,,0.022620687388984446,False,True,False,3,12,0,12,0,previous,0.38276571221570577,0.025630498806812823,0.005126099761362565,,0.003009811417828377,0.13305570100818684,0.0022187499999999916,0.002140625,6.934679135381895e-06,92.13974600318308,-29.99999281439142,True,False,False,spectral_only,0.092750637526971,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.038400000000000004,500.0,12.909153714173192,18.46356108149538,0.4067943414395815,3.6131899521884816,4.270425153773172,0.4067943414395815,0.46178049752869615,0.0005555247394738993,0.9993799431384772,8.542022639128327e-07,1.1863198334540086e-17,8.542022639128327e-07,8.542022639128327e-07,1.1863198334540086e-17,8.542022639128327e-07,1.1237653078465801e-07,3.493942387905537e-18,1.1237653078465801e-07,1.9081201729527256e-06,1.3090398328710671e-17,1.9081201729527256e-06,2.0745048467126104,supersonic_relative,0.9266493128971498,subsonic_relative,8.542022639128327e-07,8.542022639128327e-07,1.1863198334540086e-17,1.9081201729527256e-06,False,False,False,True,continued_accepted,,spectral,
