line_id,alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag
M1.50_anchor0.150,0.1375,1.5,validated,-500.0000000000052,-0.0028836946451059517,0.0036454039063300173,-0.000904030066648117,0.0012249981535311664,0.0016976508923210593,-0.002099764941165276,-0.0012816420644915342,0.0016201795139244523
M1.50_anchor0.150,0.1375,1.5,validated,-456.3933676015728,-0.003754981277252194,-0.006412114480401739,-0.001299570365095322,-0.002057900979715582,0.0021416078764518536,0.003747962554079733,-0.0016688805676676416,-0.0028498286579563283
M1.50_anchor0.150,0.1375,1.5,validated,-419.76656194552686,0.0003119861296791457,0.011015296766013606,0.00022295139216814547,0.003602574541068842,-0.00011314304481807529,-0.006400637104782598,0.00013866050207962072,0.0048956874515616025
M1.50_anchor0.150,0.1375,1.5,validated,-388.5679312706581,0.015027303619319697,0.003436200505145178,0.004957066783527417,0.000960060041992325,-0.008708015548677141,-0.0020889512214526036,0.006678801608586533,0.0015272002245089677
M1.50_anchor0.150,0.1375,1.5,validated,-361.67401447210466,0.02056784960018194,-0.0009083136120326728,0.0067231826515966224,-0.0005229417403856131,-0.011953334079403525,0.0004004994685660064,0.009141266488969752,-0.00040369493868118835
M1.50_anchor0.150,0.1375,1.5,validated,-338.25137016801773,0.022819031375188176,0.013450945999009225,0.007617631725886141,0.004153051634244044,-0.013172272649128014,-0.007954608721875374,0.010141791722305855,0.005978198221781877
M1.50_anchor0.150,0.1375,1.5,validated,-317.66866508955553,-0.007551626925989642,0.032180284685581824,-0.0021191582516543175,0.01061745085694342,0.004585599206046081,-0.018646623806806213,-0.0033562786337731736,0.014302348749147478
M1.50_anchor0.150,0.1375,1.5,validated,-299.4389122750392,-0.035262828518031,-0.019337592566367492,-0.011755832205302973,-0.00594363274425512,0.020364400755212488,0.011451037767231616,-0.015672368230236003,-0.008594485585052217
M1.50_anchor0.150,0.1375,1.5,validated,-283.1804479263275,0.045505565749329055,-0.014970354501428366,0.014732622613030781,-0.005399852095432575,-0.026526398530210035,0.008414895968383254,0.02022469588859069,-0.006653490889523718
M1.50_anchor0.150,0.1375,1.5,validated,-268.5899184896134,-0.041731368436977896,0.03741370130639853,-0.013250926687596289,0.012705568641925534,0.024472720095035847,-0.021475407762328536,-0.01854727486087906,0.016628311691732685
