line_id,anchor_alpha,alpha,Mach,continuation_direction,continuation_step_index,continuation_prev_alpha,continuation_prev_cr,continuation_prev_ci,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,delta_cr_prev,delta_ci_prev,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,success_priority,y_limit
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blend_previous_blumen,0.21553077438080104,0.08170047779811432,0.015,0.015,0.015,0.015,0,0.20925147750580106,0.0890539934231143,0.013358099013467146,0.00410066798735928,0.0018958896426432836,0.02175230483924415,0.01665926173735921,0.01281114160735669,2.732693095535446e-06,1.1680993728282036e-18,-15.853898899049398,True,True,True,validated,-0.01095425726182004,distance_to_blumen_plus_previous,0,272.4745633420216
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blend_previous_blumen,0.21553077438080104,0.08170047779811432,0.03,0.015,0.03,0.015,0,0.20926124313080105,0.0890539934231143,0.013358099013467146,0.004110433612359271,0.0018958896426432836,0.02175230483924415,0.01664949611235922,0.01281114160735669,2.034917693762689e-06,1.1681519296531362e-18,-15.854772065181963,True,True,True,validated,-0.010953752872589893,distance_to_blumen_plus_previous,0,272.4764783722743
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blumen,0.20515080951844178,0.08715810378047102,0.015,0.008,0.015,0.008,0,0.2092621376434418,0.08905914544713768,0.013358871817070652,0.004111328125000008,0.0019010416666666585,0.021811416084210555,0.016648601599718482,0.012816293631380066,1.0209882768764424e-06,1.1680314586822433e-18,-15.854184754199412,True,True,True,validated,-0.01091293142781511,distance_to_blumen_plus_previous,0,272.46103155032824
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blumen,0.20515080951844178,0.08715810378047102,0.03,0.008,0.03,0.008,0,0.20927190326844178,0.08905914544713768,0.013358871817070652,0.004121093749999999,0.0019010416666666585,0.021811416084210555,0.01663883597471849,0.012816293631380066,2.6547017028467037e-06,1.1681154517313085e-18,-15.855057854702391,True,True,True,validated,-0.010912310437466113,distance_to_blumen_plus_previous,0,272.46294639952333
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blend_previous_blumen,0.21553077438080104,0.08170047779811432,0.015,0.008,0.015,0.008,0,0.20925147750580106,0.08905985279811433,0.013358977919717149,0.00410066798735928,0.0019017490176433116,0.021819531806627313,0.01665926173735921,0.012817000982356719,1.997462831609364e-06,1.168077534495239e-18,-15.853140090401471,True,True,True,validated,-0.010907864407385781,distance_to_blumen_plus_previous,0,272.45679653216337
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blend_previous_blumen,0.21553077438080104,0.08170047779811432,0.03,0.008,0.03,0.008,0,0.20926124313080105,0.08905985279811433,0.013358977919717149,0.004110433612359271,0.0019017490176433116,0.021819531806627313,0.01664949611235922,0.012817000982356719,8.14406351718605e-07,1.1680300188277304e-18,-15.854013170968509,True,True,True,validated,-0.010907386130870639,distance_to_blumen_plus_previous,0,272.4587114280815
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,previous,0.22591073924316027,0.07624285181575761,0.03,0.008,0.03,0.008,0,0.20925058299316027,0.08906056014909093,0.013359084022363639,0.004099773474718488,0.0019024563686199092,0.02182764752904343,0.016660156250000002,0.012817708333333316,2.1237517448734034e-06,1.1679563474562341e-18,-15.85296852173171,True,True,True,validated,-0.010902302016140245,distance_to_blumen_plus_previous,0,272.4544764575469
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,previous,0.22591073924316027,0.07624285181575761,0.015,0.008,0.015,0.008,0,0.2092603486181603,0.08906056014909093,0.013359084022363639,0.004109539099718534,0.0019024563686199092,0.02182764752904343,0.016650390624999956,0.012817708333333316,6.329880893230969e-07,1.1680556963664167e-18,-15.85384159116353,True,True,True,validated,-0.010901839486026625,distance_to_blumen_plus_previous,0,272.4563913425304
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blumen,0.20515080951844178,0.08715810378047102,0.015,0.015,0.015,0.015,0,0.2092621376434418,0.08906240065547104,0.013359360098320656,0.004111328125000008,0.0019042968750000167,0.02184876439942353,0.016648601599718482,0.012819548839713424,4.835531744252949e-07,1.1681142518093453e-18,-15.85376317851682,True,True,True,validated,-0.010887164280641466,distance_to_blumen_plus_previous,0,272.45116187581357
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,blumen,0.20515080951844178,0.08715810378047102,0.03,0.015,0.03,0.015,0,0.20927190326844178,0.08906240065547104,0.013359360098320656,0.004121093749999999,0.0019042968750000167,0.02184876439942353,0.01663883597471849,0.012819548839713424,2.4977602454984896e-06,1.1680206597950287e-18,-15.854636231488737,True,True,True,validated,-0.01088652529107912,distance_to_blumen_plus_previous,0,272.4530766503874
