line_id,anchor_alpha,alpha,Mach,continuation_direction,continuation_step_index,continuation_prev_alpha,continuation_prev_cr,continuation_prev_ci,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,n_seeds,n_candidates,n_success_candidates,n_spectral_success_candidates,n_mode_success_candidates,best_seed_name,best_shooting_cr,best_shooting_ci,best_shooting_omega_i,best_err_cr_abs,best_err_ci_abs,best_err_ci_rel,best_delta_cr_prev,best_delta_ci_prev,best_stage1_mismatch,best_stage2_mismatch,best_ln_p_start_right,best_spectral_success,best_mode_success,best_success,best_status,best_selection_metric,best_selection_metric_name,best_retry_index,best_used_cr_half_window,best_used_ci_half_window,best_y_limit,centroid_abs_y,spread_abs_y,peak_y,centroid_abs_y_center8,spread_abs_y_center8,peak_y_center8,center8_mass_fraction,left_mass_fraction,right_mass_fraction,left_boundary_amp_fraction,right_boundary_amp_fraction,edge_amp_fraction_max,p_left_boundary_amp_fraction,p_right_boundary_amp_fraction,p_edge_amp_fraction_max,rho_left_boundary_amp_fraction,rho_right_boundary_amp_fraction,rho_edge_amp_fraction_max,u_left_boundary_amp_fraction,u_right_boundary_amp_fraction,u_edge_amp_fraction_max,v_left_boundary_amp_fraction,v_right_boundary_amp_fraction,v_edge_amp_fraction_max,max_field_edge_amp_fraction,box_truncation_suspect_p,box_truncation_suspect_any_field,left_relative_mach,left_relative_regime,right_relative_mach,right_relative_regime,continuation_anchor,continuation_accepted,continuation_state,continuation_stop_reason,acceptance_mode,exception
M1.20_anchor0.200,0.2,0.175,1.2,left,2,0.1875,0.23316948728073064,0.06986588448643195,0.221063000943301,0.0742500213715962,True,True,True,3,12,12,12,12,previous,0.22591362790573064,0.07624283761143195,0.01334249658200059,0.004850626962429633,0.001992816239835757,0.026839268232158302,0.007255859375000007,0.006376953125000001,1.974944651402862e-06,1.0752341575664461e-20,-19.662337067842756,True,True,True,validated,-0.03631045360396311,distance_to_blumen_plus_previous,0.0,0.015,0.015,275.68374573004917,37.72922560018156,55.82898291167352,0.23846862126847806,3.7585495136267277,4.403367981229448,0.23846862126847806,0.22821803533297788,0.763722387003511,0.23626295625510502,0.002497969289229335,1.0710629939385997e-09,0.002497969289229335,0.002497969289229335,1.0710629939385997e-09,0.002497969289229335,0.0024979692892293354,1.0710629939385997e-09,0.0024979692892293354,0.00045129966016171946,3.055661628541562e-10,0.00045129966016171946,0.0026452545569031444,7.777147331747533e-10,0.0026452545569031444,0.0026452545569031444,False,False,1.4739386549160476,supersonic_relative,0.9333984474589184,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.1875,1.2,left,1,0.2,0.23983652049316032,0.0634987111907576,0.22901909665573064,0.06802018136143195,True,True,True,3,12,12,12,12,blumen,0.23316948728073064,0.06986588448643195,0.013099853341205992,0.004150390625,0.0018457031250000006,0.02713463986802203,0.006667033212429674,0.00636717329567435,1.1222729728655299e-07,5.016507938598374e-19,-22.057838233737165,True,True,True,validated,-0.03698022566913472,distance_to_blumen_plus_previous,0.0,0.015,0.015,282.03554611679226,38.877833910408164,57.56966038819363,0.24650606725112095,3.748419614957316,4.395164389953327,0.24650606725112095,0.2268617800932142,0.7817007304231477,0.21828187157531195,0.0024960867543451543,9.75291990360478e-11,0.0024960867543451543,0.0024960867543451543,9.75291990360478e-11,0.0024960867543451543,0.0024960867543451547,9.752919903604784e-11,0.0024960867543451547,0.00047527742056717735,2.9788342550659653e-11,0.00047527742056717735,0.0026418890115751156,7.104280351769281e-11,0.0026418890115751156,0.0026418890115751156,False,False,1.4821764556531114,supersonic_relative,0.9240080080580532,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.2,1.2,anchor,0,,,,0.23697519236816028,0.06222266952409093,True,True,True,7,28,26,26,28,blumen,0.23983652049316032,0.0634987111907576,0.012699742238151521,0.0028613281250000344,0.0012760416666666718,0.020507665074906874,,,8.439710203642677e-07,1.359169398096911e-18,-24.91609652079878,True,True,True,validated,-0.06479847251411244,distance_to_blumen_plus_previous,0.0,0.015,0.008,292.08359146762945,40.62291127956721,60.1342913189902,0.25257730421260804,3.7403053066540917,4.389158773865994,0.25257730421260804,0.22286631639260146,0.799784387978194,0.20019438809741993,0.0024939588134454227,5.590343023243634e-12,0.0024939588134454227,0.0024939588134454227,5.590343023243634e-12,0.0024939588134454227,0.0024939588134454227,5.590343023243633e-12,0.0024939588134454227,0.0004978305467171322,1.8161304551686172e-12,0.0004978305467171322,0.0026369366639553754,4.093205187266443e-12,0.0026369366639553754,0.0026369366639553754,False,False,1.489753813478899,supersonic_relative,0.9153731844085881,subsonic_relative,True,True,anchor_accepted,,spectral,
M1.20_anchor0.200,0.2,0.208333,1.2,right,1,0.2,0.23983652049316032,0.0634987111907576,0.24227904401389433,0.058357816232845916,True,True,True,3,12,12,12,12,previous,0.2439966767431603,0.059270195565757605,0.012347937652800978,0.0017176327292659777,0.0009123793329116892,0.015634226772148624,0.004160156249999991,0.004228515624999998,1.5053414891389662e-06,1.772938724587638e-18,-27.148987183076063,True,True,True,validated,-0.04937150104772264,distance_to_blumen_plus_previous,0.0,0.03,0.015,301.1434425752043,42.16906800248363,62.37332540973755,0.2566420527494869,3.7289760107666297,4.377949430021171,0.2566420527494869,0.21835275092283143,0.81190864172716,0.18806710179589906,0.0024924126290233597,5.990140787171385e-13,0.0024924126290233597,0.0024924126290233597,5.990140787171385e-13,0.0024924126290233597,0.0024924126290233597,5.990140787171385e-13,0.0024924126290233597,0.0005119207648820532,2.0205849826196445e-13,0.0005119207648820532,0.0026327688904998724,4.405275191898164e-13,0.0026327688904998724,0.0026327688904998724,False,False,1.4944894079503603,supersonic_relative,0.9099877649920443,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.216667,1.2,right,2,0.208333,0.2439966767431603,0.059270195565757605,0.24758353214728543,0.054492499140653905,True,True,True,3,12,12,12,12,blend_previous_blumen,0.24794830757022288,0.055042805686539076,0.011925959579685362,0.0003647754229374467,0.0005503065458851708,0.01009875771094185,0.003951630827062569,0.004227389879218529,3.013401433885299e-06,6.794823364852446e-20,-29.71841655479876,True,True,True,validated,-0.05087122960935192,distance_to_blumen_plus_previous,0.0,0.015,0.008,312.51928645594757,44.090933643960156,65.13342189546208,0.25872068829645656,3.7233204279155925,4.37342155889767,0.25872068829645656,0.21283212267283266,0.8241300528012904,0.17584236227100677,0.002490764673917874,4.584170757244413e-14,0.002490764673917874,0.002490764673917874,4.584170757244413e-14,0.002490764673917874,0.0024907646739178745,4.5841707572444134e-14,0.0024907646739178745,0.000525144376797779,1.601096941877278e-14,0.000525144376797779,0.0026278756857885557,3.388130137134187e-14,0.0026278756857885557,0.0026278756857885557,False,False,1.4989939132325825,supersonic_relative,0.9048759585179875,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.225,1.2,right,3,0.216667,0.24794830757022288,0.055042805686539076,,0.05062764584940888,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.2516983075702229,0.05082764584940889,0.011436220316117,,0.00020000000000000573,0.003950410820896206,0.0037500000000000033,0.004215159837130188,1.0209045409804198e-05,7.291620789305651,-29.99999281439142,True,False,False,spectral_only,0.004965537041929164,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.02048,326.6107645713732,20.95394332121638,39.564914301758236,0.2628139463292541,3.518977361421152,4.185380870688853,0.2628139463292541,0.4516555541065408,0.25572804521046644,0.7441964986274971,0.00016722600042238603,2.322441994727716e-15,0.00016722600042238603,0.00016722600042238603,2.322441994727716e-15,0.00016722600042238603,0.000167226000422386,2.322441994727715e-15,0.000167226000422386,3.6098462683695304e-05,8.373575499821062e-16,3.6098462683695304e-05,0.00026739937832441865,2.6194983508128067e-15,0.00026739937832441865,0.00026739937832441865,False,False,1.5032758322974944,supersonic_relative,0.9000310974434388,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.2375,1.2,right,4,0.225,0.2516983075702229,0.05082764584940889,,0.044211206976072226,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.2570483075702228,0.044536206976072225,0.010577349156817153,,0.0003249999999999989,0.007351077299832457,0.00534999999999991,0.006291438873336663,1.0929314104204208e-05,67.33227706936545,-29.99999281439142,True,False,False,spectral_only,0.07381598881692923,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.038400000000000004,354.21773838053525,9.154746856888892,13.187203127679872,0.2669785447934359,3.45265448298818,4.1231595657810045,0.2669785447934359,0.5843715032956713,0.0016094391897583725,0.9983836187547405,6.79023604729006e-07,9.430309467731132e-18,6.79023604729006e-07,6.79023604729006e-07,9.430309467731132e-18,6.79023604729006e-07,6.79023604729006e-07,9.43030946773113e-18,6.79023604729006e-07,1.5092528147229236e-07,3.5423213719249996e-18,1.5092528147229236e-07,1.0761877803850143e-06,1.0667616703023385e-17,1.0761877803850143e-06,1.0761877803850143e-06,False,False,1.5094044013012706,supersonic_relative,0.8931424270871716,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.25,1.2,right,5,0.2375,0.2570483075702228,0.044536206976072225,,0.03771962747314546,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.26207330757022274,0.03823354359899648,0.00955838589974912,,0.0005139161258510203,0.013624634183275102,0.005024999999999946,0.006302663377075746,1.0268277742709778e-05,241.12016889729352,-29.99999281439142,True,False,False,spectral_only,0.24840233243866564,distance_to_blumen_ci_plus_previous,2.0,0.038400000000000004,0.038400000000000004,393.10102445281746,8.496972310654233,11.970751064403427,0.27117682024479006,3.412516510956891,4.084475500604777,0.27117682024479006,0.6089150377444669,1.2532730941395582e-06,0.9999615468560803,4.4799430611458924e-10,6.221764482146551e-21,4.4799430611458924e-10,4.4799430611458924e-10,6.221764482146551e-21,4.4799430611458924e-10,4.4799430611458934e-10,6.221764482146552e-21,4.4799430611458934e-10,1.0169141929540876e-10,2.413313749434692e-21,1.0169141929540876e-10,7.026686734652239e-10,7.056681903008361e-21,7.026686734652239e-10,7.026686734652239e-10,False,False,1.515182763251293,supersonic_relative,0.8866998107867972,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.2625,1.2,right,6,0.25,0.26207330757022274,0.03823354359899648,,0.031228047970218695,False,True,False,3,12,0,12,0,previous,0.2667233075702227,0.03196406323669156,0.008390566599631536,,0.0007360152664728677,0.02356904495518851,0.0046499999999999875,0.006269480362304916,1.1002429054809267e-05,658.0618028546953,-29.99999281439142,True,False,False,spectral_only,0.6660975346482566,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.038400000000000004,448.99079209439174,7.980738081666462,11.23821578962417,0.2754078793350856,3.3780761914265773,4.052902653046161,0.2754078793350856,0.6324380607585576,6.06475727613468e-11,0.9999248219223538,1.7931976862956205e-14,2.4904007755865837e-25,1.7931976862956205e-14,1.7931976862956205e-14,2.4904007755865837e-25,1.7931976862956205e-14,1.7931976862956205e-14,2.4904007755865837e-25,1.7931976862956205e-14,4.119468352882701e-15,9.876933397599638e-26,4.119468352882701e-15,2.780760033949182e-14,2.831227410787103e-25,2.780760033949182e-14,2.780760033949182e-14,False,False,1.5205518342245197,supersonic_relative,0.8807676361896303,subsonic_relative,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.275,1.2,right,7,0.2625,0.2667233075702227,0.03196406323669156,,0.026215669966936965,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.2711295575702227,0.025700044966936963,0.007067512365907665,,0.0005156250000000022,0.019668579923774795,0.0044062500000000004,0.0062640182697546,1.3541536346963917e-05,1329.8753611148925,-29.99999281439142,True,False,False,spectral_only,1.337006473561668,distance_to_blumen_ci_plus_previous,2.0,0.07680000000000001,0.038400000000000004,500.0,7.51526501813023,10.57777133592471,0.2795837313948238,3.341011587216297,4.018014174189435,0.2795837313948238,0.6547584207872111,1.5279704141672344e-15,0.9998935036318508,5.294540599950807e-19,7.353081100461794e-30,5.294540599950807e-19,5.294540599950807e-19,7.353081100461794e-30,5.294540599950807e-19,5.294540599950808e-19,7.353081100461795e-30,5.294540599950808e-19,1.2164962209700348e-19,2.9451692464323832e-30,1.2164962209700348e-19,8.108279852651276e-19,8.377057131394774e-30,8.108279852651276e-19,8.108279852651276e-19,False,False,1.5256672035517969,supersonic_relative,0.8751880737242013,subsonic_relative,False,True,continued_accepted,,spectral,
