line_id,anchor_alpha,alpha,Mach,continuation_direction,continuation_step_index,continuation_prev_alpha,continuation_prev_cr,continuation_prev_ci,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,n_seeds,n_candidates,n_success_candidates,n_spectral_success_candidates,n_mode_success_candidates,best_seed_name,best_shooting_cr,best_shooting_ci,best_shooting_omega_i,best_err_cr_abs,best_err_ci_abs,best_err_ci_rel,best_delta_cr_prev,best_delta_ci_prev,best_stage1_mismatch,best_stage2_mismatch,best_ln_p_start_right,best_spectral_success,best_mode_success,best_success,best_status,best_selection_metric,best_selection_metric_name,best_retry_index,best_used_cr_half_window,best_used_ci_half_window,best_y_limit,centroid_abs_y,spread_abs_y,peak_y,centroid_abs_y_center8,spread_abs_y_center8,peak_y_center8,center8_mass_fraction,left_mass_fraction,right_mass_fraction,p_left_boundary_amp_fraction,p_right_boundary_amp_fraction,p_edge_amp_fraction_max,rho_left_boundary_amp_fraction,rho_right_boundary_amp_fraction,rho_edge_amp_fraction_max,u_left_boundary_amp_fraction,u_right_boundary_amp_fraction,u_edge_amp_fraction_max,v_left_boundary_amp_fraction,v_right_boundary_amp_fraction,v_edge_amp_fraction_max,left_relative_mach,left_relative_regime,right_relative_mach,right_relative_regime,edge_amp_fraction_max,left_boundary_amp_fraction,right_boundary_amp_fraction,max_field_edge_amp_fraction,box_truncation_suspect_p,box_truncation_suspect_any_field,continuation_anchor,continuation_accepted,continuation_state,continuation_stop_reason,acceptance_mode,exception
M1.20_anchor0.200,0.2,0.15,1.2,left,2,0.175,0.22591073924316027,0.07624285181575761,0.20515080951844178,0.08715810378047102,True,True,True,3,12,12,12,12,blend_previous_blumen,0.20925147750580106,0.0890539934231143,0.013358099013467146,0.00410066798735928,0.0018958896426432836,0.02175230483924415,0.01665926173735921,0.01281114160735669,2.732693095535446e-06,1.1680993728282036e-18,-15.853898899049398,True,True,True,validated,-0.01095425726182004,distance_to_blumen_plus_previous,0,0.015,0.015,272.4745633420216,36.962516588138556,54.45240616553161,0.22248176947544815,3.791776727101021,4.43461551800528,0.22248176947544815,0.22380106774263042,0.7277582079382119,0.27222904501933043,0.0025009522009744826,4.834115163624377e-08,0.0025009522009744826,0.002500952200974483,4.8341151636243763e-08,0.002500952200974483,0.0003994967534364488,1.176632343995876e-08,0.0003994967534364488,0.0026472844538346324,3.515378019541307e-08,0.0026472844538346324,1.4550314221404896,supersonic_relative,0.9548968158826179,subsonic_relative,0.0025009522009744826,0.0025009522009744826,4.834115163624377e-08,0.0026472844538346324,False,False,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.175,1.2,left,1,0.2,0.23983652049316032,0.0634987111907576,0.221063000943301,0.0742500213715962,True,True,True,3,12,12,12,12,previous,0.22591073924316027,0.07624285181575761,0.013342499067757582,0.004847738299859267,0.001992830444161417,0.02683945953615253,0.013925781250000047,0.012744140625000011,2.48514172215903e-06,1.0773235011332662e-20,-19.66201001780038,True,True,True,validated,-0.0108151988632961,distance_to_blumen_plus_previous,0,0.03,0.015,275.6831511498637,37.729111258909064,55.828802440916554,0.2384686165834817,3.7585512481539274,4.403369460693946,0.2384686165834817,0.22821795854513396,0.7637198000796462,0.23626554345970546,0.0024979699903873763,1.0714136431600905e-09,0.0024979699903873763,0.002497969990387376,1.0714136431600905e-09,0.002497969990387376,0.0004513063461744073,3.056687955519707e-10,0.0004513063461744073,0.002645254929762488,7.779614365946215e-10,0.002645254929762488,1.473935196263521,supersonic_relative,0.9334018988323202,subsonic_relative,0.0024979699903873763,0.0024979699903873763,1.0714136431600905e-09,0.002645254929762488,False,False,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.2,1.2,anchor,0,,,,0.23697519236816028,0.06222266952409093,True,True,True,7,28,26,26,28,blumen,0.23983652049316032,0.0634987111907576,0.012699742238151521,0.0028613281250000344,0.0012760416666666718,0.020507665074906874,,,8.439710203642677e-07,1.359169398096911e-18,-24.91609652079878,True,True,True,validated,-0.06479847251411244,distance_to_blumen_plus_previous,0,0.015,0.008,292.08359146762945,40.62291127956721,60.1342913189902,0.25257730421260804,3.7403053066540917,4.389158773865994,0.25257730421260804,0.22286631639260146,0.799784387978194,0.20019438809741993,0.0024939588134454227,5.590343023243634e-12,0.0024939588134454227,0.0024939588134454227,5.590343023243633e-12,0.0024939588134454227,0.0004978305467171322,1.8161304551686172e-12,0.0004978305467171322,0.0026369366639553754,4.093205187266443e-12,0.0026369366639553754,1.489753813478899,supersonic_relative,0.9153731844085881,subsonic_relative,0.0024939588134454227,0.0024939588134454227,5.590343023243634e-12,0.0026369366639553754,False,False,True,True,anchor_accepted,,spectral,
M1.20_anchor0.200,0.2,0.225,1.2,right,1,0.2,0.23983652049316032,0.0634987111907576,,0.05062764584940888,False,True,False,3,12,0,12,0,previous_cr_blend_ci,0.25168652049316037,0.050838178520083245,0.01143859016701873,,0.00021053267067436265,0.004158452701920778,0.011850000000000055,0.012660532670674358,1.5483509708789435e-05,7.245568433035257,-29.99999281439142,True,False,False,spectral_only,0.03877304529440176,distance_to_blumen_ci_plus_previous,2,0.07680000000000001,0.038400000000000004,326.5408324432657,21.020745439817286,39.66486053951372,0.26281351314695794,3.519228270556549,4.1856117845242355,0.26281351314695794,0.45098106883840905,0.25731027429677616,0.7426144409903779,0.00016866087906653845,2.3423696519825707e-15,0.00016866087906653845,0.00016866087906653845,2.3423696519825707e-15,0.00016866087906653845,3.640979041985298e-05,8.445575619777515e-16,3.640979041985298e-05,0.00026970145351264997,2.6419693437507338e-15,0.00026970145351264997,1.503262212327078,supersonic_relative,0.9000460660265657,subsonic_relative,0.00016866087906653845,0.00016866087906653845,2.3423696519825707e-15,0.00026970145351264997,False,False,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.25,1.2,right,2,0.225,0.25168652049316037,0.050838178520083245,,0.03771962747314546,False,True,False,3,12,0,12,0,previous_cr_target_ci,0.2620365204931603,0.03823354359899648,0.00955838589974912,,0.0005139161258510203,0.013624634183275102,0.010349999999999915,0.012604634921086766,9.192902843490068e-06,240.8475515773175,-29.99999281439142,True,False,False,spectral_only,0.2733547388510802,distance_to_blumen_ci_plus_previous,2,0.07680000000000001,0.038400000000000004,393.0922176898699,8.498361042939827,11.97272717785276,0.27117678138133056,3.4126049947426327,4.084558762001626,0.27117678138133056,0.6088545081353628,1.2641211950904119e-06,0.9999615474265641,4.5194705083598214e-10,6.2766603734087595e-21,4.5194705083598214e-10,4.519470508359822e-10,6.276660373408761e-21,4.519470508359822e-10,1.0261642209504254e-10,2.4350736836549643e-21,1.0261642209504254e-10,7.089855280669758e-10,7.118824803683019e-21,7.089855280669758e-10,1.5151386390020722,supersonic_relative,0.8867438961484024,subsonic_relative,4.5194705083598214e-10,4.5194705083598214e-10,6.2766603734087595e-21,7.089855280669758e-10,False,False,False,True,continued_accepted,,spectral,
M1.20_anchor0.200,0.2,0.275,1.2,right,3,0.25,0.2620365204931603,0.03823354359899648,,0.026215669966936965,False,True,False,3,12,0,12,0,previous_cr_blend_ci,0.2711302704931603,0.02570898178296672,0.007069969990315849,,0.0005066881839702435,0.019327683961892845,0.009093750000000012,0.012524561816029758,1.4555697424311276e-05,1329.77652511517,-29.99999281439142,True,False,False,spectral_only,1.3619275225994132,distance_to_blumen_ci_plus_previous,2,0.07680000000000001,0.038400000000000004,500.0,7.515199992924294,10.577679022631024,0.2795837313948238,3.341006096181897,4.018008970453141,0.2795837313948238,0.6547616280494637,1.5295371485908403e-15,0.9998935028255063,5.291408750020389e-19,7.348731573605196e-30,5.291408750020389e-19,5.291408750020389e-19,7.348731573605196e-30,5.291408750020389e-19,1.2157927229361282e-19,2.9434697320426614e-30,1.2157927229361282e-19,8.103394898799889e-19,8.372115776246709e-30,8.103394898799889e-19,1.5256682757021585,supersonic_relative,0.8751875967147812,subsonic_relative,5.291408750020389e-19,5.291408750020389e-19,7.348731573605196e-30,8.103394898799889e-19,False,False,False,True,continued_accepted,,spectral,
M1.30_anchor0.175,0.175,0.1,1.3,left,3,0.125,0.25073220220464915,0.0805622512041191,0.22260820592668665,0.09037979040248759,True,True,True,3,12,12,12,12,blend_previous_blumen,0.22922879781566793,0.09083234892830334,0.009083234892830335,0.0066205918889812865,0.00045255852581575773,0.005007297801869008,0.021503404388981212,0.010270097724184246,1.804350463478206e-06,6.6093091141535265e-19,-12.932865474906544,True,True,True,validated,-0.02580704754932437,distance_to_blumen_plus_previous,0,0.03,0.015,397.45968449994655,53.98333711006395,78.85913236587764,0.24313934778974572,3.8696499058281164,4.502739389875584,0.24313934778974572,0.1538218221985531,0.6930272302978648,0.3069648684548634,0.002495310716305759,8.952100111698497e-07,0.002495310716305759,0.002495310716305759,8.952100111698497e-07,0.002495310716305759,0.0002364471574237674,1.3471910143423467e-07,0.0002364471574237674,0.002600425768069665,5.726984559945788e-07,0.002600425768069665,1.602354261876912,supersonic_relative,1.0089363247109244,supersonic_relative,0.002495310716305759,0.002495310716305759,8.952100111698497e-07,0.002600425768069665,False,False,False,True,continued_accepted,,spectral,
M1.30_anchor0.175,0.175,0.125,1.3,left,2,0.15,0.2679464671366972,0.06991908551627644,0.24681618657964915,0.07936954287078576,True,True,True,3,12,12,12,12,blumen,0.25073220220464915,0.0805622512041191,0.010070281400514887,0.003916015624999991,0.0011927083333333338,0.015027279863197301,0.01721426493204803,0.010643165687842654,8.48044792429182e-07,1.4640677329075317e-18,-15.758860286992066,True,True,True,validated,-0.02235703384277337,distance_to_blumen_plus_previous,0,0.015,0.008,362.1120181094973,49.19072385275299,72.42465561725291,0.26701985919393295,3.8393241685422757,4.4757126272988215,0.26701985919393295,0.17426419941173493,0.7287019659503128,0.27129486986447593,0.002496203415194101,5.3059886765896214e-08,0.002496203415194101,0.002496203415194101,5.305988676589623e-08,0.002496203415194101,0.0002883103885440832,1.0192411763028779e-08,0.0002883103885440832,0.002610191446995141,3.299867565485612e-08,0.002610191446995141,1.6293213394959254,supersonic_relative,0.9796623604249415,subsonic_relative,0.002496203415194101,0.002496203415194101,5.3059886765896214e-08,0.002610191446995141,False,False,False,True,continued_accepted,,spectral,
M1.30_anchor0.175,0.175,0.15,1.3,left,1,0.175,0.2821847483866972,0.059018043849609764,0.2568936438445621,0.06839717044667962,True,True,True,3,12,12,12,12,previous,0.2679464671366972,0.06991908551627644,0.010487862827441467,0.011052823292135083,0.001521915069596827,0.022251140795119095,0.01423828125000004,0.01090104166666668,2.48584615768089e-06,5.414824283543305e-20,-19.423797893220016,True,True,True,validated,-0.01911175223932237,distance_to_blumen_plus_previous,0,0.03,0.008,350.3192743897581,47.99361738018142,70.97034929221113,0.28299413539685164,3.8111108353151497,4.450646185764655,0.28299413539685164,0.18562455725783875,0.763829317601191,0.23616969331726717,0.002496434738251771,1.3587651020612236e-09,0.002496434738251771,0.002496434738251772,1.3587651020612236e-09,0.002496434738251772,0.0003369392314101883,3.166804247061493e-10,0.0003369392314101883,0.0026136506803972237,8.364364572345487e-10,0.0026136506803972237,1.6508346368592253,supersonic_relative,0.9560004604654001,subsonic_relative,0.002496434738251771,0.002496434738251771,1.3587651020612236e-09,0.0026136506803972237,False,False,False,True,continued_accepted,,spectral,
M1.30_anchor0.175,0.175,0.175,1.3,anchor,0,,,,0.26483123276169723,0.05764109072460976,True,True,True,7,28,27,27,28,blumen,0.2821847483866972,0.059018043849609764,0.010328157673681709,0.017353515624999982,0.0013769531250000036,0.023888394679736965,,,2.234820388918325e-06,1.157558020111278e-18,-24.44564196742898,True,True,True,validated,-0.06180072974470738,distance_to_blumen_plus_previous,0,0.015,0.015,357.85095683841575,49.78947167573128,73.66463857276952,0.29708530256893595,3.786907198611355,4.4297054340537265,0.29708530256893595,0.18727198104607898,0.7990931774539625,0.20090419635799225,0.002496107716560515,8.956293546937168e-12,0.002496107716560515,0.0024961077165605145,8.956293546937168e-12,0.0024961077165605145,0.0003818338197842549,2.4415966912404596e-12,0.0003818338197842549,0.0026109218694192957,5.535402496748577e-12,0.0026109218694192957,1.6686050014479294,supersonic_relative,0.936308577213181,subsonic_relative,0.002496107716560515,0.002496107716560515,8.956293546937168e-12,0.0026109218694192957,False,False,True,True,anchor_accepted,,spectral,
M1.30_anchor0.175,0.175,0.2,1.3,right,1,0.175,0.2821847483866972,0.059018043849609764,0.2727688216788323,0.04671105940369977,True,True,True,3,12,0,12,0,blumen,0.29419382167883235,0.04798605940369976,0.009597211880739953,0.021425000000000027,0.0012749999999999914,0.027295463136059905,0.01200907329213513,0.011031984445910005,8.362501658113268e-06,3.1282051362159047,-29.99999281439142,True,False,False,spectral_only,0.036375272880381254,distance_to_blumen_plus_previous,2,0.038400000000000004,0.038400000000000004,386.9664781738413,35.77203818339502,61.41255245443279,0.30930159393774914,3.6366900491442755,4.2935471818762485,0.30930159393774914,0.31740189451090206,0.46284308766647614,0.537141703714553,0.0004256009335682892,5.910764346559097e-15,0.0004256009335682892,0.00042560093356828923,5.910764346559096e-15,0.00042560093356828923,7.2024742758377e-05,1.8311906801271446e-15,7.2024742758377e-05,0.0007886100208277536,6.585376796456417e-15,0.0007886100208277536,1.6836080671721667,supersonic_relative,0.9196661836222382,subsonic_relative,0.0004256009335682892,0.0004256009335682892,5.910764346559097e-15,0.0007886100208277536,False,False,False,True,continued_accepted,,spectral,
M1.30_anchor0.175,0.175,0.225,1.3,right,2,0.2,0.29419382167883235,0.04798605940369976,0.28070641059596746,0.035354323542416737,True,True,True,3,12,0,12,0,previous,0.30454382167883226,0.036811059403699775,0.00828248836583245,0.0238374110828648,0.0014567358612830386,0.0412038957423497,0.010349999999999915,0.011174999999999984,8.239718451482856e-06,184.37562739870404,-29.99999281439142,True,False,False,spectral_only,0.2192891876159801,distance_to_blumen_plus_previous,2,0.07680000000000001,0.038400000000000004,450.2088772735567,10.14043598691038,14.301096685348448,0.3176372589276724,3.5089495095313463,4.174834403164624,0.3176372589276724,0.5446125565792097,8.585458968102683e-06,0.9999306543694922,3.161209891829845e-09,4.390302099189283e-20,3.161209891829845e-09,3.161209891829845e-09,4.390302099189282e-20,3.161209891829845e-09,5.754123418183845e-10,1.497526287234468e-20,5.754123418183845e-10,5.743048588018317e-09,4.9242358505284586e-20,5.743048588018317e-09,1.6965820010095218,supersonic_relative,0.9053586314828871,subsonic_relative,3.161209891829845e-09,3.161209891829845e-09,4.390302099189283e-20,5.743048588018317e-09,False,False,False,True,continued_accepted,,spectral,
