Mach,alpha,alpha_neutral,alpha_ci001,ci_seed_blumen,cr_seed_blumen,status,reason
1.8,0.258,0.26734405174004217,0.19831806827308757,0.001353700631373911,,dry_run,candidate_from_blumen_ci0_ci001_interpolation
1.8,0.248,0.26734405174004217,0.19831806827308757,0.002802430442632217,,dry_run,candidate_from_blumen_ci0_ci001_interpolation
1.8,0.238,0.26734405174004217,0.19831806827308757,0.0042511602538905235,,dry_run,candidate_from_blumen_ci0_ci001_interpolation
1.9,0.252,0.2541815236603871,0.1824528149841646,0.00030413535955795825,,dry_run,candidate_from_blumen_ci0_ci001_interpolation
1.9,0.242,0.2541815236603871,0.1824528149841646,0.0016982772846746068,,dry_run,candidate_from_blumen_ci0_ci001_interpolation
1.9,0.232,0.2541815236603871,0.1824528149841646,0.0030924192097912515,,dry_run,candidate_from_blumen_ci0_ci001_interpolation
