Mach,alpha,ci_seed_blumen,cr_search_min,cr_search_max,status,shooting_cr,shooting_ci,omega_i,stage1_mismatch,spectral_success,mode_success,success,reason,grid_best_cr,grid_best_mismatch,grid_edge_flag,minimize_success,minimize_message
1.8,0.258,0.001353700631373911,0.55,1.05,spectral_validated,0.7615845727352136,0.001353700631373911,0.0003492547628944691,7.185849612224346e-06,True,False,False,fixed_ci_spectral_anchor,0.76,1.686766809342242e-05,interior,True,Solution found.
1.8,0.248,0.002802430442632217,0.55,1.05,spectral_validated,0.761553061871243,0.002802430442632217,0.0006950027497727899,2.957547873330359e-05,True,False,False,fixed_ci_spectral_anchor,0.76,3.8506891385197216e-05,interior,True,Solution found.
1.8,0.238,0.0042511602538905235,0.55,1.05,spectral_validated,0.7614998143096021,0.0042511602538905235,0.0010117761404259446,6.524904204522726e-05,True,False,False,fixed_ci_spectral_anchor,0.76,7.323409195817733e-05,interior,True,Solution found.
1.9,0.252,0.00030413535955795825,0.55,1.05,spectral_validated,0.7615936577965997,0.00030413535955795825,7.664211060860547e-05,3.4479182834756887e-07,True,False,False,fixed_ci_spectral_anchor,0.76,9.650763825245372e-06,interior,True,Solution found.
1.9,0.242,0.0016982772846746068,0.55,1.05,spectral_validated,0.761578685417334,0.0016982772846746068,0.00041098310289125483,1.032126983596955e-05,True,False,False,fixed_ci_spectral_anchor,0.76,1.9088245312559875e-05,interior,True,Solution found.
1.9,0.232,0.0030924192097912515,0.55,1.05,spectral_validated,0.7615429719713899,0.0030924192097912515,0.0007174412566715704,3.279797201948472e-05,True,False,False,fixed_ci_spectral_anchor,0.76,4.0823987704668005e-05,interior,True,Solution found.
