Mach,alpha,status,reason,gep_cr,gep_ci,shooting_cr,shooting_ci,shooting_omega_i,abs_dc,rel_dc,stage1_mismatch,stage2_mismatch,spectral_success,mode_success,shooting_success,ln_p_start_right,y_limit
1.8,0.238,review,shooting_requires_review,0.9842090211074289,0.003924059645767328,0.9592090211074289,0.0025506961523343143,0.0006070656842555668,0.02503769412875506,0.025439205077995443,2.821178655838425,66926.71079439184,False,False,False,-29.99999281439142,1200.0
1.8,0.248,review,shooting_requires_review,0.9912702816669178,0.002837364688619909,1.0162702816669178,0.0016814582655793303,0.0004170016498636739,0.02502670812669592,0.02524700484571965,3.1051717903337748,75048.56640632944,False,False,False,-29.99999281439142,1200.0
1.8,0.258,review,shooting_requires_review,0.9957897953175412,0.0012115579997447363,1.020789795317541,0.0008122203788243466,0.0002095528577366814,0.025003189207288695,0.02510888424306803,2.945513336924652,81786.31646366163,False,False,False,-29.99999281439142,1200.0
1.9,0.232,review,shooting_requires_review,0.9899005442178859,0.0032944929415086727,0.9649005442178858,0.0018554515258747508,0.0004304647540029422,0.025041382553603362,0.02529672704829408,3.1264517393179467,63623.07397115803,False,False,False,-29.99999281439142,1200.0
1.9,0.242,review,shooting_requires_review,0.9945202687700949,0.0015273586273379966,1.0195202687700948,0.0010189663708047641,0.0002465898617347529,0.025005168719416764,0.025142915650944675,2.9730303809404957,71162.54524046743,False,False,False,-29.99999281439142,1200.0
1.9,0.252,review,shooting_requires_review,0.9992190399448537,0.0002795085222230625,1.0242190399448536,0.00010413535955795824,2.6242110608605476e-05,0.025000615107356433,0.025020153869988723,2.812577906465829,77770.69034904892,False,False,False,-29.99999281439142,1200.0
