Mach,alpha,ci_seed_blumen,cr_search_min,cr_search_max,status,shooting_cr,shooting_ci,omega_i,stage1_mismatch,spectral_success,mode_success,success,reason,grid_best_cr,grid_best_mismatch,grid_edge_flag,minimize_success,minimize_message,ln_p_start_right_exact,ln_p_left_target,ln_p_right_target_if_start_0,stage2_mismatch_exact,mode_success_exact,full_success_exact,y_limit_exact,amplitude_status,final_status
1.8,0.258,0.0013537006313739,0.55,1.05,spectral_validated,0.7615845727352136,0.0013537006313739,0.0003492547628944,7.185849612224346e-06,True,False,False,fixed_ci_spectral_anchor,0.76,1.686766809342242e-05,interior,True,Solution found.,-283.53122372820303,-4.285130345139958,279.24609338306306,1.796512653095772e-15,True,True,1200.0,exact_log_amplitude_match,full_shooting_validated_exact_amplitude
1.8,0.248,0.0028024304426322,0.55,1.05,spectral_validated,0.761553061871243,0.0028024304426322,0.0006950027497727,2.957547873330359e-05,True,False,False,fixed_ci_spectral_anchor,0.76,3.8506891385197216e-05,interior,True,Solution found.,-271.91145854505396,-3.493597665259001,268.41786087979494,3.532481643300456e-15,True,True,1200.0,exact_log_amplitude_match,full_shooting_validated_exact_amplitude
1.8,0.238,0.0042511602538905,0.55,1.05,spectral_validated,0.7614998143096021,0.0042511602538905,0.0010117761404259,6.524904204522726e-05,True,False,False,fixed_ci_spectral_anchor,0.76,7.323409195817733e-05,interior,True,Solution found.,-260.35536390122223,-2.7680148572473287,257.5873490439749,3.2578878554142997e-15,True,True,1200.0,exact_log_amplitude_match,full_shooting_validated_exact_amplitude
1.9,0.252,0.0003041353595579,0.55,1.05,spectral_validated,0.7615936577965997,0.0003041353595579,7.664211060860547e-05,3.447918283475689e-07,True,False,False,fixed_ci_spectral_anchor,0.76,9.650763825245372e-06,interior,True,Solution found.,-274.1192735638577,-4.904684341593953,269.2145892222637,1.8408049951077964e-15,True,True,1200.0,exact_log_amplitude_match,full_shooting_validated_exact_amplitude
1.9,0.242,0.0016982772846746,0.55,1.05,spectral_validated,0.761578685417334,0.0016982772846746,0.0004109831028912,1.032126983596955e-05,True,False,False,fixed_ci_spectral_anchor,0.76,1.9088245312559875e-05,interior,True,Solution found.,-262.6295386326889,-4.100860213266704,258.5286784194222,2.144301152050749e-15,True,True,1200.0,exact_log_amplitude_match,full_shooting_validated_exact_amplitude
1.9,0.232,0.0030924192097912,0.55,1.05,spectral_validated,0.7615429719713899,0.0030924192097912,0.0007174412566715,3.279797201948472e-05,True,False,False,fixed_ci_spectral_anchor,0.76,4.0823987704668005e-05,interior,True,Solution found.,-251.20384106670244,-3.3636481939004517,247.840192872802,1.973361338203067e-15,True,True,1200.0,exact_log_amplitude_match,full_shooting_validated_exact_amplitude
