Mach,alpha,rank,selected,status,reason,gep_cr,gep_ci,gep_omega_i,ci_seed_blumen,cr_seed_blumen,gep_score,gep_ci_distance_to_seed,gep_cr_distance_to_seed,gep_p_edge_fraction,gep_rho_edge_fraction,n_finite_modes,cr_seed_used,cr_seed_source,gep_abs_cr_distance_to_seed,gep_abs_ci_distance_to_seed,gep_ci_relative_distance_to_seed,gep_revised_score,ci_min_used,ci_max_used,selection_policy
1.8,0.258,11,False,not_run,gep_candidate_not_selected_ci_first,0.9982205333450642,0.0005578515546262722,0.00014392570109357823,0.001353700631373911,,0.0031833970488428557,0.0007958490767476389,0.0,9.891364001173664e-10,9.891364001173668e-10,251,0.4444444444444444,asymptotic_fallback,0.5537760889006198,0.0007958490767476389,0.5879062610319594,0.865595065575904,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,12,False,rejected,rejected_negative_cr_branch,-0.9982205333450589,0.0005578515546220465,0.00014392570109248798,0.001353700631373911,,0.0031833970492381727,0.0007958490767518646,0.0,9.896409525135058e-10,9.896409525135055e-10,251,0.4444444444444444,asymptotic_fallback,1.4426649777895033,0.0007958490767518646,0.587906261035081,0.9100395100235202,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,13,False,rejected,rejected_negative_cr_branch,-0.9987011062621419,0.00041909119264232735,0.00010812552770172045,0.001353700631373911,,0.0037384387617123657,0.0009346094387315837,0.0,1.3423813745382813e-09,1.342381374538281e-09,251,0.4444444444444444,asymptotic_fallback,1.4431455507065865,0.0009346094387315837,0.6904107282442653,1.0125680059138327,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,14,False,not_run,gep_candidate_not_selected_ci_first,0.9987011062621362,0.00041909119264196983,0.00010812552770162822,0.001353700631373911,,0.0037384387710556115,0.0009346094387319413,0.0,1.3548371284231519e-09,1.3548371284231513e-09,251,0.4444444444444444,asymptotic_fallback,0.5542566618176917,0.0009346094387319413,0.6904107282445294,0.9681235614708977,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,15,False,not_run,gep_candidate_not_selected_ci_first,0.9910252560595338,0.002374214813450113,0.0006125474218701292,0.001353700631373911,,0.004082056862757459,0.0010205141820762021,0.0,1.792702008851251e-10,1.792702008851251e-10,251,0.4444444444444444,asymptotic_fallback,0.5465808116150894,0.0010205141820762021,0.7538699166007272,1.0311989571994087,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,16,False,rejected,rejected_negative_cr_branch,-0.9910252560595374,0.002374214813448538,0.0006125474218697228,0.001353700631373911,,0.004082056864895939,0.001020514182074627,0.0,1.8212990819226575e-10,1.8212990819226575e-10,251,0.4444444444444444,asymptotic_fallback,1.4354697005039818,0.001020514182074627,0.7538699165995637,1.0756434016429757,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,17,False,not_run,gep_candidate_not_selected_ci_first,0.9990668345535291,0.00030991800299174917,7.995884477187128e-05,0.001353700631373911,,0.004175131832849049,0.0010437826283821619,0.0,1.7590938679936733e-09,1.759093867993673e-09,251,0.4444444444444444,asymptotic_fallback,0.5546223901090847,0.0010437826283821619,0.7710586847572021,1.0487898044385655,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,18,False,rejected,rejected_negative_cr_branch,-0.9990668345535301,0.00030991800299005087,7.995884477143313e-05,0.001353700631373911,,0.004175131849002869,0.0010437826283838602,0.0,1.7806232383733381e-09,1.7806232383733381e-09,251,0.4444444444444444,asymptotic_fallback,1.4435112789979745,0.0010437826283838602,0.7710586847584566,1.0932342488864177,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,19,False,not_run,gep_candidate_not_selected_ci_first,0.9993410907120336,0.00022526850444563198,5.811927414697305e-05,0.001353700631373911,,0.0045137301846991705,0.001128432126928279,0.0,2.2359814056385044e-09,2.235981405638504e-09,251,0.4444444444444444,asymptotic_fallback,0.5548966462675892,0.001128432126928279,0.833590603989746,1.1113354365267238,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,20,False,rejected,rejected_negative_cr_branch,-0.9993410907120369,0.00022526850444783402,5.811927414754118e-05,0.001353700631373911,,0.004513730235783763,0.001128432126926077,0.0,2.304105939486361e-09,2.304105939486361e-09,251,0.4444444444444444,asymptotic_fallback,1.4437855351564814,0.001128432126926077,0.8335906039881193,1.155779880976354,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,21,False,not_run,gep_candidate_not_selected_ci_first,0.9995434577851965,0.00016067620596906998,4.1454461140020056e-05,0.001353700631373911,,0.004772099805965844,0.0011930244254048411,0.0,2.8057953056030288e-09,2.8057953056030288e-09,251,0.4444444444444444,asymptotic_fallback,0.5550990133407521,0.0011930244254048411,0.8813059532919071,1.1590609042395243,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,22,False,rejected,rejected_negative_cr_branch,-0.9995434577851949,0.00016067620596908253,4.1454461140023295e-05,0.001353700631373911,,0.004772099813983965,0.0011930244254048285,0.0,2.8164862019502707e-09,2.816486201950271e-09,251,0.4444444444444444,asymptotic_fallback,1.4439879022296394,0.0011930244254048285,0.8813059532918978,1.2035053486850285,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,23,False,not_run,gep_candidate_not_selected_ci_first,0.9996901539418854,0.0001122491069880043,2.896026960290511e-05,0.001353700631373911,,0.004965808664815654,0.0012414515243859068,0.0,3.42302936971383e-09,3.42302936971383e-09,251,0.4444444444444444,asymptotic_fallback,0.555245709497441,0.0012414515243859068,0.9170798148523582,1.1948421006695331,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,24,False,rejected,rejected_negative_cr_branch,-0.9996901539418863,0.00011224910698630006,2.8960269602465414e-05,0.001353700631373911,,0.004965808673253713,0.001241451524387611,0.0,3.434271025027968e-09,3.434271025027968e-09,251,0.4444444444444444,asymptotic_fallback,1.4441345983863307,0.001241451524387611,0.9170798148536171,1.2392865451163608,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,25,False,rejected,rejected_negative_cr_branch,-0.9997944372439832,7.664101125281612e-05,1.9773380903226558e-05,0.001353700631373911,,0.0051082415716659875,0.001277059620121095,0.0,4.121575477321928e-09,4.12157547732193e-09,251,0.4444444444444444,asymptotic_fallback,1.4442388816884275,0.001277059620121095,0.9433840765996904,1.2655960210962693,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,26,False,not_run,gep_candidate_not_selected_ci_first,0.9997944372439918,7.664101125102518e-05,1.9773380902764494e-05,0.001353700631373911,,0.005108241594615669,0.0012770596201228859,0.0,4.152165500600521e-09,4.152165500600521e-09,251,0.4444444444444444,asymptotic_fallback,0.5553499927995473,0.0012770596201228859,0.9433840766010134,1.2211515766562073,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
1.8,0.258,27,False,rejected,rejected_negative_cr_branch,-0.9998669891220994,5.1017240052796166e-05,1.3162447933621412e-05,0.001353700631373911,,0.005210737224460334,0.0013026833913211148,0.0,4.878901166649392e-09,4.8789011666493914e-09,251,0.4444444444444444,asymptotic_fallback,1.444311433566544,0.0013026833913211148,0.962312760391478,1.2845283325576953,6.768503156869556e-05,0.010829605050991288,ci_first_cr_soft_penalty
