Mach,alpha,cr,ci,stage1_mismatch,finite,exception
1.8,0.238,0.9025,0.005000000000000001,0.4917551014415669,True,
1.8,0.238,0.9025,0.005124999999999999,0.4918180910428975,True,
1.8,0.238,0.9025,0.0052499999999999995,0.4918811034216312,True,
1.8,0.238,0.9025,0.005375,0.4919441364542612,True,
1.8,0.238,0.9025,0.0055,0.4920071879916102,True,
1.8,0.238,0.9025,0.005625,0.49207025587487774,True,
1.8,0.238,0.9025,0.00575,0.4921333379209853,True,
1.8,0.238,0.9025,0.005875,0.4921964319325872,True,
1.8,0.238,0.9025,0.006,0.4922595356933493,True,
1.8,0.238,0.9025,0.006125,0.49232264696953587,True,
1.8,0.238,0.9025,0.00625,0.49238576351028185,True,
1.8,0.238,0.9025,0.0063750000000000005,0.49244888304428247,True,
1.8,0.238,0.9025,0.006500000000000001,0.49251200328787365,True,
1.8,0.238,0.9025,0.006625000000000001,0.4925751219344992,True,
1.8,0.238,0.9025,0.006750000000000001,0.4926382366635521,True,
1.8,0.238,0.9025,0.006875000000000001,0.4927013451364637,True,
1.8,0.238,0.9025,0.007000000000000001,0.492764444995655,True,
1.8,0.238,0.9025,0.007124999999999999,0.49282753387166,True,
1.8,0.238,0.9025,0.0072499999999999995,0.4928906093674069,True,
1.8,0.238,0.9025,0.007375,0.49295366908144156,True,
1.8,0.238,0.9025,0.0075,0.49301671058484353,True,
1.8,0.238,0.9025,0.007625,0.49307973143789374,True,
1.8,0.238,0.9025,0.00775,0.4931427291816006,True,
1.8,0.238,0.9025,0.007875,0.49320570134204134,True,
1.8,0.238,0.9025,0.008,0.4932686454249367,True,
1.8,0.238,0.905,0.0005,0.5314660770685854,True,
1.8,0.238,0.905,0.000625,0.5315386745705432,True,
1.8,0.238,0.905,0.00075,0.5316113597405684,True,
1.8,0.238,0.905,0.000875,0.5316841311908307,True,
1.8,0.238,0.905,0.001,0.531756987295315,True,
1.8,0.238,0.905,0.0011250000000000001,0.5318299263373002,True,
1.8,0.238,0.905,0.00125,0.5319029465482817,True,
1.8,0.238,0.905,0.001375,0.5319760461171383,True,
1.8,0.238,0.905,0.0015,0.5320492232050595,True,
1.8,0.238,0.905,0.0016250000000000001,0.5321224759280233,True,
1.8,0.238,0.905,0.00175,0.5321958024072402,True,
1.8,0.238,0.905,0.001875,0.5322692007129737,True,
1.8,0.238,0.905,0.002,0.5323426688974628,True,
1.8,0.238,0.905,0.002125,0.5324162049990511,True,
1.8,0.238,0.905,0.0022500000000000003,0.5324898070156241,True,
1.8,0.238,0.905,0.002375,0.5325634729360537,True,
1.8,0.238,0.905,0.0025,0.532637200721728,True,
1.8,0.238,0.905,0.002625,0.5327109883046679,True,
1.8,0.238,0.905,0.0027500000000000003,0.5327848336035925,True,
1.8,0.238,0.905,0.002875,0.5328587344984591,True,
1.8,0.238,0.905,0.003,0.5329326888645425,True,
1.8,0.238,0.905,0.003125,0.5330066945393841,True,
1.8,0.238,0.905,0.00325,0.5330807493426304,True,
1.8,0.238,0.905,0.003375,0.5331548510769178,True,
1.8,0.238,0.905,0.0035,0.533228997512859,True,
1.8,0.238,0.905,0.003625,0.5333031863966875,True,
1.8,0.238,0.905,0.0037500000000000003,0.5333774154616034,True,
1.8,0.238,0.905,0.003875,0.5334516824116858,True,
1.8,0.238,0.905,0.004,0.5335259849228806,True,
1.8,0.238,0.905,0.004125,0.5336003206621311,True,
1.8,0.238,0.905,0.00425,0.5336746872605386,True,
1.8,0.238,0.905,0.004375,0.5337490823314638,True,
1.8,0.238,0.905,0.0045000000000000005,0.5338235034665972,True,
1.8,0.238,0.905,0.004625000000000001,0.5338979482313151,True,
1.8,0.238,0.905,0.004750000000000001,0.5339724141736394,True,
1.8,0.238,0.905,0.004875000000000001,0.5340468988131816,True,
1.8,0.238,0.905,0.005000000000000001,0.5341213996506509,True,
1.8,0.238,0.905,0.005124999999999999,0.5341959141634429,True,
1.8,0.238,0.905,0.0052499999999999995,0.5342704398068773,True,
1.8,0.238,0.905,0.005375,0.5343449740118086,True,
1.8,0.238,0.905,0.0055,0.5344195141885207,True,
1.8,0.238,0.905,0.005625,0.5344940577255107,True,
1.8,0.238,0.905,0.00575,0.5345686019887826,True,
1.8,0.238,0.905,0.005875,0.5346431443194192,True,
1.8,0.238,0.905,0.006,0.5347176820407971,True,
1.8,0.238,0.905,0.006125,0.5347922124498573,True,
1.8,0.238,0.905,0.00625,0.5348667328255079,True,
1.8,0.238,0.905,0.0063750000000000005,0.5349412404226607,True,
1.8,0.238,0.905,0.006500000000000001,0.5350157324743977,True,
1.8,0.238,0.905,0.006625000000000001,0.5350902061911825,True,
1.8,0.238,0.905,0.006750000000000001,0.5351646587647692,True,
1.8,0.238,0.905,0.006875000000000001,0.5352390873613755,True,
1.8,0.238,0.905,0.007000000000000001,0.5353134891289886,True,
1.8,0.238,0.905,0.007124999999999999,0.5353878611925671,True,
1.8,0.238,0.905,0.0072499999999999995,0.5354622006547732,True,
1.8,0.238,0.905,0.007375,0.5355365046000199,True,
1.8,0.238,0.905,0.0075,0.5356107700875543,True,
1.8,0.238,0.905,0.007625,0.5356849941579582,True,
1.8,0.238,0.905,0.00775,0.5357591738299117,True,
1.8,0.238,0.905,0.007875,0.5358333061015889,True,
1.8,0.238,0.905,0.008,0.5359073879498106,True,
1.8,0.238,0.9075,0.0005,0.576972405717348,True,
1.8,0.238,0.9075,0.000625,0.577059000571594,True,
1.8,0.238,0.9075,0.00075,0.577145694189189,True,
1.8,0.238,0.9075,0.000875,0.5772324848430511,True,
1.8,0.238,0.9075,0.001,0.5773193706011488,True,
1.8,0.238,0.9075,0.0011250000000000001,0.5774063493927334,True,
1.8,0.238,0.9075,0.00125,0.5774934191086203,True,
1.8,0.238,0.9075,0.001375,0.577580577595143,True,
1.8,0.238,0.9075,0.0015,0.5776678226429188,True,
1.8,0.238,0.9075,0.0016250000000000001,0.5777551520314363,True,
1.8,0.238,0.9075,0.00175,0.5778425634906136,True,
1.8,0.238,0.9075,0.001875,0.5779300547338151,True,
1.8,0.238,0.9075,0.002,0.578017623435197,True,
1.8,0.238,0.9075,0.002125,0.5781052672458284,True,
1.8,0.238,0.9075,0.0022500000000000003,0.5781929837782519,True,
1.8,0.238,0.9075,0.002375,0.5782807706261813,True,
1.8,0.238,0.9075,0.0025,0.5783686253511768,True,
1.8,0.238,0.9075,0.002625,0.578456545477257,True,
1.8,0.238,0.9075,0.0027500000000000003,0.5785445285142373,True,
1.8,0.238,0.9075,0.002875,0.5786325719268308,True,
1.8,0.238,0.9075,0.003,0.5787206731685998,True,
1.8,0.238,0.9075,0.003125,0.5788088296492988,True,
1.8,0.238,0.9075,0.00325,0.5788970387580027,True,
1.8,0.238,0.9075,0.003375,0.5789852978488288,True,
1.8,0.238,0.9075,0.0035,0.5790736042516154,True,
1.8,0.238,0.9075,0.003625,0.5791619552718267,True,
1.8,0.238,0.9075,0.0037500000000000003,0.5792503481759864,True,
1.8,0.238,0.9075,0.003875,0.5793387802073825,True,
1.8,0.238,0.9075,0.004,0.579427248583819,True,
1.8,0.238,0.9075,0.004125,0.5795157504899655,True,
1.8,0.238,0.9075,0.00425,0.5796042830826855,True,
1.8,0.238,0.9075,0.004375,0.5796928434931672,True,
1.8,0.238,0.9075,0.0045000000000000005,0.579781428819754,True,
1.8,0.238,0.9075,0.004625000000000001,0.5798700361362208,True,
1.8,0.238,0.9075,0.004750000000000001,0.5799586624866713,True,
1.8,0.238,0.9075,0.004875000000000001,0.5800473048859737,True,
1.8,0.238,0.9075,0.005000000000000001,0.5801359603245175,True,
1.8,0.238,0.9075,0.005124999999999999,0.5802246257601497,True,
1.8,0.238,0.9075,0.0052499999999999995,0.5803132981234951,True,
1.8,0.238,0.9075,0.005375,0.5804019743170745,True,
1.8,0.238,0.9075,0.0055,0.5804906512217496,True,
1.8,0.238,0.9075,0.005625,0.5805793256788043,True,
1.8,0.238,0.9075,0.00575,0.5806679945126881,True,
1.8,0.238,0.9075,0.005875,0.5807566545130513,True,
1.8,0.238,0.9075,0.006,0.5808453024471053,True,
1.8,0.238,0.9075,0.006125,0.5809339350475491,True,
1.8,0.238,0.9075,0.00625,0.581022549024136,True,
1.8,0.238,0.9075,0.0063750000000000005,0.5811111410616693,True,
1.8,0.238,0.9075,0.006500000000000001,0.5811997078110126,True,
1.8,0.238,0.9075,0.006625000000000001,0.5812882459008019,True,
1.8,0.238,0.9075,0.006750000000000001,0.5813767519297237,True,
1.8,0.238,0.9075,0.006875000000000001,0.5814652224710674,True,
1.8,0.238,0.9075,0.007000000000000001,0.581553654069257,True,
1.8,0.238,0.9075,0.007124999999999999,0.58164204324252,True,
1.8,0.238,0.9075,0.0072499999999999995,0.5817303864830482,True,
1.8,0.238,0.9075,0.007375,0.5818186802541617,True,
1.8,0.238,0.9075,0.0075,0.5819069209946848,True,
1.8,0.238,0.9075,0.007625,0.5819951051145202,True,
1.8,0.238,0.9075,0.00775,0.5820832289985826,True,
1.8,0.238,0.9075,0.007875,0.5821712890054768,True,
1.8,0.238,0.9075,0.008,0.5822592814660974,True,
1.8,0.238,0.91,0.0005,0.6263363559482444,True,
1.8,0.238,0.91,0.000625,0.6264397086523477,True,
1.8,0.238,0.91,0.00075,0.6265431850865614,True,
1.8,0.238,0.91,0.000875,0.6266467831631726,True,
1.8,0.238,0.91,0.001,0.6267505005499294,True,
1.8,0.238,0.91,0.0011250000000000001,0.6268543348086356,True,
1.8,0.238,0.91,0.00125,0.626958283425618,True,
1.8,0.238,0.91,0.001375,0.6270623438389301,True,
1.8,0.238,0.91,0.0015,0.6271665134406611,True,
1.8,0.238,0.91,0.0016250000000000001,0.627270789583203,True,
1.8,0.238,0.91,0.00175,0.6273751695858878,True,
1.8,0.238,0.91,0.001875,0.6274796507193288,True,
1.8,0.238,0.91,0.002,0.6275842302235771,True,
1.8,0.238,0.91,0.002125,0.6276889053081511,True,
1.8,0.238,0.91,0.0022500000000000003,0.6277936731285697,True,
1.8,0.238,0.91,0.002375,0.6278985308252443,True,
1.8,0.238,0.91,0.0025,0.6280034754835992,True,
1.8,0.238,0.91,0.002625,0.6281085041699426,True,
1.8,0.238,0.91,0.0027500000000000003,0.6282136138991814,True,
1.8,0.238,0.91,0.002875,0.628318801662745,True,
1.8,0.238,0.91,0.003,0.6284240644078652,True,
1.8,0.238,0.91,0.003125,0.6285293990493134,True,
1.8,0.238,0.91,0.00325,0.6286348024622371,True,
1.8,0.238,0.91,0.003375,0.62874027149488,True,
1.8,0.238,0.91,0.0035,0.628845802949163,True,
1.8,0.238,0.91,0.003625,0.6289513935956011,True,
1.8,0.238,0.91,0.0037500000000000003,0.6290570401699411,True,
1.8,0.238,0.91,0.003875,0.6291627393765155,True,
1.8,0.238,0.91,0.004,0.6292684878694522,True,
1.8,0.238,0.91,0.004125,0.6293742822834197,True,
1.8,0.238,0.91,0.00425,0.6294801192100469,True,
1.8,0.238,0.91,0.004375,0.629585995201396,True,
1.8,0.238,0.91,0.0045000000000000005,0.6296919067828131,True,
1.8,0.238,0.91,0.004625000000000001,0.6297978504398664,True,
1.8,0.238,0.91,0.004750000000000001,0.6299038226211526,True,
1.8,0.238,0.91,0.004875000000000001,0.630009819739862,True,
1.8,0.238,0.91,0.005000000000000001,0.6301158381752698,True,
1.8,0.238,0.91,0.005124999999999999,0.6302218742739566,True,
1.8,0.238,0.91,0.0052499999999999995,0.6303279243440677,True,
1.8,0.238,0.91,0.005375,0.630433984658452,True,
1.8,0.238,0.91,0.0055,0.6305400514535676,True,
1.8,0.238,0.91,0.005625,0.6306461209366495,True,
1.8,0.238,0.91,0.00575,0.6307521892728747,True,
1.8,0.238,0.91,0.005875,0.6308582525955214,True,
1.8,0.238,0.91,0.006,0.6309643070049218,True,
1.8,0.238,0.91,0.006125,0.6310703485637662,True,
1.8,0.238,0.91,0.00625,0.631176373299911,True,
1.8,0.238,0.91,0.0063750000000000005,0.6312823772081338,True,
1.8,0.238,0.91,0.006500000000000001,0.6313883562472606,True,
1.8,0.238,0.91,0.006625000000000001,0.6314943063427084,True,
1.8,0.238,0.91,0.006750000000000001,0.6316002233855577,True,
1.8,0.238,0.91,0.006875000000000001,0.6317061032336789,True,
1.8,0.238,0.91,0.007000000000000001,0.6318119417038202,True,
1.8,0.238,0.91,0.007124999999999999,0.6319177345869617,True,
1.8,0.238,0.91,0.0072499999999999995,0.6320234776375763,True,
1.8,0.238,0.91,0.007375,0.6321291665736163,True,
1.8,0.238,0.91,0.0075,0.6322347970805909,True,
1.8,0.238,0.91,0.007625,0.6323403648118742,True,
1.8,0.238,0.91,0.00775,0.6324458653848202,True,
1.8,0.238,0.91,0.007875,0.6325512943828647,True,
1.8,0.238,0.91,0.008,0.6326566473595018,True,
1.8,0.238,0.9125,0.0005,0.67987557397094,True,
1.8,0.238,0.9125,0.000625,0.6799989780104965,True,
1.8,0.238,0.9125,0.00075,0.6801225499213425,True,
1.8,0.238,0.9125,0.000875,0.6802462871971842,True,
1.8,0.238,0.9125,0.001,0.6803701870779254,True,
1.8,0.238,0.9125,0.0011250000000000001,0.6804942466855443,True,
1.8,0.238,0.9125,0.00125,0.6806184630615348,True,
1.8,0.238,0.9125,0.001375,0.680742833174648,True,
1.8,0.238,0.9125,0.0015,0.6808673539680425,True,
1.8,0.238,0.9125,0.0016250000000000001,0.6809920223073592,True,
1.8,0.238,0.9125,0.00175,0.6811168350273694,True,
1.8,0.238,0.9125,0.001875,0.6812417889136564,True,
1.8,0.238,0.9125,0.002,0.681366880703138,True,
1.8,0.238,0.9125,0.002125,0.6814921070890788,True,
1.8,0.238,0.9125,0.0022500000000000003,0.6816174647206737,True,
1.8,0.238,0.9125,0.002375,0.6817429501959837,True,
1.8,0.238,0.9125,0.0025,0.6818685600789121,True,
1.8,0.238,0.9125,0.002625,0.6819942908753941,True,
1.8,0.238,0.9125,0.0027500000000000003,0.682120139056831,True,
1.8,0.238,0.9125,0.002875,0.6822461010501405,True,
1.8,0.238,0.9125,0.003,0.6823721732269967,True,
1.8,0.238,0.9125,0.003125,0.6824983519245682,True,
1.8,0.238,0.9125,0.00325,0.6826246334258735,True,
1.8,0.238,0.9125,0.003375,0.682751013979767,True,
1.8,0.238,0.9125,0.0035,0.6828774897819276,True,
1.8,0.238,0.9125,0.003625,0.6830040569901893,True,
1.8,0.238,0.9125,0.0037500000000000003,0.6831307117079377,True,
1.8,0.238,0.9125,0.003875,0.6832574500035511,True,
1.8,0.238,0.9125,0.004,0.6833842678961187,True,
1.8,0.238,0.9125,0.004125,0.6835111613591981,True,
1.8,0.238,0.9125,0.00425,0.683638126324715,True,
1.8,0.238,0.9125,0.004375,0.6837651586760491,True,
1.8,0.238,0.9125,0.0045000000000000005,0.6838922542569271,True,
1.8,0.238,0.9125,0.004625000000000001,0.6840194088588059,True,
1.8,0.238,0.9125,0.004750000000000001,0.684146618238799,True,
1.8,0.238,0.9125,0.004875000000000001,0.6842738781011201,True,
1.8,0.238,0.9125,0.005000000000000001,0.6844011841067801,True,
1.8,0.238,0.9125,0.005124999999999999,0.684528531875523,True,
1.8,0.238,0.9125,0.0052499999999999995,0.6846559169825022,True,
1.8,0.238,0.9125,0.005375,0.6847833349562716,True,
1.8,0.238,0.9125,0.0055,0.6849107812819887,True,
1.8,0.238,0.9125,0.005625,0.6850382513980291,True,
1.8,0.238,0.9125,0.00575,0.6851657407037991,True,
1.8,0.238,0.9125,0.005875,0.6852932445476135,True,
1.8,0.238,0.9125,0.006,0.6854207582439145,True,
1.8,0.238,0.9125,0.006125,0.6855482770521882,True,
1.8,0.238,0.9125,0.00625,0.6856757961920588,True,
1.8,0.238,0.9125,0.0063750000000000005,0.6858033108426363,True,
1.8,0.238,0.9125,0.006500000000000001,0.685930816136109,True,
1.8,0.238,0.9125,0.006625000000000001,0.6860583071580885,True,
1.8,0.238,0.9125,0.006750000000000001,0.686185778957048,True,
1.8,0.238,0.9125,0.006875000000000001,0.6863132265318637,True,
1.8,0.238,0.9125,0.007000000000000001,0.6864406448415676,True,
1.8,0.238,0.9125,0.007124999999999999,0.6865680287995567,True,
1.8,0.238,0.9125,0.0072499999999999995,0.686695373279309,True,
1.8,0.238,0.9125,0.007375,0.6868226731055654,True,
1.8,0.238,0.9125,0.0075,0.6869499230642837,True,
1.8,0.238,0.9125,0.007625,0.6870771178968236,True,
1.8,0.238,0.9125,0.00775,0.6872042523019595,True,
1.8,0.238,0.9125,0.007875,0.6873313209355059,True,
1.8,0.238,0.9125,0.008,0.6874583184086501,True,
1.8,0.238,0.915,0.0005,0.7379260190210676,True,
1.8,0.238,0.915,0.000625,0.73807339465556,True,
1.8,0.238,0.915,0.00075,0.7382210083106486,True,
1.8,0.238,0.915,0.000875,0.738368857035454,True,
1.8,0.238,0.915,0.001,0.7385169375730487,True,
1.8,0.238,0.915,0.0011250000000000001,0.7386652465665722,True,
1.8,0.238,0.915,0.00125,0.7388137805567238,True,
1.8,0.238,0.915,0.001375,0.7389625360096488,True,
1.8,0.238,0.915,0.0015,0.7391115093369865,True,
1.8,0.238,0.915,0.0016250000000000001,0.7392606968865708,True,
1.8,0.238,0.915,0.00175,0.7394100949403561,True,
1.8,0.238,0.915,0.001875,0.7395596997342507,True,
1.8,0.238,0.915,0.002,0.7397095074438916,True,
1.8,0.238,0.915,0.002125,0.7398595141864931,True,
1.8,0.238,0.915,0.0022500000000000003,0.7400097160248219,True,
1.8,0.238,0.915,0.002375,0.740160108965574,True,
1.8,0.238,0.915,0.0025,0.740310688954143,True,
1.8,0.238,0.915,0.002625,0.7404614518911318,True,
1.8,0.238,0.915,0.0027500000000000003,0.7406123936101319,True,
1.8,0.238,0.915,0.002875,0.7407635098967833,True,
1.8,0.238,0.915,0.003,0.7409147964754599,True,
1.8,0.238,0.915,0.003125,0.7410662490120937,True,
1.8,0.238,0.915,0.00325,0.7412178631282618,True,
1.8,0.238,0.915,0.003375,0.7413696343772955,True,
1.8,0.238,0.915,0.0035,0.7415215582612441,True,
1.8,0.238,0.915,0.003625,0.7416736302247308,True,
1.8,0.238,0.915,0.0037500000000000003,0.7418258456607381,True,
1.8,0.238,0.915,0.003875,0.741978199901502,True,
1.8,0.238,0.915,0.004,0.7421306882259091,True,
1.8,0.238,0.915,0.004125,0.7422833058495054,True,
1.8,0.238,0.915,0.00425,0.742436047942338,True,
1.8,0.238,0.915,0.004375,0.7425889096100127,True,
1.8,0.238,0.915,0.0045000000000000005,0.7427418859069203,True,
1.8,0.238,0.915,0.004625000000000001,0.7428949718335943,True,
1.8,0.238,0.915,0.004750000000000001,0.7430481623238039,True,
1.8,0.238,0.915,0.004875000000000001,0.7432014522680297,True,
1.8,0.238,0.915,0.005000000000000001,0.74335483649024,True,
1.8,0.238,0.915,0.005124999999999999,0.7435083097651066,True,
1.8,0.238,0.915,0.0052499999999999995,0.743661866805393,True,
1.8,0.238,0.915,0.005375,0.7438155022747438,True,
1.8,0.238,0.915,0.0055,0.743969210778033,True,
1.8,0.238,0.915,0.005625,0.7441229868606047,True,
1.8,0.238,0.915,0.00575,0.7442768250154804,True,
1.8,0.238,0.915,0.005875,0.7444307196803028,True,
1.8,0.238,0.915,0.006,0.7445846652322942,True,
1.8,0.238,0.915,0.006125,0.7447386559988658,True,
1.8,0.238,0.915,0.00625,0.7448926862478585,True,
1.8,0.238,0.915,0.0063750000000000005,0.745046750191314,True,
1.8,0.238,0.915,0.006500000000000001,0.745200841990625,True,
1.8,0.238,0.915,0.006625000000000001,0.7453549557427587,True,
1.8,0.238,0.915,0.006750000000000001,0.7455090854956685,True,
1.8,0.238,0.915,0.006875000000000001,0.7456632252377524,True,
1.8,0.238,0.915,0.007000000000000001,0.7458173689088222,True,
1.8,0.238,0.915,0.007124999999999999,0.7459715103857584,True,
1.8,0.238,0.915,0.0072499999999999995,0.7461256434946365,True,
1.8,0.238,0.915,0.007375,0.7462797620025517,True,
1.8,0.238,0.915,0.0075,0.7464338596251938,True,
1.8,0.238,0.915,0.007625,0.7465879300231051,True,
1.8,0.238,0.915,0.00775,0.7467419667981534,True,
1.8,0.238,0.915,0.007875,0.7468959635006786,True,
1.8,0.238,0.915,0.008,0.7470499136255068,True,
1.8,0.238,0.9175,0.0005,0.8008399846634658,True,
1.8,0.238,0.9175,0.000625,0.8010159844288379,True,
1.8,0.238,0.9175,0.00075,0.8011923271372041,True,
1.8,0.238,0.9175,0.000875,0.8013690093237619,True,
1.8,0.238,0.9175,0.001,0.8015460272399761,True,
1.8,0.238,0.9175,0.0011250000000000001,0.8017233769975245,True,
1.8,0.238,0.9175,0.00125,0.8019010545897335,True,
1.8,0.238,0.9175,0.001375,0.8020790559481576,True,
1.8,0.238,0.9175,0.0015,0.8022573769044664,True,
1.8,0.238,0.9175,0.0016250000000000001,0.8024360132279846,True,
1.8,0.238,0.9175,0.00175,0.8026149606211109,True,
1.8,0.238,0.9175,0.001875,0.8027942147007814,True,
1.8,0.238,0.9175,0.002,0.8029737710334302,True,
1.8,0.238,0.9175,0.002125,0.8031536250951689,True,
1.8,0.238,0.9175,0.0022500000000000003,0.8033337723086783,True,
1.8,0.238,0.9175,0.002375,0.8035142080215292,True,
1.8,0.238,0.9175,0.0025,0.8036949275061624,True,
1.8,0.238,0.9175,0.002625,0.8038759259749941,True,
1.8,0.238,0.9175,0.0027500000000000003,0.8040571985625783,True,
1.8,0.238,0.9175,0.002875,0.8042387403352885,True,
1.8,0.238,0.9175,0.003,0.8044205462940076,True,
1.8,0.238,0.9175,0.003125,0.8046026113647285,True,
1.8,0.238,0.9175,0.00325,0.8047849304083906,True,
1.8,0.238,0.9175,0.003375,0.8049674982100021,True,
1.8,0.238,0.9175,0.0035,0.8051503094863471,True,
1.8,0.238,0.9175,0.003625,0.8053333588912948,True,
1.8,0.238,0.9175,0.0037500000000000003,0.8055166409959984,True,
