Mach,alpha,status,reason,gep_cr,gep_ci,shooting_cr,shooting_ci,shooting_omega_i,abs_dc,rel_dc,stage1_mismatch,stage2_mismatch,spectral_success,mode_success,shooting_success,ln_p_start_right,y_limit
1.8,0.238,review,shooting_requires_review,0.9842090211074289,0.003924059645767328,0.9049642294407623,1.5790804639274693e-06,3.758211504147377e-07,0.07934181028990063,0.08061415611376634,0.51140406353038,65551.27459863017,False,False,False,-29.99999281439142,1200.0
1.8,0.248,review,shooting_requires_review,0.9912702816669178,0.002837364688619909,0.911556740000251,1e-06,2.48e-07,0.07976398742346241,0.08046610712041509,0.6216602809187796,72067.50316328627,False,False,False,-29.99999281439142,1200.0
1.8,0.258,review,shooting_requires_review,0.9957897953175412,0.0012115579997447363,1.0757116703175416,0.017938378906249997,0.004628101757812499,0.08165349129800871,0.08199866201254039,1.5911769545209788,68313.08654311174,False,False,False,-29.99999281439142,1156.606130731861
1.9,0.232,review,shooting_requires_review,0.9899005442178859,0.0032944929415086727,0.9128432525512191,1e-06,2.32e-07,0.07712764287048786,0.07791410579653811,0.5783914051373846,62120.97786229216,False,False,False,-29.99999281439142,1200.0
1.9,0.242,review,shooting_requires_review,0.9945202687700949,0.0015273586273379966,1.0744421437700953,0.017938378906249997,0.004341087695312499,0.0815893846655957,0.0820388392367304,1.5643675680208942,60866.55637390307,False,False,False,-29.99999281439142,1172.7376678946316
1.9,0.252,review,shooting_requires_review,0.9992190399448537,0.0002795085222230625,1.0791409149448543,0.017938378906249997,0.004520471484374999,0.08184950706482955,0.08191347501454767,1.5246108496778341,60691.22784683741,False,False,False,-29.99999281439142,1126.3753242107982
