Mach,alpha,cr,ci,omega_i,ln_p_start_right_exact,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag,source,validation_status
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-363.9718685122605,0.42391117737739065,-0.320360304256073,0.07422903536974847,-0.056186414515674556,-0.22350219405393051,0.16887641071312354,0.13083678314116995,-0.09887663711607189,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-340.20713341649963,0.5234092824564169,-0.13192889697459842,0.09168716128752315,-0.02318532584969074,-0.27594960658654033,0.0695300819828075,0.16154607483222747,-0.040718795362530376,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-319.3460590204322,-0.4063419962469742,0.3666253226916179,-0.07114456433067791,0.0642900000307766,0.21424171369887943,-0.19326832051692291,-0.12541419637252288,0.11315596379370924,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-300.88710914838356,0.4431751123098634,0.33247493935392664,0.07769210690173146,0.058192238825912866,-0.23362901524945884,-0.17530209776103278,0.1367824420709455,0.10261572202281687,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-284.43796359198325,0.5067433939801873,0.23857462983431238,0.0888170665993256,0.041731696808239446,-0.2671466978570132,-0.12580028092060572,0.1564022820926504,0.07363414501059022,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-269.6873240350537,0.008934554734182977,0.5655246680099166,0.001641537330742306,0.09908262774986241,-0.004685032653630228,-0.29814752217536267,0.002757578621661414,0.17454465062034463,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-256.38502513594443,-0.45328409899264344,-0.3465826932864341,-0.0794651706925626,-0.06066265376407682,0.23895788677322258,0.18274022074132873,-0.13990249968908747,-0.10696996706371421,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-244.32773013529126,0.43351927638725957,0.37800807764914296,0.07600646823689391,0.06617125942651772,-0.22853637819259742,-0.19930693889241982,0.1338022457985369,0.11666915976825397,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-233.34846337556098,0.027528124159262018,-0.5787218160826022,0.0047451991892155905,-0.10139976860249596,-0.01453884447491698,0.3051034858680149,0.008496334617056189,-0.17861784446993897,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-223.30883039599263,-0.5798800386547174,-0.0625365528113232,-0.10160741069695468,-0.010878761922234326,0.30571253929147907,0.03299549553502958,-0.1789753205724436,-0.019301405188680003,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-214.09315358386775,-0.42380183594975496,0.40588506646921946,-0.0741983630409075,0.0711709292728234,0.2234483756203903,-0.21396545097528313,-0.1308030357869614,0.12527316866333932,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-205.6039948194992,-0.28280249984700623,0.5179463238479128,-0.04947921698378113,0.09078585213494547,0.1491179122045237,-0.27305095366264154,-0.08728472217500192,0.1598599764962694,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-197.75869691353978,-0.3786922453408794,0.4565923151647725,-0.06628802380778538,0.08004911622490601,0.19966866756434634,-0.24070055661984893,-0.11688032263607387,0.1409235540632014,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-190.48668326261372,-0.5788794007759926,0.14209067762580185,-0.1014045412509049,0.024973208489547233,0.3051941545990918,-0.0748849360238939,-0.17866648172098537,0.04385514741537094,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-183.72732863166453,-0.4192934049413699,-0.42741119054563237,-0.0735206488096261,-0.07482894163045296,0.22103422490442387,0.22535184337231343,-0.12941154473499072,-0.13191703411902234,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-177.42826493504407,0.3479771148147368,-0.4903097025430656,0.06090198096955135,-0.08595250009534108,-0.1834770227261849,0.2584778876715691,0.10740034407862246,-0.15133015510588446,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-171.54402174864146,0.4368889831499569,0.41647205853800995,0.07660204289866294,0.0729099610442018,-0.23031118152781424,-0.21958547158506397,0.1348422787499867,0.12854075880802776,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-166.03492685677392,-0.5639613657377335,0.2212182333035447,-0.0987801447576843,0.038834894619449355,0.2973328406958774,-0.1166020031152392,-0.17406214991905355,0.06827723250109405,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-160.86621059899863,0.19463945404426192,-0.5758708662268462,0.03402464309124731,-0.10092276215824375,-0.10264055388196153,0.30359297506579397,0.060073905569216636,-0.17773792167495253,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-156.00727126409342,0.18290718383136184,0.5817587434390858,0.03212493016792617,0.10190352650008387,-0.09640345066496481,-0.30671398330973,0.05645283451585241,0.17955516772811292,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-151.43106873005598,-0.4013443954956992,-0.4616087906609128,-0.07038046261818592,-0.08082301417505415,0.21156989705978463,0.24338016724693778,-0.12387172700484544,-0.14247184896941753,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-147.1136209682094,0.49021986148360364,0.3687694881855103,0.08593955878182723,0.06454496059511101,-0.25842959242171804,-0.19443885040826758,0.15130242638382826,0.1138177432671328,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-143.03358361278595,-0.5009467212755407,-0.3569293545571558,-0.08781738461852465,-0.06246904309356508,0.26408537043849434,0.18819715922112087,-0.1546131855788706,-0.1101633810361592,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-139.17189703592123,0.4458321495384831,0.4260523831247951,0.07817023734805685,0.0745872960325295,-0.2350256299854706,-0.22463666149838735,0.13760251528965528,0.13149764911259107,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-135.51148861229487,-0.3007939470088256,-0.5400543778019297,-0.05277389087119123,-0.09458076124654985,0.158555743004507,0.2847325308880287,-0.0928376379656869,-0.1666834499388672,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-132.03702036034468,0.0395808694745445,0.6183302312510062,0.007018093177556745,0.10833040123239024,-0.02083954337440593,-0.32598822139416317,0.012216317739056936,0.19084266396635993,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-128.73467409166258,0.3052741600999154,-0.5407309787253843,0.05341333948251365,-0.09478090671316058,-0.16096609104231732,0.2850621196412199,0.09422041978392452,-0.16689227738437787,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-125.59196772178788,-0.5834401888369021,0.21630698545831706,-0.10219363044515174,0.037977032657077234,0.3076019431988273,-0.11401189982122055,-0.18007413235706857,0.06676141526491268,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-122.59759759401477,0.5581365294012973,0.2778739796460014,0.09782679036851695,0.048610295016360494,-0.29423962918065716,-0.14652137258608125,0.17226436092632633,0.08576357396481527,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-119.7413026175458,-0.11472126811913881,-0.6140384844140976,-0.020182632547541712,-0.10756834070614447,0.06045408803407324,0.32372895547838615,-0.03540779880220334,-0.18951805074509184,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-117.01374677833309,-0.46574326048634446,0.417971440618988,-0.08154516321942715,0.0732941925085683,0.2455606221669472,-0.2203355645735866,-0.14374791990319272,0.1290035310552432,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-114.40641718787278,0.5807396971823235,0.2360370879957473,0.10178138872404313,0.04127713916228702,-0.3061579918393229,-0.1244657884412426,0.1792406472784949,0.07285095308510718,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-111.91153532427516,0.012550069107737642,-0.6277863770116369,0.002114334421623591,-0.1099942021788436,-0.006644542608621173,0.33097121094844645,0.003873478119672125,-0.1937612274727274,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-109.52197951608186,-0.6070676847321574,0.1642933703709037,-0.10634033408991388,0.028867068959300912,0.3200561368611468,-0.08658903321155291,-0.18736656936177695,0.05070783036139002,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-107.23121704177039,0.2863210183323673,0.5610223149154627,0.050240956830347266,0.09825643737558451,-0.15092461237344332,-0.2957862730749338,0.08837068467048373,0.1731550354677354,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-105.03324448152661,0.5179343741263197,-0.36003716602048225,0.09069720727281044,-0.0631507341138356,-0.27307341732437973,0.18979002184630378,0.1598562883105925,-0.11112258210508712,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-102.92253517442016,-0.3948576306505322,-0.4930359852623871,-0.06924816790250597,-0.0863301492615158,0.20814863955248042,0.2599484338691511,-0.12186963908967041,-0.15217160038962566,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-100.89399281273688,-0.49210348802440723,0.39737262902896825,-0.08616643068361991,0.06968868745148872,0.25945692977123225,-0.20947459993133413,-0.15188379260012566,0.12264587315708894,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-98.94291035312007,0.36962757865483925,0.5142779827803649,0.06483054840309604,0.0900552909943174,-0.19484629336369366,-0.27114618060775825,0.11408258600458,0.15872777246307554,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-97.0649335471522,0.553322924892202,-0.30974086355375036,0.09690429780521435,-0.05434323895191444,-0.29172816830296794,0.16327200385085427,0.1707786805222846,-0.09559903196103404,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-95.25602849662637,-0.21401877512854484,-0.5977177410719541,-0.03757804470451135,-0.10469546436380316,0.11280490598864265,0.315129029952596,-0.06605517750881013,-0.18448078428146727,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-93.51245272467659,-0.630522550256504,0.08027493046633064,-0.11046110079304557,0.014149615496504805,0.3324178869671431,-0.04229308821876952,-0.19460572538780987,0.024776213106892167,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-91.83072932616024,-0.08790418310612598,0.6302196400821558,-0.015316568422875935,0.11043067227794291,0.04637167580465348,-0.3322506663759722,-0.02713092071176726,0.19451223459325795,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-90.20762382157511,0.5737788857010735,0.2766828777869482,0.10056727894213904,0.04839949966913072,-0.3024864023520023,-0.145894118282476,0.1770922486731708,0.08539594993424328,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-88.64012339027299,0.4588590250188829,-0.44279523716119296,0.08033565533512334,-0.07764256635698685,-0.2419323333389462,0.2334230886412226,0.14162315587002555,-0.13666519665468915,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-87.12541820243834,-0.2324284588693359,-0.5944855709125678,-0.040803113366230166,-0.1041266871529228,0.12251071782423371,0.3134258391867351,-0.07173717866337528,-0.18348320089894068,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-85.66088460647464,-0.6377333124631047,-0.0390341353873649,-0.11174053980623098,-0.006753186645284989,0.3362140944146633,0.02060750503239254,-0.196831269278736,-0.01204757265042127,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-84.24406996015298,-0.32441038701006886,0.5511373502805854,-0.05676473760313243,0.09660675141691541,0.17105526069797797,-0.29054754879662,-0.10012666265742863,0.17010412045697082,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-82.87267892104002,0.32505532595639314,0.5514320732585702,0.05702618403488796,0.09657094560812929,-0.17134594088169666,-0.2907319881222987,0.10032571788777565,0.17019508433906486,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-81.54456103500624,0.6406553587197018,0.004543611293788309,0.11224785874306216,0.0007098150079488635,-0.33775615348844845,-0.002424077944280685,0.19773313540731538,0.0014023491647494877,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-80.25769948164606,0.3507895002810199,-0.5367560820252887,0.061388476855427844,-0.09409060546989968,-0.1849618031437818,0.2829644998327967,0.10826836428426541,-0.16566545741521255,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-79.01020085272455,-0.24375692739176782,-0.5936523173960288,-0.04278782716436673,-0.10397917012557074,0.1284831741379455,0.31298705110782465,-0.07523361956536043,-0.18322602388766315,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-77.80028585469745,-0.6235650751382151,-0.1538435659724648,-0.10927362450620842,-0.0268705000307103,0.32873939948306813,0.08113491394522832,-0.19245835652414045,-0.0474825820902669,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-76.62628083928324,-0.5039979316248829,0.39891034743897713,-0.08825021237905796,0.06995970779960013,0.2657278021976056,-0.21028475970866078,-0.15555491716817374,0.1231204776046226,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-75.48661007730941,-0.01061460888549484,0.6431601839077412,-0.0017731585014096674,0.11268753882120634,0.005624847273820915,-0.3390764369669485,-0.0032761138535477886,0.19850622960115466,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-74.37978870082955,0.4805245631226817,0.4283352149241008,0.08424889535649646,0.07498259299608653,-0.2533155227120225,-0.22584173285586223,0.1483100503465067,0.13220222682842617,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-73.30441624703171,0.6405074996885032,-0.06867222619497959,0.11221209512322027,-0.012118085873408223,-0.3376814775972975,0.036175644109525035,0.19768749990385903,-0.02119513154166036,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-72.25917074491318,0.39141607115346705,-0.5121857728899176,0.06850984099724197,-0.08979118739621046,-0.2063792127481702,0.2700091056648194,0.12080742936835401,-0.15808202866972765,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-71.24280329222542,-0.08778133433145205,-0.6390580532395826,-0.015465938547461509,-0.1119555692587391,0.04625011551825755,0.3369181781001677,-0.02709300442328767,-0.19724013988876005,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-70.25413307590682,-0.5072406444960871,-0.3991905593552259,-0.08892581346944499,-0.06987265087307329,0.267401663809551,0.21047773610357504,-0.15655575447410092,-0.1232069627639586,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-69.29204279426594,-0.6438195354500147,0.05171091407432963,-0.11279467033253845,0.009146792683556995,0.33942683866039824,-0.027233416662872403,-0.19870973316358478,0.015960158664916544,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-68.35547444359693,-0.4469113567736613,0.46686812275697404,-0.07823910013197137,0.08185869368264038,0.23563454660887379,-0.2461149556750487,-0.13793560394248802,0.14409509961635,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-67.44342543582556,-0.035878615099143536,0.6456882988445555,-0.006199246629977068,0.1131338835487711,0.01894425692681466,-0.3404081399849748,-0.011073646635538135,0.19928651198906033,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-66.55494501723608,0.3834315885634166,0.5212230393975864,0.06725004142546202,0.09127025436131286,-0.2021235180771796,-0.27480826301195505,0.1183430828899434,0.1608713084560452,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-65.68913096138401,0.6249390257829524,0.1691893347102342,0.10951641629231747,0.029558999794935054,-0.3294630657358207,-0.08922533300731256,0.19288241536510872,0.052218930466121666,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-64.84512651201275,0.598948589236369,-0.24678615539230378,0.10490670570757409,-0.043319281931704416,-0.31577940473729177,0.13007995997178473,0.18486067569023734,-0.0761685664791061,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-64.02211755420218,0.3338120399909271,-0.5555809406734971,0.05841137390884298,-0.09738656499509886,-0.1760120528335743,0.2928898087537726,0.10302840740460717,-0.17147559897330156,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-63.219329994110836,-0.05324424949495587,-0.6463070342859918,-0.009415778561482253,-0.11323029087545089,0.028041686304512484,0.3407383278257829,-0.01643341033794934,-0.1994774797178987,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-62.43602732958583,-0.4131561401914775,-0.5002863349929296,-0.0724551694303274,-0.08759799695789534,0.21779537081925987,0.26377166926312046,-0.1275173272195918,-0.15440936265213875,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-61.67150839561723,-0.6226136694497139,-0.18374786426097564,-0.10911095793365515,-0.032110067882678624,0.3282364761049724,0.0969005505440602,-0.19216471279312156,-0.05671230378425174,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-60.92510527012547,-0.6219005935273977,0.1872636213550633,-0.10893606954649554,0.03289361278557847,0.3278771402272044,-0.09869838809307831,-0.19194462763191286,0.05779741399847632,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-60.19618132693763,-0.4247556596737761,0.4917501691361037,-0.07435391877208843,0.0862152171731929,0.2239550778300643,-0.25923387263138425,-0.13109742582523956,0.15177474356052578,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
1.8,0.258,0.7615845727352136,0.0013537006313739,0.0003492547628944662,-283.53122372820303,-59.48412942402464,-0.10334338202035122,0.6418366443901011,-0.018020058686910707,0.11246813044418792,0.05451181000604866,-0.3383745119271053,-0.03189610556183681,0.1980977297500312,fixed_ci_shooting_exact_amplitude,full_shooting_validated_exact_amplitude
