Mach,alpha,ci_seed_blumen,cr_seed_blumen,cr_guess,ci_guess,cr_min,cr_max,ci_min,ci_max,shooting_exception,shooting_success,shooting_spectral_success,shooting_cr,shooting_ci,shooting_omega_i,shooting_residual,shooting_mismatch,shooting_y_limit,n_finite_gep_modes,nearest_gep_distance,nearest_gep_cr,nearest_gep_ci,nearest_gep_omega_i,accepted_probe,reason
1.8,0.238,0.0042511602538905235,,0.324444444444,0.0021255801269452618,0.244444444444,0.404444444444,0.000708526708981754,0.006376740380835785,,False,True,0.48428819444400006,0.0063822757457497065,0.0015189816274884301,,,1200.0,249,0.04856320832731387,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.324444444444,0.0042511602538905235,0.244444444444,0.404444444444,0.001417053417963508,0.01275348076167157,,False,True,0.48428819444400006,0.012764551491499413,0.0030379632549768602,,,1200.0,249,0.053359034168353345,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.324444444444,0.008502320507781047,0.244444444444,0.404444444444,0.002834106835927016,0.02550696152334314,,False,True,0.48428819444400006,0.014192675639290763,0.003377856802151201,,,1200.0,249,0.05478302287635658,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.384444444444,0.0021255801269452618,0.304444444444,0.464444444444,0.000708526708981754,0.006376740380835785,,False,True,0.4914756944440001,1.5408231112638757e-05,3.667159004808024e-06,,,1200.0,249,0.054043153358132444,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.384444444444,0.0042511602538905235,0.304444444444,0.464444444444,0.001417053417963508,0.01275348076167157,,False,True,0.4901215277773333,1.8614204611242126e-05,4.430180697475626e-06,,,1200.0,249,0.052688991057612565,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.384444444444,0.008502320507781047,0.304444444444,0.464444444444,0.002834106835927016,0.02550696152334314,,False,True,0.4908506944440001,2.3420715917692712e-05,5.5741303884108654e-06,,,1200.0,249,0.053418165109267314,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.444444444444,0.0021255801269452618,0.364444444444,0.524444444444,0.000708526708981754,0.006376740380835785,,False,True,0.49147569444399997,1.5408231112638757e-05,3.667159004808024e-06,,,1200.0,249,0.05404315335813233,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.444444444444,0.0042511602538905235,0.364444444444,0.524444444444,0.001417053417963508,0.01275348076167157,,False,True,0.4901215277773332,1.8614204611242126e-05,4.430180697475626e-06,,,1200.0,249,0.052688991057612454,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.444444444444,0.008502320507781047,0.364444444444,0.524444444444,0.002834106835927016,0.02550696152334314,,False,True,0.4903298611106666,1.7014797084066225e-05,4.049521706007761e-06,,,1200.0,249,0.052897322184584074,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.504444444444,0.0021255801269452618,0.42444444444400004,0.584444444444,0.000708526708981754,0.006376740380835785,,False,True,0.4914756944440001,1.5408231112638757e-05,3.667159004808024e-06,,,1200.0,249,0.054043153358132444,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.504444444444,0.0042511602538905235,0.42444444444400004,0.584444444444,0.001417053417963508,0.01275348076167157,,False,True,0.4901215277773333,1.8614204611242126e-05,4.430180697475626e-06,,,1200.0,249,0.052688991057612565,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.504444444444,0.008502320507781047,0.42444444444400004,0.584444444444,0.002834106835927016,0.02550696152334314,,False,True,0.49074652777733335,1.7014797084066225e-05,4.049521706007761e-06,,,1200.0,249,0.05331398876570524,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.564444444444,0.0021255801269452618,0.484444444444,0.644444444444,0.000708526708981754,0.006376740380835785,,False,True,0.49147569444399997,1.5408231112638757e-05,3.667159004808024e-06,,,1200.0,249,0.05404315335813233,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.564444444444,0.0042511602538905235,0.484444444444,0.644444444444,0.001417053417963508,0.01275348076167157,,False,True,0.4901215277773332,1.8614204611242126e-05,4.430180697475626e-06,,,1200.0,249,0.052688991057612454,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.564444444444,0.008502320507781047,0.484444444444,0.644444444444,0.002834106835927016,0.02550696152334314,,False,True,0.4903298611106666,1.7014797084066225e-05,4.049521706007761e-06,,,1200.0,249,0.052897322184584074,0.43743254987194286,1.3918406958747072e-16,3.312580856181803e-17,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.8,0.0021255801269452618,0.7200000000000001,0.88,0.000708526708981754,0.006376740380835785,,False,True,0.7616666666666668,3.788507164835523e-05,9.016647052308545e-06,,,1200.0,249,0.078903634561267,0.7651367369400253,0.03945153169079514,0.009389464542409243,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.8,0.0042511602538905235,0.7200000000000001,0.88,0.001417053417963508,0.01275348076167157,,False,True,0.7616666666666668,1e-06,2.38e-07,,,1200.0,249,0.0789773333966637,0.7651367369400253,0.03945153169079514,0.009389464542409243,False,rejected_shooting_ci_too_small
1.8,0.238,0.0042511602538905235,,0.8,0.008502320507781047,0.7200000000000001,0.88,0.002834106835927016,0.02550696152334314,,False,True,0.7616666666666668,1e-06,2.38e-07,,,1200.0,249,0.0789773333966637,0.7651367369400253,0.03945153169079514,0.009389464542409243,False,rejected_shooting_ci_too_small
1.8,0.238,0.0042511602538905235,,0.9,0.0021255801269452618,0.8200000000000001,0.98,0.000708526708981754,0.006376740380835785,,False,True,0.7616666666666666,3.7885071648355225e-05,9.016647052308543e-06,,,1200.0,249,0.07890363456126702,0.7651367369400253,0.03945153169079514,0.009389464542409243,True,accepted_shooting_first_and_nearest_gep
1.8,0.238,0.0042511602538905235,,0.9,0.0042511602538905235,0.8200000000000001,0.98,0.001417053417963508,0.01275348076167157,,False,True,0.7616666666666666,7.478750440782157e-05,1.7799426049061533e-05,,,1200.0,249,0.07882990117070297,0.7651367369400253,0.03945153169079514,0.009389464542409243,True,accepted_shooting_first_and_nearest_gep
