Mach,alpha,cr,ci,stage1_mismatch,finite,exception
1.8,0.238,0.6,0.0067001625000000006,0.018274938960625525,True,
1.8,0.238,0.6,0.0068001500000000005,0.018276647276311078,True,
1.8,0.238,0.6,0.006900137500000001,0.01827838120056218,True,
1.8,0.238,0.6,0.007000125000000001,0.01828014073396433,True,
1.8,0.238,0.6,0.007100112500000001,0.018281925879572,True,
1.8,0.238,0.6,0.007200100000000001,0.018283736630975288,True,
1.8,0.238,0.6,0.007300087500000001,0.01828557298812647,True,
1.8,0.238,0.6,0.007400075000000001,0.01828743495307394,True,
1.8,0.238,0.6,0.007500062500000001,0.018289322519545854,True,
1.8,0.238,0.6,0.007600050000000001,0.018291235692377863,True,
1.8,0.238,0.6,0.007700037500000001,0.01829317446226758,True,
1.8,0.238,0.6,0.007800025000000001,0.01829513883527983,True,
1.8,0.238,0.6,0.0079000125,0.018297128806467364,True,
1.8,0.238,0.6,0.008,0.01829914437718841,True,
1.8,0.238,0.605,1e-06,0.005685807027509118,True,
1.8,0.238,0.605,0.00010098750000000001,0.018150725452752085,True,
1.8,0.238,0.605,0.00020097500000000002,0.01815034338444178,True,
1.8,0.238,0.605,0.00030096250000000006,0.018150377863886562,True,
1.8,0.238,0.605,0.00040095000000000007,0.018150424153996595,True,
1.8,0.238,0.605,0.0005009375000000001,0.018150498719456308,True,
1.8,0.238,0.605,0.0006009250000000001,0.0181505996890053,True,
1.8,0.238,0.605,0.0007009125000000001,0.018150726429975617,True,
1.8,0.238,0.605,0.0008009000000000001,0.018150878665592625,True,
1.8,0.238,0.605,0.0009008875000000001,0.01815105629641908,True,
1.8,0.238,0.605,0.001000875,0.018151259235532773,True,
1.8,0.238,0.605,0.0011008625000000001,0.018151487462796122,True,
1.8,0.238,0.605,0.00120085,0.01815174094676019,True,
1.8,0.238,0.605,0.0013008375,0.018152019668561125,True,
1.8,0.238,0.605,0.001400825,0.018152323621054057,True,
1.8,0.238,0.605,0.0015008125000000002,0.018152652802411257,True,
1.8,0.238,0.605,0.0016008,0.01815300720710155,True,
1.8,0.238,0.605,0.0017007875,0.018153386827963174,True,
1.8,0.238,0.605,0.0018007750000000001,0.01815379165888233,True,
1.8,0.238,0.605,0.0019007625000000002,0.01815422169803523,True,
1.8,0.238,0.605,0.0020007500000000004,0.018154676945802344,True,
1.8,0.238,0.605,0.0021007375000000003,0.018155157402756035,True,
1.8,0.238,0.605,0.0022007250000000006,0.018155663059523434,True,
1.8,0.238,0.605,0.0023007125000000005,0.018156193923524022,True,
1.8,0.238,0.605,0.0024007000000000004,0.018156749985766905,True,
1.8,0.238,0.605,0.0025006875000000003,0.018157331247389122,True,
1.8,0.238,0.605,0.002600675,0.018157937708920876,True,
1.8,0.238,0.605,0.0027006625000000005,0.018158569362452453,True,
1.8,0.238,0.605,0.0028006500000000004,0.018159226211871483,True,
1.8,0.238,0.605,0.0029006375000000004,0.018159908258380143,True,
1.8,0.238,0.605,0.0030006250000000007,0.018160615498807438,True,
1.8,0.238,0.605,0.0031006125000000006,0.01816134792574874,True,
1.8,0.238,0.605,0.0032006000000000005,0.018162105548927703,True,
1.8,0.238,0.605,0.0033005875000000004,0.018162888357454453,True,
1.8,0.238,0.605,0.0034005750000000003,0.01816369635325296,True,
1.8,0.238,0.605,0.0035005625000000006,0.018164529539388373,True,
1.8,0.238,0.605,0.0036005500000000005,0.018165387911848793,True,
1.8,0.238,0.605,0.0037005375000000004,0.018166271468076683,True,
1.8,0.238,0.605,0.0038005250000000008,0.018167180207245382,True,
1.8,0.238,0.605,0.0039005125000000007,0.018168114132115453,True,
1.8,0.238,0.605,0.004000500000000001,0.01816907323808846,True,
1.8,0.238,0.605,0.0041004875000000005,0.018170057522875403,True,
1.8,0.238,0.605,0.004200475,0.018171066990355166,True,
1.8,0.238,0.605,0.0043004625,0.018172101632548742,True,
1.8,0.238,0.605,0.004400450000000001,0.018173161457979696,True,
1.8,0.238,0.605,0.004500437500000001,0.01817424645774338,True,
1.8,0.238,0.605,0.004600425000000001,0.01817535663300419,True,
1.8,0.238,0.605,0.004700412500000001,0.018176491983787055,True,
1.8,0.238,0.605,0.004800400000000001,0.018177652508138,True,
1.8,0.238,0.605,0.004900387500000001,0.018178838209559917,True,
1.8,0.238,0.605,0.0050003750000000005,0.01818004907934442,True,
1.8,0.238,0.605,0.0051003625,0.018181285122440147,True,
1.8,0.238,0.605,0.00520035,0.01818254633387954,True,
1.8,0.238,0.605,0.005300337500000001,0.018183832717927475,True,
1.8,0.238,0.605,0.005400325000000001,0.01818514426868052,True,
1.8,0.238,0.605,0.005500312500000001,0.018186480989443383,True,
1.8,0.238,0.605,0.005600300000000001,0.018187842876091542,True,
1.8,0.238,0.605,0.005700287500000001,0.0181892299280687,True,
1.8,0.238,0.605,0.005800275000000001,0.018190642146031777,True,
1.8,0.238,0.605,0.0059002625000000005,0.018192079528817,True,
1.8,0.238,0.605,0.006000250000000001,0.018193542075061304,True,
1.8,0.238,0.605,0.006100237500000001,0.018195029785181418,True,
1.8,0.238,0.605,0.006200225000000001,0.01819654265547249,True,
1.8,0.238,0.605,0.006300212500000001,0.018198080691155118,True,
1.8,0.238,0.605,0.006400200000000001,0.018199643884656662,True,
1.8,0.238,0.605,0.006500187500000001,0.0182012322376586,True,
1.8,0.238,0.605,0.006600175000000001,0.01820284575034797,True,
1.8,0.238,0.605,0.0067001625000000006,0.01820448442028281,True,
1.8,0.238,0.605,0.0068001500000000005,0.018206148247790935,True,
1.8,0.238,0.605,0.006900137500000001,0.018207837234438945,True,
1.8,0.238,0.605,0.007000125000000001,0.018209551374631552,True,
1.8,0.238,0.605,0.007100112500000001,0.018211290671131558,True,
1.8,0.238,0.605,0.007200100000000001,0.01821305512125532,True,
1.8,0.238,0.605,0.007300087500000001,0.018214844727378447,True,
1.8,0.238,0.605,0.007400075000000001,0.01821665948576007,True,
1.8,0.238,0.605,0.007500062500000001,0.01821849939568778,True,
1.8,0.238,0.605,0.007600050000000001,0.018220364459553984,True,
1.8,0.238,0.605,0.007700037500000001,0.01822225467272017,True,
1.8,0.238,0.605,0.007800025000000001,0.01822417003921404,True,
1.8,0.238,0.605,0.0079000125,0.018226110553643968,True,
1.8,0.238,0.605,0.008,0.01822807621579138,True,
1.8,0.238,0.61,1e-06,0.13457541560332253,True,
1.8,0.238,0.61,0.00010098750000000001,0.01801933501786065,True,
1.8,0.238,0.61,0.00020097500000000002,0.018019241936914933,True,
1.8,0.238,0.61,0.00030096250000000006,0.018019284397160502,True,
1.8,0.238,0.61,0.00040095000000000007,0.01801932034371561,True,
1.8,0.238,0.61,0.0005009375000000001,0.018019384033540305,True,
1.8,0.238,0.61,0.0006009250000000001,0.0180194737199241,True,
1.8,0.238,0.61,0.0007009125000000001,0.018019588821276786,True,
1.8,0.238,0.61,0.0008009000000000001,0.018019729076816395,True,
1.8,0.238,0.61,0.0009008875000000001,0.018019894397518887,True,
1.8,0.238,0.61,0.001000875,0.018020084692291438,True,
1.8,0.238,0.61,0.0011008625000000001,0.018020299956684988,True,
1.8,0.238,0.61,0.00120085,0.018020540144038893,True,
1.8,0.238,0.61,0.0013008375,0.018020805252681762,True,
1.8,0.238,0.61,0.001400825,0.018021095280501966,True,
1.8,0.238,0.61,0.0015008125000000002,0.018021410201958066,True,
1.8,0.238,0.61,0.0016008,0.018021750031445828,True,
1.8,0.238,0.61,0.0017007875,0.01802211475733498,True,
1.8,0.238,0.61,0.0018007750000000001,0.01802250437365703,True,
1.8,0.238,0.61,0.0019007625000000002,0.01802291888067811,True,
1.8,0.238,0.61,0.0020007500000000004,0.0180233582753042,True,
1.8,0.238,0.61,0.0021007375000000003,0.018023822556170317,True,
1.8,0.238,0.61,0.0022007250000000006,0.01802431173030904,True,
1.8,0.238,0.61,0.0023007125000000005,0.018024825783156718,True,
1.8,0.238,0.61,0.0024007000000000004,0.018025364720344356,True,
1.8,0.238,0.61,0.0025006875000000003,0.01802592853631642,True,
1.8,0.238,0.61,0.002600675,0.018026517234463614,True,
1.8,0.238,0.61,0.0027006625000000005,0.018027130812005066,True,
1.8,0.238,0.61,0.0028006500000000004,0.01802776926927478,True,
1.8,0.238,0.61,0.0029006375000000004,0.018028432604629652,True,
1.8,0.238,0.61,0.0030006250000000007,0.01802912081680069,True,
1.8,0.238,0.61,0.0031006125000000006,0.01802983390876471,True,
1.8,0.238,0.61,0.0032006000000000005,0.0180305718720367,True,
1.8,0.238,0.61,0.0033005875000000004,0.018031334706081092,True,
1.8,0.238,0.61,0.0034005750000000003,0.018032122417002024,True,
1.8,0.238,0.61,0.0035005625000000006,0.01803293500082348,True,
1.8,0.238,0.61,0.0036005500000000005,0.018033772456807946,True,
1.8,0.238,0.61,0.0037005375000000004,0.018034634782064015,True,
1.8,0.238,0.61,0.0038005250000000008,0.01803552197862149,True,
1.8,0.238,0.61,0.0039005125000000007,0.018036434044921442,True,
1.8,0.238,0.61,0.004000500000000001,0.018037370979814196,True,
1.8,0.238,0.61,0.0041004875000000005,0.018038332783359572,True,
1.8,0.238,0.61,0.004200475,0.018039319455079198,True,
1.8,0.238,0.61,0.0043004625,0.01804033099106582,True,
1.8,0.238,0.61,0.004400450000000001,0.018041367397805732,True,
1.8,0.238,0.61,0.004500437500000001,0.018042428664913405,True,
1.8,0.238,0.61,0.004600425000000001,0.018043514801787414,True,
1.8,0.238,0.61,0.004700412500000001,0.018044625801179503,True,
1.8,0.238,0.61,0.004800400000000001,0.01804576166292215,True,
1.8,0.238,0.61,0.004900387500000001,0.01804692238995198,True,
1.8,0.238,0.61,0.0050003750000000005,0.01804810797872124,True,
1.8,0.238,0.61,0.0051003625,0.018049318429148503,True,
1.8,0.238,0.61,0.00520035,0.018050553743165023,True,
1.8,0.238,0.61,0.005300337500000001,0.018051813917520806,True,
1.8,0.238,0.61,0.005400325000000001,0.018053098951650266,True,
1.8,0.238,0.61,0.005500312500000001,0.018054408845654457,True,
1.8,0.238,0.61,0.005600300000000001,0.018055743600989382,True,
1.8,0.238,0.61,0.005700287500000001,0.018057103213216172,True,
1.8,0.238,0.61,0.005800275000000001,0.01805848768472313,True,
1.8,0.238,0.61,0.0059002625000000005,0.01805989701463707,True,
1.8,0.238,0.61,0.006000250000000001,0.018061331202627987,True,
1.8,0.238,0.61,0.006100237500000001,0.018062790249155122,True,
1.8,0.238,0.61,0.006200225000000001,0.01806427415058917,True,
1.8,0.238,0.61,0.006300212500000001,0.01806578290985253,True,
1.8,0.238,0.61,0.006400200000000001,0.01806731652499877,True,
1.8,0.238,0.61,0.006500187500000001,0.01806887499466633,True,
1.8,0.238,0.61,0.006600175000000001,0.01807045832176914,True,
1.8,0.238,0.61,0.0067001625000000006,0.018072066503115915,True,
1.8,0.238,0.61,0.0068001500000000005,0.018073699539218474,True,
1.8,0.238,0.61,0.006900137500000001,0.018075357428937643,True,
1.8,0.238,0.61,0.007000125000000001,0.0180770401741723,True,
1.8,0.238,0.61,0.007100112500000001,0.018078747771378422,True,
1.8,0.238,0.61,0.007200100000000001,0.018080480222965347,True,
1.8,0.238,0.61,0.007300087500000001,0.018082237528120788,True,
1.8,0.238,0.61,0.007400075000000001,0.01808401968554633,True,
1.8,0.238,0.61,0.007500062500000001,0.018085826695082886,True,
1.8,0.238,0.61,0.007600050000000001,0.018087658558933163,True,
1.8,0.238,0.61,0.007700037500000001,0.01808951527314842,True,
1.8,0.238,0.61,0.007800025000000001,0.018091396841660248,True,
1.8,0.238,0.61,0.0079000125,0.018093303259560142,True,
1.8,0.238,0.61,0.008,0.0180952345309182,True,
1.8,0.238,0.615,1e-06,0.040642840651657096,True,
1.8,0.238,0.615,0.00010098750000000001,0.0178274656833267,True,
1.8,0.238,0.615,0.00020097500000000002,0.01782735504300809,True,
1.8,0.238,0.615,0.00030096250000000006,0.017827379790546712,True,
1.8,0.238,0.615,0.00040095000000000007,0.017827408579160174,True,
1.8,0.238,0.615,0.0005009375000000001,0.017827464738223792,True,
1.8,0.238,0.615,0.0006009250000000001,0.0178275466396261,True,
1.8,0.238,0.615,0.0007009125000000001,0.01782765373463732,True,
1.8,0.238,0.615,0.0008009000000000001,0.017827785807179558,True,
1.8,0.238,0.615,0.0009008875000000001,0.0178279427395681,True,
1.8,0.238,0.615,0.001000875,0.017828124473276093,True,
1.8,0.238,0.615,0.0011008625000000001,0.017828330982740274,True,
1.8,0.238,0.615,0.00120085,0.01782856224717911,True,
1.8,0.238,0.615,0.0013008375,0.017828818251126827,True,
1.8,0.238,0.615,0.001400825,0.017829098994653562,True,
1.8,0.238,0.615,0.0015008125000000002,0.017829404462682087,True,
1.8,0.238,0.615,0.0016008,0.017829734655117176,True,
1.8,0.238,0.615,0.0017007875,0.017830089562848993,True,
1.8,0.238,0.615,0.0018007750000000001,0.017830469196568645,True,
1.8,0.238,0.615,0.0019007625000000002,0.01783087353964721,True,
1.8,0.238,0.615,0.0020007500000000004,0.017831302598118926,True,
1.8,0.238,0.615,0.0021007375000000003,0.017831756368742725,True,
1.8,0.238,0.615,0.0022007250000000006,0.01783223485040148,True,
1.8,0.238,0.615,0.0023007125000000005,0.017832738039373106,True,
1.8,0.238,0.615,0.0024007000000000004,0.017833265941269043,True,
1.8,0.238,0.615,0.0025006875000000003,0.017833818550069384,True,
1.8,0.238,0.615,0.002600675,0.01783439586508177,True,
1.8,0.238,0.615,0.0027006625000000005,0.017834997887415105,True,
1.8,0.238,0.615,0.0028006500000000004,0.01783562461040308,True,
1.8,0.238,0.615,0.0029006375000000004,0.017836276045667905,True,
1.8,0.238,0.615,0.0030006250000000007,0.01783695217959227,True,
1.8,0.238,0.615,0.0031006125000000006,0.01783765301702132,True,
1.8,0.238,0.615,0.0032006000000000005,0.01783837855967771,True,
1.8,0.238,0.615,0.0033005875000000004,0.017839128801026793,True,
1.8,0.238,0.615,0.0034005750000000003,0.01783990374562737,True,
1.8,0.238,0.615,0.0035005625000000006,0.017840703389286245,True,
1.8,0.238,0.615,0.0036005500000000005,0.017841527736292804,True,
1.8,0.238,0.615,0.0037005375000000004,0.017842376781278542,True,
1.8,0.238,0.615,0.0038005250000000008,0.017843250527105056,True,
1.8,0.238,0.615,0.0039005125000000007,0.017844148971594736,True,
1.8,0.238,0.615,0.004000500000000001,0.017845072113594877,True,
1.8,0.238,0.615,0.0041004875000000005,0.017846019954533002,True,
1.8,0.238,0.615,0.004200475,0.01784699249369411,True,
1.8,0.238,0.615,0.0043004625,0.017847989726610006,True,
1.8,0.238,0.615,0.004400450000000001,0.01784901165991112,True,
1.8,0.238,0.615,0.004500437500000001,0.017850058287215028,True,
1.8,0.238,0.615,0.004600425000000001,0.01785112961296958,True,
1.8,0.238,0.615,0.004700412500000001,0.01785222563333417,True,
1.8,0.238,0.615,0.004800400000000001,0.01785334635005736,True,
1.8,0.238,0.615,0.004900387500000001,0.01785449176038674,True,
1.8,0.238,0.615,0.0050003750000000005,0.01785566186451465,True,
1.8,0.238,0.615,0.0051003625,0.017856856664884777,True,
1.8,0.238,0.615,0.00520035,0.01785807616051969,True,
1.8,0.238,0.615,0.005300337500000001,0.01785932034947008,True,
1.8,0.238,0.615,0.005400325000000001,0.017860589230444944,True,
1.8,0.238,0.615,0.005500312500000001,0.017861882805988865,True,
1.8,0.238,0.615,0.005600300000000001,0.017863201075254066,True,
1.8,0.238,0.615,0.005700287500000001,0.01786454403829014,True,
1.8,0.238,0.615,0.005800275000000001,0.01786591169453551,True,
1.8,0.238,0.615,0.0059002625000000005,0.01786730404409458,True,
1.8,0.238,0.615,0.006000250000000001,0.01786872108315484,True,
1.8,0.238,0.615,0.006100237500000001,0.017870162817810013,True,
1.8,0.238,0.615,0.006200225000000001,0.01787162924292226,True,
1.8,0.238,0.615,0.006300212500000001,0.017873120361860045,True,
1.8,0.238,0.615,0.006400200000000001,0.017874636173048526,True,
1.8,0.238,0.615,0.006500187500000001,0.017876176676927837,True,
1.8,0.238,0.615,0.006600175000000001,0.017877741873088826,True,
1.8,0.238,0.615,0.0067001625000000006,0.017879331758921497,True,
1.8,0.238,0.615,0.0068001500000000005,0.017880946339200794,True,
1.8,0.238,0.615,0.006900137500000001,0.017882585612248352,True,
1.8,0.238,0.615,0.007000125000000001,0.01788424957470604,True,
1.8,0.238,0.615,0.007100112500000001,0.01788593823139439,True,
1.8,0.238,0.615,0.007200100000000001,0.01788765157995553,True,
1.8,0.238,0.615,0.007300087500000001,0.017889389619480455,True,
1.8,0.238,0.615,0.007400075000000001,0.017891152353708705,True,
1.8,0.238,0.615,0.007500062500000001,0.017892939778259776,True,
1.8,0.238,0.615,0.007600050000000001,0.017894751895335365,True,
1.8,0.238,0.615,0.007700037500000001,0.017896588706209544,True,
1.8,0.238,0.615,0.007800025000000001,0.01789845020923287,True,
1.8,0.238,0.615,0.0079000125,0.01790033640425137,True,
1.8,0.238,0.615,0.008,0.01790224729391679,True,
1.8,0.238,0.62,1e-06,0.03653001238509632,True,
1.8,0.238,0.62,0.00010098750000000001,0.017576538947383712,True,
1.8,0.238,0.62,0.00020097500000000002,0.017576375744344265,True,
1.8,0.238,0.62,0.00030096250000000006,0.01757641491168938,True,
1.8,0.238,0.62,0.00040095000000000007,0.017576439287247843,True,
1.8,0.238,0.62,0.0005009375000000001,0.017576490796493514,True,
1.8,0.238,0.62,0.0006009250000000001,0.01757656793148669,True,
1.8,0.238,0.62,0.0007009125000000001,0.017576670182045655,True,
1.8,0.238,0.62,0.0008009000000000001,0.017576797339345904,True,
1.8,0.238,0.62,0.0009008875000000001,0.017576949311495685,True,
1.8,0.238,0.62,0.001000875,0.01757712603542018,True,
1.8,0.238,0.62,0.0011008625000000001,0.017577327488822982,True,
1.8,0.238,0.62,0.00120085,0.017577553649904997,True,
1.8,0.238,0.62,0.0013008375,0.017577804507513457,True,
1.8,0.238,0.62,0.001400825,0.01757808005543427,True,
1.8,0.238,0.62,0.0015008125000000002,0.01757838028929933,True,
1.8,0.238,0.62,0.0016008,0.017578705201427763,True,
1.8,0.238,0.62,0.0017007875,0.017579054788385073,True,
1.8,0.238,0.62,0.0018007750000000001,0.017579429052589468,True,
1.8,0.238,0.62,0.0019007625000000002,0.017579827992880336,True,
1.8,0.238,0.62,0.0020007500000000004,0.017580251600580767,True,
1.8,0.238,0.62,0.0021007375000000003,0.01758069987933076,True,
1.8,0.238,0.62,0.0022007250000000006,0.017581172830800285,True,
1.8,0.238,0.62,0.0023007125000000005,0.01758167044595908,True,
1.8,0.238,0.62,0.0024007000000000004,0.017582192730833123,True,
1.8,0.238,0.62,0.0025006875000000003,0.01758273968256284,True,
1.8,0.238,0.62,0.002600675,0.01758331129896145,True,
1.8,0.238,0.62,0.0027006625000000005,0.017583907584570846,True,
1.8,0.238,0.62,0.0028006500000000004,0.017584528530144517,True,
1.8,0.238,0.62,0.0029006375000000004,0.017585174143234482,True,
1.8,0.238,0.62,0.0030006250000000007,0.01758584441978096,True,
1.8,0.238,0.62,0.0031006125000000006,0.017586539359094717,True,
1.8,0.238,0.62,0.0032006000000000005,0.017587258961389428,True,
1.8,0.238,0.62,0.0033005875000000004,0.01758800322777238,True,
1.8,0.238,0.62,0.0034005750000000003,0.01758877215320114,True,
1.8,0.238,0.62,0.0035005625000000006,0.017589565739539303,True,
1.8,0.238,0.62,0.0036005500000000005,0.01759038399078623,True,
1.8,0.238,0.62,0.0037005375000000004,0.01759122690266879,True,
1.8,0.238,0.62,0.0038005250000000008,0.017592094471749132,True,
1.8,0.238,0.62,0.0039005125000000007,0.017592986706151417,True,
1.8,0.238,0.62,0.004000500000000001,0.017593903596868844,True,
1.8,0.238,0.62,0.0041004875000000005,0.017594845149971734,True,
1.8,0.238,0.62,0.004200475,0.01759581136097297,True,
1.8,0.238,0.62,0.0043004625,0.01759680223135114,True,
1.8,0.238,0.62,0.004400450000000001,0.017597817761768605,True,
1.8,0.238,0.62,0.004500437500000001,0.017598857952359576,True,
1.8,0.238,0.62,0.004600425000000001,0.017599922800630354,True,
1.8,0.238,0.62,0.004700412500000001,0.017601012305880553,True,
1.8,0.238,0.62,0.004800400000000001,0.017602126473069,True,
1.8,0.238,0.62,0.004900387500000001,0.017603265297644978,True,
1.8,0.238,0.62,0.0050003750000000005,0.01760442878137058,True,
1.8,0.238,0.62,0.0051003625,0.01760561692258928,True,
1.8,0.238,0.62,0.00520035,0.01760682972190325,True,
1.8,0.238,0.62,0.005300337500000001,0.017608067180807957,True,
1.8,0.238,0.62,0.005400325000000001,0.01760932929845103,True,
1.8,0.238,0.62,0.005500312500000001,0.01761061607276623,True,
1.8,0.238,0.62,0.005600300000000001,0.017611927507082167,True,
1.8,0.238,0.62,0.005700287500000001,0.017613263598871904,True,
1.8,0.238,0.62,0.005800275000000001,0.017614624348857723,True,
1.8,0.238,0.62,0.0059002625000000005,0.017616009758004068,True,
1.8,0.238,0.62,0.006000250000000001,0.01761741982512097,True,
1.8,0.238,0.62,0.006100237500000001,0.01761885455140237,True,
1.8,0.238,0.62,0.006200225000000001,0.01762031393644249,True,
1.8,0.238,0.62,0.006300212500000001,0.017621797980647683,True,
1.8,0.238,0.62,0.006400200000000001,0.017623306684925375,True,
1.8,0.238,0.62,0.006500187500000001,0.01762484004642699,True,
1.8,0.238,0.62,0.006600175000000001,0.01762639806765436,True,
1.8,0.238,0.62,0.0067001625000000006,0.017627980750155214,True,
1.8,0.238,0.62,0.0068001500000000005,0.017629588091735107,True,
1.8,0.238,0.62,0.006900137500000001,0.0176312200944858,True,
1.8,0.238,0.62,0.007000125000000001,0.01763287675552933,True,
1.8,0.238,0.62,0.007100112500000001,0.01763455807904199,True,
1.8,0.238,0.62,0.007200100000000001,0.017636264061882605,True,
1.8,0.238,0.62,0.007300087500000001,0.01763799470677389,True,
1.8,0.238,0.62,0.007400075000000001,0.017639750013138035,True,
1.8,0.238,0.62,0.007500062500000001,0.01764152998162521,True,
1.8,0.238,0.62,0.007600050000000001,0.01764333461191548,True,
1.8,0.238,0.62,0.007700037500000001,0.017645163905103997,True,
1.8,0.238,0.62,0.007800025000000001,0.017647017861166316,True,
1.8,0.238,0.62,0.0079000125,0.01764889648032611,True,
1.8,0.238,0.62,0.008,0.017650799763485672,True,
1.8,0.238,0.625,1e-06,0.05160768115049557,True,
1.8,0.238,0.625,0.00010098750000000001,0.017268319222584008,True,
1.8,0.238,0.625,0.00020097500000000002,0.017268178418515034,True,
1.8,0.238,0.625,0.00030096250000000006,0.017268200611476974,True,
1.8,0.238,0.625,0.00040095000000000007,0.0172682229201411,True,
1.8,0.238,0.625,0.0005009375000000001,0.01726827226351758,True,
1.8,0.238,0.625,0.0006009250000000001,0.01726834724179552,True,
1.8,0.238,0.625,0.0007009125000000001,0.017268447387719738,True,
1.8,0.238,0.625,0.0008009000000000001,0.017268572496848773,True,
1.8,0.238,0.625,0.0009008875000000001,0.01726872249563648,True,
1.8,0.238,0.625,0.001000875,0.017268897321028136,True,
1.8,0.238,0.625,0.0011008625000000001,0.017269096956097015,True,
1.8,0.238,0.625,0.00120085,0.017269321376326772,True,
1.8,0.238,0.625,0.0013008375,0.017269570574263968,True,
1.8,0.238,0.625,0.001400825,0.017269844542753286,True,
1.8,0.238,0.625,0.0015008125000000002,0.017270143274012502,True,
1.8,0.238,0.625,0.0016008,0.017270466772371023,True,
1.8,0.238,0.625,0.0017007875,0.017270815029191304,True,
