alpha,Mach,n_points,rank_cr,y,p_real,p_imag,p_abs,rho_real,rho_imag,rho_abs
0.2,1.2,1001,1,-3.1558855708321523,0.4495973466056856,-0.002114641278438987,0.44960231959211416,0.6474201791121873,-0.0030450834409521538,0.6474273402126444
0.2,1.2,1001,1,-3.1250541718336904,0.4460079802279934,-0.002143545288824334,0.4460131312119177,0.6422514915283103,-0.003086705215907052,0.6422589089451614
0.2,1.2,1001,1,-3.094734927127503,0.4424969296585882,-0.002171452908520723,0.4425022575818246,0.637195578708367,-0.00312689218826982,0.6372032509178274
0.2,1.2,1001,1,-3.064914961367284,0.43898919547785603,-0.0021995735166455287,0.4389947059703003,0.6321444414881128,-0.003167385863969556,0.6321523765972326
0.2,1.2,1001,1,-3.0355818263114775,0.4355589684019264,-0.002226708040175189,0.435564660164305,0.6272049144987741,-0.003206459577852272,0.6272131106365992
0.2,1.2,1001,1,-3.006723483254516,0.4321314764578896,-0.002254065116771948,0.4321373551953432,0.622269326099361,-0.003245853768151584,0.6222777914812943
0.2,1.2,1001,1,-2.978328286318154,0.42878063588452503,-0.002280446753606753,0.42878670005835495,0.617444115673716,-0.003283843325193707,0.6174528480840311
0.2,1.2,1001,1,-2.950384966554211,0.4254319120233766,-0.0023070605178246713,0.42543816741813256,0.6126219533136622,-0.0033221671456675275,0.6126309610821108
0.2,1.2,1001,1,-2.9228826168130784,0.4221589486348531,-0.0023327097143100383,0.4221653934740456,0.6079088860341884,-0.003359101988606469,0.6079181666026255
0.2,1.2,1001,1,-2.895810677335356,0.4188874564585346,-0.0023586005483454903,0.41889409661016636,0.6031979373002899,-0.0033963847896175247,0.6032074991186397
0.2,1.2,1001,1,-2.8691589220265508,0.41569080861797686,-0.002383537821569399,0.41569764206934623,0.5985947644098867,-0.0034322944630599517,0.5986046045798585
0.2,1.2,1001,1,-2.84291744537741,0.41249496779348854,-0.0024087261195433534,0.41250200049996133,0.5939927536226235,-0.0034685656121424082,0.5940028807199443
0.2,1.2,1001,1,-2.8170766499947084,0.4093730382140659,-0.0024329719223808457,0.4093802679282309,0.5894971750282549,-0.003503479568228418,0.5895075858166525
0.2,1.2,1001,1,-2.791627234709495,0.4062512397113568,-0.002457477967838659,0.40625867247971054,0.5850017851843538,-0.0035387682736876752,0.5850124883707831
0.2,1.2,1001,1,-2.7665601832318725,0.4032024093079112,-0.0024810525800344485,0.4032100426497451,0.580611469403392,-0.0035727157152495945,0.5806224614156328
0.2,1.2,1001,1,-2.7418667533231966,0.4001530280450509,-0.0025048964473636773,0.4001608681016115,0.5762203603848733,-0.003607050884203679,0.5762316500663206
0.2,1.2,1001,1,-2.717538466458376,0.39717566740725,-0.002527819888364512,0.3971837114658436,0.57193296106644,-0.0036400606392448767,0.5719445445108148
0.2,1.2,1001,1,-2.6935670979526063,0.39419707270656257,-0.0025510213641764083,0.3942053270066546,0.5676437846974501,-0.0036734707644140354,0.5676556708895827
0.2,1.2,1001,1,-2.6699446675283522,0.39128955156375683,-0.0025733133241101947,0.3912980131618738,0.5634569542518099,-0.0037055711867186665,0.5634691389530982
0.2,1.2,1001,1,-2.6466634302998617,0.38838011575939174,-0.0025958918452818514,0.388388790996536,0.5592673666935241,-0.003738084257205879,0.5592798590350118
0.2,1.2,1001,1,-2.62371586815379,0.385540810749959,-0.002617571631054164,0.3855496964529727,0.5551787674799409,-0.0037693031487179792,0.5551915628922806
0.2,1.2,1001,1,-2.601094681505797,0.382698916234899,-0.002639546236660867,0.38270801884949013,0.5510864393782545,-0.0038009465807916564,0.5510995471432658
0.2,1.2,1001,1,-2.5787927814141125,0.37992621724443687,-0.0026606327306539844,0.37993553336874725,0.5470937528319891,-0.0038313111321417294,0.5471071680509961
0.2,1.2,1001,1,-2.556803282032156,0.37715026220024794,-0.0026820220254483215,0.37715979838771363,0.543096377568357,-0.003862111716645596,0.5431101096783076
0.2,1.2,1001,1,-2.5351194933833496,0.3744425774922363,-0.002702533654675912,0.3744523301131722,0.5391973115888202,-0.0038916484627333054,0.5392113553629678
0.2,1.2,1001,1,-2.5137349144421615,0.37173098050773584,-0.0027233557821694523,0.37174095622618575,0.5352926119311395,-0.003921632326324029,0.5353069769657074
0.2,1.2,1001,1,-2.492643226506363,0.3690867408360457,-0.0027433104961094757,0.3690969357952629,0.5314849068039057,-0.003950367114397625,0.5314995875451786
0.2,1.2,1001,1,-2.4718382868463014,0.3664379445895045,-0.00276358311960816,0.3664483655668828,0.5276706402088864,-0.0039795596922357285,0.5276856464163111
0.2,1.2,1001,1,-2.45131412261775,0.3638556064534405,-0.002782998375223152,0.3638662493658315,0.5239520732929543,-0.004007517660321325,0.5239673990867973
0.2,1.2,1001,1,-2.4310649250256944,0.36126808060633525,-0.0028027386654282268,0.3612789523470918,0.5202260360731228,-0.004035943678216644,0.5202416913798122
0.2,1.2,1001,1,-2.4110850437270344,0.35874612878418877,-0.0028216314180869186,0.3587572250443206,0.5165944254492318,-0.004063149242045146,0.5166104040638216
0.2,1.2,1001,1,-2.3913689814608996,0.3562183722120298,-0.0028408560461194586,0.35622970000333065,0.5129544559853229,-0.004090832706412025,0.5129707680047961
0.2,1.2,1001,1,-2.3719113888958203,0.35375532168873025,-0.0028592427453874507,0.35376687647683197,0.5094076632317714,-0.004117309553357932,0.5094243021266379
0.2,1.2,1001,1,-2.352707059683641,0.3512858641556666,-0.0028779678802350675,0.351297653073164,0.5058516443841597,-0.004144273747538499,0.5058686204253561
0.2,1.2,1001,1,-2.3337509257105307,0.34888026154250446,-0.0028958644696272604,0.3488922798300254,0.5023875766212064,-0.0041700448362632595,0.5024048829552366
0.2,1.2,1001,1,-2.3150380525359995,0.34646766490995357,-0.0029141057792170513,0.3464799198231383,0.49891343747033307,-0.00419631232207254,0.4989310845453191
0.2,1.2,1001,1,-2.296563635011306,0.3441180894396329,-0.0029315276991747504,0.34413057599439517,0.49553004879307133,-0.0042213998868116465,0.495548029431929
0.2,1.2,1001,1,-2.278322993069062,0.34176094848599586,-0.00294930035437254,0.3417736740631552,0.49213576581983404,-0.004246992510296466,0.49215409065094345
0.2,1.2,1001,1,-2.2603115676762795,0.3394660126536095,-0.0029662625478355156,0.3394789720445778,0.4888310582211976,-0.004271418068883159,0.48884971974419195
0.2,1.2,1001,1,-2.2425249169435215,0.33716295557006887,-0.002983581228795104,0.33717615628287395,0.4855146560208992,-0.004296356969464962,0.4855336650473386
0.2,1.2,1001,1,-2.224958712383163,0.3349213054800643,-0.003000098148837138,0.3349347420817572,0.48228667989129265,-0.004320141334325471,0.48230602859773036
0.2,1.2,1001,1,-2.2076087353101372,0.33267099409794315,-0.0030169770532233187,0.3326846742256899,0.47904623150103814,-0.004344446956641569,0.4790659308849935
0.2,1.2,1001,1,-2.1904708733788905,0.33048130956787614,-0.003033062672333313,0.33049522756444255,0.47589308577774164,-0.004367610248159966,0.4759131276927973
0.2,1.2,1001,1,-2.173541117250549,0.3282824393645967,-0.003049515524999841,0.32829660299812324,0.47272671268501926,-0.0043913023559997485,0.47274710831729744
0.2,1.2,1001,1,-2.1568155573846415,0.3261434338289131,-0.0030651833456066687,0.3261578372178979,0.46964654471363476,-0.00441386401767363,0.46966728559377285
0.2,1.2,1001,1,-2.1402903809499594,0.3239947337521932,-0.0030812234094134165,0.32400938479749825,0.4665524166031581,-0.004436961709555324,0.46657351410839737
0.2,1.2,1001,1,-2.123961868849449,0.321905154002754,-0.0030964864753836134,0.3219200465985755,0.46354342176396574,-0.004458940524552408,0.4635648671019487
0.2,1.2,1001,1,-2.1078263928542293,0.31980538614710113,-0.0031121265628416975,0.3198205283286856,0.46051975605182566,-0.004481462250492034,0.4605415607933073
0.2,1.2,1001,1,-2.0918804128421202,0.3177640119412468,-0.0031269974716706442,0.3177793973784089,0.45758017719539545,-0.004502876359205717,0.4576023322249088
0.2,1.2,1001,1,-2.0761204741362316,0.31571197110509897,-0.003142249957211724,0.3157276079690537,0.4546252383913425,-0.0045248399383848795,0.4546477554754373
0.2,1.2,1001,1,-2.060543204939434,0.3137176146678072,-0.0031567408726985054,0.3137334964038684,0.4517533651216423,-0.00454570685668587,0.4517762348215705
0.2,1.2,1001,1,-2.045145313860697,0.3117121278157734,-0.0031716177053477163,0.3117282627326337,0.4488654640547138,-0.004567129495700696,0.4488886983349926
0.2,1.2,1001,1,-2.0299235875294737,0.3097636332577609,-0.0031857403705990517,0.30978001457608184,0.4460596318911757,-0.004587466133662607,0.4460832209895579
0.2,1.2,1001,1,-2.014874888294502,0.3078035589081562,-0.0032002530869054994,0.3078201950755457,0.44323712482774497,-0.004608364445143912,0.4432610809087859
0.2,1.2,1001,1,-1.9999961520035563,0.3058998015789726,-0.003214018837492609,0.30591668559126123,0.44049571427372053,-0.004628187125989363,0.4405200272514161
0.2,1.2,1001,1,-1.9852843858608535,0.303984029134108,-0.0032281785745804717,0.30400116957919027,0.43773700195311555,-0.00464857714739589,0.437761684194034
0.2,1.2,1001,1,-1.9707366663589514,0.3021239149257365,-0.0032415983517568377,0.3021413045744123,0.4350584374930606,-0.004667901626529823,0.43508347858715374
0.2,1.2,1001,1,-1.9563501372821388,0.30025136395919855,-0.0032554158603863037,0.3002690115409567,0.432361964101246,-0.00468779883895629,0.4323873766189777
0.2,1.2,1001,1,-1.9421220077784558,0.29843382857355716,-0.0032685002242520992,0.29845172663395203,0.4297447131459223,-0.00470664032292301,0.4297704863528909
0.2,1.2,1001,1,-1.9280495504976098,0.2966034480869201,-0.0032819858818123166,0.2966216054982824,0.42710896524516495,-0.0047260596698097315,0.42713511191752673
0.2,1.2,1001,1,-1.9141300997921527,0.2948274562782576,-0.0032947450243601545,0.2948458653606719,0.424551537040691,-0.0047444328350786415,0.42457804611936756
0.2,1.2,1001,1,-1.900361049979458,0.29303822393711515,-0.003307908847702527,0.2930568937069448,0.4219750424694458,-0.004763388740691647,0.4220019269380005
0.2,1.2,1001,1,-1.8867398536620923,0.2913027687385641,-0.003320352605672092,0.2913216912901945,0.4194759869835323,-0.004781307752167828,0.41950323545788
0.2,1.2,1001,1,-1.8732640201043014,0.289553690096621,-0.003333204263750479,0.28957287459158515,0.41695731373913425,-0.004799814139800668,0.41698493941188264
0.2,1.2,1001,1,-1.8599311136624574,0.28785779203867257,-0.0033453421312450255,0.2878772303454282,0.41451522053568846,-0.004817292668992846,0.4145432116974166
0.2,1.2,1001,1,-1.8467387522673668,0.28614789975660376,-0.0033578909575040904,0.2861676011829394,0.41205297564950943,-0.0048353629788059,0.4120813457034327
0.2,1.2,1001,1,-1.8336846059564538,0.28449060608374277,-0.003369732098335545,0.28451056227196536,0.4096664727605896,-0.004852414221603172,0.4096952096716301
0.2,1.2,1001,1,-1.8207663954539282,0.28281895914892624,-0.003381987102809255,0.2828391795541162,0.4072593011744538,-0.004870061428045313,0.40728841855792736
0.2,1.2,1001,1,-1.8079818907970997,0.28119934303968563,-0.0033935403625363096,0.2812198190777864,0.40492705397714734,-0.004886698122052265,0.4049565394720125
0.2,1.2,1001,1,-1.795328910007117,0.27956502599131555,-0.003405510243647545,0.2795857672656899,0.40257363742749436,-0.0049039347508524666,0.40260350486259344
0.2,1.2,1001,1,-1.78280531780245,0.27798218578605893,-0.003416784161280669,0.2780031834860885,0.4002943475319248,-0.004920169192244165,0.4003245842199673
0.2,1.2,1001,1,-1.77040902435353,0.2763843079495597,-0.003428477317303174,0.27640557182783476,0.39799340344736595,-0.004937007336916572,0.39802402343208204
0.2,1.2,1001,1,-1.7581379840770086,0.27483736638929884,-0.0034394801366754843,0.2748588874084596,0.3957658076005903,-0.004952851396812694,0.39579679786818184
0.2,1.2,1001,1,-1.7459901944681833,0.27327506112314265,-0.003450904676856658,0.27329684918591013,0.3935160880173254,-0.00496930273467361,0.3935474628277106
0.2,1.2,1001,1,-1.733963694970186,0.2717631646022741,-0.003461644357638578,0.2717852104443903,0.39133895702727467,-0.004984767874999535,0.39137070303992194
0.2,1.2,1001,1,-1.722056565878581,0.2702355885595975,-0.003472808112967321,0.2702579022347757,0.38913924752582046,-0.005000843682672934,0.38917137921807704
0.2,1.2,1001,1,-1.7102669272800992,0.2687579063945582,-0.0034832923413141087,0.2687804784115118,0.38701138520816375,-0.00501594097149232,0.3870438889125769
0.2,1.2,1001,1,-1.6985929380242635,0.2672642388015051,-0.003494202874942277,0.2672870793657621,0.3848605038741673,-0.005031652139916868,0.3848933942866974
0.2,1.2,1001,1,-1.6870327947267238,0.26581996251705126,-0.0035044390737930206,0.26584306191019624,0.38278074602455386,-0.00504639226626196,0.3828140091506827
0.2,1.2,1001,1,-1.6755847308031775,0.2643594044693144,-0.0035151036910900757,0.264382773049474,0.38067754243581264,-0.005061749315169718,0.3807111931912425
0.2,1.2,1001,1,-1.6642470155327667,0.26294774710369934,-0.0035250990300944966,0.26297137492526257,0.378644755829327,-0.0050761426033360734,0.378678779892378
0.2,1.2,1001,1,-1.6530179531499214,0.2615195208822316,-0.003535524788349311,0.26154341845667045,0.37658811007041365,-0.005091155695223016,0.37662252257760553
0.2,1.2,1001,1,-1.641895881963647,0.2601397163120508,-0.003545286193445733,0.2601638734665282,0.3746011914893531,-0.005105212118561843,0.3746359777918006
0.2,1.2,1001,1,-1.6308791735032833,0.2587430647187353,-0.003555479911219774,0.2587674921187797,0.3725900131949788,-0.005119891072156481,0.37262518865104277
0.2,1.2,1001,1,-1.6199662316898182,0.25739436700409324,-0.0035650140738495866,0.25741905424965067,0.3706478884858943,-0.005133620266343385,0.370683438119497
0.2,1.2,1001,1,-1.6091554920318687,0.2560285527177839,-0.0035749823399822914,0.25605351062911486,0.3686811159136088,-0.005147974569574495,0.36871705530592536
0.2,1.2,1001,1,-1.5984454208454726,0.25471023546813204,-0.003584295725968459,0.2547354534180165,0.36678273907411013,-0.005161385845394568,0.3668190529219438
0.2,1.2,1001,1,-1.5878345144968762,0.2533745404213699,-0.003594044908240036,0.253400029385442,0.36485933820677274,-0.005175424667865657,0.36489604231503653
0.2,1.2,1001,1,-1.5773212986675273,0.2520858961819926,-0.0036031437663193483,0.25211164530596186,0.3630036905020693,-0.005188527023499858,0.36304076924058504
0.2,1.2,1001,1,-1.5669043276405241,0.2507796209583666,-0.00361268001978472,0.25080564137384825,0.3611226541800479,-0.005202259228489983,0.36116012357834154
0.2,1.2,1001,1,-1.5565821836077811,0.24951996061766835,-0.003621570389809595,0.24954624124344393,0.3593087432894424,-0.005215061361325818,0.35934658739055925
0.2,1.2,1001,1,-1.546353475997224,0.24824242386974393,-0.0036308996648091543,0.24826897599398423,0.3574690903724313,-0.005228495517325197,0.35750732543133734
0.2,1.2,1001,1,-1.5362168408193395,0.24701107608702366,-0.0036395873856345,0.24703788840177343,0.3556959495653141,-0.005241005835313682,0.35573455929855374
0.2,1.2,1001,1,-1.526170940032428,0.24576161397459675,-0.003648715435489304,0.2457886979251241,0.3538967241234193,-0.005254150227104589,0.3539357250121787
0.2,1.2,1001,1,-1.5162144609259407,0.24455792462803716,-0.003657206152537752,0.24458526867989183,0.3521634114643735,-0.00526637685965436,0.3522027868990443
0.2,1.2,1001,1,-1.5063461155213071,0.2433358902764071,-0.003666138540942557,0.24336350603246373,0.3504036819980262,-0.005279239498957297,0.35044344868674776
0.2,1.2,1001,1,-1.4965646399896677,0.2421592219309823,-0.0036744377134774403,0.24218709763059007,0.3487092795806145,-0.005291190307407499,0.3487494205880497
0.2,1.2,1001,1,-1.4868687940859655,0.2409639849087408,-0.0036831798215951044,0.24099213231285804,0.3469881382685867,-0.005303778943096951,0.34702867053051556
0.2,1.2,1001,1,-1.4772573605988588,0.23981371630341325,-0.00369129272969618,0.23984212342553649,0.34533175147691497,-0.005315461530762502,0.3453726577327724
0.2,1.2,1001,1,-1.4677291448159429,0.2386446621194183,-0.003699849762973593,0.23867334087903472,0.34364831345196234,-0.005327783658681979,0.34368961086581
0.2,1.2,1001,1,-1.4582829740037844,0.23752018767334437,-0.003707781514234904,0.23754912585850116,0.34202907024961593,-0.005339205380498265,0.3420707412362417
0.2,1.2,1001,1,-1.448917696902295,0.23637671729220994,-0.0037161585089404343,0.2364059269813363,0.34038247290078233,-0.0053512682528742365,0.3404245348531243
0.2,1.2,1001,1,-1.4396321832329795,0.23527744662914435,-0.0037239140448929327,0.23530691538529763,0.33879952314596784,-0.005362436224645816,0.33884195815482854
0.2,1.2,1001,1,-1.4304253232206214,0.23415897600479116,-0.003732115874394672,0.23418871606572395,0.33718892544689916,-0.005374246859128313,0.3372317511346424
0.2,1.2,1001,1,-1.4212960271279762,0.23308433349540209,-0.0037396999766743503,0.2331143321996984,0.33564144023337905,-0.005385167966411055,0.3356846383675658
0.2,1.2,1001,1,-1.4122432248030623,0.23199029312196454,-0.0037477313574560095,0.23202056286704997,0.3340660220956289,-0.005396733154736656,0.3341096105285519
0.2,1.2,1001,1,-1.4032658652386558,0.23093971744318034,-0.003755148653719827,0.2309702453437401,0.3325531931181797,-0.005407414061356536,0.3325971532949858
0.2,1.2,1001,1,-1.394362916143599,0.22986955192280323,-0.0037630141511610796,0.22990035053625335,0.3310121547688367,-0.005418740377671946,0.3310565047722049
0.2,1.2,1001,1,-1.385533363525569,0.22884249563376766,-0.0037702691207563616,0.2288735518515276,0.32953319371262546,-0.005429187533889166,0.3295779146661998
0.2,1.2,1001,1,-1.3767762112849298,0.2277956632606305,-0.0037779731546777264,0.22782698980039223,0.32802575509530796,-0.005440281342735915,0.32807086531256485
0.2,1.2,1001,1,-1.3680904808193501,0.22679159239459495,-0.0037850701340884385,0.22682317592520407,0.32657989304821666,-0.005450500993087347,0.3266253733322938
0.2,1.2,1001,1,-1.359475210638833,0.22576756475443271,-0.0037926169840657884,0.22579941815411037,0.32510529324638315,-0.0054613684570547485,0.32515116214191897
0.2,1.2,1001,1,-1.3509294559908527,0.2247859584259327,-0.003799560172133403,0.22481806814170166,0.3236917801333431,-0.005471366647872102,0.3237380181240504
0.2,1.2,1001,1,-1.3424522884952845,0.2237842200106672,-0.0038069539826037853,0.22381659908149878,0.32224927681536075,-0.005482013734949439,0.32229590267735825
