curve_id,ci,alpha,Mach,source_file,point_index,alpha_digitized_raw
0.00,0.0,0.003864552420605044,0.9999704714237203,0.00.csv,1,0.003864552420605044
0.00,0.0,0.017340656420250705,0.9980031300290856,0.00.csv,2,0.017340656420250705
0.00,0.0,0.034670239624396526,0.9960210243463111,0.00.csv,3,0.034670239624396526
0.00,0.0,0.05970678123754264,0.9940093900872569,0.00.csv,4,0.05970678123754264
0.00,0.0,0.07896310404393853,0.9920199022604125,0.00.csv,5,0.07896310404393853
0.00,0.0,0.09629268724808432,0.9900377965776379,0.00.csv,6,0.09629268724808432
0.00,0.0,0.10783097842937506,0.9861621709409281,0.00.csv,7,0.10783097842937506
0.00,0.0,0.12708730123577094,0.9841726831140836,0.00.csv,8,0.12708730123577094
0.00,0.0,0.14828143686052175,0.9840914795293144,0.00.csv,9,0.14828143686052175
0.00,0.0,0.17140231208752266,0.9840028938004753,0.00.csv,10,0.17140231208752266
0.00,0.0,0.18679408247331353,0.9801125038756255,0.00.csv,11,0.18679408247331353
0.00,0.0,0.20412366567745938,0.9781303981928511,0.00.csv,12,0.20412366567745938
0.00,0.0,0.2252845816538956,0.9723021954496464,0.00.csv,13,0.2252845816538956
0.00,0.0,0.24454090446029142,0.970312707622802,0.00.csv,14,0.24454090446029142
0.00,0.0,0.26760641360676796,0.9606457899632368,0.00.csv,15,0.26760641360676796
0.00,0.0,0.2849249235948089,0.9567480178943172,0.00.csv,16,0.2849249235948089
0.00,0.0,0.3060747663551402,0.9490041487649672,0.00.csv,17,0.3060747663551402
0.00,0.0,0.3272246091154716,0.9412602796356173,0.00.csv,18,0.3272246091154716
0.00,0.0,0.34068963989901224,0.9373772718548374,0.00.csv,19,0.34068963989901224
0.00,0.0,0.3656929618638437,0.9296186384373477,0.00.csv,20,0.3656929618638437
0.00,0.0,0.3887695442264252,0.9218673871639278,0.00.csv,21,0.3887695442264252
0.00,0.0,0.4079815741684014,0.9122152337925026,0.00.csv,22,0.4079815741684014
0.00,0.0,0.44641670726845906,0.8948265934357974,0.00.csv,23,0.44641670726845906
0.00,0.0,0.4944412455153475,0.8697383768141618,0.00.csv,24,0.4944412455153475
0.00,0.0,0.5078841298666785,0.8620240362610916,0.00.csv,25,0.5078841298666785
0.00,0.0,0.5270740133764451,0.848540550117376,0.00.csv,26,0.5270740133764451
0.00,0.0,0.5386123045577357,0.8446649244806661,0.00.csv,27,0.5386123045577357
0.00,0.0,0.4694600699827258,0.881328343003942,0.00.csv,28,0.4694600699827258
0.00,0.0,0.4214466049519422,0.9083322260117228,0.00.csv,29,0.4214466049519422
0.00,0.0,0.552044115692962,0.8350349175414506,0.00.csv,30,0.552044115692962
0.00,0.0,0.567402666430438,0.8253975284581654,0.00.csv,31,0.567402666430438
0.00,0.0,0.5904349559285998,0.8099836116401646,0.00.csv,32,0.5904349559285998
0.00,0.0,0.6038667670638261,0.8003536047009493,0.00.csv,33,0.6038667670638261
0.00,0.0,0.6172875049829473,0.7888079313755887,0.00.csv,34,0.6172875049829473
0.00,0.0,0.640319794481109,0.7733940145575879,0.00.csv,35,0.640319794481109
0.00,0.0,0.6537294591841255,0.7599326748460822,0.00.csv,36,0.6537294591841255
