step,ci_anchor_loss
1,0.15662403748698758
100,0.0009792994955651528
200,0.0007996918794840826
300,0.000662736610491214
400,0.000531609793599142
500,0.0004114724705132118
600,0.000304304774694716
700,0.00021152620434190906
800,0.0001351866462483114
900,7.780240902510927e-05
1000,4.03991034161263e-05
1100,2.0111559740316195e-05
1200,1.0872787508419695e-05
1300,6.987692350541724e-06
1400,5.20102034736213e-06
1500,4.194032180320803e-06
1600,3.5229643114206567e-06
1700,3.0340176494766738e-06
1800,2.6595030671776392e-06
1900,2.3613361881795267e-06
2000,2.1154914402510565e-06
2100,1.9063364751982315e-06
2200,1.7236642524850532e-06
2300,1.5608392239228365e-06
2400,1.4135813687426377e-06
2500,1.2791537132180471e-06
2600,1.1558124145216782e-06
2700,1.042433288208094e-06
2800,9.382611478614028e-07
2900,8.427462470303663e-07
3000,7.554420716351253e-07
