source_path,destination_path,category,subcategory,experiment,file_type,git_tracked,required_for_article,required_for_reproduction,anchor_budget,action,dependency_reason,notes,layer,scope_group,size_bytes,content_sha256,duplicate_of,refinement_reason,actual_destination,migration_status,sha256_source,sha256_destination,validation_status
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0375_a0285.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0375_a0285.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,143617,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0375_a0285.png,COPY,47698ff15eaa8b58011929f14c1f6121370e2caddfb752d1f6f4b1c388d4756a,47698ff15eaa8b58011929f14c1f6121370e2caddfb752d1f6f4b1c388d4756a,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0450_a0342.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0450_a0342.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,142902,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0450_a0342.png,COPY,5ef62c843240d31cd45b77fe162b0318bfa7c735fb627a3538307b6611243795,5ef62c843240d31cd45b77fe162b0318bfa7c735fb627a3538307b6611243795,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0525_a0399.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0525_a0399.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,140977,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_derivative_q_M0650_eta0525_a0399.png,COPY,cb74ba8e2a65ef11ce94ce6904feaf59e60699d29ad109de8e1ff2962c14db85,cb74ba8e2a65ef11ce94ce6904feaf59e60699d29ad109de8e1ff2962c14db85,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0375_a0371.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0375_a0371.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,149372,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0375_a0371.png,COPY,c57a5e92a6704efc738065fc527fd127523e3274d8990cade610ac0bc31182b4,c57a5e92a6704efc738065fc527fd127523e3274d8990cade610ac0bc31182b4,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0450_a0445.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0450_a0445.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,144815,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0450_a0445.png,COPY,6e7a54961ff08ce72fd3c4f6b7413b83fdaef4edbc33f4d3ccad8fe044af4f7b,6e7a54961ff08ce72fd3c4f6b7413b83fdaef4edbc33f4d3ccad8fe044af4f7b,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0525_a0519.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0525_a0519.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,145401,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0150_eta0525_a0519.png,COPY,9ce49d04b9635667018704c101a5d9c0e7e47d0c3722e127a2e0677e0ebbc0d0,9ce49d04b9635667018704c101a5d9c0e7e47d0c3722e127a2e0677e0ebbc0d0,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0375_a0363.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0375_a0363.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,145140,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0375_a0363.png,COPY,aee0f24f382d65e80ef48062f3739351c713f6468d2cf143c34c23864be8d1cf,aee0f24f382d65e80ef48062f3739351c713f6468d2cf143c34c23864be8d1cf,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0450_a0436.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0450_a0436.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,139493,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0450_a0436.png,COPY,43469a9c4523382a24c3d42a56eb86ad5048feead10256b7fc9d29e83c8abe4f,43469a9c4523382a24c3d42a56eb86ad5048feead10256b7fc9d29e83c8abe4f,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0525_a0508.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0525_a0508.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,147506,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0250_eta0525_a0508.png,COPY,3f05ab0c6f18525be30573dd37e0995b9b34499fc1053327e6a1d221fc5f07ac,3f05ab0c6f18525be30573dd37e0995b9b34499fc1053327e6a1d221fc5f07ac,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0375_a0351.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0375_a0351.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,143444,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0375_a0351.png,COPY,b1734cf68b4271e56caf3f4025382f88d21ab830a0f76a7018ad8229d01babf7,b1734cf68b4271e56caf3f4025382f88d21ab830a0f76a7018ad8229d01babf7,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0450_a0422.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0450_a0422.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,140695,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0450_a0422.png,COPY,744262619b487bd3e71b3a20ea5e1f50838fdf8b737c65ab6a28ad0787708057,744262619b487bd3e71b3a20ea5e1f50838fdf8b737c65ab6a28ad0787708057,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0525_a0492.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0525_a0492.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,145144,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0350_eta0525_a0492.png,COPY,92f097d970444af9b8b08b8f0a70ca1a4178da393065d25b935616e5e5bcf411,92f097d970444af9b8b08b8f0a70ca1a4178da393065d25b935616e5e5bcf411,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0375_a0335.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0375_a0335.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,149533,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0375_a0335.png,COPY,ce07b58d7ba05f8eca070461bac963c2b4426c985edc204ca3156476575af454,ce07b58d7ba05f8eca070461bac963c2b4426c985edc204ca3156476575af454,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0450_a0402.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0450_a0402.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,139883,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0450_a0402.png,COPY,6ac7b51d72137ea25fb5a7b4cb39769d821145de02166caa5fe7f79667325298,6ac7b51d72137ea25fb5a7b4cb39769d821145de02166caa5fe7f79667325298,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0525_a0469.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0525_a0469.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,146417,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0450_eta0525_a0469.png,COPY,6f1efdabc6158b5197841c9a7625606df39bc92f1cfffc1788c3eb63ab61fd7c,6f1efdabc6158b5197841c9a7625606df39bc92f1cfffc1788c3eb63ab61fd7c,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0375_a0313.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0375_a0313.png,pinn_subsonic,scientific_figure,fixed_Mach,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,156664,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0375_a0313.png,COPY,2ba00136c1c9735d12e8c4af000c7247c6850dc66d1b6ac522d6926bfed53e04,2ba00136c1c9735d12e8c4af000c7247c6850dc66d1b6ac522d6926bfed53e04,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0450_a0376.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0450_a0376.png,pinn_subsonic,scientific_figure,fixed_Mach,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,147039,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0450_a0376.png,COPY,08a8ee14a2c0ceea829a2701a0fbdc7dcb50f167441131bc7e6395080ed5f75f,08a8ee14a2c0ceea829a2701a0fbdc7dcb50f167441131bc7e6395080ed5f75f,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0525_a0438.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0525_a0438.png,pinn_subsonic,scientific_figure,fixed_Mach,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,144800,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0550_eta0525_a0438.png,COPY,91dd69aca8bede1668b0497d65ee41240a553d340d90a89f0302848cb3af6478,91dd69aca8bede1668b0497d65ee41240a553d340d90a89f0302848cb3af6478,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0375_a0285.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0375_a0285.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,160361,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0375_a0285.png,COPY,8d8251282fda51011175840a0530d3b34ce45a67883f8b94e6dc00d0a0f05324,8d8251282fda51011175840a0530d3b34ce45a67883f8b94e6dc00d0a0f05324,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0450_a0342.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0450_a0342.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,158956,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0450_a0342.png,COPY,97e5a451aa049d1104f9d2ac2834f34c3e1e0bb48a8db70300b24d6dd8335a71,97e5a451aa049d1104f9d2ac2834f34c3e1e0bb48a8db70300b24d6dd8335a71,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0525_a0399.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0525_a0399.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,154303,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_pressure_p_M0650_eta0525_a0399.png,COPY,cb60115d61fe45b924cd83fd3400fb1877fc5c23ea6779a052b64dff7582e0a2,cb60115d61fe45b924cd83fd3400fb1877fc5c23ea6779a052b64dff7582e0a2,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0375_a0371.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0375_a0371.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,139704,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0375_a0371.png,COPY,772bc6e2d1d16cbd58e661c2a966056f6643586f20f613eb8cb2f4ffe3ef640e,772bc6e2d1d16cbd58e661c2a966056f6643586f20f613eb8cb2f4ffe3ef640e,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0450_a0445.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0450_a0445.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,136122,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0450_a0445.png,COPY,8a85dbea0867a76ef8b943c3d06667a465d2bdfc877446ad6cfb9d424fc62161,8a85dbea0867a76ef8b943c3d06667a465d2bdfc877446ad6cfb9d424fc62161,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0525_a0519.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0525_a0519.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,133365,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0150_eta0525_a0519.png,COPY,c9626f94ff7ad0b75520dcc7a316a88aa79f2c007b2befb72fb315bd7f039fd2,c9626f94ff7ad0b75520dcc7a316a88aa79f2c007b2befb72fb315bd7f039fd2,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0375_a0363.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0375_a0363.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,139950,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0375_a0363.png,COPY,cc6a2d2d9613780a4a7943916eb3296051fd71b9f0c7c95c67de879497d5cbc1,cc6a2d2d9613780a4a7943916eb3296051fd71b9f0c7c95c67de879497d5cbc1,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0450_a0436.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0450_a0436.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,133539,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0450_a0436.png,COPY,2ccda7f6d97aa41d456bd2651aacf3e70cefd7dedf3290c9bf87f16af0879501,2ccda7f6d97aa41d456bd2651aacf3e70cefd7dedf3290c9bf87f16af0879501,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0525_a0508.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0525_a0508.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,137048,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0250_eta0525_a0508.png,COPY,aed1da878f797182ba25c3e7d942ca897a28949940bf8233cc0a0b9281d0c8c8,aed1da878f797182ba25c3e7d942ca897a28949940bf8233cc0a0b9281d0c8c8,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0375_a0351.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0375_a0351.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,129181,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0375_a0351.png,COPY,176e7a2fde8452ac70d360f527cb32e9560dc3e660f1e1b9bbdac01d9d2a47d5,176e7a2fde8452ac70d360f527cb32e9560dc3e660f1e1b9bbdac01d9d2a47d5,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0450_a0422.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0450_a0422.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,131689,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0450_a0422.png,COPY,51e7d670007ce174198f91a16ca9e1b99711f7800b50ffcea0380fb5d539cf68,51e7d670007ce174198f91a16ca9e1b99711f7800b50ffcea0380fb5d539cf68,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0525_a0492.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0525_a0492.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,137378,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0350_eta0525_a0492.png,COPY,f6c2595075b7fce152fd48b84c145c3f30591b1a130800e0b2644acd633ed111,f6c2595075b7fce152fd48b84c145c3f30591b1a130800e0b2644acd633ed111,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0375_a0335.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0375_a0335.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,131859,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0375_a0335.png,COPY,3ad4ad35be9a293cc23f5f3e79be0da6055ff0d758b812230dd630415a8048a9,3ad4ad35be9a293cc23f5f3e79be0da6055ff0d758b812230dd630415a8048a9,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0450_a0402.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0450_a0402.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,135394,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0450_a0402.png,COPY,e3cea9405ab3f36151f09058acc38c9d259ca1a43f6a1730bf9e296c9f58857d,e3cea9405ab3f36151f09058acc38c9d259ca1a43f6a1730bf9e296c9f58857d,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0525_a0469.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0525_a0469.png,pinn_subsonic,scientific_figure,atlas,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,135901,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0450_eta0525_a0469.png,COPY,e0da29fe3af8304061102d00f34bca3702bc2b3b10d647e20dd1e4a6c97e2401,e0da29fe3af8304061102d00f34bca3702bc2b3b10d647e20dd1e4a6c97e2401,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0550_eta0375_a0313.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0550_eta0375_a0313.png,pinn_subsonic,scientific_figure,fixed_Mach,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,138210,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0550_eta0375_a0313.png,COPY,aec678c2225d1c632530592c99a01a099241164c2b8690188d11373b901576cf,aec678c2225d1c632530592c99a01a099241164c2b8690188d11373b901576cf,SHA256_OK
pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0550_eta0450_a0376.png,assets/pinn_subsonic/png/curated/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0550_eta0450_a0376.png,pinn_subsonic,scientific_figure,fixed_Mach,png,false,false,false,,ARCHIVE,existing curated subsonic tree,untracked source: copy only,ARCHIVE,obsolete development outputs,142114,,,second-pass scope classification,archive/assets/pinn_subsonic/assets/atlas/joint_ci_mode_atlas_v2/MID/Fig_velocity_u_M0550_eta0450_a0376.png,COPY,24ed94bb5e23dde5b0e1164cadca608a615b2baf88493f47400501bbd3efb67a,24ed94bb5e23dde5b0e1164cadca608a615b2baf88493f47400501bbd3efb67a,SHA256_OK
