source_path,layer,operation,actual_destination,sha256_source,sha256_destination,validation_status,message
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/subsonic_classical_convergence_metrics_a0p500_M0p500.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/convergence_box_resolution/article_test_a050_M050_exact_solver/article_figures/Table_subsonic_classical_convergence_metrics_a0p500_M0p500.csv,03091cd97bdaeeb2d51050bcd87b97a597c08e934b300f621d0ecb569e30da5a,03091cd97bdaeeb2d51050bcd87b97a597c08e934b300f621d0ecb569e30da5a,SHA256_OK,
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/secondary_mstab17_a0p500_M0p500_ci_error_vs_box.png,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/png/convergence_box_resolution/article_test_a050_M050_exact_solver/Fig_secondary_mstab17_a0p500_M0p500_ci_error_vs_box.png,bb8826a2033e044dca81a4aadf3425af861aaec224145024b8fcef3d0acaf814,bb8826a2033e044dca81a4aadf3425af861aaec224145024b8fcef3d0acaf814,SHA256_OK,
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/secondary_mstab17_a0p500_M0p500_ci_error_vs_nscan.png,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/png/convergence_box_resolution/article_test_a050_M050_exact_solver/Fig_secondary_mstab17_a0p500_M0p500_ci_error_vs_nscan.png,54b8bb459de8ef870b7e111b8ffc6920347b8e0daef6f1a2d45f1338e91315c7,54b8bb459de8ef870b7e111b8ffc6920347b8e0daef6f1a2d45f1338e91315c7,SHA256_OK,
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_convergence_raw.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/convergence_box_resolution/article_test_a050_M050_exact_solver/Table_subsonic_classical_convergence_raw.csv,7e120f23123a436b016679885d0a724b072c26f7442e1781554d5010d7812b5d,7e120f23123a436b016679885d0a724b072c26f7442e1781554d5010d7812b5d,SHA256_OK,
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_convergence_summary.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/convergence_box_resolution/article_test_a050_M050_exact_solver/Table_subsonic_classical_convergence_summary.csv,d09d0e77ab3284aa97282fd1443d5a36f7f4881ef3d806f55c5a41ae11c8f204,d09d0e77ab3284aa97282fd1443d5a36f7f4881ef3d806f55c5a41ae11c8f204,SHA256_OK,
assets/classic_subsonic/convergence_box_resolution/article_test_a050_M050_exact_solver/subsonic_classical_robust_reference_points.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/convergence_box_resolution/article_test_a050_M050_exact_solver/Table_subsonic_classical_robust_reference_points.csv,c81be014d9ea6d1140740ad51d4582f78757229431befe78a0d0cfc4be80f863,c81be014d9ea6d1140740ad51d4582f78757229431befe78a0d0cfc4be80f863,SHA256_OK,
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_by_level.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/data/Table_subsonic_blumen_shooting_metrics_by_level.csv,ad44eddeda6e0a3f3280ab71c13a873d497202ec8b81455bba3bcd257232bd1a,ad44eddeda6e0a3f3280ab71c13a873d497202ec8b81455bba3bcd257232bd1a,SHA256_OK,
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_by_point.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/data/Table_subsonic_blumen_shooting_metrics_by_point.csv,6d72d279a60c9211583a777ba07264087cb6d49170f1e70f43056cf9837470df,6d72d279a60c9211583a777ba07264087cb6d49170f1e70f43056cf9837470df,SHA256_OK,
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_summary.csv,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/data/Table_subsonic_blumen_shooting_metrics_summary.csv,6f52a4989ba8de6c605696a55ad9c050ad909e983eb6b4048258088597677326,6f52a4989ba8de6c605696a55ad9c050ad909e983eb6b4048258088597677326,SHA256_OK,
assets/classic_subsonic/data/subsonic_blumen_shooting_metrics_summary.json,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/csv/data/subsonic_blumen_shooting_metrics_summary.json,64b88212c62b9014921215de0f6fc36bb5ac98ab5b1009fd3de373a2145cb1d9,64b88212c62b9014921215de0f6fc36bb5ac98ab5b1009fd3de373a2145cb1d9,SHA256_OK,
assets/classic_subsonic/data/subsonic_hybrid_error_summary.json,CORE,GIT_MV_ALREADY_APPLIED,assets/classic_subsonic/csv/data/subsonic_hybrid_error_summary.json,20a06d32e026e3f7fd40f6b088cc4374b9e21f1f65851376b1d07019987e3e84,20a06d32e026e3f7fd40f6b088cc4374b9e21f1f65851376b1d07019987e3e84,SHA256_OK,
assets/classic_subsonic/data/subsonic_hybrid_growth_map.csv,CORE,GIT_MV_ALREADY_APPLIED,assets/classic_subsonic/csv/data/Table_subsonic_hybrid_growth_map.csv,6be3e3f0905b4dc7d0d815eac554c62305dab01e9e42e1e4b2543f0e8b495f2e,6be3e3f0905b4dc7d0d815eac554c62305dab01e9e42e1e4b2543f0e8b495f2e,SHA256_OK,
assets/classic_subsonic/modes/03_subsonic_three_modes_reim_ampphase_m050.png,CORE,GIT_MV_ALREADY_APPLIED+KEEP_LOCAL,assets/classic_subsonic/png/modes/Fig_03_subsonic_three_modes_reim_ampphase_m050.png,5e7d1cbeff68487eabbba4848aa70e75d3013dbf07b62ca8bd1541d3b213d9c5,5e7d1cbeff68487eabbba4848aa70e75d3013dbf07b62ca8bd1541d3b213d9c5,SHA256_OK,
assets/classic_subsonic/modes/classical_subsonic_mode_four_fields_a0p500_M0p500.pdf,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/pdf/modes/Fig_classical_subsonic_mode_four_fields_a0p500_M0p500.pdf,fc1337183494009e58cb3c4466a26ed4073b489e710bc04db88aa0f770e7d5df,fc1337183494009e58cb3c4466a26ed4073b489e710bc04db88aa0f770e7d5df,SHA256_OK,
assets/classic_subsonic/modes/classical_subsonic_mode_four_fields_a0p500_M0p500.png,CORE,COPY_ALREADY_PRESENT,assets/classic_subsonic/png/modes/Fig_classical_subsonic_mode_four_fields_a0p500_M0p500.png,d7698062af4f8310a4a1431aaf757f2a0ee15594fe465b839ff37051039d7085,d7698062af4f8310a4a1431aaf757f2a0ee15594fe465b839ff37051039d7085,SHA256_OK,
assets/classic_subsonic/plots/01_subsonic_isolines_blumen_vs_classique.png,CORE,GIT_MV_ALREADY_APPLIED+KEEP_LOCAL,assets/classic_subsonic/png/plots/Fig_01_subsonic_isolines_blumen_vs_classique.png,b7ec914315f0bb98ef0e3f73fb081bfdd742db397b7f5485dbbb7accb7620d9c,b7ec914315f0bb98ef0e3f73fb081bfdd742db397b7f5485dbbb7accb7620d9c,SHA256_OK,
assets/classic_subsonic/plots/02_subsonic_error_map_classique.png,CORE,GIT_MV_ALREADY_APPLIED+KEEP_LOCAL,assets/classic_subsonic/png/plots/Fig_02_subsonic_error_map_classique.png,590f04cd5f1cc7d0708d997c331aa20c49a05b19e88a08cae4613bae48295a5a,590f04cd5f1cc7d0708d997c331aa20c49a05b19e88a08cae4613bae48295a5a,SHA256_OK,
assets/classic_subsonic/plots/subsonic_hybrid_vs_blumen.png,CORE,GIT_MV_ALREADY_APPLIED+KEEP_LOCAL,assets/classic_subsonic/png/plots/Fig_subsonic_hybrid_vs_blumen.png,31eda263c136ecacf26182932888f96d4e0cbbaaf9cde5440086ce6251c825e0,31eda263c136ecacf26182932888f96d4e0cbbaaf9cde5440086ce6251c825e0,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/ETAEDGE_HM1.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_ETAEDGE_HM1.csv,1ed1a29c7e4057f9e26932b4700fdf40a49683e4581560af722177d757d83b88,1ed1a29c7e4057f9e26932b4700fdf40a49683e4581560af722177d757d83b88,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/ETAEDGE_HM2A.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_ETAEDGE_HM2A.csv,ebf9cf8618434535288dc53393d5f96c1619a9dd6eed8c47353b6a86e918e05a,ebf9cf8618434535288dc53393d5f96c1619a9dd6eed8c47353b6a86e918e05a,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/ETAEDGE_HM2B.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_ETAEDGE_HM2B.csv,7b6d8c52f001537c46889108d63e914dacc71c78c860a992833c43f767bdc81b,7b6d8c52f001537c46889108d63e914dacc71c78c860a992833c43f767bdc81b,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/ETAEDGE_LM.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_ETAEDGE_LM.csv,a06178b9d07d13d1abfa110c0968654c94fb86634f305f88d0b9904689e92042,a06178b9d07d13d1abfa110c0968654c94fb86634f305f88d0b9904689e92042,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/ETAEDGE_MM.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_ETAEDGE_MM.csv,68d1f0abacaa8ad866435ea34c97c336d3c2e54d84edebd2ebea1098f1331a93,68d1f0abacaa8ad866435ea34c97c336d3c2e54d84edebd2ebea1098f1331a93,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HIGH_HIM.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HIGH_HIM.csv,55984a71b4de5842b545892eb1eacec2fce1de3c1596033752a05dcd48198f83,55984a71b4de5842b545892eb1eacec2fce1de3c1596033752a05dcd48198f83,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HIGH_LOWM_COMPACTY.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HIGH_LOWM_COMPACTY.csv,73c20dc55b55f1fa6b757b51482d4026e3a9ba2cf0920fa0ef7c135f763906e2,73c20dc55b55f1fa6b757b51482d4026e3a9ba2cf0920fa0ef7c135f763906e2,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_HIGH.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_HIGH.csv,21b871952da485aaa0a3d3dc46d2db981e8342b3668061d0d4e9b68153121875,21b871952da485aaa0a3d3dc46d2db981e8342b3668061d0d4e9b68153121875,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_LOW.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_LOW.csv,c1e4f04da7d399e5aa605571022c437acce7c58390284fed0ee74af5dbf4c538,c1e4f04da7d399e5aa605571022c437acce7c58390284fed0ee74af5dbf4c538,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_MID.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_MID.csv,aaaa36b30763553031e34bca1f85355371923baa9453cd9466a5de396072acc2,aaaa36b30763553031e34bca1f85355371923baa9453cd9466a5de396072acc2,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_NEUTRAL1.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_NEUTRAL1.csv,88abc784c5025e09bca6a52e3a8b4eb7acd20d161f69cd2e31cc233104fab20c,88abc784c5025e09bca6a52e3a8b4eb7acd20d161f69cd2e31cc233104fab20c,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_NEUTRAL2.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_NEUTRAL2.csv,835cd6a831c4c78c7ea78713af8bc2ac41b80a8db8de9cf8835b540d4227e40a,835cd6a831c4c78c7ea78713af8bc2ac41b80a8db8de9cf8835b540d4227e40a,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_NEUTRAL3.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_NEUTRAL3.csv,11ecce89f3d5a81bd9effee2bd295f22664daa5eab1155d87af20ba1e703d050,11ecce89f3d5a81bd9effee2bd295f22664daa5eab1155d87af20ba1e703d050,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_VLOW_EXTREME.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_VLOW_EXTREME.csv,81bbb9e32371cbf28f0aa88dff35bdb0791eda1be6c0d79fa7a431edd0305deb,81bbb9e32371cbf28f0aa88dff35bdb0791eda1be6c0d79fa7a431edd0305deb,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM1_VLOW_MOD.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM1_VLOW_MOD.csv,4a58f372685655971f4106f5f6297444370f25eef775bb43fc5eb93f06b12a00,4a58f372685655971f4106f5f6297444370f25eef775bb43fc5eb93f06b12a00,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_HIGH.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_HIGH.csv,f0b6426ccab730f1840ba825f557f29225ce544aebf630cf5c66105ad6515918,f0b6426ccab730f1840ba825f557f29225ce544aebf630cf5c66105ad6515918,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_LOW.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_LOW.csv,c6df7f64d9034e99d188b7c7e26e7d0685339af8159cabf9071cd087127b32e8,c6df7f64d9034e99d188b7c7e26e7d0685339af8159cabf9071cd087127b32e8,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_MID.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_MID.csv,eb2fb52054d94672fc3237fddd01837a38f3742ac4ad0c5509c05b92f60b8562,eb2fb52054d94672fc3237fddd01837a38f3742ac4ad0c5509c05b92f60b8562,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_NEUTRAL1.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_NEUTRAL1.csv,685793705993e0df7bc88c6ccd0e154811676c5cc728036233d9c22d10e1d686,685793705993e0df7bc88c6ccd0e154811676c5cc728036233d9c22d10e1d686,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_NEUTRAL2.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_NEUTRAL2.csv,a54e7d66284191d7c8cf4dbd746a4aee863f25db251b80b65a5009d684e383c8,a54e7d66284191d7c8cf4dbd746a4aee863f25db251b80b65a5009d684e383c8,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_NEUTRAL3.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_NEUTRAL3.csv,fb36f04b5e25e1843b6e7710f7e229649b4c393b65a20cec927552828c255984,fb36f04b5e25e1843b6e7710f7e229649b4c393b65a20cec927552828c255984,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_VLOW_EXTREME.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_VLOW_EXTREME.csv,adf2e92e7e5a5a66a16c643cbdaeb3bfcd8c4ff1d721991d2d1747d94e1bec97,adf2e92e7e5a5a66a16c643cbdaeb3bfcd8c4ff1d721991d2d1747d94e1bec97,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/HM2_VLOW_MOD.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_HM2_VLOW_MOD.csv,075333ac835fb430613cc0df060481f4d2d8fcdade42bb34a469577cf17189b9,075333ac835fb430613cc0df060481f4d2d8fcdade42bb34a469577cf17189b9,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_HIGH.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_HIGH.csv,e503f3353a3150143a455cc5021ae71ccf99822d75231d7c27fc2d577992a86a,e503f3353a3150143a455cc5021ae71ccf99822d75231d7c27fc2d577992a86a,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_LOW.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_LOW.csv,739cda91c8ab31385642e2d33db78b4bfdf0f7d44bc0592e197541f2aafc0a3c,739cda91c8ab31385642e2d33db78b4bfdf0f7d44bc0592e197541f2aafc0a3c,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_MID.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_MID.csv,000ab67708801394463b43840c1641e0239fdbe03798701b4fbb714f06f8812a,000ab67708801394463b43840c1641e0239fdbe03798701b4fbb714f06f8812a,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_NEUTRAL1.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_NEUTRAL1.csv,cbf1666380010b84b12bc535a8a4e297d572119db5d1ad2a98d7d646b08e3613,cbf1666380010b84b12bc535a8a4e297d572119db5d1ad2a98d7d646b08e3613,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_NEUTRAL2.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_NEUTRAL2.csv,876b0b327bad312a000936d2490b2b4f244995170280a71fdc1796c99693fe37,876b0b327bad312a000936d2490b2b4f244995170280a71fdc1796c99693fe37,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_NEUTRAL3.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_NEUTRAL3.csv,ef223db0c48d0a727d1032cb24cd0668ea0730c6382167a7b815e02bce30b4f4,ef223db0c48d0a727d1032cb24cd0668ea0730c6382167a7b815e02bce30b4f4,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LMEDGE_VLOW.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LMEDGE_VLOW.csv,f18ed1d51960ef27e08242a325c148134c15bd3eaba99ba946d87482a1dafb64,f18ed1d51960ef27e08242a325c148134c15bd3eaba99ba946d87482a1dafb64,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOW.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOW.csv,f21bc48f824625b1e796657f6df3c2edb3589e6002f2b9747cd3bc7f110ad89c,f21bc48f824625b1e796657f6df3c2edb3589e6002f2b9747cd3bc7f110ad89c,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_HIGH.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_HIGH.csv,df0c6387b70f9f12ae45ac1a5b6c6bf487b43d90de0446cf38e955a3e9a93437,df0c6387b70f9f12ae45ac1a5b6c6bf487b43d90de0446cf38e955a3e9a93437,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_LOW.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_LOW.csv,d112780ccfbd97bf55e006f3702dea0adeff98324e86382e03a384171297af87,d112780ccfbd97bf55e006f3702dea0adeff98324e86382e03a384171297af87,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_MID.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_MID.csv,68d1c35dfc0c3384a9aed3ac3cec45b3f7936be3cbf6d0a02ad2dfb3dc49aada,68d1c35dfc0c3384a9aed3ac3cec45b3f7936be3cbf6d0a02ad2dfb3dc49aada,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_NEUTRAL1.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_NEUTRAL1.csv,a250980bba9c51321736dd1b1d1bfa46892b55affbfc80a956bfabcf51daca57,a250980bba9c51321736dd1b1d1bfa46892b55affbfc80a956bfabcf51daca57,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_NEUTRAL2.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_NEUTRAL2.csv,5ac1f9843c246e1fb6c4e3d286eda1c17b043f88777982ef431dd123cda43888,5ac1f9843c246e1fb6c4e3d286eda1c17b043f88777982ef431dd123cda43888,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_NEUTRAL3.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_NEUTRAL3.csv,73d7034cd223c71e0cbe47a46b023f7f35845dbc84539f44a851a69b5c1e4814,73d7034cd223c71e0cbe47a46b023f7f35845dbc84539f44a851a69b5c1e4814,SHA256_OK,
assets/pinn_subsonic/article_work/gep_selection_N340_frozen/charts/LOWM_EXT_VLOW_EXTREME.csv,CORE,COPY_ALREADY_PRESENT,assets/pinn_subsonic/csv/article_work/gep_selection_N340/charts/Table_LOWM_EXT_VLOW_EXTREME.csv,9894d8964e959f351a267fd19694ecd056d04e85410e8c369a1a55f243107e18,9894d8964e959f351a267fd19694ecd056d04e85410e8c369a1a55f243107e18,SHA256_OK,
