alpha,Mach,cr,ci,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag,amp_mask_frac
0.1,1.6,0.299805,0.029118,0.9896412210296998,0.9698551840398061,0.9698551840398061,0.9896412210296999,0.9932179457559995,0.9693581618345627,8.8561180247988,0.3880898264907077,0.5759394712540499,0.05
