epoch,loss,compat,ode,bc,gauge,q0,lr
39,0.21622883038206742,0.0027521878623831863,0.005199688172751415,0.006821180770120118,2.864546283190452e-06,0.0010702375777617659,0.00019998019362593827
40,0.20559345822633138,0.002621108700082424,0.004457619730624161,0.0067400680251111485,4.813417042552146e-08,0.0007781856803491982,0.0001999791649301104
41,0.1814840634604334,0.002433960250321116,0.002485582698456482,0.006603205936898389,2.2451523468964233e-06,0.0005184010705409174,0.00019997811019520576
42,0.17888385237315302,0.0022084358191755494,0.0027887917283780745,0.006393938216394543,1.032812569725928e-05,0.00031138413436147025,0.00019997702942151357
43,0.16129590859377108,0.0020751869891245563,0.0015368719007282817,0.006131261293576532,2.5500938237120682e-05,0.000155999744403253,0.00019997592260933005
44,0.1488575162589047,0.0018351350767827125,0.0008930585765246169,0.005837612566285954,4.8233284001123085e-05,5.712310610899048e-05,0.00019997478975895873
45,0.1412231364188997,0.0016949841938434587,0.0005648863024568527,0.0055424892170626875,7.774647114642818e-05,9.278998018633973e-06,0.00019997363087071013
46,0.1376429749407271,0.0015802240076311517,0.0005442242214222274,0.005267489599749684,0.00011048700655199628,8.518536751282626e-07,0.00019997244594490197
47,0.1352489280268094,0.0014247840019189725,0.0006284991443485317,0.0050284994018843085,0.00014146108526448192,1.5906691155372494e-05,0.0001999712349818591
48,0.133059629738681,0.0012790215764093814,0.000716924161031442,0.004828885686501942,0.00016522458634233897,3.9843739426342026e-05,0.00019996999798191356
49,0.13132879660950578,0.0012289710079145732,0.0008080668826166888,0.004656798592113128,0.000178224458619306,6.270487553399613e-05,0.00019996873494540444
50,0.1306669312401072,0.0011591263629378548,0.0011281735389138455,0.004494081341810794,0.0001791230538537433,7.934704737354776e-05,0.000199967445872678
51,0.12374030561565272,0.0010671954874876413,0.000980188077062549,0.004330836381616377,0.00016649742337823285,8.492101413262196e-05,0.00019996613076408767
52,0.11770677101449269,0.001073667323707634,0.000955516753343647,0.004142513163734069,0.00014564666969298497,8.29330403982908e-05,0.000199964789619994
53,0.11182844439918688,0.0010253321930471671,0.0011142910320990416,0.003918864504721769,0.00012054922053289403,7.587594155128707e-05,0.00019996342244076466
54,0.10043815069402753,0.0009614751179160919,0.0008170437075358859,0.003666079396328568,9.331374512936391e-05,6.430404704508129e-05,0.00019996202922677444
55,0.09282374794707593,0.0010046530036813698,0.0008308629123945797,0.0033816468457885454,6.835651870545529e-05,5.2608682489487364e-05,0.00019996060997840535
56,0.08573285227845988,0.0010374328445215074,0.0008945319270839675,0.0030883511162730836,4.64618223694345e-05,4.090694820851764e-05,0.00019995916469604647
57,0.07734138784765057,0.001102111463109417,0.0007291411772158245,0.0028116123336589622,2.7966147712189092e-05,2.9070187356069713e-05,0.00019995769338009402
58,0.0701896150581731,0.0010524492329772209,0.0006953686179780752,0.002564618917360626,1.419058201407623e-05,1.8918147327451553e-05,0.00019995619603095137
59,0.06379039991408,0.0010092151079025445,0.0006037873573710305,0.0023573318285935265,5.137386894737237e-06,1.0693762560248769e-05,0.000199954672649029
60,0.060029861262964605,0.0010626137728594032,0.0005641214307598348,0.0021843663057621696,7.51831115288321e-07,4.893613739956031e-06,0.00019995312323474462
61,0.0574257478523732,0.0011385168538603657,0.0005406099349169648,0.002029071915367071,5.304165725847393e-07,1.5071743579394783e-06,0.00019995154778852295
62,0.05368335751154858,0.001069186707913326,0.0005210010667627016,0.001870442459481605,3.7263057515620292e-06,2.5099167583900973e-07,0.00019994994631079594
63,0.050735683168100454,0.0010692930824926317,0.0005174990068857919,0.0016972508714992501,9.22744844331217e-06,6.465020086629936e-07,0.00019994831880200262
64,0.04746653969129406,0.0010300364606965924,0.0005318563547172661,0.0015138425008812358,1.5707615195307545e-05,1.921844886577583e-06,0.00019994666526258924
65,0.044672861666111695,0.0010468822169688442,0.0005369513396389299,0.001333508270038029,2.164360699273373e-05,3.209600248715884e-06,0.00019994498569300906
66,0.041137278098565676,0.0010012615738836232,0.0005212000690423685,0.0011673191136642536,2.566279396020684e-05,3.828012878462511e-06,0.00019994328009372255
67,0.037616778503193865,0.0009406507026513866,0.0005153132886150409,0.0010179723886109518,2.6976908183105526e-05,3.5699982017708866e-06,0.00019994154846519733
68,0.0339798611868951,0.0008702694638413513,0.0005135482719662628,0.0008807480422945045,2.5267229829288644e-05,2.5681754290062494e-06,0.00019993979080790814
69,0.03062049799387963,0.0008459283365683954,0.0005079150593076049,0.0007494962332783049,2.092139369553529e-05,1.3148548218558093e-06,0.00019993800712233685
70,0.027074603634779613,0.0008181916182609936,0.0004972702956303251,0.0006217963467236209,1.4840575613940053e-05,4.4198356363567964e-07,0.00019993619740897245
71,0.024466074741629453,0.0008411774175000432,0.0005178140775611041,0.0005013283517183969,8.49592756650042e-06,6.73152163691338e-07,0.00019993436166831113
72,0.021020212235537388,0.0007633764077655898,0.0005163339821083645,0.0003942712434649788,3.37683467498272e-06,2.513742368394487e-06,0.00019993249990085608
73,0.019402602512974824,0.0007715236539480743,0.0005534915281414395,0.00030474057211431183,5.763924979344699e-07,5.959105778853315e-06,0.0001999306121071178
74,0.018169002778299265,0.0007383436729201533,0.0006100828969132223,0.00023227725150676233,3.919204983026212e-07,1.0355111399550161e-05,0.0001999286982876138
75,0.017336748854211367,0.0007929840683219627,0.0005750026257794803,0.00017277163179900144,2.0144927721690745e-06,1.4333513673268373e-05,0.00019992675844286877
76,0.015601307275199195,0.000691033366179057,0.0005773753668957043,0.00012403566936445914,4.365065571623987e-06,1.7432514570521482e-05,0.0001999247925734145
77,0.0151570944571028,0.0007002519279329385,0.0005755267933817157,8.795944410666e-05,6.401183618230573e-06,1.9213772348218744e-05,0.00019992280067979002
78,0.015500864215655087,0.0007088199218894778,0.0006340128775272912,6.62955800683301e-05,7.466246201207955e-06,1.9705868323556546e-05,0.00019992078276254136
79,0.01454410666280491,0.0006210776200042751,0.0006470295539730588,5.792101226563281e-05,7.046146777189157e-06,1.8632134599036846e-05,0.0001999187388222218
80,0.014421308885602217,0.0006987078789496557,0.0005772555834854492,5.572075886535045e-05,5.472590839441587e-06,1.6436270975231626e-05,0.00019991666885939163
81,0.012607069117292806,0.0005544293453907136,0.0005683997566204909,5.0876930506623975e-05,3.6123948704828153e-06,1.4094776291635931e-05,0.00019991457287461836
82,0.01344445952988162,0.0006521180358526318,0.0005948159929645563,3.916034213345561e-05,1.9191239904062658e-06,1.1818150491443869e-05,0.00019991245086847662
83,0.012391691007212042,0.0006265331621299129,0.0005536986158733378,2.6351482543318467e-05,6.23435763131643e-07,9.410793958083055e-06,0.00019991030284154817
84,0.011652852294904271,0.000601177199298868,0.0005285538723340049,1.760286521692815e-05,3.484274236980179e-08,7.329982987995407e-06,0.00019990812879442196
85,0.01114068491488461,0.0005559194833960017,0.0005235198206978463,1.6474582247667196e-05,1.6800228992785502e-07,5.593927116850424e-06,0.0001999059287276939
86,0.012029651205792437,0.0006172328502396663,0.0005349188888034952,2.077581874932846e-05,9.261744037425239e-07,4.181138598265363e-06,0.00019990370264196723
87,0.012054335951328094,0.0006131620923795081,0.0005200290035627239,2.525708266116772e-05,2.1728333868241994e-06,3.0059218896835115e-06,0.00019990145053785225
88,0.012196694307493157,0.0006101231018423893,0.0005181273587469719,2.737718050275517e-05,3.666460915444423e-06,2.08660810462884e-06,0.00019989917241596634
89,0.012369532933588431,0.0005918839577595287,0.0005364150594151295,2.915542214982984e-05,5.034343188452531e-06,1.4156323026518796e-06,0.0001998968682769341
90,0.012236775949384524,0.0005860189040612269,0.000512729078588997,3.315865723337356e-05,5.861229782148133e-06,9.689302462297045e-07,0.0001998945381213872
91,0.012724025357441687,0.0006189456088449757,0.0005163955517368415,3.910794369687797e-05,5.884548776859558e-06,6.706005129896603e-07,0.00019989218194996447
92,0.012063478961680498,0.0005474619148816146,0.0005190242184853861,4.450260427209402e-05,5.085655425686099e-06,5.38936998356595e-07,0.0001998897997633119
93,0.011561624917244146,0.0005231856368621067,0.0005025775725163689,4.6746331239893474e-05,3.6906619866152013e-06,6.249179587051743e-07,0.00019988739156208253
94,0.011600784563635358,0.0005305220639000654,0.000514943405217949,4.638814267156775e-05,2.183670190238591e-06,9.289263853625068e-07,0.00019988495734693661
95,0.011296593829657815,0.0005164316944814804,0.0005121043161174816,4.565528143873812e-05,9.812809489343268e-07,1.4192972321316116e-06,0.00019988249711854153
96,0.01141713067107976,0.0005129825582536221,0.0005349499728014875,4.5486941275466965e-05,2.806653501932491e-07,1.9994592572849842e-06,0.0001998800108775717
97,0.012837017221294832,0.0006545737429933652,0.0005386734330131572,4.501988560615651e-05,4.147749106478593e-08,2.5127494522100137e-06,0.00019987749862470877
98,0.011554670428297241,0.0005381892105747604,0.0005299900446451658,4.334006936384418e-05,6.076488821097597e-08,2.781378980931479e-06,0.0001998749603606415
99,0.011235111359156752,0.0005136025977443189,0.000525763450724154,4.1265130852684325e-05,1.6148257418337282e-07,2.7989170783732357e-06,0.00019987239608606575
100,0.010865695672986859,0.00048385221145586557,0.0005198481575379705,4.0127407823024785e-05,2.6143826588003965e-07,2.625453518602316e-06,0.00019986980580168453
101,0.010936909614251594,0.0004960153235977598,0.0005159651113116358,3.917420431309146e-05,3.362117889580823e-07,2.414333676720311e-06,0.000199867189508208
102,0.010640680754661628,0.00045986168870393724,0.0005271299773987822,3.679616817942824e-05,3.484073004586794e-07,2.164810272329915e-06,0.00019986454720635343
103,0.010809287501704947,0.0004867111695759388,0.0005274334666315295,3.191245073533432e-05,2.95921249235779e-07,1.8700752318734283e-06,0.00019986187889684524
104,0.010156680030414656,0.00044138644519268046,0.0005206990218077586,2.5801855135784512e-05,1.9788257694575064e-07,1.643917151517598e-06,0.00019985918458041493
105,0.010220946661312786,0.0004698340604258893,0.000510260254571493,2.0482439793658785e-05,1.0354715465786995e-07,1.38605501615048e-06,0.00019985646425780114
106,0.010709138094145879,0.0005054328390443608,0.0005309473311193996,1.6896971415496215e-05,7.396964198349896e-08,1.07188906378482e-06,0.0001998537179297497
107,0.01017710760799007,0.0004731601911209212,0.0005142930691479678,1.4452365811429901e-05,1.352768907258067e-07,7.689241724662022e-07,0.00019985094559701354
108,0.010131139253339113,0.00046019808043069063,0.000525498826211657,1.2316224461270053e-05,2.7845697690235903e-07,5.013697272198859e-07,0.00019984814726035268
109,0.009649479560810402,0.0004226482011164805,0.0005164248516680886,1.0665428336271207e-05,4.5440466239287576e-07,3.0143583352009925e-07,0.00019984532292053432
110,0.009863683344484155,0.0004581741616128638,0.0005026356010645663,9.778583234349312e-06,6.001405302286875e-07,1.7382453795654128e-07,0.00019984247257833274
111,0.009880357379812906,0.0004531665525679625,0.0005093688977795848,9.483412353627859e-06,6.533462926487622e-07,1.1210969748931038e-07,0.0001998395962345294
112,0.009448462200573925,0.00040957611668867525,0.000511183841173589,9.084466690129038e-06,5.917328814869994e-07,9.767166565281191e-08,0.0001998366938899129
113,0.009885275604798467,0.0004512003697583008,0.0005166698038694123,8.105534941531435e-06,4.4463169690706666e-07,1.1163917539920942e-07,0.0001998337655452789
114,0.009767913957737524,0.000444275984623778,0.0005160403107409437,6.926656886764222e-06,2.6217866355022244e-07,1.4426996824806498e-07,0.00019983081120143018
115,0.009683639662661687,0.00045203710005938045,0.0005035766874432873,5.820444621558797e-06,1.1092895203832009e-07,1.8145894726817386e-07,0.00019982783085917676
116,0.010403828284873375,0.0004983453881019725,0.0005320251591866156,4.882635399487197e-06,2.470103997752256e-08,2.1813294969611022e-07,0.00019982482451933568
117,0.009854297845373183,0.0004689491406707718,0.0005075253142953685,4.450352210697344e-06,5.462514978337935e-09,2.5171323372596515e-07,0.00019982179218273115
118,0.009871846028250041,0.00045822565021922247,0.0005200437694322496,4.300329819689182e-06,3.1452353415373224e-08,2.7845982185579053e-07,0.00019981873385019452
119,0.009391479424571164,0.0003957658121141171,0.0005339805493869054,4.33522029153782e-06,7.311403730182782e-08,3.052309312305833e-07,0.00019981564952256426
120,0.009525674814463952,0.0004271742441961122,0.000515295772924027,4.5166843742683466e-06,1.0640955777192925e-07,3.344944896790734e-07,0.00019981253920068587
121,0.009527237938426792,0.00042445968593063317,0.0005175379626191492,4.77418131157326e-06,1.1777826697505467e-07,3.604666261190596e-07,0.00019980940288541216
122,0.009116342589488794,0.0003941811502101276,0.0005070097565543631,4.672544317388103e-06,1.0982635496124833e-07,3.8440778226332077e-07,0.00019980624057760291
123,0.009502725679476721,0.0004258746342312156,0.0005151749631846025,4.170082073895396e-06,8.828063840632524e-08,3.938540432128953e-07,0.0001998030522781251
124,0.009427075886681692,0.00041200229795977357,0.0005223927828462984,3.859926216227667e-06,5.9265542964191245e-08,3.795851591024694e-07,0.00019979983798785287
125,0.009289538407324686,0.00041149012217464684,0.0005096293186069885,3.7516865190589246e-06,3.310269127156459e-08,3.499141536975762e-07,0.0001997965977076674
126,0.00926362088818291,0.0003975424227241435,0.0005212905715100064,3.697756208098337e-06,1.3358216794442669e-08,2.979697256149525e-07,0.00019979333143845703
127,0.009099465618651038,0.0003967352041902886,0.0005053980808795359,3.878769373929113e-06,5.57380474210663e-09,2.391201148335393e-07,0.00019979003918111716
128,0.009103259172235175,0.00038513748177386437,0.0005165744104869458,4.255324524256036e-06,1.0337591419524573e-08,1.801035528598553e-07,0.0001997867209365505
129,0.009152833168567966,0.0003805886318829387,0.000525124204506521,4.673516910057813e-06,2.2344664722130195e-08,1.2895001970931742e-07,0.00019978337670566667
130,0.00896370391134928,0.0003666023483674519,0.0005194905660433057,4.970644036135376e-06,3.36188651899794e-08,9.479587244212593e-08,0.00019978000648938256
131,0.008835567069408209,0.0003612401976010514,0.0005115195966005242,5.2072602894562225e-06,3.823921603326545e-08,7.434444848890542e-08,0.00019977661028862213
132,0.008916310346779121,0.00038199525424512424,0.0004985123282059203,5.38595253036616e-06,3.515471661352865e-08,6.493767501860048e-08,0.00019977318810431645
133,0.009037065073937905,0.00036790167940192395,0.0005246268056314606,5.458714170712323e-06,2.60594018981223e-08,6.82515487713351e-08,0.00019976973993740375
134,0.00889183026160902,0.00036223433521108536,0.0005159439154891221,5.424671798697991e-06,1.5543186329879782e-08,7.996091461479761e-08,0.00019976626578882938
135,0.008372505598443616,0.0003065026632874275,0.0005198897596099092,5.392857512389832e-06,7.242192224528808e-09,9.991226837048449e-08,0.00019976276565954572
136,0.00914730855568024,0.0003915496686461179,0.0005126041038569285,5.273531611173021e-06,3.001984263128782e-09,1.270288242928226e-07,0.00019975923955051244
137,0.008789192608156396,0.0003599221400896322,0.0005083579756955284,5.304459107146729e-06,3.022681618563467e-09,1.6021415365935782e-07,0.0001997556874626962
138,0.008544317200197894,0.00032959442074357204,0.0005142543926870925,5.264350637411583e-06,5.420531430174658e-09,2.0185780187597776e-07,0.00019975210939707084
139,0.008498343809407494,0.00032608586101867687,0.0005133614813288326,5.150975269134371e-06,8.5088054971147e-09,2.5010927043853363e-07,0.0001997485053546173
140,0.008532843187196817,0.0003298956247540215,0.0005130798097334386,5.100753236734991e-06,1.0737775875165622e-08,2.9245786534416515e-07,0.00019974487533632362
141,0.008796453472279876,0.00034630435087647373,0.0005232728714097686,4.975976433022707e-06,1.161720756997546e-08,3.310010810411893e-07,0.00019974121934318505
142,0.00845010649580219,0.00032535217084919666,0.0005100220584231708,4.7688632886815795e-06,9.869373048848604e-09,3.457137896118539e-07,0.00019973753737620385
143,0.008130842286558007,0.00029680034319613,0.0005068167704395412,4.7011182123910905e-06,6.4878595347233594e-09,3.4415075227953347e-07,0.00019973382943638945
144,0.008520326122290034,0.0003214555523743144,0.0005212556084268603,4.6439620390721214e-06,3.3527349684537644e-09,3.337294005718691e-07,0.00019973009552475845
145,0.008773083835308356,0.0003445840178551104,0.0005235788495472819,4.568725661481352e-06,8.064805480533823e-10,3.0235085150793534e-07,0.0001997263356423345
146,0.008593676116709732,0.0003257361835778295,0.0005242224751167074,4.7024456961723846e-06,4.061584091278215e-10,2.763714131470162e-07,0.00019972254979014835
147,0.008574301194597247,0.00031183945883612167,0.0005358555216177962,4.853228960359933e-06,2.8681085087007144e-09,2.4318107418730515e-07,0.000199718737969238
148,0.008311403433259675,0.00029041146955005365,0.0005308179899603134,4.921148760159716e-06,6.858629528079253e-09,2.1301800620946016e-07,0.00019971490018064843
149,0.008544248961471894,0.0003120191880146294,0.0005324869861055425,4.912320971864948e-06,9.408008328767424e-09,1.9664971044279707e-07,0.00019971103642543178
150,0.00876677690606091,0.00033672299098312365,0.000529982943551812,4.935356011509626e-06,1.0104404813606644e-08,1.835662273034981e-07,0.00019970714670464735
151,0.00842498836179632,0.0003163951437235063,0.000516302901354454,4.850343169939713e-06,1.001047617924429e-08,1.733252025767056e-07,0.0001997032310193615
152,0.008400971294109959,0.0003008307173713948,0.000529435469058759,4.872016052099257e-06,8.691087664356827e-09,1.6709577770153353e-07,0.00019969928937064774
153,0.008452068229286892,0.0003097421360114282,0.00052568548361224,4.856553204845971e-06,6.6096895329010365e-09,1.6395188150611902e-07,0.00019969532175958673
154,0.008466715013799015,0.0003085469254925467,0.0005284285571151636,4.824161334582395e-06,4.769610302642741e-09,1.6475560513542224e-07,0.00019969132818726618
155,0.008440210087863375,0.0003178397728324485,0.0005166047459717529,4.773388404921594e-06,2.971317229277458e-09,1.7035684356499097e-07,0.00019968730865478095
156,0.008287541906971039,0.0002983612098636974,0.0005209850782830143,4.695473853260995e-06,1.6954843870226762e-09,1.8310099251094432e-07,0.00019968326316323302
157,0.00846436456788914,0.0003139659113558454,0.0005233897939700405,4.536130153546772e-06,8.49115593469826e-10,1.9813978988275516e-07,0.00019967919171373153
158,0.008507328260393627,0.0003225623169738082,0.0005193058145712314,4.430312289325103e-06,4.0699156727947945e-10,2.160886656585208e-07,0.00019967509430739264
159,0.00821179163058608,0.0002924991884395828,0.0005200382794999724,4.318623818967478e-06,4.447481117811783e-10,2.2638213786795796e-07,0.00019967097094533966
160,0.008221025137515527,0.0003085962014366345,0.000505192470730429,4.15506986139473e-06,3.7018616996040156e-10,2.405107620328737e-07,0.0001996668216287031
161,0.008143831422610496,0.0003033248092038509,0.000502898699639367,4.0765682352613445e-06,6.496947308938454e-10,2.4946574988502106e-07,0.0001996626463586205
162,0.008194289529409648,0.0003047290902141946,0.000506807612977129,3.939131293463576e-06,1.3987162714117682e-09,2.5224195651384215e-07,0.00019965844513623648
163,0.008671196699268647,0.0003454608095954251,0.0005139402720334431,3.846396124883973e-06,2.5796048228631476e-09,2.534914340982397e-07,0.00019965421796270288
164,0.00807599143249922,0.00028336551596321,0.0005162325949843144,3.976780955359924e-06,4.747039167770689e-09,2.4273276545908516e-07,0.00019964996483917862
165,0.007976814611414834,0.0002830643564345883,0.0005068198744896564,3.866200491574801e-06,6.482923408900938e-09,2.294047405248358e-07,0.00019964568576682964
166,0.008467406802562224,0.0003171775925200353,0.0005218146781143908,3.8374425034923595e-06,7.352461481141914e-09,2.1649184335955327e-07,0.00019964138074682913
167,0.00746022245254177,0.00024246604096816353,0.0004956550657913309,3.911486108750346e-06,7.816627718182633e-09,2.0215413795743476e-07,0.00019963704978035734
168,0.007931229388407304,0.0002655926013714397,0.0005199985818573325,3.729447298158907e-06,7.2861015640551965e-09,1.8234725104357595e-07,0.00019963269286860162
169,0.008138987023099694,0.00027748272969144687,0.0005289374295797853,3.709759082419046e-06,5.902487389912598e-09,1.7478981253643488e-07,0.0001996283100127564
170,0.008020621422017494,0.0002694507807731296,0.0005250473967284002,3.7572983422203714e-06,4.936801577905856e-09,1.672878715426559e-07,0.00019962390121402334
171,0.008118957257271974,0.0002863994094180074,0.0005181210627048661,3.665429977993212e-06,4.4393648337292975e-09,1.5731323557355918e-07,0.00019961946647361107
172,0.008019541630913354,0.0002669946092665913,0.0005272524660565681,3.829425275595852e-06,4.8237216984278685e-09,1.5018734063658124e-07,0.00019961500579273542
173,0.007839007869198736,0.00025179445614602184,0.0005242253884144418,3.916139243848817e-06,4.866387171231355e-09,1.464841763509208e-07,0.00019961051917261936
174,0.007659029238254538,0.00023848003697829175,0.0005198654413916133,3.758180439915542e-06,4.108457571773297e-09,1.4407903649914005e-07,0.00019960600661449285
175,0.007797166438164037,0.00025233377268416837,0.0005200375158504847,3.6565904445205754e-06,3.217439270935041e-09,1.4612761255103222e-07,0.00019960146811959307
176,0.007671508810953494,0.00023646704878387887,0.0005238947267193746,3.383053113323152e-06,2.299936544969486e-09,1.5084400323759603e-07,0.0001995969036891643
177,0.00785967216299412,0.0002598971459445588,0.0005198197725693879,3.1166482253897206e-06,1.7001334685662852e-09,1.586306771927514e-07,0.00019959231332445783
178,0.007944736420074998,0.00025973746306431287,0.0005284761125210857,3.120111194968889e-06,1.984403216349159e-09,1.6134913234451607e-07,0.0001995876970267322
179,0.007314785718166073,0.00021152476534324127,0.0005138902280780117,3.0161351403523418e-06,3.1308114649690457e-09,1.581865386538639e-07,0.00019958305479725295
180,0.008204891301244185,0.0002875805232307652,0.0005270002749784431,2.9342129173016144e-06,3.99060806070828e-09,1.5740238814827185e-07,0.0001995783866372928
181,0.0075267629125065965,0.00023135639020646707,0.0005148579481269835,3.205289155414783e-06,5.1374606379593815e-09,1.5872928873572287e-07,0.00019957369254813156
182,0.007881658426450867,0.0002593724913688406,0.000522939944995831,2.896970437914793e-06,5.946540458576333e-09,1.5699983771159363e-07,0.00019956897253105613
183,0.00787293595021449,0.00024148117392078556,0.0005401552123575533,2.8005101243208057e-06,5.61884944685368e-09,1.6060021498444899e-07,0.00019956422658736056
184,0.007588887699678871,0.00023253810429092574,0.0005207933471005067,2.757427977392451e-06,4.246262166983854e-09,1.667088516197667e-07,0.00019955945471834588
185,0.007655037301263297,0.00022328116868913314,0.00053727522985254,2.4588837383970543e-06,2.9564107862389398e-09,1.6743399291336572e-07,0.00019955465692532044
186,0.0077769439663173375,0.00024132009743973778,0.0005313822613539307,2.4867059669925707e-06,1.8625904080084262e-09,1.7171520072176113e-07,0.00019954983320959952
187,0.008087884578789428,0.00027831993551602913,0.000525689242397795,2.3801638015291914e-06,1.895236206031105e-09,1.6484665272938513e-07,0.00019954498357250557
188,0.007965541720721243,0.00025906715318389014,0.0005324643150000425,2.497971992073076e-06,2.6759904045429348e-09,1.4929834920338139e-07,0.00019954010801536817
189,0.007469397728721862,0.00022738996050852302,0.0005136347654993512,2.9356034859545237e-06,4.3839892402923535e-09,1.319292697080341e-07,0.000199535206539524
