task_id,convergence_point_id,selection_stratum,chart_id,checkpoint,Mach,eta,alpha,N,mapping_kind,mapping_scale,xi_max,convergence_regime,technical_success,reference_success,selection_source,error,field_family,ci_pinn,ci_classic,selected_raw_index,selected_cr,selected_ci,selected_omega_i,selected_p_overlap_pinn,selected_q_overlap_pinn,selected_combined_overlap_pinn,ci_abs_err_classic,profile_path,p_rel_classic,rho_rel_classic,u_rel_classic,v_rel_classic,p_overlap_classic,N_finest,ci_finest,omega_finest,ci_delta_to_finest,omega_delta_to_finest,p_rel_to_finest,p_overlap_to_finest,rho_rel_to_finest,rho_overlap_to_finest,u_rel_to_finest,u_overlap_to_finest,v_rel_to_finest,v_overlap_to_finest,modal_rel_max_to_finest
59,CONV_14,near_neutral_HM2_eta930,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9275,0.1845701695832781,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.1733089736811119,0.1890471275733052,1161,-5.5855974257772355e-14,0.189100808114676,0.0349023682220606,0.9579410128856006,0.9055215445887852,0.9448361458113969,5.3680541370754176e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_14__N601.npz,4.419034297882902e-05,4.419034297882563e-05,0.0001669267649257,0.0001346253627923,0.9999999990236068,601,0.189100808114676,0.0349023682220606,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999999999999,0.0
60,CONV_15,near_neutral_HM2_eta950,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.95,0.1890476130502579,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.2026026342145678,0.1800078622646489,571,3.871468231789087e-14,0.1801984064595168,0.0340660786166318,0.9580515727709306,0.9076867110606444,0.9454603573433592,0.0001905441948679,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_15__N301.npz,0.0001633625578913,0.0001633625578913,0.000616973839184,0.0005035319368477,0.9999999866563372,601,0.1800683607757125,0.0340414937905211,0.00013004568380428627,2.4584826110701785e-05,0.00011008888152680562,0.999999993940219,0.00011008888152680334,0.9999999939402191,0.0004340991586481836,0.9999999214057235,0.0003446378740703903,0.9999999949673928,0.0004340991586481836
61,CONV_15,near_neutral_HM2_eta950,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.95,0.1890476130502579,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.2026026342145678,0.1800078622646489,766,-2.320472307584769e-13,0.1801225267848635,0.0340517337452596,0.9586670943809928,0.9073356086068062,0.945834222937446,0.0001146645202146,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_15__N401.npz,9.954375960429988e-05,9.95437596042968e-05,0.0003656475376389,0.0003031656292293,0.9999999950455198,601,0.1800683607757125,0.0340414937905211,5.4166009151007666e-05,1.0239954738498758e-05,4.693215788210002e-05,0.9999999988986865,4.693215788209363e-05,0.9999999988986863,0.00018527639118790925,0.9999999854581204,0.0001446602111442414,0.9999999990092728,0.00018527639118790925
62,CONV_15,near_neutral_HM2_eta950,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.95,0.1890476130502579,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.2026026342145678,0.1800078622646489,962,-2.087087735377649e-13,0.1800874244656689,0.0340450977356033,0.9575840645704504,0.90796193234709,0.9451785315146104,7.956220102003919e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_15__N501.npz,7.047101043235974e-05,7.047101043235306e-05,0.0002504228026448,0.0002104099358063,0.9999999975169184,601,0.1800683607757125,0.0340414937905211,1.906368995638341e-05,3.603945082197857e-06,1.8901506085378704e-05,0.9999999998213662,1.890150608537532e-05,0.9999999998213667,7.198342358696797e-05,0.9999999976568966,5.244516269749161e-05,0.999999999811171,7.198342358696797e-05
63,CONV_15,near_neutral_HM2_eta950,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.95,0.1890476130502579,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.2026026342145678,0.1800078622646489,1160,2.4514082292246483e-13,0.1800683607757125,0.0340414937905211,0.9580749949932864,0.9076868909439336,0.9454779689809484,6.049851106365578e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_15__N601.npz,5.445491690297879e-05,5.4454916902980405e-05,0.0001889161824617,0.0001594232403072,0.999999998517331,601,0.1800683607757125,0.0340414937905211,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
64,CONV_16,branch_correction_case,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9725,0.1935250565172377,301,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0221039321772877,0.1706017603720829,570,1.8472766021334705e-14,0.1707749511278209,0.03304923206874,0.9584133997846506,0.9096961058316312,0.9462340762963958,0.0001731907557379,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_16__N301.npz,0.0001556908518228,0.0001556908518228,0.0005881200909309,0.000483605340379,0.9999999878801792,601,0.1706390071656939,0.0330229235057862,0.00013594396212698867,2.6308562953797354e-05,0.0001243372453675047,0.9999999922701247,0.00012433724536750848,0.9999999922701246,0.0004591961094300943,0.999999912248637,0.00037990003561387786,0.99999999399358,0.0004591961094300943
65,CONV_16,branch_correction_case,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9725,0.1935250565172377,401,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0221039321772877,0.1706017603720829,767,-2.4705421006378493e-14,0.1706956312248971,0.0330338816800437,0.95902616642452,0.9093527753404184,0.9466078186534944,9.387085281417629e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_16__N401.npz,8.34047399468521e-05,8.34047399468497e-05,0.0003227924881876,0.0002622360410504,0.9999999965218248,601,0.1706390071656939,0.0330229235057862,5.662405920317526e-05,1.0958174257502673e-05,5.2692095862932585e-05,0.9999999986117715,5.269209586292867e-05,0.9999999986117714,0.00019674810844781004,0.999999983720834,0.00015888520645812194,0.9999999988660121,0.00019674810844781004
66,CONV_16,branch_correction_case,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9725,0.1935250565172377,501,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0221039321772877,0.1706017603720829,963,-5.285564824310047e-14,0.170658936183614,0.0330267802701055,0.957951028887698,0.9099645238804356,0.9459544026358826,5.717581153105722e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_16__N501.npz,5.041238721791236e-05,5.0412387217910254e-05,0.0001975360349041,0.0001598579721562,0.9999999987292956,601,0.1706390071656939,0.0330229235057862,1.9929017920083947e-05,3.856764319298822e-06,2.0672575253159043e-05,0.9999999997863221,2.067257525315911e-05,0.9999999997863223,7.318689002308751e-05,0.9999999977195873,5.711177666396521e-05,0.9999999997946661,7.318689002308751e-05
67,CONV_16,branch_correction_case,HM2_NEUTRAL3,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_NEUTRAL3/model_state.pt,0.98,0.9725,0.1935250565172377,601,pin,5.0,0.98,near_neutral_map5,True,True,central_max_ci,,pq_etaaware,0.0221039321772877,0.1706017603720829,1161,6.32822838664696e-15,0.1706390071656939,0.0330229235057862,0.9584390000507236,0.9096958049858062,0.9462532012844942,3.724679361094552e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_16__N601.npz,3.224241115691363e-05,3.2242411156914634e-05,0.0001329374671376,0.0001041226863842,0.9999999994802136,601,0.1706390071656939,0.0330229235057862,0.0,0.0,1.6523839521052619e-16,1.0000000000000002,1.4758372126396382e-16,1.0000000000000002,1.6110039011112462e-16,1.0000000000000002,1.6616500493730238e-16,1.0,1.6616500493730238e-16
68,CONV_17,HM2_LOW_MID_seam_1,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.915,0.375,0.1512951895302688,201,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3206994584381918,0.3215071769711018,378,1.3861073769807836e-14,0.3217298862428722,0.0486761841166671,0.9976082195358112,0.9925466021347804,0.9963428151855536,0.0002227092717703,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_17__N201.npz,0.0001100329159619,0.0001100329159619,0.0008057566085535,0.0003554914494917,0.9999999939463786,501,0.3215369345143923,0.0486469914483366,0.0001929517284798843,2.9192668330499383e-05,9.743351504261956e-05,0.9999999952533549,9.743351504261903e-05,0.9999999952533551,0.0006942296722925351,0.9999997627953148,0.00030866033682430227,0.9999999823325348,0.0006942296722925351
69,CONV_17,HM2_LOW_MID_seam_1,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.915,0.375,0.1512951895302688,301,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3206994584381918,0.3215071769711018,575,2.6245394914771813e-13,0.3216021854803186,0.0486568636055934,0.99735207627017,0.9923093690527792,0.996091399465822,9.50085092168429e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_17__N301.npz,4.882563518745175e-05,4.8825635187454e-05,0.0003522227399529,0.0001524689846524,0.9999999988080286,501,0.3215369345143923,0.0486469914483366,6.525096592630009e-05,9.872157256805847e-06,3.748545619658546e-05,0.9999999992974204,3.7485456196592896e-05,0.9999999992974206,0.0002444843803800049,0.9999999706786469,0.00010633228657930095,0.9999999977585703,0.0002444843803800049
70,CONV_17,HM2_LOW_MID_seam_1,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.915,0.375,0.1512951895302688,401,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3206994584381918,0.3215071769711018,770,1.8010136347394341e-13,0.3215575708310139,0.048650113623771,0.9974208350009772,0.9923621713571932,0.9961561690900312,5.039385991212342e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_17__N401.npz,2.7246279959570845e-05,2.724627995956948e-05,0.0001951351741613,8.216982737841889e-05,0.9999999996288202,501,0.3215369345143923,0.0486469914483366,2.0636316621580608e-05,3.1221754344043506e-06,1.780026322223472e-05,0.9999999998415753,1.780026322223749e-05,0.9999999998415754,9.189306158677172e-05,0.9999999958228647,3.8015594132217174e-05,0.999999999621608,9.189306158677172e-05
71,CONV_17,HM2_LOW_MID_seam_1,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.915,0.375,0.1512951895302688,501,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3206994584381918,0.3215071769711018,967,-2.200756692056315e-13,0.3215369345143923,0.0486469914483366,0.9972973060729772,0.9922588991212158,0.9960377043350368,2.9757543290487295e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_17__N501.npz,1.7491420017234516e-05,1.7491420017233188e-05,0.0001218415074857,4.93255966230252e-05,0.9999999998470254,501,0.3215369345143923,0.0486469914483366,0.0,0.0,0.0,1.0000000000000002,0.0,1.0000000000000004,0.0,0.9999999999999998,0.0,1.0000000000000002,0.0
72,CONV_18,HM2_LOW_MID_seam_2,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.98,0.375,0.0746240577829965,201,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3754027830343006,0.3745213091245153,386,3.854538154440916e-14,0.3747515171858821,0.0279654788727448,0.9775775985675492,0.9400907744471584,0.9682058925374516,0.0002302080613667,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_18__N201.npz,0.0002045414861811,0.000204541486181,0.0011928927085116,0.0003898140836413,0.99999997908139,501,0.3745524552098488,0.0279506240603429,0.0001990619760333101,1.48548124018974e-05,0.0001984007162606022,0.9999999803185773,0.000198400716260585,0.999999980318578,0.0011414145539489031,0.9999993517881473,0.0003467920498064549,0.9999999512520934,0.0011414145539489031
73,CONV_18,HM2_LOW_MID_seam_2,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.98,0.375,0.0746240577829965,301,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3754027830343006,0.3745213091245153,582,-2.91838144140222e-13,0.3746201249461459,0.0279556738506545,0.9758323030307804,0.9375897374983172,0.9662716616476646,9.881582163057125e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_18__N301.npz,4.384076611259068e-05,4.384076611258845e-05,0.0003080616006705,0.0001547167703956,0.9999999990389936,501,0.3745524552098488,0.0279506240603429,6.766973629707129e-05,5.049790311597441e-06,3.138944321147693e-05,0.9999999995073512,3.1389443211479704e-05,0.9999999995073513,0.00022235375307763422,0.9999999757791943,9.906875525452084e-05,0.9999999969704624,0.00022235375307763422
74,CONV_18,HM2_LOW_MID_seam_2,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.98,0.375,0.0746240577829965,401,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3754027830343006,0.3745213091245153,781,-9.353529142888317e-13,0.3745739942580611,0.0279522313915213,0.9762876457776914,0.9382164901292324,0.9667698568655768,5.268513354572679e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_18__N401.npz,2.3580630495392885e-05,2.3580630495393617e-05,0.0001668981723573,9.008423824456791e-05,0.9999999997219768,501,0.3745524552098488,0.0279506240603429,2.1539048212282363e-05,1.6073311783978972e-06,1.126428397228994e-05,0.9999999999365577,1.1264283972286677e-05,0.999999999936558,7.988342896838644e-05,0.9999999968552322,3.34261198569206e-05,0.9999999996581489,7.988342896838644e-05
75,CONV_18,HM2_LOW_MID_seam_2,HM2_MID,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,0.98,0.375,0.0746240577829965,501,pin,5.0,0.98,standard_map5,True,True,central_max_ci,,pq_etaaware,0.3754027830343006,0.3745213091245153,979,5.49399912146049e-13,0.3745524552098488,0.0279506240603429,0.9754639111789744,0.9370721808291016,0.965865978591506,3.114608533344443e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_18__N501.npz,1.490412111481614e-05,1.490412111481727e-05,0.0001045231422429,5.9284733707886775e-05,0.9999999998889336,501,0.3745524552098488,0.0279506240603429,0.0,0.0,0.0,0.9999999999999998,0.0,1.0000000000000002,0.0,1.0000000000000004,0.0,1.0,0.0
76,CONV_19,vlow_transition,HM1_VLOW_EXTREME,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_VLOW_EXTREME/model_state.pt,0.7,0.11125,0.0794483912675392,201,pin,10.0,0.99,longwave_map10,True,True,central_max_ci,,pQscaled,0.5755079322665787,0.5750292309225415,379,-1.13903984185219e-14,0.5756798406406144,0.0457368372240501,0.9833197831096512,0.8690627752272336,0.9547555311390468,0.0006506097180728,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_19__N201.npz,0.0001219235829513,0.0001219235829513,0.0022566355960555,0.0006499252795824,0.99999999256732,501,0.5751252786597141,0.0456927781668094,0.0005545619809003144,4.4059057240697364e-05,0.00010406633455961755,0.999999994585099,0.00010406633455961762,0.999999994585099,0.0019366398949642654,0.9999981359189175,0.0005561317672226058,0.999999858052035,0.0019366398949642654
77,CONV_19,vlow_transition,HM1_VLOW_EXTREME,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_VLOW_EXTREME/model_state.pt,0.7,0.11125,0.0794483912675392,301,pin,10.0,0.99,longwave_map10,True,True,central_max_ci,,pQscaled,0.5755079322665787,0.5750292309225415,575,3.8698967220138216e-14,0.5753122227679336,0.0457076305754644,0.9829771893911636,0.8691856692016148,0.9545293093437766,0.000282991845392,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_19__N301.npz,5.315292239408927e-05,5.315292239409909e-05,0.0009985501443796,0.0002833719787523,0.9999999985873836,501,0.5751252786597141,0.0456927781668094,0.00018694410821951113,1.4852408654994487e-05,3.539826387502857e-05,0.9999999993734813,3.539826387502953e-05,0.9999999993734815,0.0006854987211005952,0.9999997665805744,0.00019061329527351407,0.9999999832730242,0.0006854987211005952
78,CONV_19,vlow_transition,HM1_VLOW_EXTREME,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_VLOW_EXTREME/model_state.pt,0.7,0.11125,0.0794483912675392,401,pin,10.0,0.99,longwave_map10,True,True,central_max_ci,,pQscaled,0.5755079322665787,0.5750292309225415,770,-8.480841147587684e-14,0.5751843365415272,0.0456974702205112,0.9833387839277942,0.8691588643496562,0.9547938040332598,0.0001551056189856,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_19__N401.npz,2.9260032967660432e-05,2.9260032967660483e-05,0.0005574888990903,0.0001557390537104,0.9999999995719252,501,0.5751252786597141,0.0456927781668094,5.9057881813151525e-05,4.692053701793597e-06,1.1882189998285472e-05,0.9999999999294067,1.1882189998279826e-05,0.9999999999294066,0.0002765268678096299,0.9999999618870115,6.54537289614563e-05,0.9999999980016228,0.0002765268678096299
79,CONV_19,vlow_transition,HM1_VLOW_EXTREME,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM1_VLOW_EXTREME/model_state.pt,0.7,0.11125,0.0794483912675392,501,pin,10.0,0.99,longwave_map10,True,True,central_max_ci,,pQscaled,0.5755079322665787,0.5750292309225415,966,-1.0702081157614327e-13,0.5751252786597141,0.0456927781668094,0.9831280808667155,0.8692017614255311,0.9546465010064196,9.604773717253325e-05,assets/pinn_subsonic/joint_ci_mode_global_validation_v1/gep_n_convergence/profiles/CONV_19__N501.npz,1.8245462237199183e-05,1.824546223720353e-05,0.0003536459576228,9.675183152693683e-05,0.9999999998335516,501,0.5751252786597141,0.0456927781668094,0.0,0.0,0.0,1.0,0.0,1.0000000000000002,0.0,0.9999999999999997,0.0,1.0000000000000002,0.0
