alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag
0.1,1.1,validated,-234.899196821126,0.00216106023124242,-0.001275620287828449,0.001425822213951226,-0.0011058564315804516,-0.00139869507054509,0.000501541348810973,0.0017860001911094378,-0.001054231642833429
0.1,1.1,validated,-224.79883375305212,0.0007936202315843719,-0.003149619108931,0.00028049983037837264,-0.0023185913939498468,-0.0008118285710606274,0.0017434984148956539,0.000655884488912704,-0.0026029909991165286
0.1,1.1,validated,-215.52696880103915,-0.0018971471860478927,-0.0036527469534139677,-0.0016844513280630464,-0.0024334886842500743,0.0006971166084665094,0.0023353525343187045,-0.001567890236403217,-0.0030187991350528656
0.1,1.1,validated,-206.9856769734923,-0.00466807489270167,-0.0021020160057995826,-0.0035203476989473337,-0.0010760956049832816,0.0024810944334785084,0.001741636437723023,-0.0038579131344641895,-0.0017372033105781672
0.1,1.1,validated,-199.09188073656208,-0.006144632860953734,0.0012128478871091042,-0.00427300492855717,0.0014222905068891518,0.0037084836631038585,-2.201457211976785e-05,-0.005078208975994821,0.0010023536257100034
0.1,1.1,validated,-191.7746388052183,-0.005432438331733174,0.0052436859956221295,-0.0033994995030299153,0.004232917795200713,0.0037425609732150943,-0.002445477187318567,-0.004489618455977829,0.0043336247897703545
0.1,1.1,validated,-184.97300809590462,-0.0024012204333276064,0.00865604473927076,-0.0009279102808900313,0.006392105391026532,0.0023591565784883486,-0.004767146375440393,-0.0019844796969649635,0.007153755982868396
0.1,1.1,validated,-178.6343422883563,0.0023628953364011893,0.010293981518611165,0.0026188632761527885,0.0071284638057409885,-0.00022940439198215586,-0.006249564076708168,0.0019528060631414778,0.008507422742653852
0.1,1.1,validated,-172.7129264007655,0.007813095405005183,0.009481997988420237,0.006432876121999106,0.006055078271992479,-0.003489438458633841,-0.006383455550675679,0.00645710364050015,0.007836361973901022
0.1,1.1,validated,-167.16887242698004,0.012761085474413375,0.006126121706176014,0.009657994468855718,0.0032126664273593396,-0.006740307223836059,-0.004982016093827446,0.01054635163174659,0.005062910500971912
0.1,1.1,validated,-161.96721960140954,0.016153638135176385,0.0006521744440338345,0.011581560279074745,-0.0009995309374582445,-0.009322117453165309,-0.0021757643781908863,0.013350114161302796,0.0005389871438296148
0.1,1.1,validated,-157.07719638200464,0.017253893339021064,-0.006151367740363237,0.011749464642197631,-0.005952277513823325,-0.010718637746382025,0.001658684405950099,0.014259415982662034,-0.0050837749920357314
0.1,1.1,validated,-152.4716112259475,0.015718857632758175,-0.013321369694175092,0.010004381711986457,-0.01092746607433901,-0.010623277857777001,0.005999334140252012,0.01299079143203155,-0.011009396441467017
0.1,1.1,validated,-148.12634667734645,0.011591062859592351,-0.019892396446947007,0.006464190192487954,-0.015240306366685951,-0.008953405910264245,0.010279976285231949,0.009579390793051529,-0.016439997063592567
0.1,1.1,validated,-144.0199368892061,0.0052329665093522725,-0.025027887733450938,0.0014632867409124519,-0.01832694394309223,-0.005826785025039233,0.013973773915686095,0.004324765710208489,-0.0206842047383892
0.1,1.1,validated,-140.13321295594147,-0.0027674409166476136,-0.028101899770796464,-0.004522156421543253,-0.01979420770803799,-0.001515767006386675,0.01665129873155795,-0.002287141253427777,-0.023224710554377238
0.1,1.1,validated,-136.44900368923214,-0.011697029598085613,-0.028734676404766013,-0.010949027951853539,-0.019435879711887195,0.003607138784086546,0.01801238350074282,-0.00966696660998811,-0.02374766645021984
0.1,1.1,validated,-132.95188198227677,-0.020808551025248985,-0.026791368078635445,-0.0172720864367745,-0.017223528108699634,0.009122343749433319,0.017895499587176983,-0.017197149607643788,-0.022141626511268955
0.1,1.1,validated,-129.6279488598589,-0.029393832467489372,-0.022355189967879708,-0.022993736281513064,-0.01328072390074292,0.014608733686802976,0.016270286310742135,-0.024292423526850713,-0.01847536360981794
0.1,1.1,validated,-126.46464883941685,-0.03683609679649457,-0.015685711931231156,-0.027697565499551005,-0.007848544980812023,0.01967873563742227,0.013219111753050378,-0.03044305520371451,-0.01296339829027368
0.1,1.1,validated,-123.4506114315932,-0.04264202424074304,-0.007171067675886234,-0.031066882004641062,-0.0012485796339569977,0.024002279285427214,0.00891284416196805,-0.035241342347721506,-0.00592650221147623
0.1,1.1,validated,-120.57551456243168,-0.04645630546395324,0.0027194678192130673,-0.032890794318669286,0.0061522196853381495,0.02732053469119681,0.003584890359836316,-0.038393640879300195,0.002247494065465346
0.1,1.1,validated,-117.82996645968161,-0.048062384290826536,0.013478323801437783,-0.033060856351348575,0.013972165484669409,0.029451109163510243,-0.0024936397785876967,-0.03972097875274919,0.011139110579700644
0.1,1.1,validated,-115.20540315516712,-0.047373234716258684,0.02459556980113876,-0.03156123012550162,0.021839632206340817,0.030286679851528223,-0.009035858752733982,-0.03915143364980056,0.02032691719102377
0.1,1.1,validated,-112.69399924640462,-0.044415682307615154,0.03558702538499339,-0.028454953352878044,0.029411685320124104,0.02978900150347363,-0.015757193173053775,-0.03670717546083897,0.029410764780986268
0.1,1.1,validated,-110.28858995860836,-0.03931120841099406,0.04601462497059588,-0.023868400457556106,0.03638686701357118,0.027980007364260803,-0.02238936234273082,-0.03248860199255707,0.03802861567817841
0.1,1.1,validated,-107.98260287209933,-0.03225551784192648,0.055499734442428623,-0.017975500684357347,0.04251284226641008,0.024931407097776873,-0.028690395256842416,-0.026657452761922704,0.04586754912597406
0.1,1.1,validated,-105.76999794501523,-0.02349853264109394,0.06373043365697602,-0.010982807262308217,0.04758977941419138,0.020753861437204313,-0.03445109089473416,-0.01942027490999499,0.05266977988179835
0.1,1.1,validated,-103.6452146787822,-0.01332591618668893,0.07046392481603457,-0.0031161001358155564,0.05147039274816694,0.015586504801408066,-0.03949847361717261,-0.011013153873296629,0.05823464860829302
0.1,1.1,validated,-101.60312545324926,-0.002042792173209689,0.07552519221468834,0.0053911057953004715,0.05405751023187246,0.009587327512959092,-0.04369682434009291,-0.0016882579943881715,0.06241751422701514
0.1,1.1,validated,-99.6389942069963,0.010040018679255476,0.07880294936254019,0.014307010566291987,0.055299934590056846,0.0029247206044280276,-0.04694685409566403,0.008297536098558246,0.06512640443185139
0.1,1.1,validated,-97.74843976191174,0.0226171910379067,0.08024377366802041,0.02340898088292818,0.0551872446964011,-0.004229685766005911,-0.04918353760324328,0.018691893419757598,0.06631716832067801
0.1,1.1,validated,-95.92740319421202,0.035397599079850704,0.07984515865392479,0.03248912880153039,0.05374405045924974,-0.011706857140047119,-0.05037304057042677,0.029254214115579085,0.06598773442473121
0.1,1.1,validated,-94.17211874046502,0.04811076812774954,0.07764807475526643,0.04135823914604211,0.051024101421928154,-0.01934493423281258,-0.050509110692261265,0.03976096539483433,0.0641719626076582
0.1,1.1,validated,-92.4790877997245,0.06051132365018983,0.07372947810758512,0.049848263725134075,0.047104539853152126,-0.026992653496069507,-0.049609215686395834,0.05000935838858663,0.06093345298147529
0.1,1.1,validated,-90.8450556540799,0.07238174825476118,0.06819508952962355,0.0578136331367343,0.04208049999012424,-0.03451175359365832,-0.04771065029724165,0.05981962665682741,0.056359578123655815
0.1,1.1,validated,-89.26699058168583,0.08353373183436172,0.061172662567436795,0.06513160941132086,0.03606018369578054,-0.04177850929244136,-0.044866771271199736,0.0690361420118692,0.05055591947722048
0.1,1.1,validated,-87.74206508024076,0.09380839645910143,0.05280587716374424,0.0717018927373151,0.029160484408104186,-0.04868454135002955,-0.04114347104219749,0.07752760037942266,0.04364122079648284
