candidate_id,candidate_bucket,candidate_source,candidate_label,candidate_order,alpha,Mach,source_file,source_alpha,source_mach,cr_init,ci_init,cr_final,ci_final,omega_i_final,ci_ref,cr_ref,ci_ref_available,cr_ref_available,ci_abs_err,ci_rel_err,cr_abs_err,stage1_mismatch,stage2_mismatch,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,y_limit,ln_p_start_right,spectral_success,mode_success,raw_success,raw_status,strict_status,accept,reject_reason_primary,reject_reasons_all,solver_failed,mode_reconstructed,peak_shift,exception,box_robustness_enabled,box_robustness_pass,box_robustness_note,box_robustness_n_variants,box_robustness_max_rel_l2,box_robustness_max_peak_shift,box_robustness_max_center8_delta,box_robustness_max_edge_growth,box_robustness_min_half_span_gain,box_robustness_p_rel_l2_x1p50,box_robustness_rho_rel_l2_x1p50,box_robustness_u_rel_l2_x1p50,box_robustness_v_rel_l2_x1p50,box_robustness_max_rel_l2_x1p50,box_robustness_peak_shift_x1p50,box_robustness_center8_delta_x1p50,box_robustness_edge_growth_x1p50,box_robustness_half_span_gain_x1p50,box_robustness_p_rel_l2_x2p00,box_robustness_rho_rel_l2_x2p00,box_robustness_u_rel_l2_x2p00,box_robustness_v_rel_l2_x2p00,box_robustness_max_rel_l2_x2p00,box_robustness_peak_shift_x2p00,box_robustness_center8_delta_x2p00,box_robustness_edge_growth_x2p00,box_robustness_half_span_gain_x2p00
a0.150000_M1.400000__cand001,existing,anchor_anchor_nearest_2,anchor_nearest_2,1,0.15,1.4,assets/classic_supersonic/validated_modal_points/supersonic_validated_modal_points.csv,0.15,1.4,0.3111424049240388,0.0511307865076858,,,,0.0528376974498678,0.3096630653915741,True,True,,,,,,,,,,,,,False,False,False,dry_run,dry_run,False,dry_run,dry_run,False,False,,,True,True,not_run,2,,,,,,,,,,,,,,,,,,,,,,,
a0.150000_M1.400000__cand002,branch_guided,branch_guided_interp_cr_target_ci,interp_cr_target_ci,2,0.15,1.4,/Users/emma.grospellier/Thèse/These_PINN_KH_RT/assets/classic_supersonic/shooting/supersonic_reference_core_local_spectral.csv,0.15,1.4,0.3151317493370194,0.0528376974498678,,,,0.0528376974498678,0.3096630653915741,True,True,,,,,,,,,,,,,False,False,False,dry_run,dry_run,False,dry_run,dry_run,False,False,,,True,True,not_run,2,,,,,,,,,,,,,,,,,,,,,,,
a0.150000_M1.400000__cand003,blumen_perturb,blumen_perturb_scale,"dcr=+0.000,sci=1.00",3,0.15,1.4,blumen_digitized,0.15,1.4,0.3096630653915741,0.0528376974498678,,,,0.0528376974498678,0.3096630653915741,True,True,,,,,,,,,,,,,False,False,False,dry_run,dry_run,False,dry_run,dry_run,False,False,,,True,True,not_run,2,,,,,,,,,,,,,,,,,,,,,,,
a0.150000_M1.400000__cand004,existing,anchor_anchor_exact,anchor_exact,4,0.15,1.4,assets/classic_supersonic/validated_modal_points/supersonic_validated_modal_points.csv,0.15,1.4,0.3182275185165742,0.0486740636694557,,,,0.0528376974498678,0.3096630653915741,True,True,,,,,,,,,,,,,False,False,False,dry_run,dry_run,False,dry_run,dry_run,False,False,,,True,True,not_run,2,,,,,,,,,,,,,,,,,,,,,,,
a0.150000_M1.400000__cand005,branch_guided,branch_guided_interp_branch_ci_blend,interp_branch_ci_blend,5,0.15,1.4,/Users/emma.grospellier/Thèse/These_PINN_KH_RT/assets/classic_supersonic/shooting/supersonic_reference_core_local_spectral.csv,0.15,1.4,0.3151317493370194,0.05435041919828411,,,,0.0528376974498678,0.3096630653915741,True,True,,,,,,,,,,,,,False,False,False,dry_run,dry_run,False,dry_run,dry_run,False,False,,,True,True,not_run,2,,,,,,,,,,,,,,,,,,,,,,,
a0.150000_M1.400000__cand006,blumen_perturb,branch_interp_target,branch_interp_target,6,0.15,1.4,branch_guided_interp,0.15,1.4,0.3151317493370194,0.05586314094670042,,,,0.0528376974498678,0.3096630653915741,True,True,,,,,,,,,,,,,False,False,False,dry_run,dry_run,False,dry_run,dry_run,False,False,,,True,True,not_run,2,,,,,,,,,,,,,,,,,,,,,,,
